chromosome1	x1	x2	chromosome2	y1	y2	color	loopId	distance	rawTargetCounts	scaledTargetCounts	rawControlCounts	rawTargetNearbyMeanCounts	scaledTargetNearbyMeanCounts	rawControlNearbyMeanCounts	rawTargetES	rawControlES	targetDensity	controlDensity	rawFc	scaledFc	poissonPvalue
chr17	40096061	40096544	chr17	40097967	40099415	"0,255,255"	loop_chr17-chr17-7279|activate_100m|loop_chr17-chr17-6698|resting_100m	2388.5	35	37.98690856821511	91	2.0	1.9563335334889713	3.25	17.5	28.0	0.18125323666494045	0.4712584153288452	-1.3785116232537327	-1.2603642372247155	2.0928576509550707e-08
chr17	30807237	30808085	chr17	30808911	30809168	"0,255,255"	loop_chr17-chr17-7281|activate_100m|loop_chr17-chr17-6856|resting_100m	1378.5	16	16.878636999140493	53	2.75	2.721256024776493	2.25	5.818181818181818	23.555555555555557	0.14479638009049772	0.47963800904977383	-1.727920454563197	-1.6507939529041238	1.668472131607803e-07
chr17	35045494	35045644	chr17	35046572	35047080	"0,255,255"	loop_chr17-chr17-7337|activate_100m|loop_chr17-chr17-6625|resting_100m	1257.0	9	9.297863621059879	54	0.0	0.0	0.25	9.0	54.0	0.13677811550151975	0.8206686930091185	-2.5849625007211543	-2.5379882372727725	8.809129494123407e-19
chr17	67438034	67440110	chr17	67440694	67441448	"0,255,255"	loop_chr17-chr17-7364|activate_100m|loop_chr17-chr17-6688|resting_100m	1999.0	45	49.28821187460292	147	35.75	38.83080833543557	70.5	1.2587412587412588	2.0851063829787235	0.15901060070671377	0.5194346289752649	-1.7078192485066879	-1.5765016074758105	2.1823093748351677e-24
chr17	74280081	74281348	chr17	74281972	74283704	"0,255,255"	loop_chr17-chr17-7371|activate_100m|loop_chr17-chr17-6602|resting_100m	2123.5	25	26.803891818923045	178	23.25	24.861993986348175	77.5	1.075268817204301	2.296774193548387	0.08336112037345783	0.5935311770590196	-2.8318772411916733	-2.7313628465816624	6.720871561541502e-78
chr17	58170557	58171598	chr17	58172262	58172685	"0,255,255"	loop_chr17-chr17-7382|activate_100m|loop_chr17-chr17-6719|resting_100m	1396.0	23	24.585004205701253	60	7.75	7.963122715994168	5.25	2.967741935483871	11.428571428571429	0.157103825136612	0.40983606557377045	-1.3833286395515039	-1.2871838987640185	0.00010899443607731179
chr17	57997372	57998647	chr17	57999387	57999835	"0,255,255"	loop_chr17-chr17-7386|activate_100m|loop_chr17-chr17-6748|resting_100m	1601.5	11	11.447194257956545	49	6.25	6.371889080942562	8.75	1.76	5.6	0.06384213580963437	0.2843876958792803	-2.155278225477911	-2.0977877165090595	1.6081942162379145e-11
chr17	17749896	17750366	chr17	17751734	17752353	"0,255,255"	loop_chr17-chr17-7410|activate_100m|loop_chr17-chr17-6752|resting_100m	1912.5	14	14.697344878081276	43	4.5	4.533340572165529	8.25	3.111111111111111	5.212121212121212	0.1285583103764922	0.3948576675849403	-1.6189098326444942	-1.548781108644461	0.00014957351974371227
chr17	41679080	41679515	chr17	41687969	41688902	"0,255,255"	loop_chr17-chr17-7417|activate_100m|loop_chr17-chr17-6627|resting_100m	9138.0	24	25.693608185645687	79	2.5	2.4653191027461783	4.5	9.6	17.555555555555557	0.17543859649122806	0.577485380116959	-1.7188182474559461	-1.620443149348704	2.5496822293766394e-12
chr17	5584488	5585046	chr17	5585739	5586408	"0,255,255"	loop_chr17-chr17-7456|activate_100m|loop_chr17-chr17-6673|resting_100m	1306.5	18	19.069881589446158	50	7.5	7.697074488604391	18.75	2.4	2.6666666666666665	0.1466992665036675	0.40749796251018744	-1.4739311883324113	-1.3906322093305148	0.00026693078554412375
chr17	40602554	40603487	chr17	40607487	40608496	"0,255,255"	loop_chr17-chr17-7486|activate_100m|loop_chr17-chr17-6653|resting_100m	4971.0	16	16.878636999140493	65	5.75	5.84440949514058	18.75	2.782608695652174	3.466666666666667	0.08238928939237898	0.33470648815653964	-2.0223678130284526	-1.9452413113693794	4.2784524494779235e-14
chr17	39094548	39095538	chr17	39096471	39097237	"0,255,255"	loop_chr17-chr17-7488|activate_100m|loop_chr17-chr17-6610|resting_100m	1811.0	24	25.693608185645687	82	7.75	7.963122715994168	16.0	3.096774193548387	5.125	0.1366742596810934	0.46697038724373574	-1.7725895038969277	-1.6742144057896846	8.005012805435457e-14
chr17	77441261	77441895	chr17	77444688	77445747	"0,255,255"	loop_chr17-chr17-7579|activate_100m|loop_chr17-chr17-6639|resting_100m	3639.5	14	14.697344878081276	67	4.75	4.794600066890395	10.0	2.9473684210526314	6.7	0.08269344359125812	0.3957471943295925	-2.2587342684001683	-2.188605544400135	2.181880771731338e-18
chr17	76670053	76670872	chr17	76671640	76672152	"0,255,255"	loop_chr17-chr17-7591|activate_100m|loop_chr17-chr17-6632|resting_100m	1433.5	14	14.697344878081276	51	5.75	5.84440949514058	15.5	2.4347826086956523	3.2903225806451615	0.10518407212622088	0.38317054845980464	-1.8650704199138914	-1.7949416959138582	1.1804778130886392e-08
chr17	64020329	64021403	chr17	64024959	64026019	"0,255,255"	loop_chr17-chr17-7596|activate_100m|loop_chr17-chr17-6636|resting_100m	4623.0	37	40.238731389848155	154	13.0	13.610845440074888	46.25	2.8461538461538463	3.32972972972973	0.17338331771321464	0.7216494845360825	-2.057333175065949	-1.9362736239251648	1.7926363049615957e-37
chr17	19771580	19772819	chr17	19773303	19774895	"0,255,255"	loop_chr17-chr17-7599|activate_100m|loop_chr17-chr17-7073|resting_100m	1899.5	28	30.144196336611103	70	23.25	24.861993986348175	46.0	1.2043010752688172	1.5217391304347827	0.09890498057223597	0.2472624514305899	-1.3219280948873617	-1.215474655333816	3.843741799693479e-05
chr17	40108148	40108665	chr17	40111613	40112432	"0,255,255"	loop_chr17-chr17-7614|activate_100m|loop_chr17-chr17-6738|resting_100m	3616.0	13	13.610845440074888	39	3.25	3.235604666214274	4.75	4.0	8.210526315789474	0.09730538922155689	0.29191616766467066	-1.5849625007211579	-1.5187174410917366	0.001419910879999076
chr17	59782802	59785498	chr17	59786435	59787002	"0,255,255"	loop_chr17-chr17-7639|activate_100m|loop_chr17-chr17-6679|resting_100m	2568.5	53	58.39662858538915	147	27.75	29.865320486307983	32.5	1.90990990990991	4.523076923076923	0.1624272142200429	0.4505056696291756	-1.4717518902731648	-1.3318591696029847	1.780344037474388e-17
chr17	7685916	7686237	chr17	7687377	7687671	"0,255,255"	loop_chr17-chr17-7643|activate_100m|loop_chr17-chr17-6695|resting_100m	1447.5	5	5.056359749467925	22	1.5	1.4519972657612144	5.5	3.3333333333333335	4.0	0.0813008130081301	0.3577235772357724	-2.1375035237499347	-2.1213325067224194	0.0020779274955067587
chr17	40096156	40096654	chr17	40108169	40108644	"0,255,255"	loop_chr17-chr17-7683|activate_100m|loop_chr17-chr17-6775|resting_100m	12001.5	6	6.107949642318402	27	1.75	1.703508917201487	7.25	3.4285714285714284	3.7241379310344827	0.061664953751284675	0.2774922918807811	-2.169925001442312	-2.144199334442096	4.062180367157079e-05
chr17	8057836	8058071	chr17	8060221	8060592	"0,255,255"	loop_chr17-chr17-7693|activate_100m|loop_chr17-chr17-6741|resting_100m	2453.0	5	5.056359749467925	21	1.5	1.4519972657612144	6.0	3.3333333333333335	3.5	0.0825082508250825	0.34653465346534656	-2.070389327891398	-2.0542183108638827	0.009153549176006531
chr17	80789999	80790360	chr17	80791320	80792022	"0,255,255"	loop_chr17-chr17-7750|activate_100m|loop_chr17-chr17-6743|resting_100m	1491.5	16	16.878636999140493	45	4.0	4.012432355815172	14.75	4.0	3.0508474576271185	0.15051740357478835	0.42333019755409224	-1.4918530963296739	-1.4147265946705998	0.0009798451603357666
chr17	77959434	77961117	chr17	77963306	77963739	"0,255,255"	loop_chr17-chr17-7760|activate_100m|loop_chr17-chr17-6723|resting_100m	3247.0	11	11.447194257956545	49	3.0	2.9780406612491883	1.75	3.6666666666666665	28.0	0.05198487712665407	0.23156899810964082	-2.155278225477911	-2.0977877165090595	1.6081942162379145e-11
chr17	39794180	39794892	chr17	39800434	39800886	"0,255,255"	loop_chr17-chr17-7778|activate_100m|loop_chr17-chr17-6692|resting_100m	6124.0	5	5.056359749467925	38	1.5	1.4519972657612144	7.25	3.3333333333333335	5.241379310344827	0.04295532646048111	0.32646048109965636	-2.9259994185562235	-2.9098284015287073	7.326599515992286e-16
chr17	40608084	40608514	chr17	40612239	40613418	"0,255,255"	loop_chr17-chr17-7811|activate_100m|loop_chr17-chr17-6885|resting_100m	4529.5	10	10.370573889424657	54	1.5	1.4519972657612144	4.5	6.666666666666667	12.0	0.06215040397762585	0.3356121814791796	-2.4329594072761047	-2.3804636746950765	1.1218640289825826e-16
chr17	48836058	48836541	chr17	48837558	48838069	"0,255,255"	loop_chr17-chr17-7814|activate_100m|loop_chr17-chr17-6687|resting_100m	1514.0	10	10.370573889424657	42	3.0	2.9780406612491883	10.25	3.3333333333333335	4.097560975609756	0.10060362173038229	0.4225352112676056	-2.070389327891398	-2.017893595310369	1.2720677737153274e-08
chr17	49361089	49361462	chr17	49362344	49362645	"0,255,255"	loop_chr17-chr17-7872|activate_100m|loop_chr17-chr17-6685|resting_100m	1219.0	8	8.229482925276072	35	1.75	1.703508917201487	6.75	4.571428571428571	5.185185185185185	0.11869436201780416	0.5192878338278932	-2.1292830169449637	-2.088481230839405	3.427453479166398e-07
chr17	76751850	76752353	chr17	76753150	76753756	"0,255,255"	loop_chr17-chr17-7889|activate_100m|loop_chr17-chr17-6667|resting_100m	1351.5	18	19.069881589446158	67	11.25	11.71691861706612	28.25	1.6	2.3716814159292037	0.1623083859332732	0.6041478809738504	-1.8961641890154581	-1.8128652100135625	1.1347094880474294e-12
chr17	45248347	45248490	chr17	45249461	45249966	"0,255,255"	loop_chr17-chr17-7956|activate_100m|loop_chr17-chr17-6661|resting_100m	1295.0	6	6.107949642318402	27	0.75	0.7079473719790254	0.0	6.0	27.0	0.09259259259259259	0.41666666666666663	-2.169925001442312	-2.144199334442096	4.062180367157079e-05
chr17	78817030	78818302	chr17	78818321	78820758	"0,255,255"	loop_chr17-chr17-7977|activate_100m|loop_chr17-chr17-6618|resting_100m	1873.5	66	73.30210157004744	182	92.75	104.29274813859486	244.75	0.7115902964959568	0.7436159346271706	0.1779455378808304	0.49069830142895665	-1.4634005208402456	-1.3120119843161966	3.4971420405574787e-07
chr17	49816189	49817500	chr17	49817922	49818460	"0,255,255"	loop_chr17-chr17-8055|activate_100m|loop_chr17-chr17-6691|resting_100m	1346.5	35	37.98690856821511	98	20.0	21.270006116027186	50.5	1.75	1.9405940594059405	0.18929150892374258	0.5300162249864793	-1.4854268271702438	-1.3672794411412275	3.2681165572279825e-11
chr17	77881220	77881883	chr17	77882520	77882909	"0,255,255"	loop_chr17-chr17-8177|activate_100m|loop_chr17-chr17-6823|resting_100m	1163.0	15	15.786669396867383	54	5.75	5.84440949514058	23.75	2.608695652173913	2.2736842105263158	0.14258555133079848	0.5133079847908746	-1.8479969065549504	-1.7742525775257523	4.050239303144493e-09
chr17	29615639	29615946	chr17	29616670	29617792	"0,255,255"	loop_chr17-chr17-8196|activate_100m|loop_chr17-chr17-6805|resting_100m	1438.5	9	9.297863621059879	32	1.75	1.703508917201487	3.75	5.142857142857143	8.533333333333333	0.06298110566829951	0.2239328201539538	-1.8300749985576878	-1.7831007351093042	0.00044197790086186473
chr17	78748766	78749124	chr17	78758389	78759897	"0,255,255"	loop_chr17-chr17-8231|activate_100m|loop_chr17-chr17-6712|resting_100m	10198.0	8	8.229482925276072	48	0.75	0.7079473719790254	3.0	8.0	16.0	0.04287245444801715	0.25723472668810293	-2.5849625007211543	-2.544160714615595	2.1033763669315044e-16
chr17	82200844	82201164	chr17	82205753	82206530	"0,255,255"	loop_chr17-chr17-8313|activate_100m|loop_chr17-chr17-6791|resting_100m	5137.5	9	9.297863621059879	34	0.5	0.46506456468831575	3.5	9.0	9.714285714285714	0.08204193254329992	0.3099361896080219	-1.917537839808027	-1.8705635763596433	3.3335191289541585e-05
chr17	48892183	48893193	chr17	48908012	48908428	"0,255,255"	loop_chr17-chr17-8534|activate_100m|loop_chr17-chr17-6773|resting_100m	15532.0	9	9.297863621059879	30	0.5	0.46506456468831575	1.5	9.0	20.0	0.06311360448807854	0.21037868162692847	-1.7369655941662039	-1.689991330717823	0.005197573539509923
chr17	19767543	19768694	chr17	19771564	19772506	"0,255,255"	loop_chr17-chr17-8676|activate_100m|loop_chr17-chr17-6978|resting_100m	3916.5	6	6.107949642318402	33	2.5	2.4653191027461783	11.5	2.4	2.869565217391304	0.02866698518872432	0.15766841853798375	-2.4594316186372964	-2.4337059516370814	2.5240317488703626e-09
chr17	35051111	35052230	chr17	35052371	35055108	"0,255,255"	loop_chr17-chr17-8721|activate_100m|loop_chr17-chr17-7719|resting_100m	2069.0	36	39.11225187383887	87	35.25	38.26813619418155	55.5	1.0212765957446808	1.5675675675675675	0.09336099585062241	0.22562240663900415	-1.273018494406415	-1.1533947998510046	2.798543312609885e-06
chr17	8151164	8152049	chr17	8153601	8154384	"0,255,255"	loop_chr17-chr17-8906|activate_100m|loop_chr17-chr17-7433|resting_100m	2386.0	5	5.056359749467925	23	1.25	1.202010651834016	8.0	4.0	2.875	0.029976019184652276	0.13788968824940045	-2.2016338611696504	-2.185462844142135	0.00045170528333667953
chr17	67441010	67441812	chr17	67474468	67475632	"0,255,255"	loop_chr17-chr17-9011|activate_100m|loop_chr17-chr17-7162|resting_100m	33639.0	5	5.056359749467925	22	1.0	0.953845586631926	5.5	5.0	4.0	0.0254323499491353	0.11190233977619532	-2.1375035237499347	-2.1213325067224194	0.0020779274955067587
chr17	39959049	39959378	chr17	39980052	39981028	"0,255,255"	loop_chr17-chr17-9033|activate_100m|loop_chr17-chr17-6709|resting_100m	21326.5	5	5.056359749467925	23	0.5	0.46506456468831575	0.5	5.0	23.0	0.038314176245210725	0.17624521072796934	-2.2016338611696504	-2.185462844142135	0.00045170528333667953
chr17	14201732	14202473	chr17	14203470	14203665	"0,255,255"	loop_chr17-chr17-6603|resting_100m	1465.0	16	16.878636999140493	69	2.25	2.2103116996353003	0.75	7.111111111111111	69.0	0.17094017094017097	0.7371794871794872	-2.1085244567781665	-2.031397955119094	1.6419393898667767e-16
chr17	49746721	49747755	chr17	49748018	49749245	"0,255,255"	loop_chr17-chr17-6604|resting_100m	1393.5	78	87.15704061797656	226	70.0	77.91099954447424	135.75	1.1142857142857143	1.6648250460405156	0.3449800973020787	0.9995577178239717	-1.5347767435529391	-1.3746336563683244	2.4288219248563365e-30
chr17	39092141	39093601	chr17	39094500	39094984	"0,255,255"	loop_chr17-chr17-6612|resting_100m	1871.0	10	10.370573889424657	119	9.0	9.297863621059879	5.25	1.1111111111111112	22.666666666666668	0.051440329218107	0.6121399176954733	-3.5728896684205793	-3.520393935839552	4.396619502431495e-76
chr17	68291976	68292349	chr17	68296559	68296886	"0,255,255"	loop_chr17-chr17-6615|resting_100m	4560.0	1	0.953845586631926	42	0.5	0.46506456468831575	12.0	1.0	3.5	0.014285714285714287	0.6	-5.39231742277876	-5.46048978333374	3.6253381873997426e-48
chr17	31310419	31310676	chr17	31311617	31311918	"0,255,255"	loop_chr17-chr17-6617|resting_100m	1220.0	9	9.297863621059879	42	4.0	4.012432355815172	11.75	2.25	3.574468085106383	0.16129032258064516	0.7526881720430109	-2.2223924213364477	-2.175418157888065	3.6723569980756754e-10
chr17	59360334	59360973	chr17	59361692	59362804	"0,255,255"	loop_chr17-chr17-6624|resting_100m	1594.5	4	4.012432355815172	77	25.25	27.081717463857743	21.5	0.15841584158415842	3.5813953488372094	0.022844089091947458	0.4397487150199886	-4.266786540694898	-4.262309470142853	3.547228871226324e-10
chr17	50867531	50868213	chr17	50871194	50872127	"0,255,255"	loop_chr17-chr17-6633|resting_100m	3788.5	7	7.165954734806063	53	3.5	3.4938900656724083	13.25	2.0	4.0	0.043343653250774	0.32817337461300317	-2.920565532505595	-2.886761524059075	4.1838501507992644e-23
chr17	68436519	68436761	chr17	68437525	68438372	"0,255,255"	loop_chr17-chr17-6634|resting_100m	1308.5	7	7.165954734806063	70	0.75	0.7079473719790254	0.75	7.0	70.0	0.0642791551882461	0.6427915518824611	-3.3219280948873617	-3.2881240864408428	4.991550186052427e-39
chr17	78251044	78251412	chr17	78252183	78252766	"0,255,255"	loop_chr17-chr17-6635|resting_100m	1246.5	3	2.9780406612491883	41	2.5	2.4653191027461783	16.0	1.2	2.5625	0.031545741324921134	0.43112513144058884	-3.7725895038969277	-3.7831885524502256	4.156446482204904e-27
chr17	63610178	63610667	chr17	63612130	63612599	"0,255,255"	loop_chr17-chr17-6641|resting_100m	1942.0	8	8.229482925276072	36	2.25	2.2103116996353003	8.25	3.5555555555555554	4.363636363636363	0.08350730688935282	0.3757828810020877	-2.169925001442312	-2.129123215336751	7.774411001253352e-08
chr17	39092288	39092755	chr17	39096662	39097148	"0,255,255"	loop_chr17-chr17-6651|resting_100m	4383.5	0	0.0	36	0.0	0.0	11.0	0.0	3.272727272727273	0.010493179433368312	0.3777544596012592	-inf	-inf	9.407200000000001e-296
chr17	41688642	41688863	chr17	41689730	41690457	"0,255,255"	loop_chr17-chr17-6655|resting_100m	1341.0	6	6.107949642318402	35	1.25	1.202010651834016	0.5	4.8	35.0	0.06329113924050633	0.3691983122362869	-2.5443205162238094	-2.5185948492235943	7.819657331872103e-11
chr17	63697988	63698256	chr17	63699315	63699491	"0,255,255"	loop_chr17-chr17-6664|resting_100m	1281.0	1	0.953845586631926	20	0.5	0.46506456468831575	3.5	1.0	5.714285714285714	0.02252252252252252	0.4504504504504504	-4.321928094887362	-4.390100455442342	6.0644480748171615e-15
chr17	47203888	47204643	chr17	47205227	47205751	"0,255,255"	loop_chr17-chr17-6669|resting_100m	1223.5	31	33.497551057298494	81	39.0	42.4949821256157	71.25	0.7948717948717948	1.1368421052631579	0.24237685691946836	0.6333072713057075	-1.3856536924977512	-1.2738662812816592	0.009158435364121026
chr17	73210355	73210793	chr17	73211653	73212091	"0,255,255"	loop_chr17-chr17-6674|resting_100m	1298.0	4	4.012432355815172	38	3.25	3.235604666214274	12.75	1.2307692307692308	2.980392156862745	0.045662100456621	0.4337899543378995	-3.247927513443585	-3.2434504428915374	3.082236240511345e-19
chr17	57604126	57604468	chr17	57605200	57605919	"0,255,255"	loop_chr17-chr17-6676|resting_100m	1262.5	29	31.26059671818012	90	3.75	3.752847050491901	3.25	7.733333333333333	27.692307692307693	0.27332704995287466	0.8482563619227145	-1.6338721012021047	-1.5255796839446987	9.046868941484456e-13
chr17	21040291	21040554	chr17	21041517	21041703	"0,255,255"	loop_chr17-chr17-6680|resting_100m	1187.5	3	2.9780406612491883	18	1.0	0.953845586631926	6.25	3.0	2.88	0.066815144766147	0.400890868596882	-2.584962500721158	-2.595561549274454	0.00030049660369369646
chr17	63696567	63697009	chr17	63697848	63698164	"0,255,255"	loop_chr17-chr17-6684|resting_100m	1218.0	6	6.107949642318402	33	2.5	2.4653191027461783	10.25	2.4	3.2195121951219514	0.079155672823219	0.4353562005277045	-2.4594316186372964	-2.4337059516370814	2.5240317488703626e-09
chr17	19991109	19991113	chr17	19993355	19993359	"0,255,255"	loop_chr17-chr17-6689|resting_100m	2246.0	0	0.0	15	0.0	0.0	7.0	0.0	2.142857142857143	1.25	18.75	-inf	-inf	9.407200000000001e-296
chr17	68531678	68531683	chr17	68535411	68535418	"0,255,255"	loop_chr17-chr17-6690|resting_100m	3734.0	0	0.0	15	0.0	0.0	5.5	0.0	2.727272727272727	0.8333333333333333	12.5	-inf	-inf	9.407200000000001e-296
chr17	68181489	68181783	chr17	68182763	68183082	"0,255,255"	loop_chr17-chr17-6701|resting_100m	1286.5	4	4.012432355815172	19	1.0	0.953845586631926	5.25	4.0	3.619047619047619	0.06525285481239804	0.30995106035889075	-2.247927513443585	-2.2434504428915374	0.0050879589696093104
chr17	77961495	77962563	chr17	77963436	77963671	"0,255,255"	loop_chr17-chr17-6705|resting_100m	1524.5	3	2.9780406612491883	34	1.0	0.953845586631926	0.5	3.0	34.0	0.023023791250959325	0.26093630084420566	-3.502500340529185	-3.513099389082481	2.302010125063444e-19
chr17	78252137	78252666	chr17	78253770	78254043	"0,255,255"	loop_chr17-chr17-6707|resting_100m	1505.0	2	1.9563335334889713	24	0.25	0.22675058978093654	4.0	2.0	6.0	0.02493765586034913	0.29925187032418954	-3.5849625007211543	-3.6168101457226216	2.2963021253935694e-13
chr17	49739494	49740047	chr17	49746895	49747369	"0,255,255"	loop_chr17-chr17-6714|resting_100m	7361.5	1	0.953845586631926	29	0.5	0.46506456468831575	7.5	1.0	3.8666666666666667	0.009737098344693282	0.28237585199610515	-4.857980995127569	-4.926153355682551	1.0753588499187788e-27
chr17	66246400	66246687	chr17	66254972	66255253	"0,255,255"	loop_chr17-chr17-6715|resting_100m	8569.0	0	0.0	17	0.0	0.0	4.75	0.0	3.5789473684210527	0.017605633802816902	0.2992957746478873	-inf	-inf	9.407200000000001e-296
chr17	29722725	29723544	chr17	29726804	29727256	"0,255,255"	loop_chr17-chr17-6717|resting_100m	3895.5	4	4.012432355815172	37	1.5	1.4519972657612144	4.5	2.6666666666666665	8.222222222222221	0.03147128245476003	0.2911093627065303	-3.2094533656289492	-3.2049762950769023	2.9278059747900313e-18
chr17	10698471	10698920	chr17	10699643	10700097	"0,255,255"	loop_chr17-chr17-6720|resting_100m	1174.5	7	7.165954734806063	33	4.5	4.533340572165529	10.0	1.5555555555555556	3.3	0.07751937984496124	0.3654485049833887	-2.2370391973008488	-2.20323518885433	1.7726415790260176e-07
chr17	62966907	62967367	chr17	62968540	62968723	"0,255,255"	loop_chr17-chr17-6721|resting_100m	1494.5	4	4.012432355815172	24	0.75	0.7079473719790254	1.5	4.0	16.0	0.06220839813374805	0.37325038880248834	-2.5849625007211543	-2.5804854301691083	9.893469567696496e-07
chr17	14199500	14200032	chr17	14200793	14201410	"0,255,255"	loop_chr17-chr17-6725|resting_100m	1335.5	11	11.447194257956545	47	6.25	6.371889080942562	17.75	1.76	2.647887323943662	0.09573542210617929	0.40905134899912965	-2.0951572330403394	-2.0376667240714887	2.9219384848527233e-10
chr17	32007252	32007428	chr17	32008548	32009049	"0,255,255"	loop_chr17-chr17-6728|resting_100m	1458.5	2	1.9563335334889713	30	0.0	0.0	0.5	2.0	30.0	0.029542097488921712	0.44313146233382567	-3.906890595608516	-3.9387382406099842	2.9628632946266943e-20
chr17	47835446	47835455	chr17	59251057	59251060	"0,255,255"	loop_chr17-chr17-6734|resting_100m	11415608.0	1	0.953845586631926	11	0.0	0.0	1.0	1.0	11.0	0.8333333333333333	9.166666666666666	-3.4594316186372964	-3.5276039791922766	0.0005861933128670403
chr17	40582373	40582634	chr17	40608204	40608499	"0,255,255"	loop_chr17-chr17-6737|resting_100m	25848.0	0	0.0	16	0.0	0.0	4.0	0.0	4.0	0.017985611510791366	0.28776978417266186	-inf	-inf	9.407200000000001e-296
chr17	47895431	47896255	chr17	47897024	47898081	"0,255,255"	loop_chr17-chr17-6750|resting_100m	1709.5	17	17.973088096686716	51	12.75	13.339685859768892	18.75	1.3333333333333333	2.72	0.09037745879851143	0.2711323763955343	-1.5849625007211543	-1.5046589362321603	1.396253413485816e-05
chr17	77405017	77405118	chr17	77406495	77406624	"0,255,255"	loop_chr17-chr17-6756|resting_100m	1492.0	1	0.953845586631926	14	0.0	0.0	3.25	1.0	4.3076923076923075	0.043478260869565216	0.6086956521739131	-3.807354922057602	-3.8755272826125835	2.2903711999401944e-07
chr17	30818755	30819104	chr17	30819879	30820412	"0,255,255"	loop_chr17-chr17-6757|resting_100m	1216.0	5	5.056359749467925	29	2.5	2.4653191027461783	9.75	2.0	2.9743589743589745	0.05668934240362812	0.3287981859410431	-2.5360529002402075	-2.519881883212694	2.0983351449478658e-08
chr17	49818090	49818470	chr17	49819715	49821446	"0,255,255"	loop_chr17-chr17-6758|resting_100m	2300.5	17	17.973088096686716	55	1.5	1.4519972657612144	1.25	11.333333333333334	44.0	0.08053055423969682	0.2605400284225486	-1.693896872274319	-1.613593307785325	1.717423322704695e-07
