chromosome1	x1	x2	chromosome2	y1	y2	color	loopId	distance	rawTargetCounts	scaledTargetCounts	rawControlCounts	rawTargetNearbyMeanCounts	scaledTargetNearbyMeanCounts	rawControlNearbyMeanCounts	rawTargetES	rawControlES	targetDensity	controlDensity	rawFc	scaledFc	poissonPvalue
chr17	2214500	2214642	chr17	2215983	2216063	"0,255,255"	loop_chr17-chr17-7141|activate_100m	1452.0	12	12.527380609184974	0	2.75	2.721256024776493	0.0	4.363636363636363	0.0	0.5405405405405406	0.04504504504504504	inf	inf	9.407200000000001e-296
chr17	16443178	16443180	chr17	16447380	16447385	"0,255,255"	loop_chr17-chr17-7142|activate_100m	4203.5	11	11.447194257956545	0	0.75	0.7079473719790254	0.0	11.0	0.0	15.714285714285715	1.4285714285714284	inf	inf	9.407200000000001e-296
chr17	32446662	32446663	chr17	32453584	32453588	"0,255,255"	loop_chr17-chr17-7143|activate_100m	6923.5	11	11.447194257956545	0	0.0	0.0	0.0	11.0	0.0	22.000000000000004	2.0	inf	inf	9.407200000000001e-296
chr17	80134589	80134593	chr17	80305886	80305889	"0,255,255"	loop_chr17-chr17-7145|activate_100m	171296.5	11	11.447194257956545	0	3.0	2.9780406612491883	0.0	3.6666666666666665	0.0	15.714285714285715	1.4285714285714284	inf	inf	9.407200000000001e-296
chr17	47718152	47718553	chr17	47719405	47719697	"0,255,255"	loop_chr17-chr17-7147|activate_100m	1198.5	30	32.3783966252322	5	7.75	7.963122715994168	2.0	3.870967741935484	2.5	0.4329004329004329	0.07215007215007216	2.5849625007211543	2.6950315453038676	6.60410329766833e-11
chr17	79862795	79862799	chr17	79866751	79866754	"0,255,255"	loop_chr17-chr17-7151|activate_100m	3955.5	11	11.447194257956545	0	4.5	4.533340572165529	0.0	2.4444444444444446	0.0	15.714285714285715	1.4285714285714284	inf	inf	9.407200000000001e-296
chr17	80254855	80255701	chr17	80258797	80259059	"0,255,255"	loop_chr17-chr17-7152|activate_100m	3650.0	30	32.3783966252322	3	2.5	2.4653191027461783	0.5	12.0	3.0	0.27075812274368233	0.02707581227436823	3.3219280948873617	3.4319971394700737	3.62703550837104e-17
chr17	49390397	49390400	chr17	49415456	49415458	"0,255,255"	loop_chr17-chr17-7153|activate_100m	25058.5	11	11.447194257956545	0	0.75	0.7079473719790254	0.0	11.0	0.0	22.000000000000004	2.0	inf	inf	9.407200000000001e-296
chr17	44865345	44865449	chr17	44866364	44866650	"0,255,255"	loop_chr17-chr17-7154|activate_100m	1110.0	19	20.168891811425084	0	2.0	1.9563335334889713	0.25	9.5	0.0	0.48717948717948717	0.02564102564102564	inf	inf	2.7717920680575884e-26
chr17	57994108	57994614	chr17	57995321	57995774	"0,255,255"	loop_chr17-chr17-7156|activate_100m	1186.5	35	37.98690856821511	13	9.75	10.102014827932528	6.0	3.58974358974359	2.1666666666666665	0.364963503649635	0.13555787278415016	1.4288432988038728	1.5469906848328887	0.0038354644983769268
chr17	67421910	67422231	chr17	67431339	67431974	"0,255,255"	loop_chr17-chr17-7158|activate_100m	9586.0	24	25.693608185645687	4	1.25	1.202010651834016	0.25	19.2	4.0	0.2510460251046025	0.04184100418410041	2.5849625007211543	2.683337598828399	1.4762848604718312e-07
chr17	8187778	8188163	chr17	8192259	8192426	"0,255,255"	loop_chr17-chr17-7160|activate_100m	4372.0	14	14.697344878081276	1	2.0	1.9563335334889713	0.25	7.0	1.0	0.2536231884057971	0.018115942028985508	3.807354922057602	3.877483646057637	4.2519156879810296e-07
chr17	59859012	59859020	chr17	59862978	59862979	"0,255,255"	loop_chr17-chr17-7162|activate_100m	3962.5	10	10.370573889424657	0	0.0	0.0	0.0	10.0	0.0	11.111111111111112	1.1111111111111112	inf	inf	9.407200000000001e-296
chr17	3910397	3910399	chr17	3911443	3911447	"0,255,255"	loop_chr17-chr17-7163|activate_100m	1047.0	10	10.370573889424657	0	2.5	2.4653191027461783	0.0	4.0	0.0	16.666666666666668	1.6666666666666665	inf	inf	9.407200000000001e-296
chr17	33815249	33815251	chr17	33822378	33822382	"0,255,255"	loop_chr17-chr17-7165|activate_100m	7130.0	10	10.370573889424657	0	1.0	0.953845586631926	0.0	10.0	0.0	16.666666666666668	1.6666666666666665	inf	inf	9.407200000000001e-296
chr17	4945141	4945749	chr17	4946456	4947327	"0,255,255"	loop_chr17-chr17-7167|activate_100m	1446.5	41	44.755441549687355	15	9.75	10.102014827932528	3.5	4.205128205128205	4.285714285714286	0.2772143340094658	0.10141987829614604	1.450661409009566	1.577100601085494	9.04296258882029e-05
chr17	75207543	75207709	chr17	75209250	75209275	"0,255,255"	loop_chr17-chr17-7168|activate_100m	1636.5	11	11.447194257956545	0	0.0	0.0	0.0	11.0	0.0	0.5759162303664922	0.052356020942408384	inf	inf	9.407200000000001e-296
chr17	51537765	51537767	chr17	51538910	51538915	"0,255,255"	loop_chr17-chr17-7169|activate_100m	1146.5	10	10.370573889424657	0	1.0	0.953845586631926	0.0	10.0	0.0	14.285714285714286	1.4285714285714284	inf	inf	9.407200000000001e-296
chr17	64637653	64637664	chr17	64644083	64644084	"0,255,255"	loop_chr17-chr17-7170|activate_100m	6425.0	10	10.370573889424657	0	0.0	0.0	0.0	10.0	0.0	8.333333333333334	0.8333333333333333	inf	inf	9.407200000000001e-296
chr17	29085701	29085706	chr17	46926619	46926620	"0,255,255"	loop_chr17-chr17-7171|activate_100m	17840916.0	10	10.370573889424657	0	0.0	0.0	0.0	10.0	0.0	16.666666666666668	1.6666666666666665	inf	inf	9.407200000000001e-296
chr17	80624802	80624804	chr17	80632688	80632693	"0,255,255"	loop_chr17-chr17-7172|activate_100m	7887.5	10	10.370573889424657	0	2.25	2.2103116996353003	0.0	4.444444444444445	0.0	14.285714285714286	1.4285714285714284	inf	inf	9.407200000000001e-296
chr17	65022874	65023412	chr17	65027401	65027757	"0,255,255"	loop_chr17-chr17-7175|activate_100m	4436.0	27	29.02924363684334	0	5.5	5.581285366405407	0.25	4.909090909090909	0.0	0.30201342281879195	0.011185682326621923	inf	inf	2.8989550710012427e-44
chr17	40541632	40541919	chr17	40542904	40543316	"0,255,255"	loop_chr17-chr17-7178|activate_100m	1334.5	22	23.478150242618348	2	5.0	5.056359749467925	3.0	4.4	0.6666666666666666	0.3147353361945637	0.02861230329041488	3.4594316186372964	3.5532468431596627	1.947677054498894e-08
chr17	63459537	63459539	chr17	63460987	63460989	"0,255,255"	loop_chr17-chr17-7180|activate_100m	1450.0	10	10.370573889424657	0	6.0	6.107949642318402	0.0	1.6666666666666667	0.0	25.0	2.5	inf	inf	9.407200000000001e-296
chr17	56836626	56836629	chr17	56844516	56844518	"0,255,255"	loop_chr17-chr17-7181|activate_100m	7889.5	10	10.370573889424657	0	1.0	0.953845586631926	0.0	10.0	0.0	20.0	2.0	inf	inf	9.407200000000001e-296
chr17	6496848	6496851	chr17	6498101	6498103	"0,255,255"	loop_chr17-chr17-7182|activate_100m	1252.5	10	10.370573889424657	0	2.25	2.2103116996353003	0.0	4.444444444444445	0.0	20.0	2.0	inf	inf	9.407200000000001e-296
chr17	17849110	17849659	chr17	17853708	17854143	"0,255,255"	loop_chr17-chr17-7183|activate_100m	4541.0	28	30.144196336611103	1	10.5	10.908418330316326	0.5	2.6666666666666665	1.0	0.2845528455284553	0.010162601626016262	4.807354922057602	4.91380836161115	1.3481283503390305e-28
chr17	8956591	8956774	chr17	8959099	8959437	"0,255,255"	loop_chr17-chr17-7184|activate_100m	2585.5	17	17.973088096686716	0	2.5	2.4653191027461783	0.25	6.8	0.0	0.3262955854126679	0.019193857965451054	inf	inf	1.2158164507134328e-20
chr17	21364983	21364986	chr17	21368313	21368316	"0,255,255"	loop_chr17-chr17-7185|activate_100m	3330.0	10	10.370573889424657	0	2.5	2.4653191027461783	0.0	4.0	0.0	16.666666666666668	1.6666666666666665	inf	inf	9.407200000000001e-296
chr17	49192699	49193100	chr17	49195244	49196136	"0,255,255"	loop_chr17-chr17-7186|activate_100m	2790.5	31	33.497551057298494	6	2.75	2.721256024776493	2.25	11.272727272727273	2.6666666666666665	0.2397525135344161	0.04640371229698376	2.369233809665719	2.481021220881809	1.555123533949685e-09
chr17	75365737	75365920	chr17	75367099	75367622	"0,255,255"	loop_chr17-chr17-7188|activate_100m	1532.0	17	17.973088096686716	3	1.0	0.953845586631926	0.5	17.0	3.0	0.24079320113314448	0.0424929178470255	2.502500340529185	2.582803905018179	0.002036456029201234
chr17	8878158	8878161	chr17	40304878	40304879	"0,255,255"	loop_chr17-chr17-7189|activate_100m	31426719.0	9	9.297863621059879	0	4.0	4.012432355815172	0.0	2.25	0.0	22.5	2.5	inf	inf	9.407200000000001e-296
chr17	58700284	58700287	chr17	58702812	58702814	"0,255,255"	loop_chr17-chr17-7190|activate_100m	2527.5	9	9.297863621059879	0	0.75	0.7079473719790254	0.0	9.0	0.0	18.0	2.0	inf	inf	9.407200000000001e-296
chr17	14089840	14089841	chr17	14092300	14092303	"0,255,255"	loop_chr17-chr17-7192|activate_100m	2461.0	9	9.297863621059879	0	4.0	4.012432355815172	0.0	2.25	0.0	22.5	2.5	inf	inf	9.407200000000001e-296
chr17	33585562	33585564	chr17	33784297	33784300	"0,255,255"	loop_chr17-chr17-7193|activate_100m	198735.5	9	9.297863621059879	0	2.0	1.9563335334889713	0.0	4.5	0.0	18.0	2.0	inf	inf	9.407200000000001e-296
chr17	32450861	32450863	chr17	32491748	32491749	"0,255,255"	loop_chr17-chr17-7194|activate_100m	40886.5	9	9.297863621059879	0	3.75	3.752847050491901	0.0	2.4	0.0	29.999999999999996	3.333333333333333	inf	inf	9.407200000000001e-296
chr17	50879753	50879756	chr17	50882131	50882132	"0,255,255"	loop_chr17-chr17-7197|activate_100m	2377.0	9	9.297863621059879	0	4.0	4.012432355815172	0.0	2.25	0.0	22.5	2.5	inf	inf	9.407200000000001e-296
chr17	66593731	66593733	chr17	66595607	66595609	"0,255,255"	loop_chr17-chr17-7198|activate_100m	1876.0	9	9.297863621059879	0	3.25	3.235604666214274	0.0	2.769230769230769	0.0	22.5	2.5	inf	inf	9.407200000000001e-296
chr17	43969695	43969697	chr17	43985718	43985719	"0,255,255"	loop_chr17-chr17-7203|activate_100m	16022.5	9	9.297863621059879	0	3.75	3.752847050491901	0.0	2.4	0.0	29.999999999999996	3.333333333333333	inf	inf	9.407200000000001e-296
chr17	54194491	54194494	chr17	54195865	54195866	"0,255,255"	loop_chr17-chr17-7206|activate_100m	1373.0	9	9.297863621059879	0	3.75	3.752847050491901	0.0	2.4	0.0	22.5	2.5	inf	inf	9.407200000000001e-296
chr17	30895141	30895144	chr17	30899089	30899091	"0,255,255"	loop_chr17-chr17-7210|activate_100m	3947.5	9	9.297863621059879	0	0.5	0.46506456468831575	0.0	9.0	0.0	18.0	2.0	inf	inf	9.407200000000001e-296
chr17	35212815	35213027	chr17	35214795	35215233	"0,255,255"	loop_chr17-chr17-7212|activate_100m	2093.0	16	16.878636999140493	0	2.75	2.721256024776493	0.0	5.818181818181818	0.0	0.24615384615384617	0.015384615384615385	inf	inf	9.407200000000001e-296
chr17	74404447	74404451	chr17	74407214	74407216	"0,255,255"	loop_chr17-chr17-7219|activate_100m	2766.0	9	9.297863621059879	0	2.0	1.9563335334889713	0.0	4.5	0.0	14.999999999999998	1.6666666666666665	inf	inf	9.407200000000001e-296
chr17	67413588	67413590	chr17	67435122	67435129	"0,255,255"	loop_chr17-chr17-7220|activate_100m	21536.5	9	9.297863621059879	0	0.0	0.0	0.0	9.0	0.0	10.0	1.1111111111111112	inf	inf	9.407200000000001e-296
chr17	75787652	75787653	chr17	75788768	75788771	"0,255,255"	loop_chr17-chr17-7221|activate_100m	1117.0	9	9.297863621059879	0	4.0	4.012432355815172	0.0	2.25	0.0	22.5	2.5	inf	inf	9.407200000000001e-296
chr17	12168703	12168707	chr17	12173498	12173500	"0,255,255"	loop_chr17-chr17-7222|activate_100m	4794.0	9	9.297863621059879	0	0.5	0.46506456468831575	0.0	9.0	0.0	14.999999999999998	1.6666666666666665	inf	inf	9.407200000000001e-296
chr17	78787649	78787885	chr17	78789253	78789498	"0,255,255"	loop_chr17-chr17-7224|activate_100m	1608.5	12	12.527380609184974	0	3.0	2.9780406612491883	0.5	4.0	0.0	0.24948024948024952	0.02079002079002079	inf	inf	3.024130047202876e-08
chr17	4941929	4942174	chr17	4945144	4945501	"0,255,255"	loop_chr17-chr17-7225|activate_100m	3271.0	15	15.786669396867383	0	4.0	4.012432355815172	0.0	3.75	0.0	0.24916943521594687	0.016611295681063124	inf	inf	9.407200000000001e-296
chr17	4358243	4358261	chr17	4360365	4360366	"0,255,255"	loop_chr17-chr17-7227|activate_100m	2113.5	9	9.297863621059879	0	0.0	0.0	0.0	9.0	0.0	4.7368421052631575	0.5263157894736842	inf	inf	9.407200000000001e-296
chr17	27883576	27883578	chr17	27885603	27885604	"0,255,255"	loop_chr17-chr17-7228|activate_100m	2026.5	9	9.297863621059879	0	3.25	3.235604666214274	0.0	2.769230769230769	0.0	29.999999999999996	3.333333333333333	inf	inf	9.407200000000001e-296
chr17	28093662	28093664	chr17	28147339	28147345	"0,255,255"	loop_chr17-chr17-7230|activate_100m	53679.0	9	9.297863621059879	0	0.75	0.7079473719790254	0.0	9.0	0.0	11.25	1.25	inf	inf	9.407200000000001e-296
chr17	41669879	41670249	chr17	41672283	41672426	"0,255,255"	loop_chr17-chr17-7232|activate_100m	2290.5	11	11.447194257956545	0	1.75	1.703508917201487	0.0	6.285714285714286	0.0	0.21442495126705652	0.01949317738791423	inf	inf	9.407200000000001e-296
chr17	3537428	3537430	chr17	3540836	3540837	"0,255,255"	loop_chr17-chr17-7233|activate_100m	3407.5	9	9.297863621059879	0	4.0	4.012432355815172	0.0	2.25	0.0	29.999999999999996	3.333333333333333	inf	inf	9.407200000000001e-296
chr17	39169531	39169533	chr17	39173528	39173531	"0,255,255"	loop_chr17-chr17-7234|activate_100m	3997.5	9	9.297863621059879	0	1.25	1.202010651834016	0.0	7.2	0.0	18.0	2.0	inf	inf	9.407200000000001e-296
chr17	61275009	61275011	chr17	61278538	61278541	"0,255,255"	loop_chr17-chr17-7237|activate_100m	3529.5	9	9.297863621059879	0	0.75	0.7079473719790254	0.0	9.0	0.0	18.0	2.0	inf	inf	9.407200000000001e-296
chr17	57289338	57289341	chr17	57606300	57606302	"0,255,255"	loop_chr17-chr17-7238|activate_100m	316961.5	9	9.297863621059879	0	1.0	0.953845586631926	0.0	9.0	0.0	18.0	2.0	inf	inf	9.407200000000001e-296
chr17	49432276	49432284	chr17	49435257	49435258	"0,255,255"	loop_chr17-chr17-7240|activate_100m	2977.5	9	9.297863621059879	0	0.0	0.0	0.0	9.0	0.0	10.0	1.1111111111111112	inf	inf	9.407200000000001e-296
chr17	31150014	31150017	chr17	31170697	31170699	"0,255,255"	loop_chr17-chr17-7241|activate_100m	20682.5	9	9.297863621059879	0	0.75	0.7079473719790254	0.0	9.0	0.0	18.0	2.0	inf	inf	9.407200000000001e-296
chr17	68431977	68431979	chr17	68436490	68436491	"0,255,255"	loop_chr17-chr17-7242|activate_100m	4512.5	9	9.297863621059879	0	4.0	4.012432355815172	0.0	2.25	0.0	29.999999999999996	3.333333333333333	inf	inf	9.407200000000001e-296
chr17	33837916	33837997	chr17	33838950	33839009	"0,255,255"	loop_chr17-chr17-7244|activate_100m	1023.0	10	10.370573889424657	0	2.5	2.4653191027461783	0.0	4.0	0.0	0.7142857142857142	0.07142857142857142	inf	inf	9.407200000000001e-296
chr17	78769590	78769835	chr17	78771851	78771997	"0,255,255"	loop_chr17-chr17-7245|activate_100m	2211.5	11	11.447194257956545	1	1.0	0.953845586631926	0.25	11.0	1.0	0.2813299232736573	0.02557544757033248	3.4594316186372964	3.516922127606149	0.0009452134784939991
chr17	4174540	4174840	chr17	4175747	4176511	"0,255,255"	loop_chr17-chr17-7249|activate_100m	1439.0	30	32.3783966252322	5	3.5	3.4938900656724083	4.25	8.571428571428571	1.1764705882352942	0.28195488721804507	0.046992481203007516	2.5849625007211543	2.6950315453038676	6.60410329766833e-11
chr17	77834660	77834816	chr17	77836730	77837008	"0,255,255"	loop_chr17-chr17-7253|activate_100m	2131.0	10	10.370573889424657	0	2.0	1.9563335334889713	0.0	5.0	0.0	0.2304147465437788	0.02304147465437788	inf	inf	9.407200000000001e-296
chr17	42309551	42310014	chr17	42310900	42311067	"0,255,255"	loop_chr17-chr17-7254|activate_100m	1201.0	17	17.973088096686716	2	2.5	2.4653191027461783	0.25	6.8	2.0	0.2698412698412699	0.03174603174603175	3.087462841250339	3.167766405739335	5.273724260720151e-06
chr17	9290184	9290416	chr17	9292223	9292407	"0,255,255"	loop_chr17-chr17-7256|activate_100m	2015.0	15	15.786669396867383	1	3.5	3.4938900656724083	0.5	4.285714285714286	1.0	0.3605769230769231	0.02403846153846154	3.906890595608516	3.980634924637716	2.822170034213584e-08
chr17	55640835	55640903	chr17	55641894	55642055	"0,255,255"	loop_chr17-chr17-7259|activate_100m	1105.5	8	8.229482925276072	0	1.0	0.953845586631926	0.0	8.0	0.0	0.34934497816593885	0.043668122270742356	inf	inf	9.407200000000001e-296
chr17	35212652	35213020	chr17	35213930	35214530	"0,255,255"	loop_chr17-chr17-7260|activate_100m	1394.0	32	34.61801786765326	11	9.75	10.102014827932528	6.0	3.282051282051282	1.8333333333333333	0.3305785123966942	0.11363636363636363	1.5405683813627036	1.6540195985752915	0.001971861834519852
chr17	34377174	34377455	chr17	34378749	34379047	"0,255,255"	loop_chr17-chr17-7265|activate_100m	1583.5	12	12.527380609184974	1	3.0	2.9780406612491883	0.5	4.0	1.0	0.2072538860103627	0.017271157167530225	3.5849625007211543	3.6470128832748854	7.823128578616743e-05
chr17	41865466	41865468	chr17	41885330	41885331	"0,255,255"	loop_chr17-chr17-7268|activate_100m	19863.5	8	8.229482925276072	0	3.0	2.9780406612491883	0.0	2.6666666666666665	0.0	26.666666666666664	3.333333333333333	inf	inf	9.407200000000001e-296
chr17	7045942	7046031	chr17	7047663	7047742	"0,255,255"	loop_chr17-chr17-7272|activate_100m	1716.0	10	10.370573889424657	0	2.5	2.4653191027461783	0.0	4.0	0.0	0.5952380952380952	0.05952380952380953	inf	inf	9.407200000000001e-296
chr17	14067383	14067776	chr17	14068968	14069485	"0,255,255"	loop_chr17-chr17-7280|activate_100m	1647.0	33	35.73975749868171	5	8.5	8.763102234718238	2.25	3.8823529411764706	2.2222222222222223	0.3626373626373627	0.05494505494505495	2.722466024471089	2.8375298454416247	2.0717934758707577e-13
chr17	28335534	28335696	chr17	28336538	28336951	"0,255,255"	loop_chr17-chr17-7283|activate_100m	1129.5	11	11.447194257956545	1	1.75	1.703508917201487	1.25	6.285714285714286	0.8	0.19130434782608696	0.017391304347826087	3.4594316186372964	3.516922127606149	0.00876562770231944
chr17	67834884	67835596	chr17	67836621	67836865	"0,255,255"	loop_chr17-chr17-7286|activate_100m	1503.0	24	25.693608185645687	1	2.0	1.9563335334889713	2.5	12.0	0.4	0.2510460251046025	0.010460251046025102	4.584962500721154	4.683337598828399	4.889956890899853e-12
chr17	27569319	27569527	chr17	27572748	27572811	"0,255,255"	loop_chr17-chr17-7288|activate_100m	3356.5	8	8.229482925276072	0	0.0	0.0	0.0	8.0	0.0	0.2952029520295203	0.03690036900369004	inf	inf	9.407200000000001e-296
chr17	75259752	75259903	chr17	75260820	75261067	"0,255,255"	loop_chr17-chr17-7292|activate_100m	1116.0	11	11.447194257956545	0	4.25	4.272608043927639	1.25	2.588235294117647	0.0	0.2763819095477387	0.025125628140703515	inf	inf	0.00876562770231944
chr17	30363762	30364238	chr17	30372581	30373062	"0,255,255"	loop_chr17-chr17-7299|activate_100m	8821.5	24	25.693608185645687	1	6.75	6.900905353864967	0.25	3.5555555555555554	1.0	0.2507836990595611	0.01044932079414838	4.584962500721154	4.683337598828399	2.3202136061116735e-21
chr17	75396914	75397028	chr17	75401903	75402293	"0,255,255"	loop_chr17-chr17-7300|activate_100m	5127.0	12	12.527380609184974	0	0.0	0.0	0.5	12.0	0.0	0.2380952380952381	0.01984126984126984	inf	inf	3.024130047202876e-08
chr17	27574139	27574188	chr17	27575607	27575654	"0,255,255"	loop_chr17-chr17-7305|activate_100m	1467.0	7	7.165954734806063	0	1.75	1.703508917201487	0.0	4.0	0.0	0.7291666666666666	0.10416666666666666	inf	inf	9.407200000000001e-296
chr17	16582000	16582089	chr17	16584345	16584425	"0,255,255"	loop_chr17-chr17-7306|activate_100m	2340.5	7	7.165954734806063	0	1.75	1.703508917201487	0.0	4.0	0.0	0.41420118343195267	0.0591715976331361	inf	inf	9.407200000000001e-296
chr17	42336180	42336371	chr17	42337243	42337567	"0,255,255"	loop_chr17-chr17-7308|activate_100m	1129.5	11	11.447194257956545	1	2.5	2.4653191027461783	1.0	4.4	1.0	0.21359223300970873	0.01941747572815534	3.4594316186372964	3.516922127606149	0.0009452134784939991
chr17	47718169	47718250	chr17	47720964	47721059	"0,255,255"	loop_chr17-chr17-7313|activate_100m	2802.0	7	7.165954734806063	0	2.0	1.9563335334889713	0.0	3.5	0.0	0.3977272727272727	0.056818181818181816	inf	inf	9.407200000000001e-296
chr17	28873949	28874026	chr17	28876073	28876255	"0,255,255"	loop_chr17-chr17-7314|activate_100m	2176.5	7	7.165954734806063	0	1.75	1.703508917201487	0.25	4.0	0.0	0.2702702702702703	0.03861003861003861	inf	inf	0.000915745936089583
