loopId	typeAnchorA	typeAnchorB	nearestDistanceToGeneAnchorA	nearestDistanceToGeneAnchorB	nearestTargetGeneAnchorA	nearestTargetGeneAnchorB
loop_chr17-chr17-7184|activate_100m	Enhancer	Enhancer	9029	6444	chr17:8878917-8965712|-|PIK3R5	chr17:8878917-8965712|-|PIK3R5
loop_chr17-chr17-7185|activate_100m	Enhancer	Enhancer	11372	8042	chr17:21376357-21419870|+|KCNJ12	chr17:21376357-21419870|+|KCNJ12
loop_chr17-chr17-7186|activate_100m	Enhancer	Enhancer	17511	14721	chr17:49210411-49223225|+|ABI3	chr17:49210411-49223225|+|ABI3
loop_chr17-chr17-7188|activate_100m	Enhancer	Enhancer	7907	6375	chr17:75370947-75373736|-|AC011933.2	chr17:75370947-75373736|-|AC011933.2
loop_chr17-chr17-7189|activate_100m	Enhancer	Enhancer	10482	4301	chr17:8802737-8867677|-|PIK3R6	chr17:40309180-40357643|+|RARA
loop_chr17-chr17-7190|activate_100m	Enhancer	Enhancer	7712	10240	chr17:58692573-58735611|+|RAD51C	chr17:58692573-58735611|+|RAD51C
loop_chr17-chr17-7192|activate_100m	Enhancer	Enhancer	20344	22805	chr17:14069496-14208677|+|COX10	chr17:14069496-14208677|+|COX10
loop_chr17-chr17-7193|activate_100m	Enhancer	Enhancer	19799	32462	chr17:33565764-33624122|+|AC011824.2	chr17:33791838-33816761|-|AC024614.4
loop_chr17-chr17-7194|activate_100m	Enhancer	Enhancer	4824	4025	chr17:32423971-32446038|-|AC005899.8	chr17:32495774-32500910|+|AC079336.5
loop_chr17-chr17-7197|activate_100m	Enhancer	Enhancer	11776	14153	chr17:50862223-50867978|-|TOB1	chr17:50862223-50867978|-|TOB1
loop_chr17-chr17-7198|activate_100m	Enhancer	Enhancer	44539	42663	chr17:66638271-66638374|+|RNU6-928P	chr17:66638271-66638374|+|RNU6-928P
loop_chr17-chr17-7203|activate_100m	Enhancer	Enhancer	27228	18750	chr17:43940804-43942468|-|PPY	chr17:43952738-44004469|-|PYY
loop_chr17-chr17-7206|activate_100m	Enhancer	Enhancer	171141	169768	chr17:53276760-54365634|-|AC034268.2	chr17:53276760-54365634|-|AC034268.2
loop_chr17-chr17-7210|activate_100m	Enhancer	Promoter	3967	20	chr17:30899110-30899651|+|AC130324.3	chr17:30899110-30899651|+|AC130324.3
loop_chr17-chr17-7212|activate_100m	Enhancer	Enhancer	18398	20491	chr17:35192520-35194523|-|SLC35G3	chr17:35192520-35194523|-|SLC35G3
loop_chr17-chr17-7219|activate_100m	Enhancer	Enhancer	13255	10489	chr17:74417594-74417704|-|RNA5SP448	chr17:74417594-74417704|-|RNA5SP448
loop_chr17-chr17-7220|activate_100m	Enhancer	Enhancer	36308	22164	chr17:67377281-67697261|+|PITPNC1	chr17:67457023-67457290|-|RN7SL756P
loop_chr17-chr17-7221|activate_100m	Enhancer	Enhancer	2166	3283	chr17:75776434-75785486|-|H3F3B	chr17:75776434-75785486|-|H3F3B
loop_chr17-chr17-7222|activate_100m	Enhancer	Enhancer	32895	28101	chr17:12201600-12215267|+|AC005244.2	chr17:12201600-12215267|+|AC005244.2
loop_chr17-chr17-7224|activate_100m	Enhancer	Enhancer	5470	7078	chr17:78674048-78782297|-|CYTH1	chr17:78674048-78782297|-|CYTH1
loop_chr17-chr17-7225|activate_100m	Promoter	Enhancer	1998	3691	chr17:4937130-4940053|-|SLC25A11	chr17:4945652-4949014|-|PFN1
loop_chr17-chr17-7227|activate_100m	Enhancer	Enhancer	6201	4087	chr17:4364164-4364453|-|RN7SL774P	chr17:4364164-4364453|-|RN7SL774P
loop_chr17-chr17-7228|activate_100m	Enhancer	Enhancer	8932	7761	chr17:27874645-27881237|+|AC005697.2	chr17:27798806-27893365|-|AC005697.1
loop_chr17-chr17-7230|activate_100m	Enhancer	Enhancer	22743	30936	chr17:28116239-28116406|-|RPS29P22	chr17:28116239-28116406|-|RPS29P22
loop_chr17-chr17-7232|activate_100m	Enhancer	Enhancer	4498	6788	chr17:41665566-41668031|+|AC130686.1	chr17:41665566-41668031|+|AC130686.1
loop_chr17-chr17-7233|activate_100m	Enhancer	Enhancer	20566	17158	chr17:3510503-3557995|-|TRPV3	chr17:3510503-3557995|-|TRPV3
loop_chr17-chr17-7234|activate_100m	Enhancer	Promoter	3758	239	chr17:39173290-39177503|+|AC004408.1	chr17:39173290-39177503|+|AC004408.1
loop_chr17-chr17-7237|activate_100m	Enhancer	Enhancer	80145	76615	chr17:61354763-61355155|-|AC005746.3	chr17:61354763-61355155|-|AC005746.3
loop_chr17-chr17-7238|activate_100m	Enhancer	Enhancer	11419	2111	chr17:57277920-57280017|+|AC091181.1	chr17:57600856-57608412|-|AC007431.1
loop_chr17-chr17-7240|activate_100m	Enhancer	Enhancer	7358	10335	chr17:49424269-49424922|-|EIF4EP2	chr17:49424269-49424922|-|EIF4EP2
loop_chr17-chr17-7241|activate_100m	Enhancer	Enhancer	16833	37516	chr17:31133182-31138518|+|AC079915.1	chr17:31133182-31138518|+|AC079915.1
loop_chr17-chr17-7242|activate_100m	Enhancer	Enhancer	7430	11942	chr17:68424451-68424548|-|MIR635	chr17:68424451-68424548|-|MIR635
loop_chr17-chr17-7244|activate_100m	Enhancer	Enhancer	21195	22218	chr17:33791838-33816761|-|AC024614.4	chr17:33791838-33816761|-|AC024614.4
loop_chr17-chr17-7245|activate_100m	Enhancer	Enhancer	12584	10373	chr17:78674048-78782297|-|CYTH1	chr17:78674048-78782297|-|CYTH1
loop_chr17-chr17-7249|activate_100m	Enhancer	Enhancer	10780	12219	chr17:4163910-4164713|+|AC087292.1	chr17:4163910-4164713|+|AC087292.1
loop_chr17-chr17-7253|activate_100m	Enhancer	Enhancer	49349	47218	chr17:77879027-77884087|-|LINC01973	chr17:77879027-77884087|-|LINC01973
loop_chr17-chr17-7254|activate_100m	Enhancer	Enhancer	22235	23436	chr17:42287547-42311943|+|STAT5A	chr17:42287547-42311943|+|STAT5A
loop_chr17-chr17-7256|activate_100m	Enhancer	Enhancer	7126	9141	chr17:9283174-9305651|+|AC005695.2	chr17:9283174-9305651|+|AC005695.2
loop_chr17-chr17-7259|activate_100m	Enhancer	Enhancer	79292	80397	chr17:55526964-55561577|-|AC105021.1	chr17:55526964-55561577|-|AC105021.1
loop_chr17-chr17-7260|activate_100m	Enhancer	Enhancer	18313	19707	chr17:35192520-35194523|-|SLC35G3	chr17:35192520-35194523|-|SLC35G3
loop_chr17-chr17-7265|activate_100m	Enhancer	Enhancer	14083	15667	chr17:34360328-34363231|-|CCL1	chr17:34360328-34363231|-|CCL1
loop_chr17-chr17-7268|activate_100m	Promoter	Enhancer	44	17749	chr17:41848518-41865423|-|KLHL11	chr17:41867581-41867736|+|AC125257.2
loop_chr17-chr17-7272|activate_100m	Enhancer	Enhancer	2063	3779	chr17:7041630-7043923|-|SLC16A11	chr17:7041630-7043923|-|SLC16A11
loop_chr17-chr17-7280|activate_100m	Promoter	Promoter	1915	268	chr17:13776632-14069495|-|COX10-AS1	chr17:13776632-14069495|-|COX10-AS1
loop_chr17-chr17-7283|activate_100m	Promoter	Promoter	0	1142	chr17:28335602-28347009|+|TNFAIP1	chr17:28335602-28347009|+|TNFAIP1
loop_chr17-chr17-7286|activate_100m	Enhancer	Enhancer	9737	11240	chr17:67825503-67984378|+|BPTF	chr17:67825503-67984378|+|BPTF
loop_chr17-chr17-7288|activate_100m	Enhancer	Enhancer	42200	40471	chr17:27526386-27527223|-|AC069366.1	chr17:27612588-27613251|-|ITM2BP1
loop_chr17-chr17-7292|activate_100m	Promoter	Promoter	1846	730	chr17:75261674-75266376|+|MRPS7	chr17:75261674-75266376|+|MRPS7
loop_chr17-chr17-7299|activate_100m	Enhancer	Enhancer	3537	6105	chr17:30360463-30360566|+|RNU6-990P	chr17:30378927-30469989|+|CPD
loop_chr17-chr17-7300|activate_100m	Enhancer	Enhancer	2848	3611	chr17:75394123-75394963|+|AC011933.3	chr17:75318076-75405709|-|GRB2
loop_chr17-chr17-7305|activate_100m	Enhancer	Enhancer	39087	37620	chr17:27612588-27613251|-|ITM2BP1	chr17:27612588-27613251|-|ITM2BP1
loop_chr17-chr17-7306|activate_100m	Enhancer	Enhancer	12840	15181	chr17:16546954-16569204|-|ZNF287	chr17:16546954-16569204|-|ZNF287
loop_chr17-chr17-7308|activate_100m	Enhancer	Enhancer	48728	49858	chr17:42287547-42311943|+|STAT5A	chr17:42287547-42311943|+|STAT5A
loop_chr17-chr17-7313|activate_100m	Enhancer	Enhancer	15026	12224	chr17:47733236-47746122|+|TBX21	chr17:47733236-47746122|+|TBX21
loop_chr17-chr17-7314|activate_100m	Enhancer	Enhancer	12021	14198	chr17:28861072-28861966|-|AC024267.1	chr17:28861072-28861966|-|AC024267.1
loop_chr17-chr17-7315|activate_100m	Enhancer	Enhancer	9348	7740	chr17:6954098-6978960|-|AC027763.2	chr17:6954098-6978960|-|AC027763.2
loop_chr17-chr17-7316|activate_100m	Enhancer	Enhancer	9034	7102	chr17:8878917-8965712|-|PIK3R5	chr17:8878917-8965712|-|PIK3R5
loop_chr17-chr17-7317|activate_100m	Promoter	Promoter	0	877	chr17:18856299-18931287|+|PRPSAP2	chr17:18859354-18861466|-|AC107982.2
loop_chr17-chr17-7323|activate_100m	Promoter	Promoter	1659	523	chr17:18183078-18209954|+|ALKBH5	chr17:18183078-18209954|+|ALKBH5
loop_chr17-chr17-7327|activate_100m	Enhancer	Enhancer	22251	20986	chr17:68691809-68716064|-|AC011591.2	chr17:68691809-68716064|-|AC011591.2
loop_chr17-chr17-7338|activate_100m	Enhancer	Promoter	5998	1837	chr17:30378927-30469989|+|CPD	chr17:30378927-30469989|+|CPD
loop_chr17-chr17-7342|activate_100m	Enhancer	Enhancer	90674	88886	chr17:66638271-66638374|+|RNU6-928P	chr17:66638271-66638374|+|RNU6-928P
loop_chr17-chr17-7344|activate_100m	Enhancer	Enhancer	15573	11029	chr17:59784813-59785035|+|AC040904.1	chr17:59784813-59785035|+|AC040904.1
loop_chr17-chr17-7347|activate_100m	Enhancer	Enhancer	41484	43166	chr17:67825503-67984378|+|BPTF	chr17:67825503-67984378|+|BPTF
loop_chr17-chr17-7357|activate_100m	Enhancer	Enhancer	3804	7415	chr17:50909637-50910232|-|AC005920.4	chr17:50909637-50910232|-|AC005920.4
loop_chr17-chr17-7361|activate_100m	Enhancer	Enhancer	11152	9865	chr17:45263119-45317145|-|MAP3K14	chr17:45263119-45317145|-|MAP3K14
loop_chr17-chr17-7362|activate_100m	Enhancer	Enhancer	60723	62724	chr17:80801640-80805632|-|AC016245.1	chr17:80801640-80805632|-|AC016245.1
loop_chr17-chr17-7363|activate_100m	Enhancer	Enhancer	37767	39650	chr17:49708334-49720060|+|AC015795.1	chr17:49710332-49788592|-|FAM117A
loop_chr17-chr17-7366|activate_100m	Enhancer	Enhancer	13492	2758	chr17:29644796-29645847|-|AC104564.5	chr17:29775747-29776701|-|AC023389.2
loop_chr17-chr17-7379|activate_100m	Enhancer	Enhancer	31265	5833	chr17:59784813-59785035|+|AC040904.1	chr17:59847438-59847544|-|RNU6-450P
loop_chr17-chr17-7380|activate_100m	Enhancer	Enhancer	22973	28779	chr17:78696694-78696797|-|RNU6-638P	chr17:78696694-78696797|-|RNU6-638P
loop_chr17-chr17-7395|activate_100m	Promoter	Promoter	422	1701	chr17:45247954-45268393|+|MAP3K14-AS1	chr17:45245186-45251129|-|AC008105.2
loop_chr17-chr17-7397|activate_100m	Promoter	Promoter	52	450	chr17:35350305-35373620|-|SLFN11	chr17:35377416-35377678|-|AC060766.3
loop_chr17-chr17-7405|activate_100m	Enhancer	Enhancer	24020	18239	chr17:31518432-31518729|+|RN7SL45P	chr17:31518432-31518729|+|RN7SL45P
loop_chr17-chr17-7413|activate_100m	Promoter	Promoter	582	1111	chr17:60677852-61392838|+|BCAS3	chr17:60677852-61392838|+|BCAS3
loop_chr17-chr17-7418|activate_100m	Enhancer	Promoter	2409	42	chr17:43640389-43661922|-|MEOX1	chr17:43640389-43661922|-|MEOX1
loop_chr17-chr17-7421|activate_100m	Enhancer	Enhancer	30279	25963	chr17:8878917-8965712|-|PIK3R5	chr17:8878917-8965712|-|PIK3R5
loop_chr17-chr17-7423|activate_100m	Promoter	Enhancer	695	2193	chr17:39252663-39402523|-|FBXL20	chr17:39252663-39402523|-|FBXL20
loop_chr17-chr17-7430|activate_100m	Enhancer	Enhancer	14069	11697	chr17:56791913-56833920|-|C17orf67	chr17:56791913-56833920|-|C17orf67
loop_chr17-chr17-7434|activate_100m	Enhancer	Enhancer	47681	45775	chr17:42313324-42388568|-|STAT3	chr17:42313324-42388568|-|STAT3
loop_chr17-chr17-7436|activate_100m	Enhancer	Enhancer	6434	8076	chr17:59618553-59619714|-|AC091271.1	chr17:59618553-59619714|-|AC091271.1
loop_chr17-chr17-7440|activate_100m	Enhancer	Enhancer	18652	17537	chr17:74521174-74531475|-|CD300LB	chr17:74521174-74531475|-|CD300LB
loop_chr17-chr17-7442|activate_100m	Enhancer	Promoter	3187	1917	chr17:29140483-29155489|+|AC024619.3	chr17:29140483-29155489|+|AC024619.3
loop_chr17-chr17-7448|activate_100m	Enhancer	Enhancer	22790	21314	chr17:75261674-75266376|+|MRPS7	chr17:75261674-75266376|+|MRPS7
loop_chr17-chr17-7451|activate_100m	Promoter	Promoter	971	1330	chr17:76561109-76561192|+|SNORD1B	chr17:76561634-76561705|+|SNORD1A
loop_chr17-chr17-7460|activate_100m	Enhancer	Promoter	2776	1119	chr17:68259182-68422731|+|ARSG	chr17:68259182-68422731|+|ARSG
loop_chr17-chr17-7462|activate_100m	Promoter	Enhancer	1721	4751	chr17:56914186-56914533|+|AC015912.3	chr17:56914186-56914533|+|AC015912.3
loop_chr17-chr17-7463|activate_100m	Enhancer	Enhancer	5788	4139	chr17:35076737-35077007|+|AC004223.1	chr17:35005990-35089319|-|RFFL
loop_chr17-chr17-7468|activate_100m	Enhancer	Enhancer	6777	9904	chr17:41665566-41668031|+|AC130686.1	chr17:41688885-41692668|+|EIF1
loop_chr17-chr17-7474|activate_100m	Enhancer	Promoter	4651	1981	chr17:66638271-66638374|+|RNU6-928P	chr17:66638271-66638374|+|RNU6-928P
loop_chr17-chr17-7493|activate_100m	Enhancer	Enhancer	4122	11250	chr17:67825503-67984378|+|BPTF	chr17:67825503-67984378|+|BPTF
loop_chr17-chr17-7504|activate_100m	Enhancer	Enhancer	6188	3177	chr17:31303770-31314105|-|EVI2B	chr17:31303770-31314105|-|EVI2B
loop_chr17-chr17-7522|activate_100m	Promoter	Enhancer	0	2672	chr17:16414524-16416689|-|AC093484.2	chr17:16414524-16416689|-|AC093484.2
loop_chr17-chr17-7524|activate_100m	Enhancer	Enhancer	8328	9327	chr17:82239727-82273731|-|CSNK1D	chr17:82290046-82292814|-|LINC01970
loop_chr17-chr17-7542|activate_100m	Enhancer	Enhancer	46424	50102	chr17:66398069-66416854|-|PRKCA-AS1	chr17:66398069-66416854|-|PRKCA-AS1
loop_chr17-chr17-7543|activate_100m	Enhancer	Promoter	19163	765	chr17:43360041-43361361|-|AC109326.1	chr17:43360041-43361361|-|AC109326.1
loop_chr17-chr17-7544|activate_100m	Promoter	Enhancer	1466	2541	chr17:39461761-39535146|+|CDK12	chr17:39461761-39535146|+|CDK12
loop_chr17-chr17-7545|activate_100m	Enhancer	Enhancer	14741	13370	chr17:68413740-68428763|+|AC007780.1	chr17:68413740-68428763|+|AC007780.1
loop_chr17-chr17-7546|activate_100m	Promoter	Enhancer	0	8042	chr17:42824426-42843758|+|PSME3	chr17:42824426-42843758|+|PSME3
loop_chr17-chr17-7549|activate_100m	Enhancer	Promoter	6726	1097	chr17:64966550-64975576|-|AMZ2P1	chr17:64966550-64975576|-|AMZ2P1
loop_chr17-chr17-7554|activate_100m	Enhancer	Enhancer	15877	12585	chr17:57255851-57684689|+|MSI2	chr17:57255851-57684689|+|MSI2
loop_chr17-chr17-7556|activate_100m	Enhancer	Promoter	3125	1487	chr17:67224303-67225541|+|AC007448.2	chr17:67224303-67225541|+|AC007448.2
loop_chr17-chr17-7559|activate_100m	Enhancer	Enhancer	2787	3900	chr17:68867289-68955392|-|ABCA8	chr17:68867289-68955392|-|ABCA8
loop_chr17-chr17-7560|activate_100m	Promoter	Enhancer	163	3898	chr17:44959693-44968303|-|C1QL1	chr17:44959693-44968303|-|C1QL1
loop_chr17-chr17-7563|activate_100m	Enhancer	Enhancer	2979	2068	chr17:43369845-43389199|-|LINC00910	chr17:43395993-43396091|-|RNU6-1137P
loop_chr17-chr17-7574|activate_100m	Enhancer	Enhancer	25388	23000	chr17:67457023-67457290|-|RN7SL756P	chr17:67457023-67457290|-|RN7SL756P
loop_chr17-chr17-7577|activate_100m	Enhancer	Enhancer	35278	25888	chr17:39835037-39836080|-|KRT8P34	chr17:39835037-39836080|-|KRT8P34
loop_chr17-chr17-7585|activate_100m	Promoter	Promoter	1285	1726	chr17:8095900-8119047|-|ALOXE3	chr17:8120592-8124106|-|HES7
loop_chr17-chr17-7586|activate_100m	Enhancer	Enhancer	11617	13065	chr17:57448218-57450291|+|AC015883.1	chr17:57448218-57450291|+|AC015883.1
loop_chr17-chr17-7597|activate_100m	Enhancer	Promoter	2428	613	chr17:31303770-31314105|-|EVI2B	chr17:31305213-31318831|-|AC134669.1
loop_chr17-chr17-7611|activate_100m	Enhancer	Promoter	5419	948	chr17:18016207-18039168|-|ATPAF2	chr17:18016207-18039168|-|ATPAF2
loop_chr17-chr17-7619|activate_100m	Enhancer	Promoter	2402	167	chr17:44135883-44135989|-|RNU6-131P	chr17:44141906-44162476|+|C17orf53
loop_chr17-chr17-7620|activate_100m	Promoter	Promoter	1638	1148	chr17:18856299-18931287|+|PRPSAP2	chr17:18859354-18861466|-|AC107982.2
loop_chr17-chr17-7621|activate_100m|loop_chr17-chr17-7290|resting_100m	Enhancer	Enhancer	8311	10391	chr17:47695264-47712050|+|TBKBP1	chr17:47695264-47712050|+|TBKBP1
loop_chr17-chr17-7623|activate_100m	Enhancer	Enhancer	34743	25621	chr17:67457023-67457290|-|RN7SL756P	chr17:67457023-67457290|-|RN7SL756P
loop_chr17-chr17-7630|activate_100m	Enhancer	Enhancer	11600	8806	chr17:66676372-66677404|+|AC006947.1	chr17:66676372-66677404|+|AC006947.1
loop_chr17-chr17-7635|activate_100m	Promoter	Promoter	0	0	chr17:7574713-7574847|+|SNORA48	chr17:7579491-7582111|+|CD68
loop_chr17-chr17-7644|activate_100m	Promoter	Enhancer	534	2292	chr17:78360453-78373911|+|AC061992.1	chr17:78360453-78373911|+|AC061992.1
loop_chr17-chr17-7646|activate_100m	Promoter	Promoter	0	346	chr17:4967995-4968822|+|AC004771.4	chr17:4969702-4969771|-|MIR6864
loop_chr17-chr17-7648|activate_100m	Enhancer	Enhancer	9034	6916	chr17:9283174-9305651|+|AC005695.2	chr17:9283174-9305651|+|AC005695.2
loop_chr17-chr17-7651|activate_100m	Enhancer	Enhancer	9213	11227	chr17:35243071-35273655|+|SLFN5	chr17:35243071-35273655|+|SLFN5
loop_chr17-chr17-7661|activate_100m	Enhancer	Enhancer	9843	7880	chr17:6451263-6556555|-|PITPNM3	chr17:6451263-6556555|-|PITPNM3
loop_chr17-chr17-7681|activate_100m	Enhancer	Enhancer	5235	6722	chr17:29716279-29716685|-|RPL21P123	chr17:29716279-29716685|-|RPL21P123
loop_chr17-chr17-7682|activate_100m	Promoter	Promoter	0	1972	chr17:42998273-43002959|+|RPL27	chr17:42998273-43002959|+|RPL27
loop_chr17-chr17-7690|activate_100m	Enhancer	Enhancer	5953	2975	chr17:42533532-42534009|+|PTP4A2P1	chr17:42533532-42534009|+|PTP4A2P1
