Promoter	PromoterTarget	directEnhancer	indirectEnhancer	directPromoter	indirectPromoter	directEnhancerHub	indirectEnhancerHub
chr10:110009781-110010781|Promoter	chr10:109940104-110008381|-|ADD3-AS1	chr10:110076270-110078138|Enhancer,chr10:110059492-110060211|Enhancer	chr10:110069127-110070260|Enhancer,chr10:110081856-110082123|Enhancer,chr10:110066328-110068917|Enhancer,chr10:110013636-110014193|Enhancer,chr10:110080776-110081080|Enhancer	chr10:110008634-110009275|Promoter		chr10:110076270-110078138|Enhancer	chr10:110066328-110068917|Enhancer
chr10:110567167-110567963|Promoter	chr10:110567691-110604636|+|SMC3			chr10:110569036-110569371|Promoter			
chr10:110569036-110569371|Promoter	chr10:110567691-110604636|+|SMC3			chr10:110567167-110567963|Promoter			
chr10:110867545-110869541|Promoter	chr10:110869743-110871594|+|AL136368.1	chr10:110802691-110804017|Enhancer,chr10:110860109-110861371|Enhancer,chr10:110864357-110865013|Enhancer	chr10:110746458-110746778|Enhancer,chr10:110843117-110843987|Enhancer,chr10:110778351-110778595|Enhancer,chr10:110750657-110751955|Enhancer,chr10:110876952-110877351|Enhancer,chr10:110783489-110784204|Enhancer,chr10:110857504-110858547|Enhancer,chr10:110779669-110779937|Enhancer,chr10:110858672-110858941|Enhancer		chr10:110872477-110875588|Promoter	chr10:110860109-110861371|Enhancer	chr10:110857504-110858547|Enhancer
chr10:110872477-110875588|Promoter	chr10:110869868-110872233|-|PDCD4-AS1	chr10:110860109-110861371|Enhancer,chr10:110843117-110843987|Enhancer,chr10:110750657-110751955|Enhancer,chr10:110876952-110877351|Enhancer,chr10:110857504-110858547|Enhancer,chr10:110864357-110865013|Enhancer	chr10:110746458-110746778|Enhancer,chr10:110778351-110778595|Enhancer,chr10:110783489-110784204|Enhancer,chr10:110802691-110804017|Enhancer,chr10:110779669-110779937|Enhancer,chr10:110858672-110858941|Enhancer		chr10:110867545-110869541|Promoter	chr10:110860109-110861371|Enhancer	chr10:110858672-110858941|Enhancer
chr10:110917376-110918233|Promoter	chr10:110898728-110919201|-|BBIP1			chr10:110919093-110919420|Promoter			
chr10:110919093-110919420|Promoter	chr10:110898728-110919201|-|BBIP1			chr10:110917376-110918233|Promoter			
chr10:11169353-11169735|Promoter	chr10:11168922-11171376|-|AL136320.1	chr10:11164751-11165598|Enhancer	chr10:11176716-11177073|Enhancer,chr10:11168181-11168590|Enhancer,chr10:11174754-11176223|Enhancer,chr10:11112851-11113940|Enhancer,chr10:11157398-11157702|Enhancer,chr10:11179013-11180563|Enhancer,chr10:11162982-11163676|Enhancer,chr10:11149048-11150770|Enhancer,chr10:11144788-11146277|Enhancer,chr10:11165994-11166460|Enhancer		chr10:11172270-11172680|Promoter,chr10:11172842-11173403|Promoter		chr10:11149048-11150770|Enhancer
chr10:11172270-11172680|Promoter	chr10:11168922-11171376|-|AL136320.1	chr10:11174754-11176223|Enhancer	chr10:11176716-11177073|Enhancer,chr10:11168181-11168590|Enhancer,chr10:11112851-11113940|Enhancer,chr10:11157398-11157702|Enhancer,chr10:11179013-11180563|Enhancer,chr10:11162982-11163676|Enhancer,chr10:11149048-11150770|Enhancer,chr10:11164751-11165598|Enhancer,chr10:11144788-11146277|Enhancer,chr10:11165994-11166460|Enhancer		chr10:11169353-11169735|Promoter,chr10:11172842-11173403|Promoter		chr10:11149048-11150770|Enhancer
chr10:11172842-11173403|Promoter	chr10:11168922-11171376|-|AL136320.1	chr10:11174754-11176223|Enhancer	chr10:11176716-11177073|Enhancer,chr10:11168181-11168590|Enhancer,chr10:11112851-11113940|Enhancer,chr10:11157398-11157702|Enhancer,chr10:11179013-11180563|Enhancer,chr10:11162982-11163676|Enhancer,chr10:11149048-11150770|Enhancer,chr10:11164751-11165598|Enhancer,chr10:11144788-11146277|Enhancer,chr10:11165994-11166460|Enhancer		chr10:11169353-11169735|Promoter,chr10:11172270-11172680|Promoter		chr10:11149048-11150770|Enhancer
chr10:114172857-114173136|Promoter	chr10:114174105-114174179|-|MIR2110			chr10:114174617-114174758|Promoter			
chr10:114174617-114174758|Promoter	chr10:114120862-114174232|-|CCDC186			chr10:114172857-114173136|Promoter			
chr10:114502300-114502565|Promoter	chr10:114501997-114502347|-|AL133384.1	chr10:114499960-114500165|Enhancer					
chr10:114809172-114809523|Promoter	chr10:114809375-114811170|+|TAF9BP2	chr10:114801232-114801516|Enhancer		chr10:114811128-114811176|Promoter			
chr10:114811128-114811176|Promoter	chr10:114809375-114811170|+|TAF9BP2		chr10:114801232-114801516|Enhancer	chr10:114809172-114809523|Promoter			
chr10:117373863-117374382|Promoter	chr10:117277274-117375440|-|PDZD8	chr10:117372468-117372752|Enhancer					
chr10:118752654-118754799|Promoter	chr10:118676411-118754970|-|CACUL1	chr10:118732801-118733362|Enhancer	chr10:118729754-118730469|Enhancer				
chr10:119091148-119091283|Promoter	chr10:119093140-119093341|+|AL355598.1	chr10:119095568-119096026|Enhancer					
chr10:119211986-119212636|Promoter	chr10:119212857-119213146|+|RN7SL749P			chr10:119213699-119214043|Promoter			
chr10:119213699-119214043|Promoter	chr10:119212857-119213146|+|RN7SL749P			chr10:119211986-119212636|Promoter			
chr10:119651320-119651615|Promoter	chr10:119651370-119677819|+|BAG3			chr10:119652428-119652746|Promoter			
chr10:119652428-119652746|Promoter	chr10:119651370-119677819|+|BAG3			chr10:119651320-119651615|Promoter			
chr10:119723929-119724333|Promoter	chr10:119726048-119829278|+|INPP5F			chr10:119725375-119725520|Promoter			
chr10:119725375-119725520|Promoter	chr10:119726048-119829278|+|INPP5F			chr10:119723929-119724333|Promoter			
chr10:12041732-12042083|Promoter	chr10:11920022-12043170|-|UPF2			chr10:12043146-12043352|Promoter			
chr10:12043146-12043352|Promoter	chr10:11920022-12043170|-|UPF2			chr10:12041732-12042083|Promoter			
chr10:121926662-121926771|Promoter	chr10:121928312-121951965|+|ATE1-AS1			chr10:121927998-121928062|Promoter			
chr10:121927998-121928062|Promoter	chr10:121928312-121951965|+|ATE1-AS1			chr10:121926662-121926771|Promoter			
chr10:122374284-122374591|Promoter	chr10:122374696-122442602|+|PLEKHA1			chr10:122375678-122376434|Promoter			
chr10:122375678-122376434|Promoter	chr10:122374696-122442602|+|PLEKHA1			chr10:122374284-122374591|Promoter			
chr10:122416323-122417381|Promoter	chr10:122416965-122417067|+|MIR3941	chr10:122422231-122422801|Enhancer,chr10:122407946-122408033|Enhancer	chr10:122420383-122421396|Enhancer,chr10:122423472-122424942|Enhancer			chr10:122422231-122422801|Enhancer	chr10:122423472-122424942|Enhancer
chr10:122954332-122954662|Promoter	chr10:122930901-122954227|-|C10orf88			chr10:123007941-123010516|Promoter			
chr10:123007941-123010516|Promoter	chr10:123008979-123058311|+|ACADSB,chr10:122990806-123008817|-|IKZF5			chr10:122954332-122954662|Promoter			
chr10:123154113-123154179|Promoter	chr10:123154402-123170467|+|BUB3	chr10:123151818-123152356|Enhancer					
chr10:124702129-124702487|Promoter	chr10:124703625-124714217|+|FAM53B-AS1	chr10:124740503-124742459|Enhancer					
chr10:130110316-130110570|Promoter	chr10:130063896-130110830|-|C10orf143			chr10:130111700-130111805|Promoter			
chr10:130111700-130111805|Promoter	chr10:130063896-130110830|-|C10orf143			chr10:130110316-130110570|Promoter			
chr10:13106007-13107120|Promoter	chr10:13104574-13104793|-|SNRPGP5	chr10:13107765-13108310|Enhancer	chr10:13110668-13111000|Enhancer,chr10:13115683-13116690|Enhancer,chr10:13101513-13102015|Enhancer				chr10:13101513-13102015|Enhancer
chr10:131972902-131973203|Promoter	chr10:131971202-131971533|+|AL162274.2	chr10:131974899-131975251|Enhancer					
chr10:133258301-133258393|Promoter	chr10:133257144-133257551|-|AL592071.1	chr10:133261335-133261432|Enhancer					
chr10:133307846-133307955|Promoter	chr10:133308914-133313162|+|ZNF511			chr10:133309249-133309351|Promoter			
chr10:133309249-133309351|Promoter	chr10:133309410-133352529|+|ZNF511-PRAP1			chr10:133307846-133307955|Promoter			
chr10:13348343-13348953|Promoter	chr10:13317428-13348298|-|SEPHS1	chr10:13351514-13351834|Enhancer		chr10:13349749-13350726|Promoter			
chr10:13349749-13350726|Promoter	chr10:13317428-13348298|-|SEPHS1	chr10:13351514-13351834|Enhancer		chr10:13348343-13348953|Promoter			
chr10:14954158-14954630|Promoter	chr10:14897359-14954432|-|DCLRE1C			chr10:14959119-14960180|Promoter			
chr10:14959119-14960180|Promoter	chr10:14959388-14972857|+|MEIG1			chr10:14954158-14954630|Promoter			
chr10:17228046-17228218|Promoter	chr10:17229278-17237593|+|VIM			chr10:17230504-17230807|Promoter			
chr10:17229982-17230189|Promoter	chr10:17214239-17229985|-|VIM-AS1	chr10:17206433-17206645|Enhancer					
chr10:17230504-17230807|Promoter	chr10:17214239-17229985|-|VIM-AS1			chr10:17228046-17228218|Promoter			
chr10:18651380-18651952|Promoter	chr10:18545561-18651587|-|NSUN6	chr10:18648388-18649019|Enhancer		chr10:18658840-18659372|Promoter			
chr10:18658840-18659372|Promoter	chr10:18659431-18681639|+|ARL5B		chr10:18648388-18649019|Enhancer	chr10:18651380-18651952|Promoter			
chr10:22227180-22227250|Promoter	chr10:22225698-22226024|+|PSME2P6	chr10:22229051-22229169|Enhancer					
chr10:22331919-22332242|Promoter	chr10:22332404-22332987|+|AL158211.4			chr10:22333269-22333357|Promoter			
chr10:22333269-22333357|Promoter	chr10:22332587-22332981|-|AL158211.2			chr10:22331919-22332242|Promoter			
chr10:22340203-22340360|Promoter	chr10:22340377-22340615|-|AL158211.3	chr10:22335485-22335553|Enhancer					
chr10:22712832-22713128|Promoter	chr10:22534854-22714578|-|PIP4K2A	chr10:22710519-22710744|Enhancer	chr10:22711571-22711763|Enhancer				
chr10:22786012-22786061|Promoter	chr10:22787393-22787499|+|RNU6-413P	chr10:22784033-22784516|Enhancer					
chr10:22927347-22927994|Promoter	chr10:22928024-23038523|+|ARMC3	chr10:22924973-22926459|Enhancer					
chr10:24722553-24722681|Promoter	chr10:24583609-24723887|-|ARHGAP21	chr10:24720652-24720825|Enhancer					
chr10:26861115-26861402|Promoter	chr10:26746593-26861087|-|ABI1	chr10:26881900-26882190|Enhancer					
chr10:27100386-27101664|Promoter	chr10:27004116-27100498|-|ANKRD26			chr10:27155168-27155309|Promoter			
chr10:27155168-27155309|Promoter	chr10:27110112-27155266|-|YME1L1			chr10:27100386-27101664|Promoter			
chr10:28303229-28303856|Promoter	chr10:28303300-28307658|+|MPP7-DT	chr10:28333070-28334612|Enhancer					
chr10:31317662-31318464|Promoter	chr10:31319125-31529813|+|ZEB1	chr10:31316666-31317379|Enhancer,chr10:31322604-31323177|Enhancer	chr10:31324952-31325137|Enhancer		chr10:31320428-31322041|Promoter,chr10:31319029-31319290|Promoter	chr10:31322604-31323177|Enhancer	
chr10:31319029-31319290|Promoter	chr10:31319125-31529813|+|ZEB1		chr10:31316666-31317379|Enhancer,chr10:31324952-31325137|Enhancer,chr10:31322604-31323177|Enhancer	chr10:31320428-31322041|Promoter	chr10:31317662-31318464|Promoter		chr10:31322604-31323177|Enhancer
chr10:31320428-31322041|Promoter	chr10:31206278-31320447|-|ZEB1-AS1	chr10:31322604-31323177|Enhancer	chr10:31316666-31317379|Enhancer,chr10:31324952-31325137|Enhancer	chr10:31319029-31319290|Promoter	chr10:31317662-31318464|Promoter		chr10:31324952-31325137|Enhancer
chr10:32344589-32345332|Promoter	chr10:32346499-32347179|+|AL391839.2		chr10:32332167-32333159|Enhancer,chr10:32339172-32339531|Enhancer,chr10:32357184-32357754|Enhancer,chr10:32369003-32369176|Enhancer,chr10:32367610-32368455|Enhancer,chr10:32351975-32354915|Enhancer,chr10:32362851-32363929|Enhancer	chr10:32346130-32346431|Promoter			chr10:32367610-32368455|Enhancer
chr10:32346130-32346431|Promoter	chr10:32346499-32347179|+|AL391839.2	chr10:32339172-32339531|Enhancer,chr10:32367610-32368455|Enhancer	chr10:32332167-32333159|Enhancer,chr10:32357184-32357754|Enhancer,chr10:32369003-32369176|Enhancer,chr10:32351975-32354915|Enhancer,chr10:32362851-32363929|Enhancer	chr10:32344589-32345332|Promoter		chr10:32367610-32368455|Enhancer	chr10:32362851-32363929|Enhancer
chr10:32377762-32377798|Promoter	chr10:32267751-32378798|-|EPC1			chr10:32379386-32379516|Promoter			
chr10:32379386-32379516|Promoter	chr10:32267751-32378798|-|EPC1			chr10:32377762-32377798|Promoter			
chr10:32445726-32446413|Promoter	chr10:32446140-32876393|+|CCDC7	chr10:32459227-32459809|Enhancer	chr10:32455392-32458429|Enhancer	chr10:32447157-32447466|Promoter			
chr10:32447157-32447466|Promoter	chr10:32446140-32876393|+|CCDC7		chr10:32455392-32458429|Enhancer,chr10:32459227-32459809|Enhancer	chr10:32445726-32446413|Promoter			chr10:32459227-32459809|Enhancer
chr10:32958704-32958929|Promoter	chr10:32958845-33082102|+|ITGB1-DT			chr10:32960076-32960387|Promoter			
chr10:32960076-32960387|Promoter	chr10:32958845-33082102|+|ITGB1-DT			chr10:32958704-32958929|Promoter			
chr10:33115488-33116036|Promoter	chr10:33096257-33116672|-|IATPR	chr10:33114458-33114868|Enhancer		chr10:33117454-33118133|Promoter			
chr10:33117454-33118133|Promoter	chr10:33096257-33116672|-|IATPR	chr10:33114458-33114868|Enhancer		chr10:33115488-33116036|Promoter			
chr10:35128066-35128438|Promoter	chr10:35098006-35127020|-|AL392046.1	chr10:35195725-35196361|Enhancer,chr10:35131658-35132357|Enhancer,chr10:35130374-35131389|Enhancer	chr10:35199687-35199754|Enhancer			chr10:35130374-35131389|Enhancer	
chr10:35337471-35337538|Promoter	chr10:35314552-35336401|-|AL117336.2	chr10:35341295-35341709|Enhancer					
chr10:3783330-3784474|Promoter	chr10:3775996-3785281|-|KLF6	chr10:3777095-3777245|Enhancer,chr10:3782031-3783044|Enhancer,chr10:3805082-3805688|Enhancer,chr10:3764476-3765742|Enhancer	chr10:3851542-3852693|Enhancer,chr10:3800450-3800852|Enhancer,chr10:3874985-3875867|Enhancer,chr10:3828415-3829561|Enhancer,chr10:3872598-3874204|Enhancer,chr10:3892473-3893070|Enhancer	chr10:3785316-3785599|Promoter		chr10:3805082-3805688|Enhancer	chr10:3874985-3875867|Enhancer
chr10:3785316-3785599|Promoter	chr10:3775996-3785281|-|KLF6		chr10:3777095-3777245|Enhancer,chr10:3782031-3783044|Enhancer,chr10:3851542-3852693|Enhancer,chr10:3800450-3800852|Enhancer,chr10:3874985-3875867|Enhancer,chr10:3828415-3829561|Enhancer,chr10:3764476-3765742|Enhancer,chr10:3872598-3874204|Enhancer,chr10:3805082-3805688|Enhancer,chr10:3892473-3893070|Enhancer	chr10:3783330-3784474|Promoter			chr10:3805082-3805688|Enhancer
chr10:37856977-37858310|Promoter	chr10:37857740-37859110|+|AL135791.1,chr10:37776526-37858084|-|ZNF248			chr10:37976332-37977302|Promoter	chr10:38010440-38010623|Promoter		
chr10:37976332-37977302|Promoter	chr10:37976825-37992467|+|ZNF25-DT,chr10:37949573-37976647|-|ZNF25			chr10:37856977-37858310|Promoter,chr10:38010440-38010623|Promoter			
chr10:38010440-38010623|Promoter	chr10:38010650-38065088|+|ZNF33A			chr10:37976332-37977302|Promoter	chr10:37856977-37858310|Promoter		
chr10:43138854-43139534|Promoter	chr10:43138445-43185302|+|CSGALNACT2	chr10:43140080-43141027|Enhancer					
chr10:43407167-43407224|Promoter	chr10:43385617-43409166|-|HNRNPF	chr10:43404760-43405143|Enhancer	chr10:43399773-43400181|Enhancer				
chr10:43407881-43407941|Promoter	chr10:43385617-43409166|-|HNRNPF			chr10:43418013-43418509|Promoter	chr10:43420236-43420385|Promoter,chr10:43409722-43410012|Promoter		
chr10:43409722-43410012|Promoter	chr10:43385617-43409166|-|HNRNPF			chr10:43418013-43418509|Promoter	chr10:43420236-43420385|Promoter,chr10:43407881-43407941|Promoter		
chr10:43418013-43418509|Promoter	chr10:43417249-43417438|-|SNORD3J			chr10:43420236-43420385|Promoter,chr10:43409722-43410012|Promoter,chr10:43407881-43407941|Promoter			
chr10:43420236-43420385|Promoter	chr10:43420738-43422100|+|AL450326.1			chr10:43418013-43418509|Promoter	chr10:43409722-43410012|Promoter,chr10:43407881-43407941|Promoter		
chr10:43420646-43420983|Promoter	chr10:43420738-43422100|+|AL450326.1	chr10:43451789-43452816|Enhancer	chr10:43455303-43455770|Enhancer				
chr10:437316-437988|Promoter	chr10:437561-441170|+|AL669841.1	chr10:470354-470864|Enhancer,chr10:450941-451372|Enhancer				chr10:450941-451372|Enhancer	
chr10:46030960-46030961|Promoter	chr10:46005088-46030714|-|NCOA4	chr10:46034182-46034185|Enhancer					
chr10:50622603-50622688|Promoter	chr10:50305586-50623977|-|SGMS1			chr10:50623792-50624019|Promoter			
chr10:50623792-50624019|Promoter	chr10:50305586-50623977|-|SGMS1			chr10:50622603-50622688|Promoter			
chr10:50625401-50625547|Promoter	chr10:50624951-50641451|+|SGMS1-AS1	chr10:50636632-50636749|Enhancer					
chr10:5404654-5405442|Promoter	chr10:5393101-5404828|-|TUBAL3			chr10:5412466-5413541|Promoter			
chr10:5412466-5413541|Promoter	chr10:5412557-5459056|+|NET1			chr10:5404654-5405442|Promoter			
chr10:5623066-5623370|Promoter	chr10:5624931-5625126|+|AL365356.2	chr10:5442119-5442474|Enhancer	chr10:5446437-5446551|Enhancer				
chr10:5684412-5684826|Promoter	chr10:5684838-5763740|+|TASOR2	chr10:5692748-5692973|Enhancer					
chr10:5685585-5685724|Promoter	chr10:5684838-5763740|+|TASOR2	chr10:5686984-5687253|Enhancer			chr10:5686042-5686145|Promoter		
chr10:5686042-5686145|Promoter	chr10:5684838-5763740|+|TASOR2	chr10:5686984-5687253|Enhancer			chr10:5685585-5685724|Promoter		
chr10:5775730-5776093|Promoter	chr10:5776071-5776858|+|NRBF2P5	chr10:5762725-5765916|Enhancer					
chr10:5813180-5813716|Promoter	chr10:5765223-5813434|-|GDI2	chr10:5809690-5810009|Enhancer	chr10:5810794-5811001|Enhancer				
chr10:58268097-58270076|Promoter	chr10:58269162-58289586|+|CISD1			chr10:58384613-58386265|Promoter,chr10:58270448-58270645|Promoter	chr10:58384215-58384416|Promoter		
chr10:58270448-58270645|Promoter	chr10:58269162-58289586|+|CISD1			chr10:58268097-58270076|Promoter	chr10:58384613-58386265|Promoter,chr10:58384215-58384416|Promoter		
chr10:58384215-58384416|Promoter	chr10:58385410-58399220|+|TFAM			chr10:58384613-58386265|Promoter	chr10:58268097-58270076|Promoter,chr10:58270448-58270645|Promoter		
chr10:58384613-58386265|Promoter	chr10:58385410-58399220|+|TFAM			chr10:58268097-58270076|Promoter,chr10:58384215-58384416|Promoter	chr10:58270448-58270645|Promoter		
chr10:59906848-59907534|Promoter	chr10:59788747-59906556|-|CCDC6			chr10:59907972-59908816|Promoter			
chr10:59907972-59908816|Promoter	chr10:59788747-59906556|-|CCDC6			chr10:59906848-59907534|Promoter			
chr10:6061938-6062694|Promoter	chr10:6010689-6062325|-|IL2RA	chr10:6038285-6039305|Enhancer,chr10:6050256-6051335|Enhancer	chr10:6014320-6014764|Enhancer,chr10:6037097-6037240|Enhancer			chr10:6050256-6051335|Enhancer	chr10:6037097-6037240|Enhancer
chr10:60732300-60732600|Promoter	chr10:60026298-60733490|-|ANK3	chr10:60729298-60729390|Enhancer,chr10:60728240-60728429|Enhancer	chr10:60724810-60725168|Enhancer	chr10:60733439-60733574|Promoter		chr10:60728240-60728429|Enhancer	
chr10:60733439-60733574|Promoter	chr10:60026298-60733490|-|ANK3		chr10:60729298-60729390|Enhancer,chr10:60724810-60725168|Enhancer,chr10:60728240-60728429|Enhancer	chr10:60732300-60732600|Promoter			chr10:60728240-60728429|Enhancer
chr10:61899823-61900471|Promoter	chr10:61901684-62096944|+|ARID5B	chr10:61897789-61897955|Enhancer,chr10:62050443-62051378|Enhancer	chr10:61961311-61961658|Enhancer,chr10:61994293-61994336|Enhancer,chr10:62043451-62044090|Enhancer,chr10:61959813-61960426|Enhancer,chr10:61992226-61993872|Enhancer			chr10:62050443-62051378|Enhancer	chr10:61992226-61993872|Enhancer
chr10:61901158-61901241|Promoter	chr10:61901684-62096944|+|ARID5B	chr10:61898781-61899507|Enhancer,chr10:61897091-61897303|Enhancer			chr10:61901608-61901675|Promoter	chr10:61898781-61899507|Enhancer	
chr10:61901608-61901675|Promoter	chr10:61901684-62096944|+|ARID5B	chr10:61898781-61899507|Enhancer	chr10:61897091-61897303|Enhancer		chr10:61901158-61901241|Promoter		
chr10:63466253-63466602|Promoter	chr10:63167221-63465977|-|JMJD1C	chr10:63467781-63468246|Enhancer					
chr10:67885562-67886079|Promoter	chr10:67884656-67918390|+|SIRT1	chr10:67892127-67892485|Enhancer					
chr10:68331577-68331857|Promoter	chr10:68332075-68343187|+|HNRNPH3	chr10:68328317-68328600|Enhancer					
chr10:68957072-68957404|Promoter	chr10:68956170-68985068|+|DDX21			chr10:68988715-68988917|Promoter			
chr10:68988715-68988917|Promoter	chr10:68988750-69016982|+|KIF1BP			chr10:68957072-68957404|Promoter			
chr10:69087622-69089479|Promoter	chr10:69088103-69104805|+|SRGN	chr10:69061348-69062221|Enhancer		chr10:69122542-69124086|Promoter			
chr10:69122542-69124086|Promoter	chr10:69123512-69174412|+|VPS26A		chr10:69061348-69062221|Enhancer	chr10:69087622-69089479|Promoter			
chr10:70162784-70163067|Promoter	chr10:70163685-70164124|+|CALM2P2	chr10:70160737-70161016|Enhancer					
chr10:70888613-70888722|Promoter	chr10:70883510-70888565|-|PCBD1			chr10:70889733-70890072|Promoter			
chr10:70889733-70890072|Promoter	chr10:70883510-70888565|-|PCBD1			chr10:70888613-70888722|Promoter			
chr10:71736309-71737284|Promoter	chr10:71711701-71737824|-|C10orf105	chr10:71740154-71740304|Enhancer					
chr10:72215976-72216280|Promoter	chr10:72216000-72235860|+|ANAPC16	chr10:72248060-72248796|Enhancer					
chr10:72274608-72274760|Promoter	chr10:72273924-72276036|+|DDIT4	chr10:72261040-72261377|Enhancer					
chr10:72691854-72692034|Promoter	chr10:72692131-72887694|+|MCU		chr10:72694458-72694940|Enhancer	chr10:72692945-72693897|Promoter			
chr10:72692945-72693897|Promoter	chr10:72692131-72887694|+|MCU	chr10:72694458-72694940|Enhancer		chr10:72691854-72692034|Promoter			
chr10:73096165-73096255|Promoter	chr10:73007217-73096974|-|P4HA1			chr10:73110222-73111004|Promoter			
chr10:73110222-73111004|Promoter	chr10:73110375-73131828|+|NUDT13			chr10:73096165-73096255|Promoter			
chr10:73997468-73997770|Promoter	chr10:73998114-74121363|+|VCL	chr10:73991931-73992259|Enhancer					
chr10:79066949-79067223|Promoter	chr10:78943328-79067895|-|ZMIZ1-AS1	chr10:79064365-79064542|Enhancer					
chr10:79445736-79446166|Promoter	chr10:79382325-79445627|-|ZCCHC24	chr10:79448360-79449972|Enhancer	chr10:79450837-79450841|Enhancer	chr10:79447006-79447819|Promoter			
chr10:79447006-79447819|Promoter	chr10:79382325-79445627|-|ZCCHC24		chr10:79448360-79449972|Enhancer,chr10:79450837-79450841|Enhancer	chr10:79445736-79446166|Promoter			chr10:79448360-79449972|Enhancer
chr10:80204407-80204970|Promoter	chr10:80150889-80205572|-|ANXA11	chr10:80191292-80192047|Enhancer					
chr10:8055620-8056062|Promoter	chr10:8054688-8075198|+|GATA3	chr10:8056953-8057316|Enhancer					
chr10:84329032-84329526|Promoter	chr10:84328586-84518521|+|CCSER2	chr10:84330227-84331598|Enhancer	chr10:84333596-84334359|Enhancer				
chr10:86521918-86524059|Promoter	chr10:86521945-86525101|+|AL731569.1	chr10:86536716-86536919|Enhancer					
chr10:86966684-86966764|Promoter	chr10:86968192-86970915|+|ADIRF			chr10:86971168-86971755|Promoter			
chr10:86971168-86971755|Promoter	chr10:86965740-86971311|-|ADIRF-AS1			chr10:86966684-86966764|Promoter			
chr10:89379285-89379288|Promoter	chr10:89378056-89385205|+|IFIT1B	chr10:89011988-89011990|Enhancer					
chr10:89392366-89392895|Promoter	chr10:89392546-89406487|+|IFIT1		chr10:89716823-89718893|Enhancer	chr10:89414759-89414822|Promoter,chr10:89701262-89702468|Promoter,chr10:89393642-89394830|Promoter			
chr10:89393642-89394830|Promoter	chr10:89392546-89406487|+|IFIT1		chr10:89716823-89718893|Enhancer	chr10:89392366-89392895|Promoter	chr10:89414759-89414822|Promoter,chr10:89701262-89702468|Promoter		
chr10:89414759-89414822|Promoter	chr10:89414568-89420997|+|IFIT5		chr10:89716823-89718893|Enhancer	chr10:89392366-89392895|Promoter	chr10:89701262-89702468|Promoter,chr10:89393642-89394830|Promoter		
chr10:89701262-89702468|Promoter	chr10:89701610-89774939|+|KIF20B	chr10:89716823-89718893|Enhancer		chr10:89392366-89392895|Promoter	chr10:89414759-89414822|Promoter,chr10:89393642-89394830|Promoter		
chr10:91033914-91034725|Promoter	chr10:91033157-91062164|+|LINC00502	chr10:91030457-91031129|Enhancer					
chr10:91923805-91924437|Promoter	chr10:91923770-92030325|+|BTAF1	chr10:91928720-91929329|Enhancer					
