loopId	mergedAnchorA	mergedAnchorB
loop_chr17-chr17-7186|activate_100m	chr17:49192699-49193100|Enhancer	chr17:49195244-49196136|Enhancer
loop_chr17-chr17-7188|activate_100m	chr17:75365737-75365920|Enhancer	chr17:75367099-75367622|Enhancer
loop_chr17-chr17-7189|activate_100m	chr17:8878158-8878161|Enhancer	chr17:40304878-40304879|Enhancer
loop_chr17-chr17-7190|activate_100m	chr17:58700284-58700287|Enhancer	chr17:58702812-58702814|Enhancer
loop_chr17-chr17-7192|activate_100m	chr17:14089840-14089841|Enhancer	chr17:14092300-14092303|Enhancer
loop_chr17-chr17-7193|activate_100m	chr17:33585562-33585564|Enhancer	chr17:33784297-33784300|Enhancer
loop_chr17-chr17-7194|activate_100m	chr17:32450861-32450863|Enhancer	chr17:32491748-32491749|Enhancer
loop_chr17-chr17-7197|activate_100m	chr17:50879753-50879756|Enhancer	chr17:50882131-50882132|Enhancer
loop_chr17-chr17-7198|activate_100m	chr17:66593731-66593733|Enhancer	chr17:66595607-66595609|Enhancer
loop_chr17-chr17-7203|activate_100m	chr17:43969695-43969697|Enhancer	chr17:43985718-43985719|Enhancer
loop_chr17-chr17-7206|activate_100m	chr17:54194491-54194494|Enhancer	chr17:54195865-54195866|Enhancer
loop_chr17-chr17-7210|activate_100m	chr17:30895141-30895144|Enhancer	chr17:30899089-30899091|Promoter
loop_chr17-chr17-7212|activate_100m	chr17:35212652-35213027|Enhancer	chr17:35214795-35215233|Enhancer
loop_chr17-chr17-7219|activate_100m	chr17:74404447-74404451|Enhancer	chr17:74407214-74407216|Enhancer
loop_chr17-chr17-7220|activate_100m	chr17:67413588-67413590|Enhancer	chr17:67435122-67435129|Enhancer
loop_chr17-chr17-7221|activate_100m	chr17:75787652-75787653|Enhancer	chr17:75788768-75788771|Enhancer
loop_chr17-chr17-7222|activate_100m	chr17:12168703-12168707|Enhancer	chr17:12173498-12173500|Enhancer
loop_chr17-chr17-7224|activate_100m	chr17:78787649-78787885|Enhancer	chr17:78789253-78789498|Enhancer
loop_chr17-chr17-7225|activate_100m	chr17:4941929-4942174|Promoter	chr17:4945141-4945749|Enhancer
loop_chr17-chr17-7227|activate_100m	chr17:4358243-4358261|Enhancer	chr17:4360365-4360366|Enhancer
loop_chr17-chr17-7228|activate_100m	chr17:27883576-27883578|Enhancer	chr17:27885603-27885604|Enhancer
loop_chr17-chr17-7230|activate_100m	chr17:28093662-28093664|Enhancer	chr17:28147339-28147345|Enhancer
loop_chr17-chr17-7232|activate_100m	chr17:41669879-41670249|Enhancer	chr17:41672283-41672426|Enhancer
loop_chr17-chr17-7233|activate_100m	chr17:3537428-3537430|Enhancer	chr17:3540836-3540837|Enhancer
loop_chr17-chr17-7234|activate_100m	chr17:39169531-39169533|Enhancer	chr17:39173528-39173531|Promoter
loop_chr17-chr17-7237|activate_100m	chr17:61275009-61275011|Enhancer	chr17:61278538-61278541|Enhancer
loop_chr17-chr17-7238|activate_100m	chr17:57289338-57289341|Enhancer	chr17:57606300-57606302|Enhancer
loop_chr17-chr17-7240|activate_100m	chr17:49432276-49432284|Enhancer	chr17:49435257-49435258|Enhancer
loop_chr17-chr17-7241|activate_100m	chr17:31150014-31150017|Enhancer	chr17:31170697-31170699|Enhancer
loop_chr17-chr17-7242|activate_100m	chr17:68431977-68431979|Enhancer	chr17:68436490-68436491|Enhancer
loop_chr17-chr17-7244|activate_100m	chr17:33837916-33837997|Enhancer	chr17:33838950-33839009|Enhancer
loop_chr17-chr17-7245|activate_100m	chr17:78769590-78769835|Enhancer	chr17:78771851-78771997|Enhancer
loop_chr17-chr17-7249|activate_100m	chr17:4174540-4174840|Enhancer	chr17:4175747-4176511|Enhancer
loop_chr17-chr17-7253|activate_100m	chr17:77834660-77834816|Enhancer	chr17:77836730-77837008|Enhancer
loop_chr17-chr17-7254|activate_100m	chr17:42309551-42310014|Enhancer	chr17:42310900-42311067|Enhancer
loop_chr17-chr17-7256|activate_100m	chr17:9289719-9290416|Enhancer	chr17:9292223-9292407|Enhancer
loop_chr17-chr17-7259|activate_100m	chr17:55640835-55640903|Enhancer	chr17:55641894-55642055|Enhancer
loop_chr17-chr17-7260|activate_100m	chr17:35212652-35213027|Enhancer	chr17:35213930-35214530|Enhancer
loop_chr17-chr17-7265|activate_100m	chr17:34377006-34377455|Enhancer	chr17:34378749-34379047|Enhancer
loop_chr17-chr17-7268|activate_100m	chr17:41865466-41865468|Promoter	chr17:41885330-41885331|Enhancer
loop_chr17-chr17-7272|activate_100m	chr17:7045942-7046031|Enhancer	chr17:7047663-7048219|Enhancer
loop_chr17-chr17-7280|activate_100m	chr17:14067138-14069485|Promoter	chr17:14067138-14069485|Promoter
loop_chr17-chr17-7283|activate_100m	chr17:28335192-28336316|Promoter	chr17:28336538-28336951|Promoter
loop_chr17-chr17-7286|activate_100m	chr17:67834884-67835596|Enhancer	chr17:67836621-67836865|Enhancer
loop_chr17-chr17-7288|activate_100m	chr17:27569319-27569527|Enhancer	chr17:27572748-27572811|Enhancer
loop_chr17-chr17-7292|activate_100m	chr17:75259752-75259903|Promoter	chr17:75260820-75261067|Promoter
loop_chr17-chr17-7299|activate_100m	chr17:30363696-30364667|Enhancer	chr17:30372581-30373355|Enhancer
loop_chr17-chr17-7300|activate_100m	chr17:75396914-75397028|Enhancer	chr17:75401903-75402293|Enhancer
loop_chr17-chr17-7305|activate_100m	chr17:27574139-27574188|Enhancer	chr17:27575607-27575654|Enhancer
loop_chr17-chr17-7306|activate_100m	chr17:16582000-16582089|Enhancer	chr17:16584345-16584425|Enhancer
loop_chr17-chr17-7308|activate_100m	chr17:42336180-42336371|Enhancer	chr17:42337243-42337567|Enhancer
loop_chr17-chr17-7313|activate_100m	chr17:47717521-47718996|Enhancer	chr17:47720706-47721395|Enhancer
loop_chr17-chr17-7314|activate_100m	chr17:28873949-28874026|Enhancer	chr17:28876073-28876255|Enhancer
loop_chr17-chr17-7315|activate_100m	chr17:6969449-6969775|Enhancer	chr17:6971126-6971313|Enhancer
loop_chr17-chr17-7316|activate_100m	chr17:8956536-8956819|Enhancer	chr17:8958394-8958826|Enhancer
loop_chr17-chr17-7317|activate_100m	chr17:18856191-18856687|Promoter	chr17:18860171-18861006|Promoter
loop_chr17-chr17-7323|activate_100m	chr17:18181187-18181651|Promoter	chr17:18183385-18183818|Promoter
loop_chr17-chr17-7327|activate_100m	chr17:68693761-68693865|Enhancer	chr17:68695063-68695093|Enhancer
loop_chr17-chr17-7338|activate_100m	chr17:30372581-30373355|Enhancer	chr17:30376919-30377253|Promoter
loop_chr17-chr17-7342|activate_100m	chr17:66547288-66547726|Enhancer	chr17:66549220-66549550|Enhancer
loop_chr17-chr17-7344|activate_100m	chr17:59769234-59769245|Enhancer	chr17:59773733-59773834|Enhancer
loop_chr17-chr17-7347|activate_100m	chr17:67866896-67867078|Enhancer	chr17:67868548-67868791|Enhancer
loop_chr17-chr17-7357|activate_100m	chr17:50914032-50914041|Enhancer	chr17:50917567-50917728|Enhancer
loop_chr17-chr17-7361|activate_100m	chr17:45305601-45306385|Enhancer	chr17:45306813-45307746|Enhancer
loop_chr17-chr17-7362|activate_100m	chr17:80866274-80867010|Enhancer	chr17:80868302-80868411|Enhancer
loop_chr17-chr17-7363|activate_100m	chr17:49745995-49746208|Enhancer	chr17:49748789-49749095|Enhancer
loop_chr17-chr17-7366|activate_100m	chr17:29659325-29659353|Enhancer	chr17:29779445-29779474|Enhancer
loop_chr17-chr17-7379|activate_100m	chr17:59753437-59753972|Enhancer	chr17:59853311-59853443|Enhancer
loop_chr17-chr17-7380|activate_100m	chr17:78719625-78719915|Enhancer	chr17:78725497-78725656|Enhancer
loop_chr17-chr17-7395|activate_100m	chr17:45248296-45248456|Promoter	chr17:45252687-45252973|Promoter
loop_chr17-chr17-7397|activate_100m	chr17:35373631-35373714|Promoter	chr17:35377169-35377287|Promoter
loop_chr17-chr17-7405|activate_100m	chr17:31494286-31494609|Enhancer	chr17:31500073-31500312|Enhancer
loop_chr17-chr17-7413|activate_100m	chr17:60677162-60677378|Promoter	chr17:60678939-60678987|Promoter
loop_chr17-chr17-7418|activate_100m	chr17:43659488-43659538|Enhancer	chr17:43661747-43662104|Promoter
loop_chr17-chr17-7421|activate_100m	chr17:8935341-8936164|Enhancer	chr17:8939518-8939979|Enhancer
loop_chr17-chr17-7423|activate_100m	chr17:39402644-39403792|Promoter	chr17:39404575-39404857|Enhancer
loop_chr17-chr17-7430|activate_100m	chr17:56819801-56819900|Enhancer	chr17:56822082-56822364|Enhancer
loop_chr17-chr17-7434|activate_100m	chr17:42340691-42341082|Enhancer	chr17:42342713-42342873|Enhancer
loop_chr17-chr17-7436|activate_100m	chr17:59626112-59626184|Enhancer	chr17:59627759-59627822|Enhancer
loop_chr17-chr17-7440|activate_100m	chr17:74512725-74512920|Enhancer	chr17:74513841-74514035|Enhancer
loop_chr17-chr17-7442|activate_100m	chr17:29137222-29137370|Enhancer	chr17:29138372-29139066|Promoter
loop_chr17-chr17-7448|activate_100m	chr17:75238838-75238929|Enhancer	chr17:75240245-75240474|Enhancer
loop_chr17-chr17-7451|activate_100m	chr17:76560087-76560188|Promoter	chr17:76562853-76563131|Promoter
loop_chr17-chr17-7460|activate_100m	chr17:68256136-68256676|Enhancer	chr17:68257825-68258182|Promoter
loop_chr17-chr17-7462|activate_100m	chr17:56915621-56916193|Promoter	chr17:56918673-56919202|Enhancer
loop_chr17-chr17-7463|activate_100m	chr17:35082404-35082647|Enhancer	chr17:35085123-35085236|Enhancer
loop_chr17-chr17-7468|activate_100m	chr17:41672283-41672426|Enhancer	chr17:41678893-41679069|Enhancer
loop_chr17-chr17-7474|activate_100m	chr17:66633386-66633853|Enhancer	chr17:66636185-66636394|Promoter
loop_chr17-chr17-7493|activate_100m	chr17:67829441-67829809|Enhancer	chr17:67836621-67836865|Enhancer
loop_chr17-chr17-7504|activate_100m	chr17:31307878-31307956|Enhancer	chr17:31310774-31311081|Enhancer
loop_chr17-chr17-7522|activate_100m	chr17:16416646-16416791|Promoter	chr17:16419273-16419449|Enhancer
loop_chr17-chr17-7524|activate_100m	chr17:82281940-82282178|Enhancer	chr17:82283310-82283663|Enhancer
loop_chr17-chr17-7542|activate_100m	chr17:66463229-66463328|Enhancer	chr17:66466824-66467202|Enhancer
loop_chr17-chr17-7543|activate_100m	chr17:43341822-43342746|Enhancer	chr17:43360461-43361089|Promoter
loop_chr17-chr17-7544|activate_100m	chr17:39463216-39463238|Promoter	chr17:39464266-39464339|Enhancer
loop_chr17-chr17-7545|activate_100m	chr17:68398681-68399317|Enhancer	chr17:68399522-68400441|Enhancer
loop_chr17-chr17-7546|activate_100m	chr17:42824312-42824438|Promoter	chr17:42832243-42833591|Enhancer
loop_chr17-chr17-7549|activate_100m	chr17:64968733-64968966|Enhancer	chr17:64973891-64974635|Promoter
loop_chr17-chr17-7554|activate_100m	chr17:57239911-57240037|Enhancer	chr17:57243252-57243279|Enhancer
loop_chr17-chr17-7556|activate_100m	chr17:67221069-67221286|Enhancer	chr17:67222716-67222915|Promoter
loop_chr17-chr17-7559|activate_100m	chr17:68958065-68958294|Enhancer	chr17:68959248-68959336|Enhancer
loop_chr17-chr17-7560|activate_100m	chr17:44968427-44968506|Promoter	chr17:44971757-44972418|Enhancer
loop_chr17-chr17-7563|activate_100m	chr17:43391943-43392413|Enhancer	chr17:43393895-43394150|Enhancer
loop_chr17-chr17-7574|activate_100m	chr17:67431339-67432170|Enhancer	chr17:67434079-67434500|Enhancer
loop_chr17-chr17-7577|activate_100m	chr17:39800669-39800935|Enhancer	chr17:39810133-39810250|Enhancer
loop_chr17-chr17-7585|activate_100m	chr17:8119711-8121261|Promoter	chr17:8125651-8126014|Promoter
loop_chr17-chr17-7586|activate_100m	chr17:57459024-57460099|Enhancer	chr17:57461157-57464221|Enhancer
loop_chr17-chr17-7597|activate_100m	chr17:31311622-31311732|Enhancer	chr17:31319297-31319592|Promoter
loop_chr17-chr17-7611|activate_100m	chr17:18033595-18033902|Enhancer	chr17:18038127-18038312|Promoter
loop_chr17-chr17-7619|activate_100m	chr17:44138270-44138512|Enhancer	chr17:44141690-44141787|Promoter
loop_chr17-chr17-7620|activate_100m	chr17:18857730-18858145|Promoter	chr17:18860171-18861006|Promoter
loop_chr17-chr17-7621|activate_100m|loop_chr17-chr17-7290|resting_100m	chr17:47703204-47703947|Enhancer	chr17:47705013-47706021|Enhancer
loop_chr17-chr17-7623|activate_100m	chr17:67422476-67422617|Enhancer	chr17:67431339-67432170|Enhancer
loop_chr17-chr17-7630|activate_100m	chr17:66664410-66665049|Enhancer	chr17:66667269-66667912|Enhancer
loop_chr17-chr17-7635|activate_100m	chr17:7574388-7574856|Promoter	chr17:7579467-7579586|Promoter
loop_chr17-chr17-7644|activate_100m	chr17:78360672-78361028|Promoter	chr17:78362470-78363300|Enhancer
loop_chr17-chr17-7646|activate_100m	chr17:4967828-4968267|Promoter	chr17:4969321-4969529|Promoter
loop_chr17-chr17-7648|activate_100m	chr17:9273864-9274416|Enhancer	chr17:9289719-9290416|Enhancer
loop_chr17-chr17-7651|activate_100m	chr17:35252004-35252832|Enhancer	chr17:35254253-35254343|Enhancer
loop_chr17-chr17-7661|activate_100m	chr17:6546692-6546732|Enhancer	chr17:6548647-6548702|Enhancer
loop_chr17-chr17-7681|activate_100m	chr17:29721768-29722014|Enhancer	chr17:29723330-29723484|Enhancer
loop_chr17-chr17-7682|activate_100m	chr17:42998139-42998486|Promoter	chr17:43000059-43000431|Promoter
loop_chr17-chr17-7690|activate_100m	chr17:42527431-42527727|Enhancer	chr17:42530469-42530645|Enhancer
loop_chr17-chr17-7692|activate_100m	chr17:59786501-59787769|Enhancer	chr17:59825723-59825898|Enhancer
loop_chr17-chr17-7697|activate_100m	chr17:45149269-45149424|Promoter	chr17:45152159-45152182|Enhancer
loop_chr17-chr17-7698|activate_100m	chr17:29663659-29663827|Enhancer	chr17:29664731-29665449|Enhancer
loop_chr17-chr17-7707|activate_100m	chr17:78778759-78779010|Enhancer	chr17:78781371-78781569|Promoter
loop_chr17-chr17-7709|activate_100m	chr17:49965201-49966054|Promoter	chr17:49968136-49968577|Promoter
loop_chr17-chr17-7715|activate_100m	chr17:76192008-76192477|Enhancer	chr17:76198748-76198833|Enhancer
loop_chr17-chr17-7722|activate_100m	chr17:64628766-64629264|Enhancer	chr17:64635639-64636082|Enhancer
loop_chr17-chr17-7723|activate_100m	chr17:80866274-80867010|Enhancer	chr17:80870395-80870905|Enhancer
loop_chr17-chr17-7727|activate_100m	chr17:42266695-42267371|Promoter	chr17:42271384-42271562|Promoter
loop_chr17-chr17-7731|activate_100m	chr17:30372581-30373355|Enhancer	chr17:30375849-30376010|Enhancer
loop_chr17-chr17-7739|activate_100m	chr17:17947953-17948278|Enhancer	chr17:17958315-17958662|Enhancer
loop_chr17-chr17-7741|activate_100m	chr17:82416847-82417006|Promoter	chr17:82418208-82418267|Promoter
loop_chr17-chr17-7762|activate_100m	chr17:55547414-55547664|Enhancer	chr17:55548691-55548839|Enhancer
loop_chr17-chr17-7764|activate_100m	chr17:80254855-80255701|Enhancer	chr17:80265115-80265913|Enhancer
loop_chr17-chr17-7772|activate_100m	chr17:59890813-59890943|Enhancer	chr17:59892629-59893124|Promoter
loop_chr17-chr17-7774|activate_100m	chr17:28325973-28326128|Enhancer	chr17:28327120-28327896|Enhancer
loop_chr17-chr17-7776|activate_100m	chr17:82302973-82303283|Enhancer	chr17:82306465-82306894|Enhancer
loop_chr17-chr17-7780|activate_100m	chr17:14119048-14119902|Enhancer	chr17:14122867-14123107|Enhancer
loop_chr17-chr17-7789|activate_100m	chr17:55341529-55341818|Enhancer	chr17:55344333-55345614|Enhancer
loop_chr17-chr17-7799|activate_100m	chr17:59357946-59358190|Enhancer	chr17:59361435-59361713|Promoter
loop_chr17-chr17-7801|activate_100m	chr17:65027401-65027849|Enhancer	chr17:65029753-65030418|Enhancer
loop_chr17-chr17-7802|activate_100m	chr17:64350004-64350434|Enhancer	chr17:64352251-64352358|Enhancer
loop_chr17-chr17-7804|activate_100m	chr17:76562853-76563131|Promoter	chr17:76564810-76565773|Enhancer
loop_chr17-chr17-7826|activate_100m	chr17:58343418-58343491|Enhancer	chr17:58344245-58345235|Enhancer
loop_chr17-chr17-7835|activate_100m	chr17:42253015-42253075|Enhancer	chr17:42266695-42267371|Promoter
loop_chr17-chr17-7836|activate_100m	chr17:67431339-67432170|Enhancer	chr17:67440987-67441230|Enhancer
loop_chr17-chr17-7839|activate_100m	chr17:78011129-78011689|Enhancer	chr17:78013982-78014080|Enhancer
loop_chr17-chr17-7843|activate_100m	chr17:30363696-30364667|Enhancer	chr17:30376919-30377253|Promoter
loop_chr17-chr17-7845|activate_100m	chr17:35235376-35235577|Enhancer	chr17:35238958-35239484|Enhancer
loop_chr17-chr17-7855|activate_100m	chr17:81239121-81239344|Promoter	chr17:81244974-81245150|Enhancer
loop_chr17-chr17-7859|activate_100m	chr17:29751517-29751726|Enhancer	chr17:29754163-29754313|Enhancer
loop_chr17-chr17-7860|activate_100m	chr17:82203159-82203352|Enhancer	chr17:82205149-82205317|Enhancer
loop_chr17-chr17-7863|activate_100m	chr17:55454970-55455433|Enhancer	chr17:55459105-55459264|Enhancer
loop_chr17-chr17-7865|activate_100m	chr17:76192008-76192477|Enhancer	chr17:76200486-76200541|Enhancer
loop_chr17-chr17-7880|activate_100m	chr17:43312233-43312361|Enhancer	chr17:43314864-43315147|Enhancer
loop_chr17-chr17-7881|activate_100m	chr17:75400871-75401045|Enhancer	chr17:75401903-75402293|Enhancer
loop_chr17-chr17-7890|activate_100m	chr17:17186259-17186393|Promoter	chr17:17187831-17187960|Enhancer
loop_chr17-chr17-7891|activate_100m	chr17:80258797-80259195|Promoter	chr17:80265115-80265913|Enhancer
loop_chr17-chr17-7909|activate_100m	chr17:66466824-66467202|Enhancer	chr17:66470525-66470861|Enhancer
loop_chr17-chr17-7912|activate_100m	chr17:66510994-66511310|Enhancer	chr17:66514204-66514421|Enhancer
loop_chr17-chr17-7917|activate_100m	chr17:68349420-68349535|Enhancer	chr17:68356553-68357846|Enhancer
loop_chr17-chr17-7942|activate_100m	chr17:59359013-59359184|Enhancer	chr17:59361435-59361713|Promoter
loop_chr17-chr17-7967|activate_100m	chr17:78772919-78773234|Enhancer	chr17:78777903-78778032|Enhancer
loop_chr17-chr17-7969|activate_100m	chr17:8921144-8921380|Enhancer	chr17:8922393-8922671|Enhancer
loop_chr17-chr17-7972|activate_100m	chr17:51342057-51342356|Enhancer	chr17:51343020-51343632|Enhancer
loop_chr17-chr17-7974|activate_100m	chr17:19745018-19745127|Enhancer	chr17:19746174-19747844|Promoter
loop_chr17-chr17-7982|activate_100m	chr17:57985391-57986108|Enhancer	chr17:57986840-57987220|Promoter
loop_chr17-chr17-7994|activate_100m	chr17:64259694-64260053|Enhancer	chr17:64261026-64261531|Enhancer
loop_chr17-chr17-7995|activate_100m	chr17:77645243-77645569|Enhancer	chr17:77646336-77646868|Enhancer
loop_chr17-chr17-7997|activate_100m	chr17:60224425-60224429|Enhancer	chr17:60225424-60225426|Enhancer
loop_chr17-chr17-7999|activate_100m	chr17:44071067-44071790|Promoter	chr17:44073266-44074064|Enhancer
loop_chr17-chr17-8000|activate_100m	chr17:68312594-68312863|Enhancer	chr17:68313993-68314201|Enhancer
loop_chr17-chr17-8006|activate_100m	chr17:17738742-17738949|Enhancer	chr17:17740619-17741086|Enhancer
loop_chr17-chr17-8008|activate_100m	chr17:39962086-39962507|Enhancer	chr17:39963859-39964276|Enhancer
loop_chr17-chr17-8010|activate_100m	chr17:35172302-35172332|Enhancer	chr17:35177290-35177700|Enhancer
loop_chr17-chr17-8011|activate_100m	chr17:56653889-56654451|Enhancer	chr17:56655033-56655895|Enhancer
loop_chr17-chr17-8012|activate_100m	chr17:19625483-19625484|Enhancer	chr17:19626447-19626452|Enhancer
loop_chr17-chr17-8013|activate_100m	chr17:78547776-78548546|Enhancer	chr17:78549121-78549537|Enhancer
loop_chr17-chr17-8016|activate_100m	chr17:5823413-5823480|Enhancer	chr17:5824819-5825066|Enhancer
loop_chr17-chr17-8017|activate_100m	chr17:32288259-32288851|Enhancer	chr17:32290006-32290414|Enhancer
loop_chr17-chr17-8018|activate_100m	chr17:12988340-12988554|Enhancer	chr17:12989789-12989919|Promoter
loop_chr17-chr17-8030|activate_100m	chr17:67390783-67391312|Enhancer	chr17:67431339-67432170|Enhancer
loop_chr17-chr17-8034|activate_100m	chr17:44063254-44063789|Enhancer	chr17:44065677-44066292|Promoter
loop_chr17-chr17-8035|activate_100m	chr17:57224979-57225259|Enhancer	chr17:57226593-57226763|Enhancer
loop_chr17-chr17-8037|activate_100m	chr17:8511593-8512067|Promoter	chr17:8513017-8513479|Enhancer
loop_chr17-chr17-8040|activate_100m	chr17:41698186-41698385|Enhancer	chr17:41700820-41701510|Enhancer
loop_chr17-chr17-8044|activate_100m	chr17:2253478-2254869|Promoter	chr17:2265603-2267635|Enhancer
loop_chr17-chr17-8045|activate_100m	chr17:17382128-17382270|Promoter	chr17:17383239-17383529|Promoter
loop_chr17-chr17-8046|activate_100m	chr17:4629420-4629845|Enhancer	chr17:4630783-4631327|Enhancer
loop_chr17-chr17-8048|activate_100m	chr17:72643305-72643926|Promoter	chr17:72645804-72646263|Enhancer
loop_chr17-chr17-8053|activate_100m	chr17:27629705-27629729|Promoter	chr17:27630718-27631056|Promoter
loop_chr17-chr17-8058|activate_100m	chr17:50267837-50269090|Enhancer	chr17:50270154-50270496|Promoter
loop_chr17-chr17-8059|activate_100m	chr17:47229735-47230277|Enhancer	chr17:47230927-47232309|Enhancer
loop_chr17-chr17-8070|activate_100m	chr17:27202252-27203103|Enhancer	chr17:27204058-27204514|Enhancer
loop_chr17-chr17-8072|activate_100m	chr17:63181225-63181533|Promoter	chr17:63186845-63187188|Enhancer
