loopId	mergedAnchorA	mergedAnchorB
loop_chr17-chr17-6874|resting_100m	chr17:67467696-67468244|Enhancer	chr17:67469213-67470509|Promoter
loop_chr17-chr17-6877|resting_100m	chr17:20267512-20267878|Enhancer	chr17:20270859-20271222|Enhancer
loop_chr17-chr17-6881|resting_100m	chr17:40560266-40561167|Enhancer	chr17:40561720-40562638|Enhancer
loop_chr17-chr17-6882|resting_100m	chr17:78776788-78776827|Enhancer	chr17:78777879-78778471|Enhancer
loop_chr17-chr17-6888|resting_100m	chr17:78748721-78749184|Enhancer	chr17:78751494-78752030|Enhancer
loop_chr17-chr17-6889|resting_100m	chr17:8155503-8156698|Promoter	chr17:8158599-8159173|Enhancer
loop_chr17-chr17-6890|resting_100m	chr17:48194145-48194320|Enhancer	chr17:48195287-48195616|Promoter
loop_chr17-chr17-6891|resting_100m	chr17:29140088-29140421|Promoter	chr17:29145410-29145585|Enhancer
loop_chr17-chr17-6894|resting_100m	chr17:68431953-68431983|Enhancer	chr17:68436501-68436761|Enhancer
loop_chr17-chr17-6895|resting_100m	chr17:49760937-49761359|Enhancer	chr17:49762194-49762683|Enhancer
loop_chr17-chr17-6898|resting_100m	chr17:18925240-18925621|Enhancer	chr17:18926625-18926732|Enhancer
loop_chr17-chr17-6899|resting_100m	chr17:65042397-65042469|Enhancer	chr17:65043516-65043585|Enhancer
loop_chr17-chr17-6900|resting_100m	chr17:51429213-51429485|Enhancer	chr17:51430681-51430904|Enhancer
loop_chr17-chr17-6903|resting_100m	chr17:2944021-2944239|Enhancer	chr17:2945367-2945489|Enhancer
loop_chr17-chr17-6914|resting_100m	chr17:14201732-14202473|Enhancer	chr17:14206004-14206275|Enhancer
loop_chr17-chr17-6916|resting_100m	chr17:50296333-50296412|Enhancer	chr17:50297478-50297564|Enhancer
loop_chr17-chr17-6917|resting_100m	chr17:40581939-40583503|Enhancer	chr17:40583665-40583836|Enhancer
loop_chr17-chr17-6921|resting_100m	chr17:67421910-67422254|Enhancer	chr17:67434155-67434547|Enhancer
loop_chr17-chr17-6925|resting_100m	chr17:77099042-77099179|Enhancer	chr17:77127909-77128198|Enhancer
loop_chr17-chr17-6935|resting_100m	chr17:35213938-35214589|Enhancer	chr17:35218416-35218660|Enhancer
loop_chr17-chr17-6938|resting_100m	chr17:39845623-39846313|Enhancer	chr17:39848690-39848883|Enhancer
loop_chr17-chr17-6944|resting_100m	chr17:17177171-17177443|Promoter	chr17:17182146-17182273|Promoter
loop_chr17-chr17-6947|resting_100m	chr17:49762194-49762683|Enhancer	chr17:49764099-49764603|Enhancer
loop_chr17-chr17-6948|resting_100m	chr17:64066322-64067397|Enhancer	chr17:64081891-64082430|Enhancer
loop_chr17-chr17-6950|resting_100m	chr17:76070501-76070611|Promoter	chr17:76072465-76072571|Promoter
loop_chr17-chr17-6951|resting_100m	chr17:28810509-28810632|Enhancer	chr17:28811721-28811834|Enhancer
loop_chr17-chr17-6955|resting_100m	chr17:38851551-38851710|Promoter	chr17:38853154-38853430|Promoter
loop_chr17-chr17-6957|resting_100m	chr17:77462095-77462772|Enhancer	chr17:77465077-77465535|Enhancer
loop_chr17-chr17-6959|resting_100m	chr17:8150970-8152049|Enhancer	chr17:8153601-8154709|Enhancer
loop_chr17-chr17-6965|resting_100m	chr17:35243618-35245589|Promoter	chr17:35243618-35245589|Promoter
loop_chr17-chr17-6968|resting_100m	chr17:39754561-39754738|Enhancer	chr17:39755618-39756140|Enhancer
loop_chr17-chr17-6969|resting_100m	chr17:66192363-66192570|Promoter	chr17:66194380-66194581|Enhancer
loop_chr17-chr17-6970|resting_100m	chr17:42272367-42272613|Promoter	chr17:42273872-42274286|Promoter
loop_chr17-chr17-6976|resting_100m	chr17:49742203-49742791|Enhancer	chr17:49746617-49747755|Enhancer
loop_chr17-chr17-6983|resting_100m	chr17:49708203-49708428|Promoter	chr17:49788169-49788587|Promoter
loop_chr17-chr17-6987|resting_100m	chr17:67398740-67399049|Enhancer	chr17:67400345-67400531|Enhancer
loop_chr17-chr17-6988|resting_100m	chr17:2399672-2400051|Promoter	chr17:2400870-2402106|Promoter
loop_chr17-chr17-6989|resting_100m	chr17:14404558-14404849|Enhancer	chr17:14428309-14428434|Enhancer
loop_chr17-chr17-6996|resting_100m	chr17:79991811-79992157|Promoter	chr17:79996972-79997355|Enhancer
loop_chr17-chr17-6998|resting_100m	chr17:45051281-45051419|Promoter	chr17:45052259-45052564|Promoter
loop_chr17-chr17-6999|resting_100m	chr17:59151159-59151589|Promoter	chr17:59155187-59155777|Promoter
loop_chr17-chr17-7001|resting_100m	chr17:66330847-66331712|Enhancer	chr17:66332481-66332661|Enhancer
loop_chr17-chr17-7004|resting_100m	chr17:44324869-44324973|Promoter	chr17:44326187-44326253|Promoter
loop_chr17-chr17-7007|resting_100m	chr17:47217462-47217756|Enhancer	chr17:47218637-47219461|Enhancer
loop_chr17-chr17-7009|resting_100m	chr17:31311617-31311918|Enhancer	chr17:31318437-31318901|Promoter
loop_chr17-chr17-7012|resting_100m	chr17:18858126-18858143|Promoter	chr17:18859373-18859533|Enhancer
loop_chr17-chr17-7014|resting_100m	chr17:8077805-8078053|Promoter	chr17:8079328-8079471|Promoter
loop_chr17-chr17-7017|resting_100m	chr17:51764551-51764605|Promoter	chr17:51766501-51766681|Enhancer
loop_chr17-chr17-7018|resting_100m	chr17:49760937-49761359|Enhancer	chr17:49764099-49764603|Enhancer
loop_chr17-chr17-7020|resting_100m	chr17:75337087-75337513|Promoter	chr17:75338393-75338643|Promoter
loop_chr17-chr17-7021|resting_100m	chr17:77434728-77435465|Enhancer	chr17:77441261-77441895|Enhancer
loop_chr17-chr17-7022|resting_100m	chr17:43672131-43672615|Enhancer	chr17:43673896-43673973|Enhancer
loop_chr17-chr17-7023|resting_100m	chr17:78742263-78742961|Enhancer	chr17:78745255-78745795|Enhancer
loop_chr17-chr17-7028|resting_100m	chr17:78753950-78754245|Enhancer	chr17:78758389-78759988|Enhancer
loop_chr17-chr17-7034|resting_100m	chr17:50866760-50867399|Promoter	chr17:50871194-50872127|Enhancer
loop_chr17-chr17-7035|resting_100m	chr17:47189324-47189599|Promoter	chr17:47217462-47217756|Enhancer
loop_chr17-chr17-7037|resting_100m	chr17:68180607-68181326|Enhancer	chr17:68182763-68183261|Enhancer
loop_chr17-chr17-7041|resting_100m	chr17:59786433-59787002|Promoter	chr17:59853360-59853705|Enhancer
loop_chr17-chr17-7043|resting_100m	chr17:5047359-5048091|Enhancer	chr17:5049184-5049464|Enhancer
loop_chr17-chr17-7046|resting_100m	chr17:45052259-45052564|Promoter	chr17:45061079-45061324|Promoter
loop_chr17-chr17-7052|resting_100m	chr17:64391244-64391536|Promoter	chr17:64392470-64392548|Promoter
loop_chr17-chr17-7054|resting_100m	chr17:63697848-63698256|Enhancer	chr17:63710287-63710553|Enhancer
loop_chr17-chr17-7055|resting_100m	chr17:21119749-21119828|Enhancer	chr17:21125926-21126923|Promoter
loop_chr17-chr17-7056|resting_100m	chr17:3710985-3711320|Enhancer	chr17:3723469-3723651|Promoter
loop_chr17-chr17-7061|resting_100m	chr17:35158710-35159216|Enhancer	chr17:35160781-35161683|Enhancer
loop_chr17-chr17-7066|resting_100m	chr17:57604126-57604468|Enhancer	chr17:57612643-57613087|Enhancer
loop_chr17-chr17-7072|resting_100m	chr17:38897825-38897895|Enhancer	chr17:38898191-38899659|Enhancer
loop_chr17-chr17-7077|resting_100m	chr17:64106716-64107022|Enhancer	chr17:64107896-64108609|Enhancer
loop_chr17-chr17-7082|resting_100m	chr17:56752372-56752506|Enhancer	chr17:56754954-56754986|Enhancer
loop_chr17-chr17-7083|resting_100m	chr17:59151159-59151589|Promoter	chr17:59154526-59154577|Promoter
loop_chr17-chr17-7084|resting_100m	chr17:43368337-43368451|Enhancer	chr17:43369422-43369476|Enhancer
loop_chr17-chr17-7087|resting_100m	chr17:49708203-49708428|Promoter	chr17:49817922-49818470|Enhancer
loop_chr17-chr17-7095|resting_100m	chr17:80649850-80649938|Enhancer	chr17:80665075-80665247|Enhancer
loop_chr17-chr17-7098|resting_100m	chr17:42250069-42250475|Enhancer	chr17:42251524-42251786|Enhancer
loop_chr17-chr17-7099|resting_100m	chr17:29744844-29744970|Enhancer	chr17:29746652-29747014|Enhancer
loop_chr17-chr17-7103|resting_100m	chr17:50871194-50872127|Enhancer	chr17:50910062-50910644|Promoter
loop_chr17-chr17-7106|resting_100m	chr17:78338984-78339232|Enhancer	chr17:78343327-78344255|Enhancer
loop_chr17-chr17-7109|resting_100m	chr17:72719700-72719804|Enhancer	chr17:72726763-72727251|Enhancer
loop_chr17-chr17-7110|resting_100m	chr17:4108540-4108827|Enhancer	chr17:4109652-4110538|Enhancer
loop_chr17-chr17-7112|resting_100m	chr17:29828817-29829106|Enhancer	chr17:29830749-29831240|Enhancer
loop_chr17-chr17-7119|resting_100m	chr17:56940063-56940157|Promoter	chr17:56941183-56941437|Promoter
loop_chr17-chr17-7123|resting_100m	chr17:40515515-40515590|Promoter	chr17:40516745-40517003|Promoter
loop_chr17-chr17-7124|resting_100m	chr17:58152134-58152189|Enhancer	chr17:58153162-58153256|Enhancer
loop_chr17-chr17-7132|resting_100m	chr17:78252137-78252766|Promoter	chr17:78272639-78273441|Enhancer
loop_chr17-chr17-7133|resting_100m	chr17:49764099-49764603|Enhancer	chr17:49788169-49788587|Promoter
loop_chr17-chr17-7137|resting_100m	chr17:16286176-16286327|Enhancer	chr17:16287635-16287922|Enhancer
loop_chr17-chr17-7143|resting_100m	chr17:38960582-38960917|Enhancer	chr17:38961620-38962146|Enhancer
loop_chr17-chr17-7155|resting_100m	chr17:80780849-80781643|Enhancer	chr17:80782492-80782990|Enhancer
loop_chr17-chr17-7166|resting_100m	chr17:64016559-64016670|Enhancer	chr17:64017584-64017818|Enhancer
loop_chr17-chr17-7167|resting_100m	chr17:29565100-29565188|Promoter	chr17:29566210-29566288|Promoter
loop_chr17-chr17-7170|resting_100m	chr17:77372868-77373068|Enhancer	chr17:77374304-77374646|Enhancer
loop_chr17-chr17-7171|resting_100m	chr17:49849489-49849540|Promoter	chr17:49850799-49850899|Enhancer
loop_chr17-chr17-7174|resting_100m	chr17:59311107-59311253|Enhancer	chr17:59342989-59343094|Enhancer
loop_chr17-chr17-7175|resting_100m	chr17:40191603-40191820|Promoter	chr17:40201945-40202017|Enhancer
loop_chr17-chr17-7176|resting_100m	chr17:8959440-8959622|Enhancer	chr17:8960739-8961123|Enhancer
loop_chr17-chr17-7177|resting_100m	chr17:20260918-20261193|Enhancer	chr17:20262466-20262594|Enhancer
loop_chr17-chr17-7178|resting_100m	chr17:39016846-39017127|Enhancer	chr17:39018483-39018943|Enhancer
loop_chr17-chr17-7179|resting_100m	chr17:1201191-1201418|Enhancer	chr17:1203139-1203363|Enhancer
loop_chr17-chr17-7180|resting_100m	chr17:59311107-59311253|Enhancer	chr17:59324216-59324423|Enhancer
loop_chr17-chr17-7184|resting_100m	chr17:28719816-28719987|Promoter	chr17:28728941-28729055|Promoter
loop_chr17-chr17-7194|resting_100m	chr17:41687969-41688902|Promoter	chr17:41692205-41693018|Enhancer
loop_chr17-chr17-7198|resting_100m	chr17:48602723-48602821|Enhancer	chr17:48618651-48618792|Enhancer
loop_chr17-chr17-7205|resting_100m	chr17:45277333-45277614|Enhancer	chr17:45278610-45279006|Enhancer
loop_chr17-chr17-7206|resting_100m	chr17:17823618-17823853|Enhancer	chr17:17826475-17826534|Enhancer
loop_chr17-chr17-7219|resting_100m	chr17:17119634-17119810|Enhancer	chr17:17125460-17126505|Enhancer
loop_chr17-chr17-7224|resting_100m	chr17:43368337-43368451|Enhancer	chr17:43389198-43389266|Promoter
loop_chr17-chr17-7229|resting_100m	chr17:78733308-78733381|Enhancer	chr17:78733394-78735358|Enhancer
loop_chr17-chr17-7231|resting_100m	chr17:17236608-17236798|Promoter	chr17:17237713-17237859|Promoter
loop_chr17-chr17-7237|resting_100m	chr17:4833940-4834429|Promoter	chr17:4835484-4835659|Enhancer
loop_chr17-chr17-7241|resting_100m	chr17:7882127-7882441|Enhancer	chr17:7883803-7883899|Promoter
loop_chr17-chr17-7244|resting_100m	chr17:58332464-58332598|Promoter	chr17:58334797-58334846|Promoter
loop_chr17-chr17-7250|resting_100m	chr17:32012164-32012242|Enhancer	chr17:32013648-32013871|Enhancer
loop_chr17-chr17-7251|resting_100m	chr17:49216951-49217171|Enhancer	chr17:49218128-49218354|Enhancer
