anchor	chrom	start	end	type	nearestDistanceToTSS	nearestGene	nearestGeneLoc
chr17:8057836-8058071|Promoter	chr17	8057836	8058071	Promoter	332	AC129492.3	chr17:8056225-8057621|-|AC129492.3
chr17:8060221-8060592|Enhancer	chr17	8060221	8060592	Enhancer	2785	AC129492.3	chr17:8056225-8057621|-|AC129492.3
chr17:8063026-8063181|Promoter	chr17	8063026	8063181	Promoter	832	AC129492.7	chr17:8063936-8072533|+|AC129492.7
chr17:8077805-8078053|Promoter	chr17	8077805	8078053	Promoter	1553	AC129492.2	chr17:8079482-8081565|+|AC129492.2
chr17:8079328-8079471|Promoter	chr17	8079328	8079471	Promoter	82	AC129492.2	chr17:8079482-8081565|+|AC129492.2
chr17:8150970-8152049|Enhancer	chr17	8150970	8152049	Enhancer	4850	AC129492.1	chr17:8140472-8156360|-|AC129492.1
chr17:8153601-8154709|Enhancer	chr17	8153601	8154709	Enhancer	2205	AC129492.1	chr17:8140472-8156360|-|AC129492.1
chr17:8155503-8156698|Promoter	chr17	8155503	8156698	Promoter	0	AC129492.1	chr17:8140472-8156360|-|AC129492.1
chr17:8158599-8159173|Enhancer	chr17	8158599	8159173	Enhancer	2526	AC129492.1	chr17:8140472-8156360|-|AC129492.1
chr17:8173220-8173906|Promoter	chr17	8173220	8173906	Promoter	0	SNORD118	chr17:8173454-8173587|-|SNORD118
chr17:8190188-8190352|Promoter	chr17	8190188	8190352	Promoter	637	BORCS6	chr17:8188333-8190907|-|BORCS6
chr17:8244126-8244290|Enhancer	chr17	8244126	8244290	Enhancer	3887	CTC1	chr17:8224815-8248095|-|CTC1
chr17:8248626-8249822|Promoter	chr17	8248626	8249822	Promoter	0	PFAS	chr17:8249289-8270486|+|PFAS
chr17:8413210-8414104|Enhancer	chr17	8413210	8414104	Enhancer	15831	RNF222	chr17:8390704-8397826|-|RNF222
chr17:8435500-8437295|Promoter	chr17	8435500	8437295	Promoter	0	NDEL1	chr17:8435861-8468160|+|NDEL1
chr17:8438248-8438784|Enhancer	chr17	8438248	8438784	Enhancer	2655	NDEL1	chr17:8435861-8468160|+|NDEL1
chr17:8898825-8899805|Enhancer	chr17	8898825	8899805	Enhancer	31638	PIK3R6	chr17:8802737-8867677|-|PIK3R6
chr17:8900219-8903379|Enhancer	chr17	8900219	8903379	Enhancer	34122	PIK3R6	chr17:8802737-8867677|-|PIK3R6
chr17:8941110-8942522|Enhancer	chr17	8941110	8942522	Enhancer	23896	PIK3R5	chr17:8878917-8965712|-|PIK3R5
chr17:8954504-8954619|Enhancer	chr17	8954504	8954619	Enhancer	11150	PIK3R5	chr17:8878917-8965712|-|PIK3R5
chr17:8958394-8958865|Enhancer	chr17	8958394	8958865	Enhancer	7082	PIK3R5	chr17:8878917-8965712|-|PIK3R5
chr17:8959440-8959622|Enhancer	chr17	8959440	8959622	Enhancer	6181	PIK3R5	chr17:8878917-8965712|-|PIK3R5
chr17:8960739-8961123|Enhancer	chr17	8960739	8961123	Enhancer	4781	PIK3R5	chr17:8878917-8965712|-|PIK3R5
chr17:8964860-8966225|Promoter	chr17	8964860	8966225	Promoter	0	AC002091.2,PIK3R5	chr17:8965896-8967070|+|AC002091.2,chr17:8878917-8965712|-|PIK3R5
chr17:10115140-10115494|Enhancer	chr17	10115140	10115494	Enhancer	83234	GAS7	chr17:9910609-10198551|-|GAS7
chr17:10119065-10119405|Enhancer	chr17	10119065	10119405	Enhancer	79316	GAS7	chr17:9910609-10198551|-|GAS7
chr17:10696790-10697130|Promoter	chr17	10696790	10697130	Promoter	573	SCO1	chr17:10672474-10697533|-|SCO1
chr17:10698471-10698920|Promoter	chr17	10698471	10698920	Promoter	1101	ADPRM	chr17:10697594-10711233|+|ADPRM
chr17:10699643-10700103|Enhancer	chr17	10699643	10700103	Enhancer	2279	ADPRM	chr17:10697594-10711233|+|ADPRM
chr17:10737032-10737317|Enhancer	chr17	10737032	10737317	Enhancer	6858	TMEM220	chr17:10713295-10730316|-|TMEM220
chr17:10744543-10744605|Promoter	chr17	10744543	10744605	Promoter	1969	AC015908.1	chr17:10745553-10746543|-|AC015908.1
chr17:11997282-11997584|Promoter	chr17	11997282	11997584	Promoter	0	ZNF18	chr17:11977439-11997475|-|ZNF18
chr17:12020641-12020813|Promoter	chr17	12020641	12020813	Promoter	107	MAP2K4	chr17:12020834-12143830|+|MAP2K4
chr17:14133575-14133700|Enhancer	chr17	14133575	14133700	Enhancer	64141	COX10	chr17:14069496-14208677|+|COX10
chr17:14134710-14134994|Enhancer	chr17	14134710	14134994	Enhancer	65356	COX10	chr17:14069496-14208677|+|COX10
chr17:14199500-14200032|Enhancer	chr17	14199500	14200032	Enhancer	10722	AC005224.1	chr17:14210488-14217922|+|AC005224.1
chr17:14200793-14201410|Enhancer	chr17	14200793	14201410	Enhancer	9386	AC005224.1	chr17:14210488-14217922|+|AC005224.1
chr17:14201732-14202473|Enhancer	chr17	14201732	14202473	Enhancer	8385	AC005224.1	chr17:14210488-14217922|+|AC005224.1
chr17:14203470-14203665|Enhancer	chr17	14203470	14203665	Enhancer	6920	AC005224.1	chr17:14210488-14217922|+|AC005224.1
chr17:14206004-14206275|Enhancer	chr17	14206004	14206275	Enhancer	4348	AC005224.1	chr17:14210488-14217922|+|AC005224.1
chr17:14404558-14404849|Enhancer	chr17	14404558	14404849	Enhancer	30564	AC022816.1	chr17:14374139-14421026|+|AC022816.1
chr17:14428309-14428434|Enhancer	chr17	14428309	14428434	Enhancer	54232	AC022816.1	chr17:14374139-14421026|+|AC022816.1
chr17:14428847-14429092|Enhancer	chr17	14428847	14429092	Enhancer	54830	AC022816.1	chr17:14374139-14421026|+|AC022816.1
chr17:14430197-14430505|Enhancer	chr17	14430197	14430505	Enhancer	56212	AC022816.1	chr17:14374139-14421026|+|AC022816.1
chr17:16268229-16268447|Enhancer	chr17	16268229	16268447	Enhancer	13676	MIR1288	chr17:16282014-16282088|+|MIR1288
chr17:16269694-16269983|Enhancer	chr17	16269694	16269983	Enhancer	12175	MIR1288	chr17:16282014-16282088|+|MIR1288
chr17:16286176-16286327|Enhancer	chr17	16286176	16286327	Enhancer	4237	MIR1288	chr17:16282014-16282088|+|MIR1288
chr17:16287635-16287922|Enhancer	chr17	16287635	16287922	Enhancer	5764	MIR1288	chr17:16282014-16282088|+|MIR1288
chr17:16906763-16907149|Enhancer	chr17	16906763	16907149	Enhancer	13527	AL353996.1	chr17:16893198-16893429|-|AL353996.1
chr17:16909852-16910166|Enhancer	chr17	16909852	16910166	Enhancer	16580	AL353996.1	chr17:16893198-16893429|-|AL353996.1
chr17:16911448-16911941|Enhancer	chr17	16911448	16911941	Enhancer	18265	AL353996.1	chr17:16893198-16893429|-|AL353996.1
chr17:17015793-17016514|Promoter	chr17	17015793	17016514	Promoter	1163	AC104024.2	chr17:17011914-17014990|-|AC104024.2
chr17:17018093-17018348|Enhancer	chr17	17018093	17018348	Enhancer	3230	AC104024.2	chr17:17011914-17014990|-|AC104024.2
chr17:17109578-17111077|Enhancer	chr17	17109578	17111077	Enhancer	32575	MPRIP-AS1	chr17:17076038-17077752|-|MPRIP-AS1
chr17:17119634-17119810|Enhancer	chr17	17119634	17119810	Enhancer	41970	MPRIP-AS1	chr17:17076038-17077752|-|MPRIP-AS1
chr17:17120560-17121392|Enhancer	chr17	17120560	17121392	Enhancer	43224	MPRIP-AS1	chr17:17076038-17077752|-|MPRIP-AS1
chr17:17125460-17126505|Enhancer	chr17	17125460	17126505	Enhancer	44100	RNU6-767P	chr17:17170083-17170189|+|RNU6-767P
chr17:17177171-17177443|Promoter	chr17	17177171	17177443	Promoter	1107	RN7SL775P	chr17:17178414-17178749|+|RN7SL775P
chr17:17182146-17182273|Promoter	chr17	17182146	17182273	Promoter	705	AC055811.4	chr17:17181504-17183257|+|AC055811.4
chr17:17236608-17236798|Promoter	chr17	17236608	17236798	Promoter	465	FLCN	chr17:17212212-17237168|-|FLCN
chr17:17237713-17237859|Promoter	chr17	17237713	17237859	Promoter	601	AC055811.2	chr17:17202649-17237185|-|AC055811.2
chr17:17300778-17300842|Enhancer	chr17	17300778	17300842	Enhancer	2525	NT5M	chr17:17303335-17347663|+|NT5M
chr17:17305581-17305703|Enhancer	chr17	17305581	17305703	Enhancer	2307	NT5M	chr17:17303335-17347663|+|NT5M
chr17:17749896-17750366|Enhancer	chr17	17749896	17750366	Enhancer	20690	RAI1-AS1	chr17:17759154-17770821|-|RAI1-AS1
chr17:17751734-17752353|Enhancer	chr17	17751734	17752353	Enhancer	18777	RAI1-AS1	chr17:17759154-17770821|-|RAI1-AS1
chr17:17823618-17823853|Enhancer	chr17	17823618	17823853	Enhancer	9804	MIR33B	chr17:17813836-17813931|-|MIR33B
chr17:17826475-17826534|Enhancer	chr17	17826475	17826534	Enhancer	10497	SREBF1	chr17:17812073-17837002|-|SREBF1
chr17:18041769-18042060|Enhancer	chr17	18041769	18042060	Enhancer	2622	GID4	chr17:18039292-18068404|+|GID4
chr17:18043600-18043670|Enhancer	chr17	18043600	18043670	Enhancer	4343	GID4	chr17:18039292-18068404|+|GID4
chr17:18858126-18858143|Promoter	chr17	18858126	18858143	Promoter	1835	PRPSAP2	chr17:18856299-18931287|+|PRPSAP2
chr17:18859373-18859533|Enhancer	chr17	18859373	18859533	Enhancer	2013	AC107982.2	chr17:18859354-18861466|-|AC107982.2
chr17:18925240-18925621|Enhancer	chr17	18925240	18925621	Enhancer	17151	AC090286.2	chr17:18908279-18908865|+|AC090286.2
chr17:18926625-18926732|Enhancer	chr17	18926625	18926732	Enhancer	18399	AC090286.2	chr17:18908279-18908865|+|AC090286.2
chr17:18955564-18955903|Promoter	chr17	18955564	18955903	Promoter	1584	AC090286.1	chr17:18951625-18954149|-|AC090286.1
chr17:18956891-18958363|Enhancer	chr17	18956891	18958363	Enhancer	3478	AC090286.1	chr17:18951625-18954149|-|AC090286.1
chr17:19006066-19006360|Promoter	chr17	19006066	19006360	Promoter	1449	FAM83G	chr17:18968789-19004764|-|FAM83G
chr17:19007598-19007970|Enhancer	chr17	19007598	19007970	Enhancer	3020	FAM83G	chr17:18968789-19004764|-|FAM83G
chr17:19767543-19768694|Enhancer	chr17	19767543	19768694	Enhancer	12874	AC005722.1	chr17:19755244-19756207|+|AC005722.1
chr17:19771564-19772819|Enhancer	chr17	19771564	19772819	Enhancer	16947	AC005722.1	chr17:19755244-19756207|+|AC005722.1
chr17:19773303-19774895|Enhancer	chr17	19773303	19774895	Enhancer	18855	AC005722.1	chr17:19755244-19756207|+|AC005722.1
chr17:19991109-19991113|Enhancer	chr17	19991109	19991113	Enhancer	13283	AKAP10	chr17:19904302-19977828|-|AKAP10
chr17:19993355-19993359|Enhancer	chr17	19993355	19993359	Enhancer	15529	AKAP10	chr17:19904302-19977828|-|AKAP10
chr17:20260918-20261193|Enhancer	chr17	20260918	20261193	Enhancer	29201	RNU6-1057P	chr17:20290257-20290358|+|RNU6-1057P
chr17:20262466-20262594|Enhancer	chr17	20262466	20262594	Enhancer	27727	RNU6-1057P	chr17:20290257-20290358|+|RNU6-1057P
chr17:20267512-20267878|Enhancer	chr17	20267512	20267878	Enhancer	22562	RNU6-1057P	chr17:20290257-20290358|+|RNU6-1057P
chr17:20270859-20271222|Enhancer	chr17	20270859	20271222	Enhancer	19216	RNU6-1057P	chr17:20290257-20290358|+|RNU6-1057P
chr17:21040291-21040554|Enhancer	chr17	21040291	21040554	Enhancer	3337	USP22	chr17:20999596-21043760|-|USP22
chr17:21041109-21041703|Enhancer	chr17	21041109	21041703	Enhancer	2354	USP22	chr17:20999596-21043760|-|USP22
chr17:21043562-21044133|Promoter	chr17	21043562	21044133	Promoter	0	USP22	chr17:20999596-21043760|-|USP22
chr17:21099390-21100539|Enhancer	chr17	21099390	21100539	Enhancer	24408	LINC01563	chr17:21075556-21090615|+|LINC01563
chr17:21119749-21119828|Enhancer	chr17	21119749	21119828	Enhancer	6863	DHRS7B	chr17:21126652-21193265|+|DHRS7B
chr17:21125926-21126923|Promoter	chr17	21125926	21126923	Promoter	0	DHRS7B	chr17:21126652-21193265|+|DHRS7B
chr17:27454348-27454864|Promoter	chr17	27454348	27454864	Promoter	1864	KSR1	chr17:27456470-27626438|+|KSR1
chr17:27455910-27456002|Promoter	chr17	27455910	27456002	Promoter	514	KSR1	chr17:27456470-27626438|+|KSR1
chr17:27481440-27481658|Enhancer	chr17	27481440	27481658	Enhancer	16437	AC069366.2	chr17:27465112-27465541|+|AC069366.2
chr17:27482569-27483249|Enhancer	chr17	27482569	27483249	Enhancer	17797	AC069366.2	chr17:27465112-27465541|+|AC069366.2
chr17:28318806-28319388|Promoter	chr17	28318806	28319388	Promoter	0	TMEM97	chr17:28319200-28328685|+|TMEM97
chr17:28335362-28335755|Promoter	chr17	28335362	28335755	Promoter	0	IFT20,TNFAIP1	chr17:28328325-28335489|-|IFT20,chr17:28335602-28347009|+|TNFAIP1
chr17:28576853-28577029|Promoter	chr17	28576853	28577029	Promoter	0	ALDOC	chr17:28573115-28576948|-|ALDOC
chr17:28599012-28599690|Promoter	chr17	28599012	28599690	Promoter	0	SPAG5	chr17:28577574-28599025|-|SPAG5
chr17:28719816-28719987|Promoter	chr17	28719816	28719987	Promoter	0	RPL23A	chr17:28719985-28724359|+|RPL23A
chr17:28728941-28729055|Promoter	chr17	28728941	28729055	Promoter	210	AC010761.1	chr17:28728788-28743455|+|AC010761.1
chr17:28810509-28810632|Enhancer	chr17	28810509	28810632	Enhancer	8126	RPL31P58	chr17:28802444-28802822|+|RPL31P58
chr17:28811721-28811834|Enhancer	chr17	28811721	28811834	Enhancer	9333	RPL31P58	chr17:28802444-28802822|+|RPL31P58
chr17:28893261-28893538|Promoter	chr17	28893261	28893538	Promoter	930	AC024267.3	chr17:28892469-28893342|+|AC024267.3
chr17:28896641-28896980|Promoter	chr17	28896641	28896980	Promoter	922	FLOT2	chr17:28879335-28897733|-|FLOT2
chr17:28926087-28926354|Promoter	chr17	28926087	28926354	Promoter	0	AC024267.4	chr17:28926275-28944749|+|AC024267.4
chr17:28929539-28929831|Enhancer	chr17	28929539	28929831	Enhancer	3410	AC024267.4	chr17:28926275-28944749|+|AC024267.4
chr17:28947914-28947971|Enhancer	chr17	28947914	28947971	Enhancer	3146	AC024267.5	chr17:28944796-28945394|+|AC024267.5
chr17:28948959-28949104|Enhancer	chr17	28948959	28949104	Enhancer	2486	PHF12	chr17:28905250-28951518|-|PHF12
chr17:28952388-28952627|Promoter	chr17	28952388	28952627	Promoter	989	PHF12	chr17:28905250-28951518|-|PHF12
chr17:28982274-28982518|Enhancer	chr17	28982274	28982518	Enhancer	23902	SEZ6	chr17:28954901-29006298|-|SEZ6
chr17:29140088-29140421|Promoter	chr17	29140088	29140421	Promoter	228	AC024619.3	chr17:29140483-29155489|+|AC024619.3
chr17:29140916-29141538|Promoter	chr17	29140916	29141538	Promoter	744	AC024619.3	chr17:29140483-29155489|+|AC024619.3
chr17:29145410-29145585|Enhancer	chr17	29145410	29145585	Enhancer	5014	AC024619.3	chr17:29140483-29155489|+|AC024619.3
chr17:29148917-29149126|Enhancer	chr17	29148917	29149126	Enhancer	8538	AC024619.3	chr17:29140483-29155489|+|AC024619.3
chr17:29565100-29565188|Promoter	chr17	29565100	29565188	Promoter	1893	ABHD15	chr17:29560547-29567037|-|ABHD15
chr17:29566210-29566288|Promoter	chr17	29566210	29566288	Promoter	788	ABHD15	chr17:29560547-29567037|-|ABHD15
chr17:29615639-29615946|Enhancer	chr17	29615639	29615946	Enhancer	6461	AC104564.2	chr17:29621617-29622254|-|AC104564.2
chr17:29616670-29617792|Enhancer	chr17	29616670	29617792	Enhancer	5023	AC104564.2	chr17:29621617-29622254|-|AC104564.2
chr17:29706535-29706770|Enhancer	chr17	29706535	29706770	Enhancer	10032	RPL21P123	chr17:29716279-29716685|-|RPL21P123
chr17:29722725-29725018|Enhancer	chr17	29722725	29725018	Enhancer	7186	RPL21P123	chr17:29716279-29716685|-|RPL21P123
chr17:29726804-29727256|Enhancer	chr17	29726804	29727256	Enhancer	10345	RPL21P123	chr17:29716279-29716685|-|RPL21P123
chr17:29740275-29743610|Enhancer	chr17	29740275	29743610	Enhancer	19160	AC023389.1	chr17:29761103-29787836|+|AC023389.1
chr17:29744844-29744970|Enhancer	chr17	29744844	29744970	Enhancer	16196	AC023389.1	chr17:29761103-29787836|+|AC023389.1
chr17:29746652-29747014|Enhancer	chr17	29746652	29747014	Enhancer	14270	AC023389.1	chr17:29761103-29787836|+|AC023389.1
chr17:29757927-29758005|Enhancer	chr17	29757927	29758005	Enhancer	3137	AC023389.1	chr17:29761103-29787836|+|AC023389.1
chr17:29760024-29760489|Promoter	chr17	29760024	29760489	Promoter	846	AC023389.1	chr17:29761103-29787836|+|AC023389.1
chr17:29828817-29829106|Enhancer	chr17	29828817	29829106	Enhancer	26797	RPL9P30	chr17:29855759-29856332|+|RPL9P30
chr17:29830749-29831240|Enhancer	chr17	29830749	29831240	Enhancer	24764	RPL9P30	chr17:29855759-29856332|+|RPL9P30
chr17:30235771-30235895|Promoter	chr17	30235771	30235895	Promoter	169	SLC6A4	chr17:30194319-30236002|-|SLC6A4
chr17:30237541-30237665|Promoter	chr17	30237541	30237665	Promoter	1138	AC104984.4	chr17:30238741-30252237|+|AC104984.4
chr17:30322412-30324292|Enhancer	chr17	30322412	30324292	Enhancer	10707	TMIGD1	chr17:30316333-30334059|-|TMIGD1
chr17:30330229-30330926|Enhancer	chr17	30330229	30330926	Enhancer	3481	TMIGD1	chr17:30316333-30334059|-|TMIGD1
chr17:30332071-30332627|Promoter	chr17	30332071	30332627	Promoter	1710	TMIGD1	chr17:30316333-30334059|-|TMIGD1
chr17:30335783-30336851|Enhancer	chr17	30335783	30336851	Enhancer	2258	TMIGD1	chr17:30316333-30334059|-|TMIGD1
chr17:30805733-30806206|Enhancer	chr17	30805733	30806206	Enhancer	2315	AC127024.6	chr17:30803654-30804077|+|AC127024.6
chr17:30807237-30808085|Enhancer	chr17	30807237	30808085	Enhancer	4007	AC127024.6	chr17:30803654-30804077|+|AC127024.6
chr17:30808865-30809597|Enhancer	chr17	30808865	30809597	Enhancer	5577	AC127024.6	chr17:30803654-30804077|+|AC127024.6
chr17:30817571-30817609|Enhancer	chr17	30817571	30817609	Enhancer	7102	CRLF3	chr17:30782684-30824692|-|CRLF3
chr17:30818642-30819113|Enhancer	chr17	30818642	30819113	Enhancer	5814	CRLF3	chr17:30782684-30824692|-|CRLF3
chr17:30819879-30820412|Enhancer	chr17	30819879	30820412	Enhancer	4546	CRLF3	chr17:30782684-30824692|-|CRLF3
chr17:30821662-30821950|Enhancer	chr17	30821662	30821950	Enhancer	2886	CRLF3	chr17:30782684-30824692|-|CRLF3
chr17:30824632-30824884|Promoter	chr17	30824632	30824884	Promoter	0	CRLF3	chr17:30782684-30824692|-|CRLF3
chr17:30825758-30826429|Promoter	chr17	30825758	30826429	Promoter	1401	CRLF3	chr17:30782684-30824692|-|CRLF3
chr17:30831822-30831937|Promoter	chr17	30831822	30831937	Promoter	86	ATAD5	chr17:30831966-30895869|+|ATAD5
chr17:31310419-31310676|Enhancer	chr17	31310419	31310676	Enhancer	3557	EVI2B	chr17:31303770-31314105|-|EVI2B
chr17:31311617-31311918|Enhancer	chr17	31311617	31311918	Enhancer	2337	EVI2B	chr17:31303770-31314105|-|EVI2B
chr17:31318437-31318901|Promoter	chr17	31318437	31318901	Promoter	0	AC134669.1	chr17:31305213-31318831|-|AC134669.1
chr17:31321684-31321889|Promoter	chr17	31321684	31321889	Promoter	0	EVI2A	chr17:31317560-31321884|-|EVI2A
chr17:32007252-32007428|Promoter	chr17	32007252	32007428	Promoter	648	LRRC37B	chr17:32007988-32053504|+|LRRC37B
chr17:32008548-32009049|Promoter	chr17	32008548	32009049	Promoter	810	LRRC37B	chr17:32007988-32053504|+|LRRC37B
chr17:32012164-32012242|Enhancer	chr17	32012164	32012242	Enhancer	4215	LRRC37B	chr17:32007988-32053504|+|LRRC37B
chr17:32013648-32013871|Enhancer	chr17	32013648	32013871	Enhancer	5771	LRRC37B	chr17:32007988-32053504|+|LRRC37B
chr17:32483649-32483737|Enhancer	chr17	32483649	32483737	Enhancer	3300	CDK5R1	chr17:32486993-32491253|+|CDK5R1
chr17:32609177-32609399|Enhancer	chr17	32609177	32609399	Enhancer	18451	AC025211.1	chr17:32627739-32686484|+|AC025211.1
chr17:32754989-32755732|Enhancer	chr17	32754989	32755732	Enhancer	121398	AC084809.1	chr17:32876759-32878637|+|AC084809.1
