loopId	chrA	startA	endA	chrB	startB	endB	distance(bp)	centerA	centerB	rawTargetAnchorAReads	rawTargetAnchorBReads	rawControlAnchorAReads	rawControlAnchorBReads	scaledTargetAnchorAReads	scaledTargetAnchorBReads	rawTargetCounts	scaledTargetCounts	rawControlCounts	rawTargetNearbyMedianCounts	scaledTargetNearbyMedianCounts	rawControlNearbyMedianCounts	rawTargetES	rawControlES	targetDensity	controlDensity	rawFc	scaledFc	poissonPvalue	significant
loop_chr17-chr17-7279|activate_100m|loop_chr17-chr17-6698|resting_100m	chr17	40096061	40096544	chr17	40097967	40099415	2388.5	40096302.5	40098691.0	679	393	1007	599	820.7572221040277	465.7053170632964	35	37.98690856821511	91	2.0	1.9563335334889715	3.25	17.5	28.0	0.18125323666494045	0.4712584153288452	-1.3785116232537329	-1.2603642372247157	2.0928576509550707e-08	1
loop_chr17-chr17-7281|activate_100m|loop_chr17-chr17-6856|resting_100m	chr17	30807237	30808085	chr17	30808911	30809168	1378.5	30807661.0	30809039.5	114	203	196	632	129.15148662640888	234.8514520641679	16	16.878636999140493	53	2.75	2.721256024776493	2.25	5.8181818181818175	23.555555555555557	0.14479638009049772	0.4796380090497738	-1.727920454563197	-1.6507939529041238	1.668472131607803e-07	1
loop_chr17-chr17-7337|activate_100m|loop_chr17-chr17-6625|resting_100m	chr17	35045494	35045644	chr17	35046572	35047080	1257.0	35045569.0	35046826.0	50	577	173	605	54.97467632945561	693.3504691640602	9	9.297863621059882	54	0.0	0.0	0.25	9.0	54.0	0.13677811550151975	0.8206686930091185	-2.5849625007211543	-2.5379882372727725	8.809129494123407e-19	1
loop_chr17-chr17-7364|activate_100m|loop_chr17-chr17-6688|resting_100m	chr17	67438034	67440110	chr17	67440694	67441448	1999.0	67439072.0	67441071.0	285	603	425	1497	333.8062592001268	725.7543076873268	45	49.28821187460292	147	35.75	38.83080833543557	70.5	1.2587412587412588	2.0851063829787235	0.15901060070671375	0.5194346289752649	-1.707819248506688	-1.5765016074758105	2.182309374835168e-24	1
loop_chr17-chr17-7371|activate_100m|loop_chr17-chr17-6602|resting_100m	chr17	74280081	74281348	chr17	74281972	74283704	2123.5	74280714.5	74282838.0	307	420	696	899	360.5463008347508	498.9030388877548	25	26.80389181892305	178	23.25	24.86199398634817	77.5	1.075268817204301	2.2967741935483867	0.08336112037345783	0.5935311770590196	-2.8318772411916733	-2.7313628465816624	6.7208715615415e-78	1
loop_chr17-chr17-7382|activate_100m|loop_chr17-chr17-6719|resting_100m	chr17	58170557	58171598	chr17	58172262	58172685	1396.0	58171077.5	58172473.5	128	146	219	223	145.6236281145157	166.89773092545812	23	24.58500420570125	60	7.75	7.963122715994168	5.25	2.967741935483871	11.428571428571427	0.157103825136612	0.4098360655737705	-1.383328639551504	-1.2871838987640185	0.0001089944360773118	1
loop_chr17-chr17-7386|activate_100m|loop_chr17-chr17-6748|resting_100m	chr17	57997372	57998647	chr17	57999387	57999835	1601.5	57998009.5	57999611.0	159	295	232	446	182.32252352420213	345.95186227568666	11	11.447194257956545	49	6.25	6.371889080942563	8.75	1.76	5.6	0.06384213580963438	0.2843876958792803	-2.155278225477911	-2.0977877165090595	1.6081942162379145e-11	1
loop_chr17-chr17-7410|activate_100m|loop_chr17-chr17-6752|resting_100m	chr17	17749896	17750366	chr17	17751734	17752353	1912.5	17750131.0	17752043.5	231	198	371	446	268.50203854570753	228.85951572249246	14	14.697344878081276	43	4.5	4.533340572165528	8.25	3.111111111111111	5.212121212121212	0.1285583103764922	0.3948576675849403	-1.6189098326444942	-1.548781108644461	0.00014957351974371227	1
loop_chr17-chr17-7417|activate_100m|loop_chr17-chr17-6627|resting_100m	chr17	41679080	41679515	chr17	41687969	41688902	9138.0	41679297.5	41688435.5	417	612	626	1265	495.2104794512168	736.9829650001519	24	25.69360818564569	79	2.5	2.4653191027461783	4.5	9.6	17.555555555555557	0.17543859649122806	0.577485380116959	-1.718818247455946	-1.6204431493487041	2.5496822293766394e-12	1
loop_chr17-chr17-7456|activate_100m|loop_chr17-chr17-6673|resting_100m	chr17	5584488	5585046	chr17	5585739	5586408	1306.5	5584767.0	5586073.5	241	162	806	148	280.55706441108225	185.88874423009915	18	19.06988158944616	50	7.5	7.697074488604392	18.75	2.4	2.6666666666666665	0.1466992665036675	0.40749796251018733	-1.473931188332411	-1.3906322093305148	0.00026693078554412375	1
loop_chr17-chr17-7486|activate_100m|loop_chr17-chr17-6653|resting_100m	chr17	40602554	40603487	chr17	40607487	40608496	4971.0	40603020.5	40607991.5	520	545	895	1388	622.5001596256152	653.5418474561659	16	16.878636999140493	65	5.75	5.84440949514058	18.75	2.782608695652174	3.466666666666667	0.08238928939237898	0.33470648815653964	-2.0223678130284526	-1.9452413113693796	4.2784524494779235e-14	1
loop_chr17-chr17-7488|activate_100m|loop_chr17-chr17-6610|resting_100m	chr17	39094548	39095538	chr17	39096471	39097237	1811.0	39095043.0	39096854.0	160	190	497	598	183.5109944476883	219.2839026878136	24	25.69360818564569	82	7.75	7.963122715994168	16.0	3.0967741935483866	5.125	0.1366742596810934	0.4669703872437357	-1.7725895038969277	-1.6742144057896846	8.005012805435457e-14	1
loop_chr17-chr17-7579|activate_100m|loop_chr17-chr17-6639|resting_100m	chr17	77441261	77441895	chr17	77444688	77445747	3639.5	77441578.0	77445217.5	447	394	1015	1062	532.1784259312358	466.93341939467916	14	14.697344878081276	67	4.75	4.7946000668903945	10.0	2.9473684210526314	6.7	0.08269344359125813	0.3957471943295925	-2.2587342684001683	-2.188605544400135	2.181880771731338e-18	1
loop_chr17-chr17-7591|activate_100m|loop_chr17-chr17-6632|resting_100m	chr17	76670053	76670872	chr17	76671640	76672152	1433.5	76670462.5	76671896.0	102	357	305	514	115.0906588551178	421.57149465404746	14	14.697344878081276	51	5.75	5.84440949514058	15.5	2.4347826086956523	3.290322580645161	0.10518407212622087	0.38317054845980464	-1.8650704199138917	-1.7949416959138582	1.1804778130886392e-08	1
loop_chr17-chr17-7596|activate_100m|loop_chr17-chr17-6636|resting_100m	chr17	64020329	64021403	chr17	64024959	64026019	4623.0	64020866.0	64025489.0	556	716	1260	1201	667.2167296249487	867.1515413239628	37	40.238731389848155	154	13.0	13.610845440074888	46.25	2.8461538461538463	3.32972972972973	0.17338331771321466	0.7216494845360825	-2.057333175065949	-1.9362736239251648	1.7926363049615953e-37	1
loop_chr17-chr17-7599|activate_100m|loop_chr17-chr17-7073|resting_100m	chr17	19771580	19772819	chr17	19773303	19774895	1899.5	19772199.5	19774099.0	237	153	872	244	275.7328303395328	175.19745786355824	28	30.144196336611103	70	23.25	24.86199398634817	46.0	1.2043010752688172	1.5217391304347827	0.09890498057223596	0.2472624514305899	-1.3219280948873615	-1.215474655333816	3.843741799693479e-05	1
loop_chr17-chr17-7614|activate_100m|loop_chr17-chr17-6738|resting_100m	chr17	40108148	40108665	chr17	40111613	40112432	3616.0	40108406.5	40112022.5	360	304	781	324	425.243355658524	356.89571596387225	13	13.610845440074888	39	3.25	3.2356046662142743	4.75	4.0	8.210526315789473	0.09730538922155688	0.29191616766467066	-1.584962500721158	-1.5187174410917366	0.001419910879999076	1
loop_chr17-chr17-7639|activate_100m|loop_chr17-chr17-6679|resting_100m	chr17	59782802	59785498	chr17	59786435	59787002	2568.5	59784150.0	59786718.5	671	789	867	1343	810.7379197345587	958.938103899072	53	58.396628585389145	147	27.75	29.865320486307983	32.5	1.90990990990991	4.523076923076923	0.1624272142200429	0.4505056696291756	-1.4717518902731648	-1.331859169602985	1.7803440374743878e-17	1
loop_chr17-chr17-7643|activate_100m|loop_chr17-chr17-6695|resting_100m	chr17	7685916	7686237	chr17	7687377	7687671	1447.5	7686076.5	7687524.0	212	226	323	326	245.65037076274075	262.4815809493799	5	5.056359749467925	22	1.5	1.4519972657612144	5.5	3.333333333333333	4.0	0.0813008130081301	0.3577235772357724	-2.1375035237499347	-2.12133250672242	0.0020779274955067587	1
loop_chr17-chr17-7683|activate_100m|loop_chr17-chr17-6775|resting_100m	chr17	40096156	40096654	chr17	40108169	40108644	12001.5	40096405.0	40108406.5	651	342	897	758	785.7087546952432	403.22918512663256	6	6.1079496423184025	27	1.75	1.7035089172014868	7.25	3.4285714285714284	3.724137931034482	0.061664953751284675	0.2774922918807811	-2.1699250014423117	-2.144199334442096	4.062180367157079e-05	1
loop_chr17-chr17-7693|activate_100m|loop_chr17-chr17-6741|resting_100m	chr17	8057836	8058071	chr17	8060221	8060592	2453.0	8057953.5	8060406.5	176	56	223	115	202.56217489136617	61.825627711526145	5	5.056359749467925	21	1.5	1.4519972657612144	6.0	3.333333333333333	3.5	0.0825082508250825	0.34653465346534656	-2.070389327891398	-2.0542183108638827	0.009153549176006531	1
loop_chr17-chr17-7750|activate_100m|loop_chr17-chr17-6743|resting_100m	chr17	80789999	80790360	chr17	80791320	80792022	1491.5	80790179.5	80791671.0	144	277	320	316	164.5290046175393	324.1008921543033	16	16.878636999140493	45	4.0	4.0124323558151715	14.75	4.0	3.0508474576271185	0.15051740357478835	0.4233301975540921	-1.491853096329674	-1.4147265946705998	0.0009798451603357666	1
loop_chr17-chr17-7760|activate_100m|loop_chr17-chr17-6723|resting_100m	chr17	77959434	77961117	chr17	77963306	77963739	3247.0	77960275.5	77963522.5	265	114	427	538	309.56201551072587	129.15148662640888	11	11.447194257956545	49	3.0	2.9780406612491883	1.75	3.6666666666666665	28.0	0.05198487712665407	0.2315689981096408	-2.155278225477911	-2.0977877165090595	1.6081942162379145e-11	1
loop_chr17-chr17-7778|activate_100m|loop_chr17-chr17-6692|resting_100m	chr17	39794180	39794892	chr17	39800434	39800886	6124.0	39794536.0	39800660.0	274	403	731	588	320.46398819038035	477.99140285569473	5	5.056359749467925	38	1.5	1.4519972657612144	7.25	3.333333333333333	5.241379310344827	0.042955326460481114	0.3264604810996564	-2.9259994185562235	-2.9098284015287077	7.326599515992286e-16	1
loop_chr17-chr17-7811|activate_100m|loop_chr17-chr17-6885|resting_100m	chr17	40608084	40608514	chr17	40612239	40613418	4529.5	40608299.0	40612828.5	367	325	960	815	433.81533923190074	382.4766124127685	10	10.370573889424657	54	1.5	1.4519972657612144	4.5	6.666666666666668	12.0	0.06215040397762585	0.3356121814791796	-2.4329594072761047	-2.3804636746950765	1.1218640289825826e-16	1
loop_chr17-chr17-7814|activate_100m|loop_chr17-chr17-6687|resting_100m	chr17	48836058	48836541	chr17	48837558	48838069	1514.0	48836299.5	48837813.5	124	125	179	315	140.91028944996387	142.08811323524438	10	10.370573889424657	42	3.0	2.9780406612491883	10.25	3.333333333333333	4.097560975609756	0.10060362173038227	0.4225352112676056	-2.070389327891398	-2.017893595310369	1.2720677737153274e-08	1
loop_chr17-chr17-7872|activate_100m|loop_chr17-chr17-6685|resting_100m	chr17	49361089	49361462	chr17	49362344	49362645	1219.0	49361275.5	49362494.5	219	39	536	138	254.06108951157643	42.4949821256157	8	8.229482925276072	35	1.75	1.7035089172014868	6.75	4.571428571428571	5.185185185185184	0.11869436201780414	0.5192878338278932	-2.129283016944964	-2.088481230839405	3.427453479166398e-07	1
loop_chr17-chr17-7889|activate_100m|loop_chr17-chr17-6667|resting_100m	chr17	76751850	76752353	chr17	76753150	76753756	1351.5	76752101.5	76753453.0	231	271	505	516	268.50203854570753	316.82853042162253	18	19.06988158944616	67	11.25	11.716918617066119	28.25	1.6	2.371681415929204	0.1623083859332732	0.6041478809738504	-1.896164189015458	-1.8128652100135625	1.1347094880474294e-12	1
loop_chr17-chr17-7956|activate_100m|loop_chr17-chr17-6661|resting_100m	chr17	45248347	45248490	chr17	45249461	45249966	1295.0	45248418.5	45249713.5	78	46	200	55	87.15704061797658	50.42374659237212	6	6.1079496423184025	27	0.75	0.7079473719790254	0.0	6.0	27.0	0.0925925925925926	0.4166666666666666	-2.1699250014423117	-2.144199334442096	4.062180367157079e-05	1
loop_chr17-chr17-7977|activate_100m|loop_chr17-chr17-6618|resting_100m	chr17	78817030	78818302	chr17	78818321	78820758	1873.5	78817666.0	78819539.5	747	323	1669	933	906.0897759219918	380.03768578442657	66	73.30210157004744	182	92.75	104.29274813859486	244.75	0.7115902964959568	0.7436159346271706	0.1779455378808304	0.4906983014289567	-1.4634005208402456	-1.3120119843161966	3.4971420405574787e-07	1
loop_chr17-chr17-8055|activate_100m|loop_chr17-chr17-6691|resting_100m	chr17	49816189	49817500	chr17	49817922	49818460	1346.5	49816844.5	49818191.0	166	220	245	965	190.6474309832514	255.26342553812438	35	37.98690856821511	98	20.0	21.270006116027183	50.5	1.75	1.9405940594059403	0.18929150892374255	0.5300162249864793	-1.4854268271702438	-1.3672794411412277	3.2681165572279825e-11	1
loop_chr17-chr17-8177|activate_100m|loop_chr17-chr17-6823|resting_100m	chr17	77881220	77881883	chr17	77882520	77882909	1163.0	77881551.5	77882714.5	73	278	236	569	81.37398932083906	325.31351223364015	15	15.786669396867385	54	5.75	5.84440949514058	23.75	2.608695652173913	2.273684210526316	0.14258555133079848	0.5133079847908746	-1.8479969065549504	-1.7742525775257525	4.050239303144493e-09	1
loop_chr17-chr17-8196|activate_100m|loop_chr17-chr17-6805|resting_100m	chr17	29615639	29615946	chr17	29616670	29617792	1438.5	29615792.5	29617231.0	73	242	130	365	81.37398932083906	281.76357935852343	9	9.297863621059882	32	1.75	1.7035089172014868	3.75	5.142857142857143	8.533333333333333	0.06298110566829951	0.2239328201539538	-1.830074998557688	-1.7831007351093042	0.00044197790086186473	1
loop_chr17-chr17-8231|activate_100m|loop_chr17-chr17-6712|resting_100m	chr17	78748766	78749124	chr17	78758389	78759897	10198.0	78748945.0	78759143.0	349	580	969	1441	411.7853690954049	697.086711628231	8	8.229482925276072	48	0.75	0.7079473719790254	3.0	8.0	16.0	0.04287245444801715	0.2572347266881029	-2.5849625007211543	-2.5441607146155953	2.1033763669315042e-16	1
loop_chr17-chr17-8313|activate_100m|loop_chr17-chr17-6791|resting_100m	chr17	82200844	82201164	chr17	82205753	82206530	5137.5	82201004.0	82206141.5	181	253	562	485	208.52886600464802	295.04704212039314	9	9.297863621059882	34	0.5	0.4650645646883158	3.5	9.0	9.714285714285714	0.08204193254329993	0.3099361896080219	-1.917537839808027	-1.8705635763596435	3.3335191289541585e-05	1
loop_chr17-chr17-8534|activate_100m|loop_chr17-chr17-6773|resting_100m	chr17	48892183	48893193	chr17	48908012	48908428	15532.0	48892688.0	48908220.0	771	226	1166	442	936.2759798740883	262.4815809493799	9	9.297863621059882	30	0.5	0.4650645646883158	1.5	9.0	20.0	0.06311360448807854	0.21037868162692847	-1.736965594166204	-1.6899913307178231	0.0051975735395099225	1
loop_chr17-chr17-8676|activate_100m|loop_chr17-chr17-6978|resting_100m	chr17	19767543	19768694	chr17	19771564	19772506	3916.5	19768118.5	19772035.0	174	212	340	819	200.1772123490971	245.65037076274075	6	6.1079496423184025	33	2.5	2.4653191027461783	11.5	2.4	2.8695652173913038	0.02866698518872432	0.15766841853798375	-2.4594316186372964	-2.4337059516370814	2.524031748870362e-09	1
loop_chr17-chr17-8721|activate_100m|loop_chr17-chr17-7719|resting_100m	chr17	35051111	35052230	chr17	35052371	35055108	2069.0	35051670.5	35053739.5	295	261	894	346	345.95186227568666	304.7209832200556	36	39.112251873838865	87	35.25	38.268136194181544	55.5	1.0212765957446808	1.5675675675675675	0.0933609958506224	0.2256224066390041	-1.2730184944064151	-1.1533947998510046	2.798543312609885e-06	1
loop_chr17-chr17-8906|activate_100m|loop_chr17-chr17-7433|resting_100m	chr17	8151164	8152049	chr17	8153601	8154384	2386.0	8151606.5	8153992.5	91	207	408	391	102.25418421279043	239.6488692000441	5	5.056359749467925	23	1.25	1.202010651834016	8.0	4.0	2.875	0.029976019184652283	0.13788968824940045	-2.2016338611696504	-2.185462844142135	0.0004517052833366795	1
loop_chr17-chr17-9011|activate_100m|loop_chr17-chr17-7162|resting_100m	chr17	67441010	67441812	chr17	67474468	67475632	33639.0	67441411.0	67475050.0	605	384	1342	697	728.2490419686294	454.65753769955427	5	5.056359749467925	22	1.0	0.9538455866319259	5.5	5.0	4.0	0.0254323499491353	0.11190233977619532	-2.1375035237499347	-2.12133250672242	0.0020779274955067587	1
loop_chr17-chr17-9033|activate_100m|loop_chr17-chr17-6709|resting_100m	chr17	39959049	39959378	chr17	39980052	39981028	21326.5	39959213.5	39980540.0	234	519	306	721	272.1165925723785	621.2596024050534	5	5.056359749467925	23	0.5	0.4650645646883158	0.5	5.0	23.0	0.038314176245210725	0.17624521072796934	-2.2016338611696504	-2.185462844142135	0.0004517052833366795	1
loop_chr17-chr17-6603|resting_100m	chr17	14201732	14202473	chr17	14203470	14203665	1465.0	14202102.5	14203567.5	215	260	623	442	249.25374837120307	303.5111445836232	16	16.878636999140493	69	2.25	2.2103116996353003	0.75	7.111111111111112	69.0	0.17094017094017094	0.7371794871794872	-2.1085244567781665	-2.031397955119094	1.6419393898667767e-16	1
loop_chr17-chr17-6604|resting_100m	chr17	49746721	49747755	chr17	49748018	49749245	1393.5	49747238.0	49748631.5	414	684	1020	1179	491.5188848692278	827.0214672063789	78	87.15704061797658	226	70.0	77.91099954447424	135.75	1.1142857142857143	1.6648250460405156	0.3449800973020787	0.9995577178239716	-1.5347767435529391	-1.3746336563683244	2.428821924856336e-30	1
loop_chr17-chr17-6612|resting_100m	chr17	39092141	39093601	chr17	39094500	39094984	1871.0	39092871.0	39094742.0	311	131	815	452	365.41576135572024	149.16215454409385	10	10.370573889424657	119	9.0	9.297863621059882	5.25	1.1111111111111112	22.66666666666667	0.051440329218107005	0.6121399176954733	-3.5728896684205798	-3.5203939358395515	4.396619502431494e-76	1
loop_chr17-chr17-6615|resting_100m	chr17	68291976	68292349	chr17	68296559	68296886	4560.0	68292162.5	68296722.5	130	310	316	1081	147.9823152846475	364.1981817844709	1	0.9538455866319259	42	0.5	0.4650645646883158	12.0	1.0	3.5	0.014285714285714287	0.6	-5.39231742277876	-5.46048978333374	3.6253381873997426e-48	1
loop_chr17-chr17-6617|resting_100m	chr17	31310419	31310676	chr17	31311617	31311918	1220.0	31310547.5	31311767.5	128	187	467	358	145.6236281145157	215.69678964980287	9	9.297863621059882	42	4.0	4.0124323558151715	11.75	2.25	3.5744680851063837	0.16129032258064516	0.7526881720430109	-2.222392421336448	-2.175418157888065	3.6723569980756754e-10	1
loop_chr17-chr17-6624|resting_100m	chr17	59360334	59360973	chr17	59361692	59362804	1594.5	59360653.5	59362248.0	167	364	485	524	191.83775760828172	430.1408980688708	4	4.0124323558151715	77	25.25	27.081717463857746	21.5	0.15841584158415842	3.581395348837209	0.022844089091947455	0.4397487150199886	-4.2667865406948975	-4.262309470142854	3.547228871226324e-10	1
loop_chr17-chr17-6633|resting_100m	chr17	50867531	50868213	chr17	50871194	50872127	3788.5	50867872.0	50871660.5	183	277	463	948	210.91722881420685	324.1008921543033	7	7.165954734806062	53	3.5	3.4938900656724083	13.25	2.0	4.0	0.04334365325077401	0.3281733746130032	-2.920565532505595	-2.886761524059075	4.183850150799264e-23	1
loop_chr17-chr17-6634|resting_100m	chr17	68436519	68436761	chr17	68437525	68438372	1308.5	68436640.0	68437948.5	178	168	309	488	204.9481221245461	193.02834317482484	7	7.165954734806062	70	0.75	0.7079473719790254	0.75	7.0	70.0	0.0642791551882461	0.6427915518824611	-3.3219280948873617	-3.2881240864408428	4.9915501860524275e-39	1
loop_chr17-chr17-6635|resting_100m	chr17	78251044	78251412	chr17	78252183	78252766	1246.5	78251228.0	78252474.5	91	71	161	566	102.25418421279043	79.0647416622114	3	2.9780406612491883	41	2.5	2.4653191027461783	16.0	1.2	2.5625	0.031545741324921134	0.4311251314405888	-3.772589503896928	-3.7831885524502256	4.156446482204903e-27	1
loop_chr17-chr17-6641|resting_100m	chr17	63610178	63610667	chr17	63612130	63612599	1942.0	63610422.5	63612364.5	119	315	248	450	135.02640002803554	370.287497476495	8	8.229482925276072	36	2.25	2.2103116996353003	8.25	3.555555555555556	4.363636363636363	0.08350730688935283	0.3757828810020877	-2.1699250014423117	-2.129123215336751	7.774411001253352e-08	1
loop_chr17-chr17-6651|resting_100m	chr17	39092288	39092755	chr17	39096662	39097148	4383.5	39092521.5	39096905.0	192	151	565	573	221.67645666750676	172.82467135585637	0	0.0	36	0.0	0.0	11.0	0.0	3.272727272727273	0.010493179433368312	0.3777544596012592	-inf	-inf	9.407199999999994e-296	1
loop_chr17-chr17-6655|resting_100m	chr17	41688642	41688863	chr17	41689730	41690457	1341.0	41688752.5	41690093.5	295	269	655	431	345.95186227568666	314.4057029545895	6	6.1079496423184025	35	1.25	1.202010651834016	0.5	4.8	35.0	0.06329113924050632	0.3691983122362869	-2.5443205162238094	-2.5185948492235943	7.819657331872103e-11	1
loop_chr17-chr17-6664|resting_100m	chr17	63697988	63698256	chr17	63699315	63699491	1281.0	63698122.0	63699403.0	111	29	282	129	125.63100350360315	31.26059671818012	1	0.9538455866319259	20	0.5	0.4650645646883158	3.5	1.0	5.7142857142857135	0.022522522522522518	0.4504504504504504	-4.321928094887362	-4.390100455442342	6.0644480748171615e-15	1
loop_chr17-chr17-6669|resting_100m	chr17	47203888	47204643	chr17	47205227	47205751	1223.5	47204265.5	47205489.0	376	279	463	481	444.84517614889455	326.5262907699935	31	33.49755105729849	81	39.0	42.4949821256157	71.25	0.7948717948717948	1.136842105263158	0.2423768569194684	0.6333072713057075	-1.3856536924977512	-1.2738662812816592	0.009158435364121026	1
loop_chr17-chr17-6674|resting_100m	chr17	73210355	73210793	chr17	73211653	73212091	1298.0	73210574.0	73211872.0	68	73	126	282	75.60531937638522	81.37398932083906	4	4.0124323558151715	38	3.25	3.2356046662142743	12.75	1.2307692307692308	2.980392156862745	0.045662100456620995	0.4337899543378995	-3.247927513443585	-3.2434504428915374	3.0822362405113447e-19	1
loop_chr17-chr17-6676|resting_100m	chr17	57604126	57604468	chr17	57605200	57605919	1262.5	57604297.0	57605559.5	275	152	481	310	321.6761295755361	174.01092284752792	29	31.26059671818012	90	3.75	3.752847050491902	3.25	7.7333333333333325	27.69230769230769	0.27332704995287466	0.8482563619227145	-1.633872101202105	-1.525579683944699	9.046868941484456e-13	1
loop_chr17-chr17-6680|resting_100m	chr17	21040291	21040554	chr17	21041517	21041703	1187.5	21040422.5	21041610.0	90	41	187	74	101.08992802123592	44.755441549687355	3	2.9780406612491883	18	1.0	0.9538455866319259	6.25	3.0	2.88	0.066815144766147	0.400890868596882	-2.5849625007211583	-2.595561549274454	0.00030049660369369646	1
loop_chr17-chr17-6684|resting_100m	chr17	63696567	63697009	chr17	63697848	63698164	1218.0	63696788.0	63698006.0	104	129	300	293	117.43013934066765	146.80280565407284	6	6.1079496423184025	33	2.5	2.4653191027461783	10.25	2.4	3.2195121951219514	0.07915567282321902	0.4353562005277045	-2.4594316186372964	-2.4337059516370814	2.524031748870362e-09	1
loop_chr17-chr17-6689|resting_100m	chr17	19991109	19991113	chr17	19993355	19993359	2246.0	19991111.0	19993357.0	0	2	16	15	0.0	1.9563335334889715	0	0.0	15	0.0	0.0	7.0	0.0	2.142857142857143	1.25	18.75	-inf	-inf	9.407199999999994e-296	1
