anchor	chrom	start	end	type	nearestDistanceToTSS	nearestGene	nearestGeneLoc
chr17:4629420-4629845|Enhancer	chr17	4629420	4629845	Enhancer	9780	RNU6-955P	chr17:4619749-4619852|-|RNU6-955P
chr17:4630783-4631327|Enhancer	chr17	4630783	4631327	Enhancer	11203	RNU6-955P	chr17:4619749-4619852|-|RNU6-955P
chr17:4728026-4728890|Enhancer	chr17	4728026	4728890	Enhancer	2970	MED11	chr17:4731428-4733607|+|MED11
chr17:4731141-4731692|Promoter	chr17	4731141	4731692	Promoter	0	MED11	chr17:4731428-4733607|+|MED11
chr17:4941929-4942174|Promoter	chr17	4941929	4942174	Promoter	1998	SLC25A11	chr17:4937130-4940053|-|SLC25A11
chr17:4945141-4945749|Enhancer	chr17	4945141	4945749	Enhancer	3569	PFN1	chr17:4945652-4949014|-|PFN1
chr17:4946456-4947327|Enhancer	chr17	4946456	4947327	Enhancer	2122	PFN1	chr17:4945652-4949014|-|PFN1
chr17:4953364-4953369|Enhancer	chr17	4953364	4953369	Enhancer	2271	ENO3	chr17:4951095-4957131|+|ENO3
chr17:4967828-4968267|Promoter	chr17	4967828	4968267	Promoter	0	AC004771.4	chr17:4967995-4968822|+|AC004771.4
chr17:4969321-4969529|Promoter	chr17	4969321	4969529	Promoter	346	MIR6864	chr17:4969702-4969771|-|MIR6864
chr17:5743345-5743989|Enhancer	chr17	5743345	5743989	Enhancer	13378	AC006236.1	chr17:5730289-5731085|+|AC006236.1
chr17:5744623-5745860|Enhancer	chr17	5744623	5745860	Enhancer	14952	AC006236.1	chr17:5730289-5731085|+|AC006236.1
chr17:5823413-5823480|Enhancer	chr17	5823413	5823480	Enhancer	50520	AC007846.2	chr17:5772926-6080792|+|AC007846.2
chr17:5824819-5825066|Enhancer	chr17	5824819	5825066	Enhancer	52016	AC007846.2	chr17:5772926-6080792|+|AC007846.2
chr17:6496848-6496851|Enhancer	chr17	6496848	6496851	Enhancer	52408	PIMREG	chr17:6444441-6451469|+|PIMREG
chr17:6498101-6498103|Enhancer	chr17	6498101	6498103	Enhancer	53661	PIMREG	chr17:6444441-6451469|+|PIMREG
chr17:6513660-6513976|Enhancer	chr17	6513660	6513976	Enhancer	42737	PITPNM3	chr17:6451263-6556555|-|PITPNM3
chr17:6517664-6518502|Enhancer	chr17	6517664	6518502	Enhancer	38472	PITPNM3	chr17:6451263-6556555|-|PITPNM3
chr17:6546692-6546732|Enhancer	chr17	6546692	6546732	Enhancer	9843	PITPNM3	chr17:6451263-6556555|-|PITPNM3
chr17:6548647-6548702|Enhancer	chr17	6548647	6548702	Enhancer	7880	PITPNM3	chr17:6451263-6556555|-|PITPNM3
chr17:6969449-6969775|Enhancer	chr17	6969449	6969775	Enhancer	9348	AC027763.2	chr17:6954098-6978960|-|AC027763.2
chr17:6971126-6971313|Enhancer	chr17	6971126	6971313	Enhancer	7740	AC027763.2	chr17:6954098-6978960|-|AC027763.2
chr17:7032292-7033300|Enhancer	chr17	7032292	7033300	Enhancer	3279	SLC16A13	chr17:7036075-7040121|+|SLC16A13
chr17:7035597-7036059|Promoter	chr17	7035597	7036059	Promoter	247	SLC16A13	chr17:7036075-7040121|+|SLC16A13
chr17:7045942-7046031|Enhancer	chr17	7045942	7046031	Enhancer	2063	SLC16A11	chr17:7041630-7043923|-|SLC16A11
chr17:7047663-7048219|Enhancer	chr17	7047663	7048219	Enhancer	4018	SLC16A11	chr17:7041630-7043923|-|SLC16A11
chr17:7049019-7049483|Enhancer	chr17	7049019	7049483	Enhancer	5328	SLC16A11	chr17:7041630-7043923|-|SLC16A11
chr17:7058746-7059405|Promoter	chr17	7058746	7059405	Promoter	0	AC120057.1	chr17:7058934-7059204|+|AC120057.1
chr17:7060123-7061392|Promoter	chr17	7060123	7061392	Promoter	1823	AC120057.1	chr17:7058934-7059204|+|AC120057.1
chr17:7066122-7066539|Enhancer	chr17	7066122	7066539	Enhancer	7396	AC120057.1	chr17:7058934-7059204|+|AC120057.1
chr17:7574388-7574856|Promoter	chr17	7574388	7574856	Promoter	0	SNORA48	chr17:7574713-7574847|+|SNORA48
chr17:7579467-7579586|Promoter	chr17	7579467	7579586	Promoter	0	CD68	chr17:7579491-7582111|+|CD68
chr17:7716319-7716725|Promoter	chr17	7716319	7716725	Promoter	832	DNAH2	chr17:7717354-7833744|+|DNAH2
chr17:7717784-7718457|Promoter	chr17	7717784	7718457	Promoter	766	DNAH2	chr17:7717354-7833744|+|DNAH2
chr17:8119711-8121261|Promoter	chr17	8119711	8121261	Promoter	1439	ALOXE3	chr17:8095900-8119047|-|ALOXE3
chr17:8125651-8126014|Promoter	chr17	8125651	8126014	Promoter	1726	HES7	chr17:8120592-8124106|-|HES7
chr17:8138163-8138815|Enhancer	chr17	8138163	8138815	Enhancer	6582	MIR6883	chr17:8144994-8145071|-|MIR6883
chr17:8153601-8153879|Enhancer	chr17	8153601	8153879	Enhancer	2620	AC129492.1	chr17:8140472-8156360|-|AC129492.1
chr17:8179128-8179643|Enhancer	chr17	8179128	8179643	Enhancer	2573	AC129492.5	chr17:8176812-8182812|+|AC129492.5
chr17:8181856-8182151|Enhancer	chr17	8181856	8182151	Enhancer	4941	MIR4521	chr17:8186945-8187004|+|MIR4521
chr17:8186520-8188163|Promoter	chr17	8186520	8188163	Promoter	0	MIR4521	chr17:8186945-8187004|+|MIR4521
chr17:8192196-8192635|Promoter	chr17	8192196	8192635	Promoter	1508	BORCS6	chr17:8188333-8190907|-|BORCS6
chr17:8210105-8210759|Promoter	chr17	8210105	8210759	Promoter	0	AURKB	chr17:8204733-8210582|-|AURKB
chr17:8220356-8221581|Enhancer	chr17	8220356	8221581	Enhancer	3074	LINC00324	chr17:8220642-8224043|-|LINC00324
chr17:8511593-8512067|Promoter	chr17	8511593	8512067	Promoter	705	RNU7-43P	chr17:8511125-8511188|+|RNU7-43P
chr17:8513017-8513479|Enhancer	chr17	8513017	8513479	Enhancer	2123	RNU7-43P	chr17:8511125-8511188|+|RNU7-43P
chr17:8878158-8878161|Enhancer	chr17	8878158	8878161	Enhancer	10482	PIK3R6	chr17:8802737-8867677|-|PIK3R6
chr17:8921144-8921380|Enhancer	chr17	8921144	8921380	Enhancer	44450	PIK3R5	chr17:8878917-8965712|-|PIK3R5
chr17:8922393-8922671|Enhancer	chr17	8922393	8922671	Enhancer	43180	PIK3R5	chr17:8878917-8965712|-|PIK3R5
chr17:8935341-8936164|Enhancer	chr17	8935341	8936164	Enhancer	29959	PIK3R5	chr17:8878917-8965712|-|PIK3R5
chr17:8939518-8939979|Enhancer	chr17	8939518	8939979	Enhancer	25963	PIK3R5	chr17:8878917-8965712|-|PIK3R5
chr17:8948595-8950186|Enhancer	chr17	8948595	8950186	Enhancer	16321	PIK3R5	chr17:8878917-8965712|-|PIK3R5
chr17:8956536-8956819|Enhancer	chr17	8956536	8956819	Enhancer	9034	PIK3R5	chr17:8878917-8965712|-|PIK3R5
chr17:8958394-8958826|Enhancer	chr17	8958394	8958826	Enhancer	7102	PIK3R5	chr17:8878917-8965712|-|PIK3R5
chr17:8959099-8959437|Enhancer	chr17	8959099	8959437	Enhancer	6444	PIK3R5	chr17:8878917-8965712|-|PIK3R5
chr17:9273864-9274416|Enhancer	chr17	9273864	9274416	Enhancer	9034	AC005695.2	chr17:9283174-9305651|+|AC005695.2
chr17:9285571-9286401|Enhancer	chr17	9285571	9286401	Enhancer	2812	AC005695.2	chr17:9283174-9305651|+|AC005695.2
chr17:9287266-9287727|Enhancer	chr17	9287266	9287727	Enhancer	4322	AC005695.2	chr17:9283174-9305651|+|AC005695.2
chr17:9289719-9290416|Enhancer	chr17	9289719	9290416	Enhancer	6893	AC005695.2	chr17:9283174-9305651|+|AC005695.2
chr17:9292223-9292407|Enhancer	chr17	9292223	9292407	Enhancer	9141	AC005695.2	chr17:9283174-9305651|+|AC005695.2
chr17:10025999-10026774|Enhancer	chr17	10025999	10026774	Enhancer	120765	RCVRN	chr17:9896320-9905621|-|RCVRN
chr17:10031244-10031395|Enhancer	chr17	10031244	10031395	Enhancer	125698	RCVRN	chr17:9896320-9905621|-|RCVRN
chr17:10317023-10317569|Enhancer	chr17	10317023	10317569	Enhancer	3096	AC005291.1	chr17:10320392-10341458|+|AC005291.1
chr17:10318185-10319328|Promoter	chr17	10318185	10319328	Promoter	1635	AC005291.1	chr17:10320392-10341458|+|AC005291.1
chr17:10568026-10568824|Enhancer	chr17	10568026	10568824	Enhancer	10615	AC005323.1	chr17:10579040-10623036|+|AC005323.1
chr17:10569776-10569878|Enhancer	chr17	10569776	10569878	Enhancer	9213	AC005323.1	chr17:10579040-10623036|+|AC005323.1
chr17:12168703-12168707|Enhancer	chr17	12168703	12168707	Enhancer	32895	AC005244.2	chr17:12201600-12215267|+|AC005244.2
chr17:12173498-12173500|Enhancer	chr17	12173498	12173500	Enhancer	28101	AC005244.2	chr17:12201600-12215267|+|AC005244.2
chr17:12988340-12988554|Enhancer	chr17	12988340	12988554	Enhancer	2163	AC005277.1	chr17:12990149-12990610|-|AC005277.1
chr17:12989789-12989919|Promoter	chr17	12989789	12989919	Promoter	756	AC005277.1	chr17:12990149-12990610|-|AC005277.1
chr17:13086488-13086831|Enhancer	chr17	13086488	13086831	Enhancer	9068	AC005303.1	chr17:13095728-13100939|+|AC005303.1
chr17:13087514-13088564|Enhancer	chr17	13087514	13088564	Enhancer	7689	AC005303.1	chr17:13095728-13100939|+|AC005303.1
chr17:13234355-13234637|Enhancer	chr17	13234355	13234637	Enhancer	72275	LINC02093	chr17:13299200-13306771|-|LINC02093
chr17:13237660-13239376|Enhancer	chr17	13237660	13239376	Enhancer	68253	LINC02093	chr17:13299200-13306771|-|LINC02093
chr17:14058330-14059835|Enhancer	chr17	14058330	14059835	Enhancer	10412	COX10-AS1	chr17:13776632-14069495|-|COX10-AS1
chr17:14065463-14065777|Enhancer	chr17	14065463	14065777	Enhancer	3875	COX10-AS1	chr17:13776632-14069495|-|COX10-AS1
chr17:14067138-14069485|Promoter	chr17	14067138	14069485	Promoter	1183	COX10-AS1	chr17:13776632-14069495|-|COX10-AS1
chr17:14089840-14089841|Enhancer	chr17	14089840	14089841	Enhancer	20344	COX10	chr17:14069496-14208677|+|COX10
chr17:14092300-14092303|Enhancer	chr17	14092300	14092303	Enhancer	22805	COX10	chr17:14069496-14208677|+|COX10
chr17:14119048-14119902|Enhancer	chr17	14119048	14119902	Enhancer	49979	COX10	chr17:14069496-14208677|+|COX10
chr17:14122867-14123107|Enhancer	chr17	14122867	14123107	Enhancer	53491	COX10	chr17:14069496-14208677|+|COX10
chr17:14196997-14198471|Enhancer	chr17	14196997	14198471	Enhancer	12754	AC005224.1	chr17:14210488-14217922|+|AC005224.1
chr17:15435013-15435187|Enhancer	chr17	15435013	15435187	Enhancer	8539	RPL9P2	chr17:15443639-15444191|+|RPL9P2
chr17:15436184-15436273|Enhancer	chr17	15436184	15436273	Enhancer	7410	RPL9P2	chr17:15443639-15444191|+|RPL9P2
chr17:15699508-15699838|Promoter	chr17	15699508	15699838	Promoter	0	AC005324.4,ZNF286A	chr17:15699741-15744778|+|AC005324.4,chr17:15699577-15720787|+|ZNF286A
chr17:15981196-15981954|Enhancer	chr17	15981196	15981954	Enhancer	18129	ZSWIM7	chr17:15976560-15999704|-|ZSWIM7
chr17:15998383-15999684|Promoter	chr17	15998383	15999684	Promoter	670	ZSWIM7	chr17:15976560-15999704|-|ZSWIM7
chr17:16416646-16416791|Promoter	chr17	16416646	16416791	Promoter	0	AC093484.2	chr17:16414524-16416689|-|AC093484.2
chr17:16419273-16419449|Enhancer	chr17	16419273	16419449	Enhancer	2672	AC093484.2	chr17:16414524-16416689|-|AC093484.2
chr17:16443178-16443180|Promoter	chr17	16443178	16443180	Promoter	1953	SNORD65	chr17:16441226-16441298|+|SNORD65
chr17:16447380-16447385|Enhancer	chr17	16447380	16447385	Enhancer	6156	SNORD65	chr17:16441226-16441298|+|SNORD65
chr17:16582000-16582089|Enhancer	chr17	16582000	16582089	Enhancer	12840	ZNF287	chr17:16546954-16569204|-|ZNF287
chr17:16584345-16584425|Enhancer	chr17	16584345	16584425	Enhancer	15181	ZNF287	chr17:16546954-16569204|-|ZNF287
chr17:17186259-17186393|Promoter	chr17	17186259	17186393	Promoter	772	AC055811.1	chr17:17167946-17185554|-|AC055811.1
chr17:17187831-17187960|Enhancer	chr17	17187831	17187960	Enhancer	2341	AC055811.1	chr17:17167946-17185554|-|AC055811.1
chr17:17382128-17382270|Promoter	chr17	17382128	17382270	Promoter	1813	RPL13P12	chr17:17383377-17384012|-|RPL13P12
chr17:17383239-17383529|Promoter	chr17	17383239	17383529	Promoter	628	RPL13P12	chr17:17383377-17384012|-|RPL13P12
chr17:17682850-17684543|Enhancer	chr17	17682850	17684543	Enhancer	2238	RAI1	chr17:17681458-17811453|+|RAI1
chr17:17685890-17686193|Enhancer	chr17	17685890	17686193	Enhancer	4583	RAI1	chr17:17681458-17811453|+|RAI1
chr17:17738742-17738949|Enhancer	chr17	17738742	17738949	Enhancer	31975	RAI1-AS1	chr17:17759154-17770821|-|RAI1-AS1
chr17:17740619-17741086|Enhancer	chr17	17740619	17741086	Enhancer	29968	RAI1-AS1	chr17:17759154-17770821|-|RAI1-AS1
chr17:17849110-17849659|Enhancer	chr17	17849110	17849659	Enhancer	8842	AC122129.1	chr17:17858227-17860041|+|AC122129.1
chr17:17853708-17854143|Enhancer	chr17	17853708	17854143	Enhancer	4301	AC122129.1	chr17:17858227-17860041|+|AC122129.1
chr17:17947953-17948278|Enhancer	chr17	17947953	17948278	Enhancer	24304	TOM1L2	chr17:17843511-17972420|-|TOM1L2
chr17:17958315-17958662|Enhancer	chr17	17958315	17958662	Enhancer	13931	TOM1L2	chr17:17843511-17972420|-|TOM1L2
chr17:18033595-18033902|Enhancer	chr17	18033595	18033902	Enhancer	5419	ATPAF2	chr17:18016207-18039168|-|ATPAF2
chr17:18038127-18038312|Promoter	chr17	18038127	18038312	Promoter	948	ATPAF2	chr17:18016207-18039168|-|ATPAF2
chr17:18181187-18181651|Promoter	chr17	18181187	18181651	Promoter	1659	ALKBH5	chr17:18183078-18209954|+|ALKBH5
chr17:18183385-18183818|Promoter	chr17	18183385	18183818	Promoter	523	ALKBH5	chr17:18183078-18209954|+|ALKBH5
chr17:18210481-18210784|Enhancer	chr17	18210481	18210784	Enhancer	15002	LLGL1	chr17:18225635-18244875|+|LLGL1
chr17:18212602-18214953|Enhancer	chr17	18212602	18214953	Enhancer	11857	LLGL1	chr17:18225635-18244875|+|LLGL1
chr17:18697585-18698480|Enhancer	chr17	18697585	18698480	Enhancer	6607	AC026271.4	chr17:18704640-18704769|+|AC026271.4
chr17:18856191-18856687|Promoter	chr17	18856191	18856687	Promoter	0	PRPSAP2	chr17:18856299-18931287|+|PRPSAP2
chr17:18857730-18858145|Promoter	chr17	18857730	18858145	Promoter	1638	PRPSAP2	chr17:18856299-18931287|+|PRPSAP2
chr17:18860171-18861006|Promoter	chr17	18860171	18861006	Promoter	877	AC107982.2	chr17:18859354-18861466|-|AC107982.2
chr17:19497901-19498348|Promoter	chr17	19497901	19498348	Promoter	1181	RPL17P43	chr17:19496943-19497528|+|RPL17P43
chr17:19502533-19502731|Enhancer	chr17	19502533	19502731	Enhancer	5689	RPL17P43	chr17:19496943-19497528|+|RPL17P43
chr17:19625483-19625484|Enhancer	chr17	19625483	19625484	Enhancer	9694	SLC47A1P2	chr17:19615789-19633825|+|SLC47A1P2
chr17:19626447-19626452|Enhancer	chr17	19626447	19626452	Enhancer	10660	SLC47A1P2	chr17:19615789-19633825|+|SLC47A1P2
chr17:19745018-19745127|Enhancer	chr17	19745018	19745127	Enhancer	3320	ALDH3A1	chr17:19737984-19748393|-|ALDH3A1
chr17:19746174-19747844|Promoter	chr17	19746174	19747844	Promoter	1384	ALDH3A1	chr17:19737984-19748393|-|ALDH3A1
chr17:20094945-20095609|Enhancer	chr17	20094945	20095609	Enhancer	16547	KCTD9P1	chr17:20111824-20112990|+|KCTD9P1
chr17:20096890-20098228|Enhancer	chr17	20096890	20098228	Enhancer	14265	KCTD9P1	chr17:20111824-20112990|+|KCTD9P1
chr17:20284415-20285301|Enhancer	chr17	20284415	20285301	Enhancer	5399	RNU6-1057P	chr17:20290257-20290358|+|RNU6-1057P
chr17:20287551-20287660|Enhancer	chr17	20287551	20287660	Enhancer	2651	RNU6-1057P	chr17:20290257-20290358|+|RNU6-1057P
chr17:21030636-21031091|Enhancer	chr17	21030636	21031091	Enhancer	12896	USP22	chr17:20999596-21043760|-|USP22
chr17:21040282-21041685|Enhancer	chr17	21040282	21041685	Enhancer	2776	USP22	chr17:20999596-21043760|-|USP22
chr17:21276286-21276822|Enhancer	chr17	21276286	21276822	Enhancer	8118	MAP2K3	chr17:21284672-21315240|+|MAP2K3
chr17:21279246-21280224|Enhancer	chr17	21279246	21280224	Enhancer	4937	MAP2K3	chr17:21284672-21315240|+|MAP2K3
chr17:21364983-21364986|Enhancer	chr17	21364983	21364986	Enhancer	11372	KCNJ12	chr17:21376357-21419870|+|KCNJ12
chr17:21368313-21368316|Enhancer	chr17	21368313	21368316	Enhancer	8042	KCNJ12	chr17:21376357-21419870|+|KCNJ12
chr17:21536114-21537785|Enhancer	chr17	21536114	21537785	Enhancer	3975	AC233702.7	chr17:21532974-21542786|+|AC233702.7
chr17:21538571-21539206|Enhancer	chr17	21538571	21539206	Enhancer	5914	AC233702.7	chr17:21532974-21542786|+|AC233702.7
chr17:27166692-27166695|Enhancer	chr17	27166692	27166695	Enhancer	74967	AC129926.1	chr17:27237859-27241661|-|AC129926.1
chr17:27168469-27168473|Enhancer	chr17	27168469	27168473	Enhancer	73190	AC129926.1	chr17:27237859-27241661|-|AC129926.1
chr17:27202252-27203103|Enhancer	chr17	27202252	27203103	Enhancer	38983	AC129926.1	chr17:27237859-27241661|-|AC129926.1
chr17:27204058-27204514|Enhancer	chr17	27204058	27204514	Enhancer	37375	AC129926.1	chr17:27237859-27241661|-|AC129926.1
chr17:27407898-27408575|Enhancer	chr17	27407898	27408575	Enhancer	4569	AC090615.1	chr17:27411438-27412806|-|AC090615.1
chr17:27413096-27414134|Promoter	chr17	27413096	27414134	Promoter	809	AC090615.1	chr17:27411438-27412806|-|AC090615.1
chr17:27471290-27472619|Enhancer	chr17	27471290	27472619	Enhancer	6842	AC069366.2	chr17:27465112-27465541|+|AC069366.2
chr17:27473429-27474063|Enhancer	chr17	27473429	27474063	Enhancer	8634	AC069366.2	chr17:27465112-27465541|+|AC069366.2
chr17:27569319-27569527|Enhancer	chr17	27569319	27569527	Enhancer	42200	AC069366.1	chr17:27526386-27527223|-|AC069366.1
chr17:27572748-27572811|Enhancer	chr17	27572748	27572811	Enhancer	40471	ITM2BP1	chr17:27612588-27613251|-|ITM2BP1
chr17:27574139-27574188|Enhancer	chr17	27574139	27574188	Enhancer	39087	ITM2BP1	chr17:27612588-27613251|-|ITM2BP1
chr17:27575607-27575654|Enhancer	chr17	27575607	27575654	Enhancer	37620	ITM2BP1	chr17:27612588-27613251|-|ITM2BP1
chr17:27629705-27629729|Promoter	chr17	27629705	27629729	Promoter	81	LGALS9	chr17:27629798-27649560|+|LGALS9
chr17:27630718-27631056|Promoter	chr17	27630718	27631056	Promoter	1089	LGALS9	chr17:27629798-27649560|+|LGALS9
chr17:27883576-27883578|Enhancer	chr17	27883576	27883578	Enhancer	8932	AC005697.2	chr17:27874645-27881237|+|AC005697.2
chr17:27885603-27885604|Enhancer	chr17	27885603	27885604	Enhancer	7761	AC005697.1	chr17:27798806-27893365|-|AC005697.1
chr17:28093662-28093664|Enhancer	chr17	28093662	28093664	Enhancer	22743	RPS29P22	chr17:28116239-28116406|-|RPS29P22
chr17:28147339-28147345|Enhancer	chr17	28147339	28147345	Enhancer	30936	RPS29P22	chr17:28116239-28116406|-|RPS29P22
chr17:28188099-28188100|Enhancer	chr17	28188099	28188100	Enhancer	31185	AC061975.7	chr17:28219285-28220005|+|AC061975.7
chr17:28190313-28190319|Enhancer	chr17	28190313	28190319	Enhancer	28969	AC061975.7	chr17:28219285-28220005|+|AC061975.7
chr17:28325973-28326128|Enhancer	chr17	28325973	28326128	Enhancer	6850	TMEM97	chr17:28319200-28328685|+|TMEM97
chr17:28327120-28327896|Enhancer	chr17	28327120	28327896	Enhancer	7981	IFT20	chr17:28328325-28335489|-|IFT20
chr17:28335192-28336316|Promoter	chr17	28335192	28336316	Promoter	0	IFT20,TNFAIP1	chr17:28328325-28335489|-|IFT20,chr17:28335602-28347009|+|TNFAIP1
chr17:28336538-28336951|Promoter	chr17	28336538	28336951	Promoter	1142	TNFAIP1	chr17:28335602-28347009|+|TNFAIP1
chr17:28755076-28755094|Enhancer	chr17	28755076	28755094	Enhancer	5006	AC010761.6	chr17:28749731-28750079|-|AC010761.6
chr17:28757212-28757225|Enhancer	chr17	28757212	28757225	Enhancer	7139	AC010761.6	chr17:28749731-28750079|-|AC010761.6
chr17:28873949-28874026|Enhancer	chr17	28873949	28874026	Enhancer	12021	AC024267.1	chr17:28861072-28861966|-|AC024267.1
chr17:28876073-28876255|Enhancer	chr17	28876073	28876255	Enhancer	14198	AC024267.1	chr17:28861072-28861966|-|AC024267.1
chr17:28914402-28915010|Enhancer	chr17	28914402	28915010	Enhancer	11569	AC024267.4	chr17:28926275-28944749|+|AC024267.4
chr17:28915913-28916639|Enhancer	chr17	28915913	28916639	Enhancer	9999	AC024267.4	chr17:28926275-28944749|+|AC024267.4
chr17:28926066-28926730|Promoter	chr17	28926066	28926730	Promoter	0	AC024267.4	chr17:28926275-28944749|+|AC024267.4
chr17:28927676-28928280|Promoter	chr17	28927676	28928280	Promoter	1703	AC024267.4	chr17:28926275-28944749|+|AC024267.4
chr17:29085701-29085706|Enhancer	chr17	29085701	29085706	Enhancer	6846	TIAF1	chr17:29073521-29078857|-|TIAF1
chr17:29137222-29137370|Enhancer	chr17	29137222	29137370	Enhancer	3187	AC024619.3	chr17:29140483-29155489|+|AC024619.3
chr17:29138372-29139066|Promoter	chr17	29138372	29139066	Promoter	1764	AC024619.3	chr17:29140483-29155489|+|AC024619.3
chr17:29139755-29140584|Promoter	chr17	29139755	29140584	Promoter	0	AC024619.3	chr17:29140483-29155489|+|AC024619.3
chr17:29659325-29659353|Enhancer	chr17	29659325	29659353	Enhancer	13492	AC104564.5	chr17:29644796-29645847|-|AC104564.5
chr17:29663659-29663827|Enhancer	chr17	29663659	29663827	Enhancer	17896	AC104564.5	chr17:29644796-29645847|-|AC104564.5
chr17:29664731-29665449|Enhancer	chr17	29664731	29665449	Enhancer	19243	AC104564.5	chr17:29644796-29645847|-|AC104564.5
chr17:29692333-29693389|Enhancer	chr17	29692333	29693389	Enhancer	23824	RPL21P123	chr17:29716279-29716685|-|RPL21P123
chr17:29716875-29717538|Promoter	chr17	29716875	29717538	Promoter	521	RPL21P123	chr17:29716279-29716685|-|RPL21P123
chr17:29721768-29722014|Enhancer	chr17	29721768	29722014	Enhancer	5206	RPL21P123	chr17:29716279-29716685|-|RPL21P123
chr17:29723330-29723484|Enhancer	chr17	29723330	29723484	Enhancer	6722	RPL21P123	chr17:29716279-29716685|-|RPL21P123
chr17:29751517-29751726|Enhancer	chr17	29751517	29751726	Enhancer	9481	AC023389.1	chr17:29761103-29787836|+|AC023389.1
chr17:29754163-29754313|Enhancer	chr17	29754163	29754313	Enhancer	6865	AC023389.1	chr17:29761103-29787836|+|AC023389.1
