loopId	mergedAnchorA	mergedAnchorB
loop_chr19-chr19-20669|K562_RAD21_17m|loop_chr19-chr19-10764|GM12878_RAD21_17m	chr19:18207989-18210221|Enhancer	chr19:18250965-18252678|Enhancer
loop_chr19-chr19-20670|K562_RAD21_17m|loop_chr19-chr19-10751|GM12878_RAD21_17m	chr19:16777684-16780457|Enhancer	chr19:16896039-16901642|Enhancer
loop_chr19-chr19-20671|K562_RAD21_17m|loop_chr19-chr19-10698|GM12878_RAD21_17m	chr19:29609014-29611662|Enhancer	chr19:29688266-29695451|Enhancer
loop_chr19-chr19-20673|K562_RAD21_17m|loop_chr19-chr19-10733|GM12878_RAD21_17m	chr19:3663689-3667975|Enhancer	chr19:3697867-3701227|Promoter
loop_chr19-chr19-20679|K562_RAD21_17m|loop_chr19-chr19-10726|GM12878_RAD21_17m	chr19:12974911-12981203|Enhancer	chr19:13088735-13096522|Enhancer
loop_chr19-chr19-20680|K562_RAD21_17m	chr19:10010265-10010460|Promoter	chr19:10010527-10010587|Promoter
loop_chr19-chr19-20681|K562_RAD21_17m|loop_chr19-chr19-10669|GM12878_RAD21_17m	chr19:46633662-46640638|Promoter	chr19:46657691-46665637|Promoter
loop_chr19-chr19-20682|K562_RAD21_17m|loop_chr19-chr19-10667|GM12878_RAD21_17m	chr19:46394991-46397527|Enhancer	chr19:46485838-46491958|Enhancer
loop_chr19-chr19-20683|K562_RAD21_17m|loop_chr19-chr19-10905|GM12878_RAD21_17m	chr19:45590840-45592102|Enhancer	chr19:45640303-45645934|Promoter
loop_chr19-chr19-20685|K562_RAD21_17m	chr19:42390943-42390996|Promoter	chr19:42391069-42391214|Promoter
loop_chr19-chr19-20686|K562_RAD21_17m|loop_chr19-chr19-10707|GM12878_RAD21_17m	chr19:47076528-47080569|Enhancer	chr19:47121790-47127622|Enhancer
loop_chr19-chr19-20688|K562_RAD21_17m	chr19:1194472-1194984|Enhancer	chr19:1240365-1240555|Promoter
loop_chr19-chr19-20690|K562_RAD21_17m|loop_chr19-chr19-10710|GM12878_RAD21_17m	chr19:36125838-36129330|Enhancer	chr19:36169367-36174142|Promoter
loop_chr19-chr19-20691|K562_RAD21_17m|loop_chr19-chr19-10785|GM12878_RAD21_17m	chr19:48319819-48322373|Promoter	chr19:48332930-48334896|Enhancer
loop_chr19-chr19-20692|K562_RAD21_17m	chr19:42067450-42067582|Promoter	chr19:42067596-42067797|Promoter
loop_chr19-chr19-20696|K562_RAD21_17m|loop_chr19-chr19-10676|GM12878_RAD21_17m	chr19:12773269-12780638|Promoter	chr19:12795880-12798430|Promoter
loop_chr19-chr19-20698|K562_RAD21_17m|loop_chr19-chr19-10853|GM12878_RAD21_17m	chr19:10257007-10261861|Promoter	chr19:10387041-10392303|Enhancer
loop_chr19-chr19-20699|K562_RAD21_17m|loop_chr19-chr19-10672|GM12878_RAD21_17m	chr19:48505881-48508150|Enhancer	chr19:48582850-48585426|Enhancer
loop_chr19-chr19-20700|K562_RAD21_17m|loop_chr19-chr19-10778|GM12878_RAD21_17m	chr19:35352225-35353982|Promoter	chr19:35495010-35495709|Enhancer
loop_chr19-chr19-20701|K562_RAD21_17m|loop_chr19-chr19-10999|GM12878_RAD21_17m	chr19:19529931-19532872|Enhancer	chr19:19553049-19555908|Enhancer
loop_chr19-chr19-20702|K562_RAD21_17m	chr19:7357262-7357466|Enhancer	chr19:7357512-7357648|Enhancer
loop_chr19-chr19-20703|K562_RAD21_17m|loop_chr19-chr19-10712|GM12878_RAD21_17m	chr19:3663689-3667975|Enhancer	chr19:3702974-3707125|Enhancer
loop_chr19-chr19-20706|K562_RAD21_17m	chr19:55515561-55518578|Enhancer	chr19:55604621-55606426|Promoter
loop_chr19-chr19-20712|K562_RAD21_17m|loop_chr19-chr19-10809|GM12878_RAD21_17m	chr19:41203340-41207890|Enhancer	chr19:41261270-41263829|Promoter
loop_chr19-chr19-20713|K562_RAD21_17m|loop_chr19-chr19-11167|GM12878_RAD21_17m	chr19:1622961-1626091|Enhancer	chr19:1669371-1674199|Enhancer
loop_chr19-chr19-20714|K562_RAD21_17m|loop_chr19-chr19-10796|GM12878_RAD21_17m	chr19:5987312-5990767|Enhancer	chr19:6017995-6022972|Enhancer
loop_chr19-chr19-20718|K562_RAD21_17m|loop_chr19-chr19-11076|GM12878_RAD21_17m	chr19:17204114-17205705|Enhancer	chr19:17280935-17283855|Promoter
loop_chr19-chr19-20719|K562_RAD21_17m|loop_chr19-chr19-10677|GM12878_RAD21_17m	chr19:43743335-43748667|Enhancer	chr19:43783618-43786740|Enhancer
loop_chr19-chr19-20720|K562_RAD21_17m|loop_chr19-chr19-10896|GM12878_RAD21_17m	chr19:35066325-35068330|Enhancer	chr19:35132966-35137311|Promoter
loop_chr19-chr19-20721|K562_RAD21_17m|loop_chr19-chr19-10674|GM12878_RAD21_17m	chr19:48793404-48797227|Enhancer	chr19:48833097-48836921|Promoter
loop_chr19-chr19-20725|K562_RAD21_17m	chr19:7820120-7820274|Enhancer	chr19:7820615-7820957|Enhancer
loop_chr19-chr19-20726|K562_RAD21_17m|loop_chr19-chr19-10720|GM12878_RAD21_17m	chr19:4728460-4734218|Enhancer	chr19:4803574-4806675|Enhancer
loop_chr19-chr19-20729|K562_RAD21_17m|loop_chr19-chr19-10970|GM12878_RAD21_17m	chr19:18111148-18113877|Enhancer	chr19:18167872-18168417|Enhancer
loop_chr19-chr19-20730|K562_RAD21_17m|loop_chr19-chr19-10929|GM12878_RAD21_17m	chr19:8352613-8356072|Enhancer	chr19:8395227-8397908|Enhancer
loop_chr19-chr19-20735|K562_RAD21_17m|loop_chr19-chr19-10820|GM12878_RAD21_17m	chr19:51471406-51474049|Enhancer	chr19:51653763-51658817|Enhancer
loop_chr19-chr19-20736|K562_RAD21_17m|loop_chr19-chr19-11046|GM12878_RAD21_17m	chr19:11922154-11925692|Promoter	chr19:11986079-11989298|Promoter
loop_chr19-chr19-20738|K562_RAD21_17m|loop_chr19-chr19-11033|GM12878_RAD21_17m	chr19:5803460-5806389|Enhancer	chr19:6017995-6022972|Enhancer
loop_chr19-chr19-20741|K562_RAD21_17m|loop_chr19-chr19-10763|GM12878_RAD21_17m	chr19:43445063-43449378|Enhancer	chr19:43515901-43522014|Enhancer
loop_chr19-chr19-20742|K562_RAD21_17m	chr19:47962038-47962196|Enhancer	chr19:47962958-47963705|Enhancer
loop_chr19-chr19-20744|K562_RAD21_17m	chr19:32976072-32976586|Enhancer	chr19:33117930-33119504|Enhancer
loop_chr19-chr19-20746|K562_RAD21_17m	chr19:49144470-49149348|Enhancer	chr19:49197159-49200151|Enhancer
loop_chr19-chr19-20747|K562_RAD21_17m|loop_chr19-chr19-10846|GM12878_RAD21_17m	chr19:17260665-17262493|Enhancer	chr19:17280935-17283855|Promoter
loop_chr19-chr19-20748|K562_RAD21_17m	chr19:1669371-1674199|Enhancer	chr19:1794622-1796750|Enhancer
loop_chr19-chr19-20750|K562_RAD21_17m|loop_chr19-chr19-10899|GM12878_RAD21_17m	chr19:1545778-1547835|Enhancer	chr19:1669371-1674199|Enhancer
loop_chr19-chr19-20752|K562_RAD21_17m|loop_chr19-chr19-10955|GM12878_RAD21_17m	chr19:9930062-9937319|Promoter	chr19:9999275-10002900|Enhancer
loop_chr19-chr19-20754|K562_RAD21_17m	chr19:18540992-18541109|Enhancer	chr19:18541150-18541191|Enhancer
loop_chr19-chr19-20755|K562_RAD21_17m	chr19:36130312-36130495|Enhancer	chr19:36130574-36130665|Enhancer
loop_chr19-chr19-20757|K562_RAD21_17m|loop_chr19-chr19-10800|GM12878_RAD21_17m	chr19:2230676-2237034|Promoter	chr19:2313224-2316953|Enhancer
loop_chr19-chr19-20761|K562_RAD21_17m|loop_chr19-chr19-10762|GM12878_RAD21_17m	chr19:14360474-14364371|Enhancer	chr19:14404801-14408858|Promoter
loop_chr19-chr19-20762|K562_RAD21_17m|loop_chr19-chr19-10942|GM12878_RAD21_17m	chr19:2017213-2020576|Enhancer	chr19:2069059-2072025|Enhancer
loop_chr19-chr19-20763|K562_RAD21_17m	chr19:17286341-17286465|Enhancer	chr19:17286566-17286715|Enhancer
loop_chr19-chr19-20764|K562_RAD21_17m|loop_chr19-chr19-10708|GM12878_RAD21_17m	chr19:29760061-29761410|Enhancer	chr19:29872127-29874942|Enhancer
loop_chr19-chr19-20767|K562_RAD21_17m|loop_chr19-chr19-10807|GM12878_RAD21_17m	chr19:45423320-45429375|Enhancer	chr19:45477215-45480244|Promoter
loop_chr19-chr19-20769|K562_RAD21_17m	chr19:35426935-35427103|Enhancer	chr19:35427111-35427381|Enhancer
loop_chr19-chr19-20770|K562_RAD21_17m	chr19:45051815-45051835|Enhancer	chr19:45051871-45051985|Enhancer
loop_chr19-chr19-20772|K562_RAD21_17m|loop_chr19-chr19-10770|GM12878_RAD21_17m	chr19:13783560-13787105|Enhancer	chr19:13859885-13866387|Enhancer
loop_chr19-chr19-20773|K562_RAD21_17m	chr19:5704059-5704160|Enhancer	chr19:5704227-5704434|Enhancer
loop_chr19-chr19-20775|K562_RAD21_17m|loop_chr19-chr19-10813|GM12878_RAD21_17m	chr19:47294580-47297599|Enhancer	chr19:47389212-47392781|Enhancer
loop_chr19-chr19-20776|K562_RAD21_17m|loop_chr19-chr19-10715|GM12878_RAD21_17m	chr19:47012704-47013602|Enhancer	chr19:47030861-47033259|Enhancer
loop_chr19-chr19-20778|K562_RAD21_17m	chr19:15160464-15161805|Enhancer	chr19:15555819-15560237|Enhancer
loop_chr19-chr19-20782|K562_RAD21_17m|loop_chr19-chr19-11134|GM12878_RAD21_17m	chr19:41871222-41878334|Promoter	chr19:41934324-41937380|Enhancer
loop_chr19-chr19-20783|K562_RAD21_17m	chr19:47489813-47489924|Promoter	chr19:47489978-47490032|Promoter
loop_chr19-chr19-20784|K562_RAD21_17m	chr19:41795955-41796217|Promoter	chr19:41796234-41796571|Promoter
loop_chr19-chr19-20785|K562_RAD21_17m|loop_chr19-chr19-10867|GM12878_RAD21_17m	chr19:3321525-3328577|Enhancer	chr19:3428477-3430143|Enhancer
loop_chr19-chr19-20786|K562_RAD21_17m|loop_chr19-chr19-10975|GM12878_RAD21_17m	chr19:39212152-39213415|Enhancer	chr19:39326225-39330159|Enhancer
loop_chr19-chr19-20790|K562_RAD21_17m|loop_chr19-chr19-10790|GM12878_RAD21_17m	chr19:46612384-46617780|Enhancer	chr19:46657691-46665637|Promoter
loop_chr19-chr19-20792|K562_RAD21_17m|loop_chr19-chr19-10787|GM12878_RAD21_17m	chr19:46854451-46859346|Enhancer	chr19:46990994-46992024|Enhancer
loop_chr19-chr19-20794|K562_RAD21_17m|loop_chr19-chr19-10690|GM12878_RAD21_17m	chr19:47208270-47212972|Enhancer	chr19:47243078-47247822|Enhancer
loop_chr19-chr19-20797|K562_RAD21_17m|loop_chr19-chr19-10989|GM12878_RAD21_17m	chr19:46612384-46617780|Enhancer	chr19:46633662-46640638|Promoter
loop_chr19-chr19-20803|K562_RAD21_17m	chr19:13152981-13153172|Promoter	chr19:13154143-13154274|Promoter
loop_chr19-chr19-20804|K562_RAD21_17m|loop_chr19-chr19-10852|GM12878_RAD21_17m	chr19:46077807-46083301|Enhancer	chr19:46263695-46267006|Enhancer
loop_chr19-chr19-20805|K562_RAD21_17m	chr19:8015507-8018228|Enhancer	chr19:8068241-8069711|Enhancer
loop_chr19-chr19-20807|K562_RAD21_17m|loop_chr19-chr19-10779|GM12878_RAD21_17m	chr19:44688301-44692612|Enhancer	chr19:44770087-44772766|Enhancer
loop_chr19-chr19-20808|K562_RAD21_17m	chr19:7099343-7099373|Enhancer	chr19:7102407-7102523|Enhancer
loop_chr19-chr19-20809|K562_RAD21_17m	chr19:40136698-40136795|Enhancer	chr19:40136914-40136944|Enhancer
loop_chr19-chr19-20811|K562_RAD21_17m|loop_chr19-chr19-10685|GM12878_RAD21_17m	chr19:49390392-49394466|Enhancer	chr19:49441281-49444854|Promoter
loop_chr19-chr19-20824|K562_RAD21_17m|loop_chr19-chr19-10823|GM12878_RAD21_17m	chr19:35693618-35694799|Enhancer	chr19:35931332-35932186|Enhancer
loop_chr19-chr19-20826|K562_RAD21_17m|loop_chr19-chr19-10894|GM12878_RAD21_17m	chr19:40597061-40605774|Enhancer	chr19:40633862-40637630|Enhancer
loop_chr19-chr19-20831|K562_RAD21_17m	chr19:47243078-47247822|Enhancer	chr19:47243078-47247822|Enhancer
loop_chr19-chr19-20832|K562_RAD21_17m	chr19:40521355-40521680|Enhancer	chr19:40522857-40524234|Enhancer
loop_chr19-chr19-20836|K562_RAD21_17m	chr19:2230676-2237034|Promoter	chr19:2389707-2392553|Enhancer
loop_chr19-chr19-20839|K562_RAD21_17m	chr19:56078975-56081964|Enhancer	chr19:56078975-56081964|Enhancer
loop_chr19-chr19-20840|K562_RAD21_17m|loop_chr19-chr19-11159|GM12878_RAD21_17m	chr19:34120022-34121383|Enhancer	chr19:34144214-34146322|Enhancer
loop_chr19-chr19-20841|K562_RAD21_17m|loop_chr19-chr19-10900|GM12878_RAD21_17m	chr19:3321525-3328577|Enhancer	chr19:3483881-3485492|Promoter
loop_chr19-chr19-20843|K562_RAD21_17m|loop_chr19-chr19-11204|GM12878_RAD21_17m	chr19:18347606-18351119|Enhancer	chr19:18408048-18411610|Enhancer
loop_chr19-chr19-20846|K562_RAD21_17m|loop_chr19-chr19-11057|GM12878_RAD21_17m	chr19:44798847-44800795|Enhancer	chr19:44843597-44846872|Promoter
loop_chr19-chr19-20848|K562_RAD21_17m	chr19:47434977-47439044|Enhancer	chr19:47515460-47516875|Promoter
loop_chr19-chr19-20851|K562_RAD21_17m|loop_chr19-chr19-10835|GM12878_RAD21_17m	chr19:45016582-45018327|Enhancer	chr19:45057024-45061360|Enhancer
loop_chr19-chr19-20852|K562_RAD21_17m	chr19:46512175-46517256|Enhancer	chr19:46512175-46517256|Enhancer
loop_chr19-chr19-20855|K562_RAD21_17m	chr19:12760517-12760887|Enhancer	chr19:12845528-12849078|Enhancer
loop_chr19-chr19-20856|K562_RAD21_17m	chr19:640773-641049|Promoter	chr19:641065-641241|Promoter
loop_chr19-chr19-20857|K562_RAD21_17m|loop_chr19-chr19-10904|GM12878_RAD21_17m	chr19:5803460-5806389|Enhancer	chr19:5891999-5893494|Enhancer
loop_chr19-chr19-20858|K562_RAD21_17m|loop_chr19-chr19-11037|GM12878_RAD21_17m	chr19:13058098-13063926|Enhancer	chr19:13088735-13096522|Enhancer
loop_chr19-chr19-20859|K562_RAD21_17m	chr19:8015507-8018228|Enhancer	chr19:8095709-8096273|Enhancer
loop_chr19-chr19-20860|K562_RAD21_17m|loop_chr19-chr19-10994|GM12878_RAD21_17m	chr19:46485838-46491958|Enhancer	chr19:46512175-46517256|Enhancer
loop_chr19-chr19-20862|K562_RAD21_17m	chr19:46279887-46282609|Enhancer	chr19:46394991-46397527|Enhancer
loop_chr19-chr19-20864|K562_RAD21_17m	chr19:51421712-51422179|Enhancer	chr19:51653763-51658817|Enhancer
loop_chr19-chr19-20866|K562_RAD21_17m	chr19:9978207-9978491|Enhancer	chr19:9978207-9978491|Enhancer
loop_chr19-chr19-20870|K562_RAD21_17m|loop_chr19-chr19-10706|GM12878_RAD21_17m	chr19:47434977-47439044|Enhancer	chr19:47697416-47699859|Enhancer
loop_chr19-chr19-20871|K562_RAD21_17m|loop_chr19-chr19-10918|GM12878_RAD21_17m	chr19:7566711-7569870|Enhancer	chr19:7677846-7683292|Promoter
loop_chr19-chr19-20873|K562_RAD21_17m|loop_chr19-chr19-11202|GM12878_RAD21_17m	chr19:19144611-19148060|Enhancer	chr19:19224704-19225538|Enhancer
loop_chr19-chr19-20877|K562_RAD21_17m|loop_chr19-chr19-10792|GM12878_RAD21_17m	chr19:10579666-10584981|Enhancer	chr19:10699427-10701687|Promoter
loop_chr19-chr19-20879|K562_RAD21_17m	chr19:3321525-3328577|Enhancer	chr19:3321525-3328577|Enhancer
loop_chr19-chr19-20881|K562_RAD21_17m	chr19:12507588-12507667|Promoter	chr19:12507799-12507971|Promoter
loop_chr19-chr19-20882|K562_RAD21_17m|loop_chr19-chr19-10688|GM12878_RAD21_17m	chr19:10227819-10230920|Promoter	chr19:10246568-10252328|Promoter
loop_chr19-chr19-20884|K562_RAD21_17m	chr19:35721849-35721981|Enhancer	chr19:35722284-35722351|Enhancer
loop_chr19-chr19-20885|K562_RAD21_17m	chr19:16383085-16383551|Enhancer	chr19:16386415-16387793|Enhancer
loop_chr19-chr19-20886|K562_RAD21_17m	chr19:51020104-51022367|Promoter	chr19:51093740-51097608|Enhancer
loop_chr19-chr19-20887|K562_RAD21_17m|loop_chr19-chr19-10937|GM12878_RAD21_17m	chr19:56252104-56254316|Enhancer	chr19:56332994-56334748|Enhancer
loop_chr19-chr19-20888|K562_RAD21_17m	chr19:2961270-2963794|Enhancer	chr19:3161566-3164233|Enhancer
loop_chr19-chr19-20890|K562_RAD21_17m	chr19:49652172-49652196|Enhancer	chr19:49652244-49652359|Enhancer
loop_chr19-chr19-20891|K562_RAD21_17m	chr19:8654784-8655216|Enhancer	chr19:8694269-8694669|Promoter
loop_chr19-chr19-20892|K562_RAD21_17m	chr19:53793098-53793197|Enhancer	chr19:54023535-54024705|Enhancer
loop_chr19-chr19-20893|K562_RAD21_17m	chr19:49144470-49149348|Enhancer	chr19:49207916-49210669|Enhancer
loop_chr19-chr19-20894|K562_RAD21_17m|loop_chr19-chr19-10860|GM12878_RAD21_17m	chr19:17870413-17871047|Promoter	chr19:17993375-18001646|Promoter
loop_chr19-chr19-20896|K562_RAD21_17m	chr19:45583594-45583701|Enhancer	chr19:45583782-45583821|Enhancer
loop_chr19-chr19-20899|K562_RAD21_17m	chr19:47076528-47080569|Enhancer	chr19:47243078-47247822|Enhancer
loop_chr19-chr19-20900|K562_RAD21_17m|loop_chr19-chr19-10746|GM12878_RAD21_17m	chr19:47434977-47439044|Enhancer	chr19:47704931-47708338|Enhancer
loop_chr19-chr19-20901|K562_RAD21_17m|loop_chr19-chr19-10789|GM12878_RAD21_17m	chr19:45606872-45610186|Enhancer	chr19:45640303-45645934|Promoter
loop_chr19-chr19-20902|K562_RAD21_17m|loop_chr19-chr19-10754|GM12878_RAD21_17m	chr19:33142730-33145925|Enhancer	chr19:33183568-33187162|Enhancer
loop_chr19-chr19-20903|K562_RAD21_17m|loop_chr19-chr19-10771|GM12878_RAD21_17m	chr19:55465081-55468399|Promoter	chr19:55503880-55507137|Enhancer
loop_chr19-chr19-20904|K562_RAD21_17m|loop_chr19-chr19-10797|GM12878_RAD21_17m	chr19:50367807-50370357|Promoter	chr19:50459624-50464004|Enhancer
loop_chr19-chr19-20908|K562_RAD21_17m|loop_chr19-chr19-10898|GM12878_RAD21_17m	chr19:47294580-47297599|Enhancer	chr19:47426040-47430018|Enhancer
loop_chr19-chr19-20909|K562_RAD21_17m|loop_chr19-chr19-11226|GM12878_RAD21_17m	chr19:49472654-49475313|Promoter	chr19:49544546-49549573|Enhancer
loop_chr19-chr19-20910|K562_RAD21_17m|loop_chr19-chr19-11096|GM12878_RAD21_17m	chr19:1444907-1446309|Enhancer	chr19:1511633-1515657|Promoter
loop_chr19-chr19-20913|K562_RAD21_17m|loop_chr19-chr19-11094|GM12878_RAD21_17m	chr19:17067558-17068852|Enhancer	chr19:17280935-17283855|Promoter
loop_chr19-chr19-20917|K562_RAD21_17m|loop_chr19-chr19-10717|GM12878_RAD21_17m	chr19:917320-927533|Promoter	chr19:999641-1002506|Promoter
loop_chr19-chr19-20918|K562_RAD21_17m|loop_chr19-chr19-10901|GM12878_RAD21_17m	chr19:44783445-44784956|Enhancer	chr19:44843597-44846872|Promoter
loop_chr19-chr19-20919|K562_RAD21_17m|loop_chr19-chr19-10836|GM12878_RAD21_17m	chr19:11135826-11139028|Enhancer	chr19:11202745-11206547|Promoter
loop_chr19-chr19-20920|K562_RAD21_17m|loop_chr19-chr19-10884|GM12878_RAD21_17m	chr19:39440226-39441547|Promoter	chr19:39531663-39534733|Promoter
loop_chr19-chr19-20921|K562_RAD21_17m	chr19:47309722-47309796|Promoter	chr19:47389212-47392781|Enhancer
loop_chr19-chr19-20923|K562_RAD21_17m	chr19:40661365-40663583|Enhancer	chr19:41144571-41144686|Enhancer
loop_chr19-chr19-20924|K562_RAD21_17m	chr19:44512525-44512582|Enhancer	chr19:44723667-44725735|Enhancer
loop_chr19-chr19-20925|K562_RAD21_17m|loop_chr19-chr19-10724|GM12878_RAD21_17m	chr19:41871222-41878334|Promoter	chr19:41950416-41952857|Enhancer
loop_chr19-chr19-20926|K562_RAD21_17m	chr19:50793791-50797101|Promoter	chr19:50870532-50870977|Enhancer
loop_chr19-chr19-20927|K562_RAD21_17m	chr19:16592283-16592390|Enhancer	chr19:16592539-16592612|Enhancer
loop_chr19-chr19-20928|K562_RAD21_17m	chr19:42528113-42528258|Promoter	chr19:42529319-42529577|Promoter
loop_chr19-chr19-20929|K562_RAD21_17m	chr19:48674038-48678412|Enhancer	chr19:48738043-48739316|Promoter
loop_chr19-chr19-20933|K562_RAD21_17m	chr19:50704284-50706565|Enhancer	chr19:50725025-50725988|Enhancer
loop_chr19-chr19-20935|K562_RAD21_17m	chr19:18385638-18387387|Promoter	chr19:18387968-18389516|Enhancer
loop_chr19-chr19-20936|K562_RAD21_17m|loop_chr19-chr19-10742|GM12878_RAD21_17m	chr19:46394991-46397527|Enhancer	chr19:46512175-46517256|Enhancer
loop_chr19-chr19-20937|K562_RAD21_17m|loop_chr19-chr19-10936|GM12878_RAD21_17m	chr19:12974911-12981203|Enhancer	chr19:13029923-13035934|Enhancer
loop_chr19-chr19-20939|K562_RAD21_17m	chr19:49937753-49937908|Enhancer	chr19:49940020-49940247|Enhancer
loop_chr19-chr19-20940|K562_RAD21_17m|loop_chr19-chr19-10703|GM12878_RAD21_17m	chr19:9930062-9937319|Promoter	chr19:10026662-10029116|Enhancer
loop_chr19-chr19-20941|K562_RAD21_17m|loop_chr19-chr19-10932|GM12878_RAD21_17m	chr19:56078975-56081964|Enhancer	chr19:56170594-56172175|Enhancer
loop_chr19-chr19-20942|K562_RAD21_17m|loop_chr19-chr19-10954|GM12878_RAD21_17m	chr19:17393562-17395361|Promoter	chr19:17419259-17420673|Promoter
loop_chr19-chr19-20943|K562_RAD21_17m	chr19:14075314-14075635|Enhancer	chr19:14114146-14117083|Enhancer
loop_chr19-chr19-20944|K562_RAD21_17m	chr19:38402758-38405256|Promoter	chr19:38478502-38479056|Enhancer
loop_chr19-chr19-20945|K562_RAD21_17m	chr19:2313224-2316953|Enhancer	chr19:2313224-2316953|Enhancer
loop_chr19-chr19-20946|K562_RAD21_17m	chr19:52343389-52343783|Promoter	chr19:52345411-52345511|Promoter
loop_chr19-chr19-20947|K562_RAD21_17m	chr19:45423320-45429375|Enhancer	chr19:45439113-45440391|Enhancer
loop_chr19-chr19-20948|K562_RAD21_17m	chr19:41792555-41795909|Enhancer	chr19:41957377-41958209|Promoter
loop_chr19-chr19-20952|K562_RAD21_17m|loop_chr19-chr19-10837|GM12878_RAD21_17m	chr19:4807458-4811937|Enhancer	chr19:5028356-5033330|Enhancer
loop_chr19-chr19-20953|K562_RAD21_17m	chr19:46009082-46010636|Enhancer	chr19:46077533-46077766|Promoter
loop_chr19-chr19-20954|K562_RAD21_17m|loop_chr19-chr19-10917|GM12878_RAD21_17m	chr19:19053631-19055895|Enhancer	chr19:19110417-19116242|Enhancer
loop_chr19-chr19-20961|K562_RAD21_17m|loop_chr19-chr19-10914|GM12878_RAD21_17m	chr19:44723667-44725735|Enhancer	chr19:44843597-44846872|Promoter
loop_chr19-chr19-20962|K562_RAD21_17m	chr19:35507415-35507467|Enhancer	chr19:35508081-35512421|Enhancer
loop_chr19-chr19-20963|K562_RAD21_17m	chr19:4807458-4811937|Enhancer	chr19:4807458-4811937|Enhancer
loop_chr19-chr19-20964|K562_RAD21_17m	chr19:35112622-35116552|Promoter	chr19:35132966-35137311|Promoter
loop_chr19-chr19-20965|K562_RAD21_17m	chr19:1669371-1674199|Enhancer	chr19:1775049-1777029|Enhancer
loop_chr19-chr19-20966|K562_RAD21_17m	chr19:10848299-10848402|Enhancer	chr19:10848444-10848506|Enhancer
loop_chr19-chr19-20967|K562_RAD21_17m	chr19:13621452-13621799|Enhancer	chr19:13719271-13721506|Enhancer
loop_chr19-chr19-20968|K562_RAD21_17m	chr19:13364985-13368158|Enhancer	chr19:13428470-13432082|Enhancer
loop_chr19-chr19-20969|K562_RAD21_17m|loop_chr19-chr19-11158|GM12878_RAD21_17m	chr19:45767925-45770864|Promoter	chr19:45796363-45799460|Enhancer
loop_chr19-chr19-20970|K562_RAD21_17m	chr19:49097359-49098817|Enhancer	chr19:49197159-49200151|Enhancer
