anchor	chrom	start	end	type	nearestDistanceToTSS	nearestGene	nearestGeneLoc
chr19:1747492-1748421|Promoter	chr19	1747492	1748421	Promoter	0	AC005256.1	chr19:1748160-1748745|+|AC005256.1
chr19:1767003-1768460|Enhancer	chr19	1767003	1768460	Enhancer	15358	ONECUT3	chr19:1752373-1780988|+|ONECUT3
chr19:1775023-1775611|Enhancer	chr19	1775023	1775611	Enhancer	22944	ONECUT3	chr19:1752373-1780988|+|ONECUT3
chr19:1795871-1797971|Enhancer	chr19	1795871	1797971	Enhancer	15355	ATP8B3	chr19:1782075-1812276|-|ATP8B3
chr19:1826027-1827029|Enhancer	chr19	1826027	1827029	Enhancer	4439	AC012615.6	chr19:1822089-1824542|+|AC012615.6
chr19:1836962-1838291|Enhancer	chr19	1836962	1838291	Enhancer	10856	REXO1	chr19:1815248-1848483|-|REXO1
chr19:1871346-1872658|Enhancer	chr19	1871346	1872658	Enhancer	3014	AC012615.5	chr19:1875016-1875992|+|AC012615.5
chr19:1875937-1876153|Promoter	chr19	1875937	1876153	Promoter	124	AC012615.1	chr19:1874871-1876169|-|AC012615.1
chr19:1896645-1896782|Enhancer	chr19	1896645	1896782	Enhancer	8685	SCAMP4	chr19:1905399-1926013|+|SCAMP4
chr19:1897037-1897078|Enhancer	chr19	1897037	1897078	Enhancer	8341	SCAMP4	chr19:1905399-1926013|+|SCAMP4
chr19:1973972-1974249|Enhancer	chr19	1973972	1974249	Enhancer	15290	AC005306.1	chr19:1989401-1990203|+|AC005306.1
chr19:1974340-1974482|Enhancer	chr19	1974340	1974482	Enhancer	14990	AC005306.1	chr19:1989401-1990203|+|AC005306.1
chr19:2389338-2389563|Enhancer	chr19	2389338	2389563	Enhancer	29212	TMPRSS9	chr19:2360238-2426239|+|TMPRSS9
chr19:2391603-2391727|Enhancer	chr19	2391603	2391727	Enhancer	31427	TMPRSS9	chr19:2360238-2426239|+|TMPRSS9
chr19:2400128-2400376|Enhancer	chr19	2400128	2400376	Enhancer	27334	TIMM13	chr19:2425625-2427586|-|TIMM13
chr19:2400437-2400648|Enhancer	chr19	2400437	2400648	Enhancer	27043	TIMM13	chr19:2425625-2427586|-|TIMM13
chr19:2473704-2474949|Promoter	chr19	2473704	2474949	Promoter	1800	GADD45B	chr19:2476127-2478257|+|GADD45B
chr19:2543708-2543810|Enhancer	chr19	2543708	2543810	Enhancer	5647	ELOCP28	chr19:2538112-2538754|+|ELOCP28
chr19:2667464-2667729|Enhancer	chr19	2667464	2667729	Enhancer	23743	AC092068.3	chr19:2641838-2643853|-|AC092068.3
chr19:2667742-2667826|Enhancer	chr19	2667742	2667826	Enhancer	23931	AC092068.3	chr19:2641838-2643853|-|AC092068.3
chr19:2709122-2709123|Enhancer	chr19	2709122	2709123	Enhancer	6428	GNG7	chr19:2511219-2702694|-|GNG7
chr19:2709281-2709294|Enhancer	chr19	2709281	2709294	Enhancer	6593	GNG7	chr19:2511219-2702694|-|GNG7
chr19:2745919-2745981|Enhancer	chr19	2745919	2745981	Enhancer	5902	AC006538.2	chr19:2717769-2740048|-|AC006538.2
chr19:2746150-2746405|Enhancer	chr19	2746150	2746405	Enhancer	6229	AC006538.2	chr19:2717769-2740048|-|AC006538.2
chr19:2756741-2756914|Enhancer	chr19	2756741	2756914	Enhancer	16779	AC006538.2	chr19:2717769-2740048|-|AC006538.2
chr19:2756982-2757119|Enhancer	chr19	2756982	2757119	Enhancer	17002	AC006538.2	chr19:2717769-2740048|-|AC006538.2
chr19:2836175-2836214|Enhancer	chr19	2836175	2836214	Enhancer	5249	ZNF555	chr19:2841444-2860471|+|ZNF555
chr19:2836297-2836323|Enhancer	chr19	2836297	2836323	Enhancer	5134	ZNF555	chr19:2841444-2860471|+|ZNF555
chr19:2883996-2884143|Enhancer	chr19	2883996	2884143	Enhancer	8477	AC006130.2	chr19:2874950-2875592|-|AC006130.2
chr19:2884399-2884512|Enhancer	chr19	2884399	2884512	Enhancer	8863	AC006130.2	chr19:2874950-2875592|-|AC006130.2
chr19:2962222-2962395|Enhancer	chr19	2962222	2962395	Enhancer	13273	AC006277.1	chr19:2949035-2950644|+|AC006277.1
chr19:3022710-3023341|Enhancer	chr19	3022710	3023341	Enhancer	24609	TLE2	chr19:2997639-3047635|-|TLE2
chr19:3023518-3023666|Enhancer	chr19	3023518	3023666	Enhancer	24043	TLE2	chr19:2997639-3047635|-|TLE2
chr19:3094271-3094853|Promoter	chr19	3094271	3094853	Promoter	0	GNA11	chr19:3094362-3123999|+|GNA11
chr19:3472245-3473305|Enhancer	chr19	3472245	3473305	Enhancer	7767	SMIM24	chr19:3473986-3480542|-|SMIM24
chr19:3482978-3483099|Promoter	chr19	3482978	3483099	Promoter	407	AC005551.1	chr19:3482804-3483446|-|AC005551.1
chr19:3485140-3485202|Promoter	chr19	3485140	3485202	Promoter	1725	AC005551.1	chr19:3482804-3483446|-|AC005551.1
chr19:3488171-3488663|Enhancer	chr19	3488171	3488663	Enhancer	4971	AC005551.1	chr19:3482804-3483446|-|AC005551.1
chr19:3488789-3489118|Enhancer	chr19	3488789	3489118	Enhancer	5507	AC005551.1	chr19:3482804-3483446|-|AC005551.1
chr19:3520518-3521820|Enhancer	chr19	3520518	3521820	Enhancer	14896	FZR1	chr19:3506273-3538330|+|FZR1
chr19:3535266-3535271|Enhancer	chr19	3535266	3535271	Enhancer	3885	C19orf71	chr19:3539154-3544030|+|C19orf71
chr19:3544961-3546325|Promoter	chr19	3544961	3546325	Promoter	1444	AC005786.3	chr19:3544199-3557569|+|AC005786.3
chr19:3572324-3575385|Promoter	chr19	3572324	3575385	Promoter	0	HMG20B	chr19:3572944-3579083|+|HMG20B
chr19:3586386-3587114|Promoter	chr19	3586386	3587114	Promoter	1272	GIPC3	chr19:3585478-3593541|+|GIPC3
chr19:3618645-3618748|Enhancer	chr19	3618645	3618748	Enhancer	8118	CACTIN	chr19:3610645-3626815|-|CACTIN
chr19:3670230-3672639|Promoter	chr19	3670230	3672639	Promoter	0	AC004637.1	chr19:3672582-3674295|+|AC004637.1
chr19:3699583-3701255|Promoter	chr19	3699583	3701255	Promoter	0	PIP5K1C	chr19:3630183-3700479|-|PIP5K1C
chr19:3705949-3705950|Enhancer	chr19	3705949	3705950	Enhancer	2434	TJP3	chr19:3708384-3750813|+|TJP3
chr19:3821522-3822292|Enhancer	chr19	3821522	3822292	Enhancer	20095	MATK	chr19:3777970-3801812|-|MATK
chr19:3845594-3845609|Enhancer	chr19	3845594	3845609	Enhancer	23436	ZFR2	chr19:3804024-3869038|-|ZFR2
chr19:3845718-3845830|Enhancer	chr19	3845718	3845830	Enhancer	23264	ZFR2	chr19:3804024-3869038|-|ZFR2
chr19:3847751-3850511|Enhancer	chr19	3847751	3850511	Enhancer	19907	ZFR2	chr19:3804024-3869038|-|ZFR2
chr19:3852686-3852981|Enhancer	chr19	3852686	3852981	Enhancer	16204	ZFR2	chr19:3804024-3869038|-|ZFR2
chr19:3899283-3899302|Enhancer	chr19	3899283	3899302	Enhancer	18607	ATCAY	chr19:3880685-3928082|+|ATCAY
chr19:3899526-3899554|Enhancer	chr19	3899526	3899554	Enhancer	18855	ATCAY	chr19:3880685-3928082|+|ATCAY
chr19:3968813-3971176|Promoter	chr19	3968813	3971176	Promoter	0	DAPK3	chr19:3958453-3971099|-|DAPK3
chr19:4029630-4029715|Enhancer	chr19	4029630	4029715	Enhancer	21936	PIAS4	chr19:4007736-4039386|+|PIAS4
chr19:4031289-4031472|Enhancer	chr19	4031289	4031472	Enhancer	23644	PIAS4	chr19:4007736-4039386|+|PIAS4
chr19:4217425-4217585|Enhancer	chr19	4217425	4217585	Enhancer	12018	EBI3	chr19:4229523-4237528|+|EBI3
chr19:4217783-4218004|Enhancer	chr19	4217783	4218004	Enhancer	11629	EBI3	chr19:4229523-4237528|+|EBI3
chr19:4230626-4230723|Promoter	chr19	4230626	4230723	Promoter	1151	EBI3	chr19:4229523-4237528|+|EBI3
chr19:4230894-4231047|Promoter	chr19	4230894	4231047	Promoter	1447	EBI3	chr19:4229523-4237528|+|EBI3
chr19:4292879-4292906|Enhancer	chr19	4292879	4292906	Enhancer	9538	TMIGD2	chr19:4292232-4302431|-|TMIGD2
chr19:4293286-4293370|Enhancer	chr19	4293286	4293370	Enhancer	9103	TMIGD2	chr19:4292232-4302431|-|TMIGD2
chr19:4355326-4355333|Promoter	chr19	4355326	4355333	Promoter	1272	AC007292.3	chr19:4347244-4354057|-|AC007292.3
chr19:4355723-4355793|Promoter	chr19	4355723	4355793	Promoter	1701	AC007292.3	chr19:4347244-4354057|-|AC007292.3
chr19:4432850-4432964|Promoter	chr19	4432850	4432964	Promoter	1973	AC011498.3	chr19:4429689-4430934|-|AC011498.3
chr19:4433039-4433047|Enhancer	chr19	4433039	4433047	Enhancer	2109	AC011498.3	chr19:4429689-4430934|-|AC011498.3
chr19:4521855-4521868|Enhancer	chr19	4521855	4521868	Enhancer	3396	PLIN4	chr19:4502180-4518465|-|PLIN4
chr19:4523050-4523051|Enhancer	chr19	4523050	4523051	Enhancer	4585	PLIN4	chr19:4502180-4518465|-|PLIN4
chr19:4523405-4525278|Enhancer	chr19	4523405	4525278	Enhancer	5876	PLIN4	chr19:4502180-4518465|-|PLIN4
chr19:4558270-4558540|Promoter	chr19	4558270	4558540	Promoter	1279	SEMA6B	chr19:4542593-4559684|-|SEMA6B
chr19:4636368-4636955|Enhancer	chr19	4636368	4636955	Enhancer	2854	TNFAIP8L1	chr19:4639516-4655568|+|TNFAIP8L1
chr19:4692640-4692653|Enhancer	chr19	4692640	4692653	Enhancer	13364	DPP9-AS1	chr19:4679282-4685948|+|DPP9-AS1
chr19:4692909-4692940|Enhancer	chr19	4692909	4692940	Enhancer	13642	DPP9-AS1	chr19:4679282-4685948|+|DPP9-AS1
chr19:5232807-5232819|Enhancer	chr19	5232807	5232819	Enhancer	44921	RPL32P34	chr19:5277734-5278133|+|RPL32P34
chr19:5233059-5233194|Enhancer	chr19	5233059	5233194	Enhancer	44607	RPL32P34	chr19:5277734-5278133|+|RPL32P34
chr19:5759388-5759418|Enhancer	chr19	5759388	5759418	Enhancer	25343	PRR22	chr19:5782960-5784746|-|PRR22
chr19:5759594-5759613|Enhancer	chr19	5759594	5759613	Enhancer	25142	PRR22	chr19:5782960-5784746|-|PRR22
chr19:5803985-5806137|Enhancer	chr19	5803985	5806137	Enhancer	13855	DUS3L	chr19:5785140-5791206|-|DUS3L
chr19:5823428-5825330|Promoter	chr19	5823428	5825330	Promoter	0	NRTN	chr19:5823802-5828324|+|NRTN
chr19:5967992-5968335|Enhancer	chr19	5967992	5968335	Enhancer	9976	RANBP3	chr19:5916139-5978140|-|RANBP3
chr19:5985044-5987024|Enhancer	chr19	5985044	5987024	Enhancer	7631	AC011444.1	chr19:5978403-6020363|+|AC011444.1
chr19:6323048-6323125|Enhancer	chr19	6323048	6323125	Enhancer	10542	ACER1	chr19:6306142-6333629|-|ACER1
chr19:6323293-6323344|Enhancer	chr19	6323293	6323344	Enhancer	10310	ACER1	chr19:6306142-6333629|-|ACER1
chr19:6389228-6389373|Promoter	chr19	6389228	6389373	Promoter	402	MIR6885	chr19:6389638-6389703|-|MIR6885
chr19:6389459-6389531|Promoter	chr19	6389459	6389531	Promoter	208	MIR6885	chr19:6389638-6389703|-|MIR6885
chr19:6460194-6460878|Promoter	chr19	6460194	6460878	Promoter	744	SLC25A23	chr19:6440064-6459792|-|SLC25A23
chr19:6516492-6516760|Enhancer	chr19	6516492	6516760	Enhancer	14288	TUBB4A	chr19:6494319-6502338|-|TUBB4A
chr19:6632140-6633389|Enhancer	chr19	6632140	6633389	Enhancer	37823	TNFSF14	chr19:6661253-6670588|-|TNFSF14
chr19:6767685-6769482|Promoter	chr19	6767685	6769482	Promoter	1148	SH2D3A	chr19:6752160-6767435|-|SH2D3A
chr19:6804420-6804488|Enhancer	chr19	6804420	6804488	Enhancer	31746	VAV1	chr19:6772708-6857366|+|VAV1
chr19:6804560-6804608|Enhancer	chr19	6804560	6804608	Enhancer	31876	VAV1	chr19:6772708-6857366|+|VAV1
chr19:7339596-7339606|Enhancer	chr19	7339596	7339606	Enhancer	9342	AC119396.1	chr19:7348943-7383385|+|AC119396.1
chr19:7339978-7340001|Enhancer	chr19	7339978	7340001	Enhancer	8953	AC119396.1	chr19:7348943-7383385|+|AC119396.1
chr19:7354682-7354923|Enhancer	chr19	7354682	7354923	Enhancer	5859	AC119396.1	chr19:7348943-7383385|+|AC119396.1
chr19:7558301-7558434|Enhancer	chr19	7558301	7558434	Enhancer	24363	PNPLA6	chr19:7534004-7561764|+|PNPLA6
chr19:7558488-7558674|Enhancer	chr19	7558488	7558674	Enhancer	24577	PNPLA6	chr19:7534004-7561764|+|PNPLA6
chr19:7659046-7659130|Enhancer	chr19	7659046	7659130	Enhancer	6629	RPS27AP19	chr19:7665717-7666476|+|RPS27AP19
chr19:7659355-7659401|Enhancer	chr19	7659355	7659401	Enhancer	6339	RPS27AP19	chr19:7665717-7666476|+|RPS27AP19
chr19:7763286-7763370|Promoter	chr19	7763286	7763370	Promoter	179	CLEC4M	chr19:7763149-7769605|+|CLEC4M
chr19:7763427-7763659|Promoter	chr19	7763427	7763659	Promoter	394	CLEC4M	chr19:7763149-7769605|+|CLEC4M
chr19:7800010-7801266|Enhancer	chr19	7800010	7801266	Enhancer	13089	CLEC4GP1	chr19:7787549-7790621|+|CLEC4GP1
chr19:7835967-7836015|Enhancer	chr19	7835967	7836015	Enhancer	5758	EVI5L	chr19:7830233-7864976|+|EVI5L
chr19:7836113-7836349|Enhancer	chr19	7836113	7836349	Enhancer	5998	EVI5L	chr19:7830233-7864976|+|EVI5L
chr19:7944178-7944573|Promoter	chr19	7944178	7944573	Promoter	0	AC010336.8	chr19:7944241-7945400|+|AC010336.8
chr19:8021151-8021352|Enhancer	chr19	8021151	8021352	Enhancer	12522	AC008946.1	chr19:8008729-8016025|+|AC008946.1
chr19:8021530-8021615|Enhancer	chr19	8021530	8021615	Enhancer	12843	AC008946.1	chr19:8008729-8016025|+|AC008946.1
chr19:8084172-8084304|Enhancer	chr19	8084172	8084304	Enhancer	31471	CCL25	chr19:8052767-8062646|+|CCL25
chr19:8085200-8085292|Enhancer	chr19	8085200	8085292	Enhancer	32479	CCL25	chr19:8052767-8062646|+|CCL25
chr19:8128247-8128507|Enhancer	chr19	8128247	8128507	Enhancer	21215	FBN3	chr19:8065402-8149592|-|FBN3
chr19:8128555-8128605|Enhancer	chr19	8128555	8128605	Enhancer	21012	FBN3	chr19:8065402-8149592|-|FBN3
chr19:8154145-8154811|Enhancer	chr19	8154145	8154811	Enhancer	4886	FBN3	chr19:8065402-8149592|-|FBN3
chr19:8158755-8158820|Enhancer	chr19	8158755	8158820	Enhancer	9195	FBN3	chr19:8065402-8149592|-|FBN3
chr19:8200801-8200804|Enhancer	chr19	8200801	8200804	Enhancer	8510	CERS4	chr19:8209313-8262421|+|CERS4
chr19:8200931-8200932|Enhancer	chr19	8200931	8200932	Enhancer	8381	CERS4	chr19:8209313-8262421|+|CERS4
chr19:8251426-8253369|Enhancer	chr19	8251426	8253369	Enhancer	12749	AC022146.2	chr19:8222153-8239648|-|AC022146.2
chr19:8567461-8567551|Enhancer	chr19	8567461	8567551	Enhancer	10071	MYO1F	chr19:8520790-8577577|-|MYO1F
chr19:8567654-8567740|Enhancer	chr19	8567654	8567740	Enhancer	9880	MYO1F	chr19:8520790-8577577|-|MYO1F
chr19:8621945-8622031|Enhancer	chr19	8621945	8622031	Enhancer	8683	LINC01862	chr19:8630671-8638649|+|LINC01862
chr19:8622276-8622323|Enhancer	chr19	8622276	8622323	Enhancer	8371	LINC01862	chr19:8630671-8638649|+|LINC01862
chr19:9314630-9314674|Enhancer	chr19	9314630	9314674	Enhancer	5079	ZNF699	chr19:9294275-9309573|-|ZNF699
chr19:9314791-9314818|Enhancer	chr19	9314791	9314818	Enhancer	5231	ZNF699	chr19:9294275-9309573|-|ZNF699
chr19:9519527-9519754|Promoter	chr19	9519527	9519754	Promoter	1490	AC008567.1	chr19:9518150-9519341|+|AC008567.1
chr19:9520034-9520204|Promoter	chr19	9520034	9520204	Promoter	1969	AC008567.1	chr19:9518150-9519341|+|AC008567.1
chr19:9891654-9891753|Enhancer	chr19	9891654	9891753	Enhancer	44848	OLFM2	chr19:9853718-9936552|-|OLFM2
chr19:9891894-9892061|Enhancer	chr19	9891894	9892061	Enhancer	44574	OLFM2	chr19:9853718-9936552|-|OLFM2
chr19:10074385-10074551|Enhancer	chr19	10074385	10074551	Enhancer	11849	C19orf66	chr19:10086317-10093243|+|C19orf66
chr19:10182582-10182794|Enhancer	chr19	10182582	10182794	Enhancer	12447	DNMT1	chr19:10133346-10195135|-|DNMT1
chr19:10182859-10182998|Enhancer	chr19	10182859	10182998	Enhancer	12206	DNMT1	chr19:10133346-10195135|-|DNMT1
chr19:10245580-10245692|Enhancer	chr19	10245580	10245692	Enhancer	6328	MRPL4	chr19:10251964-10260045|+|MRPL4
chr19:10245931-10246039|Enhancer	chr19	10245931	10246039	Enhancer	5979	MRPL4	chr19:10251964-10260045|+|MRPL4
chr19:10250282-10250325|Promoter	chr19	10250282	10250325	Promoter	1660	MRPL4	chr19:10251964-10260045|+|MRPL4
chr19:10287679-10289839|Promoter	chr19	10287679	10289839	Promoter	0	AC011511.5	chr19:10285801-10289019|-|AC011511.5
chr19:10332262-10337097|Promoter	chr19	10332262	10337097	Promoter	0	AC114271.1,RAVER1	chr19:10333436-10336248|+|AC114271.1,chr19:10316212-10333638|-|RAVER1
chr19:10370207-10370342|Enhancer	chr19	10370207	10370342	Enhancer	10401	TYK2	chr19:10350529-10380676|-|TYK2
chr19:10370538-10370665|Enhancer	chr19	10370538	10370665	Enhancer	10074	TYK2	chr19:10350529-10380676|-|TYK2
chr19:10702056-10702301|Promoter	chr19	10702056	10702301	Promoter	739	QTRT1	chr19:10701439-10713365|+|QTRT1
chr19:10717557-10719923|Promoter	chr19	10717557	10719923	Promoter	0	MIR638,DNM2	chr19:10718404-10718503|+|MIR638,chr19:10718079-10831903|+|DNM2
chr19:10748465-10751245|Enhancer	chr19	10748465	10751245	Enhancer	30399	MIR4748	chr19:10780254-10780335|+|MIR4748
chr19:10819700-10819750|Enhancer	chr19	10819700	10819750	Enhancer	2229	MIR199A1	chr19:10817426-10817496|-|MIR199A1
chr19:10819907-10820122|Enhancer	chr19	10819907	10820122	Enhancer	2518	MIR199A1	chr19:10817426-10817496|-|MIR199A1
chr19:10862860-10864666|Enhancer	chr19	10862860	10864666	Enhancer	7750	CARM1	chr19:10871513-10923070|+|CARM1
chr19:10998910-10999025|Enhancer	chr19	10998910	10999025	Enhancer	12740	RN7SL192P	chr19:11011708-11012006|+|RN7SL192P
chr19:10999193-10999224|Enhancer	chr19	10999193	10999224	Enhancer	12499	RN7SL192P	chr19:11011708-11012006|+|RN7SL192P
chr19:11382932-11384039|Promoter	chr19	11382932	11384039	Promoter	828	EPOR	chr19:11377207-11384314|-|EPOR
chr19:11434860-11435259|Promoter	chr19	11434860	11435259	Promoter	228	PRKCSH	chr19:11435288-11450968|+|PRKCSH
chr19:11440910-11442630|Enhancer	chr19	11440910	11442630	Enhancer	5988	CCDC151	chr19:11420605-11435782|-|CCDC151
chr19:11461008-11461210|Enhancer	chr19	11461008	11461210	Enhancer	19937	ELAVL3	chr19:11451326-11481046|-|ELAVL3
chr19:11461312-11461326|Enhancer	chr19	11461312	11461326	Enhancer	19727	ELAVL3	chr19:11451326-11481046|-|ELAVL3
chr19:11496116-11496775|Promoter	chr19	11496116	11496775	Promoter	823	MIR7974	chr19:11495544-11495622|-|MIR7974
chr19:11551901-11552101|Enhancer	chr19	11551901	11552101	Enhancer	7235	ELOF1	chr19:11551147-11559236|-|ELOF1
chr19:11812254-11812394|Promoter	chr19	11812254	11812394	Promoter	1960	ZNF440	chr19:11814284-11835201|+|ZNF440
chr19:11813681-11813831|Promoter	chr19	11813681	11813831	Promoter	528	ZNF440	chr19:11814284-11835201|+|ZNF440
chr19:11880492-11881688|Enhancer	chr19	11880492	11881688	Enhancer	6694	ZNF69	chr19:11887784-11914329|+|ZNF69
chr19:11884803-11884841|Enhancer	chr19	11884803	11884841	Enhancer	2962	ZNF69	chr19:11887784-11914329|+|ZNF69
chr19:11923820-11924106|Promoter	chr19	11923820	11924106	Promoter	1105	ZNF700	chr19:11925068-11950773|+|ZNF700
chr19:11962663-11964330|Promoter	chr19	11962663	11964330	Promoter	1540	ZNF763	chr19:11965037-11980381|+|ZNF763
chr19:12140524-12141785|Promoter	chr19	12140524	12141785	Promoter	804	ZNF20	chr19:12092843-12140350|-|ZNF20
chr19:12965105-12966625|Promoter	chr19	12965105	12966625	Promoter	0	DAND5	chr19:12965159-12974762|+|DAND5
chr19:12977926-12979015|Enhancer	chr19	12977926	12979015	Enhancer	13311	DAND5	chr19:12965159-12974762|+|DAND5
chr19:12983622-12984110|Enhancer	chr19	12983622	12984110	Enhancer	11742	NFIX	chr19:12995608-13098796|+|NFIX
chr19:13036352-13037223|Enhancer	chr19	13036352	13037223	Enhancer	22276	AC138474.1	chr19:13013662-13014511|-|AC138474.1
chr19:13081805-13082600|Promoter	chr19	13081805	13082600	Promoter	0	AC007787.2	chr19:13081966-13082564|+|AC007787.2
chr19:13104601-13104799|Promoter	chr19	13104601	13104799	Promoter	1833	LYL1	chr19:13099033-13102867|-|LYL1
chr19:13150769-13152989|Promoter	chr19	13150769	13152989	Promoter	1468	IER2	chr19:13150411-13154911|+|IER2
chr19:13226331-13226446|Enhancer	chr19	13226331	13226446	Enhancer	67600	RPL12P42	chr19:13157959-13158788|-|RPL12P42
chr19:13226603-13226822|Enhancer	chr19	13226603	13226822	Enhancer	67924	RPL12P42	chr19:13157959-13158788|-|RPL12P42
chr19:13274684-13274703|Enhancer	chr19	13274684	13274703	Enhancer	115905	RPL12P42	chr19:13157959-13158788|-|RPL12P42
chr19:13275218-13275222|Enhancer	chr19	13275218	13275222	Enhancer	116432	RPL12P42	chr19:13157959-13158788|-|RPL12P42
chr19:13280752-13280795|Enhancer	chr19	13280752	13280795	Enhancer	121985	RPL12P42	chr19:13157959-13158788|-|RPL12P42
chr19:13281047-13281128|Enhancer	chr19	13281047	13281128	Enhancer	122299	RPL12P42	chr19:13157959-13158788|-|RPL12P42
chr19:13756632-13756722|Enhancer	chr19	13756632	13756722	Enhancer	7845	MRI1	chr19:13764522-13774282|+|MRI1
chr19:13756881-13756888|Enhancer	chr19	13756881	13756888	Enhancer	7637	MRI1	chr19:13764522-13774282|+|MRI1
