loopId	mergedAnchorA	mergedAnchorB
loop_chr19-chr19-20788|K562_RAD21_17m	chr19:48046141-48046286|Enhancer	chr19:48046461-48046616|Enhancer
loop_chr19-chr19-20789|K562_RAD21_17m	chr19:38141105-38142586|Enhancer	chr19:38224162-38226172|Enhancer
loop_chr19-chr19-20791|K562_RAD21_17m	chr19:6804420-6804488|Enhancer	chr19:6804560-6804608|Enhancer
loop_chr19-chr19-20793|K562_RAD21_17m	chr19:7763286-7763370|Promoter	chr19:7763427-7763659|Promoter
loop_chr19-chr19-20795|K562_RAD21_17m	chr19:15150493-15150821|Enhancer	chr19:15153886-15154143|Enhancer
loop_chr19-chr19-20796|K562_RAD21_17m	chr19:33724845-33724905|Enhancer	chr19:33724993-33725069|Enhancer
loop_chr19-chr19-20798|K562_RAD21_17m	chr19:7659046-7659130|Enhancer	chr19:7659355-7659401|Enhancer
loop_chr19-chr19-20799|K562_RAD21_17m	chr19:33086938-33086988|Enhancer	chr19:33087018-33087065|Enhancer
loop_chr19-chr19-20800|K562_RAD21_17m	chr19:5759388-5759418|Enhancer	chr19:5759594-5759613|Enhancer
loop_chr19-chr19-20801|K562_RAD21_17m	chr19:45817378-45817995|Enhancer	chr19:45863892-45865754|Promoter
loop_chr19-chr19-20802|K562_RAD21_17m	chr19:14573608-14574348|Promoter	chr19:14889001-14889687|Enhancer
loop_chr19-chr19-20806|K562_RAD21_17m	chr19:11496116-11496775|Promoter	chr19:11551901-11552101|Enhancer
loop_chr19-chr19-20810|K562_RAD21_17m	chr19:39321037-39321065|Promoter	chr19:39324849-39324851|Enhancer
loop_chr19-chr19-20812|K562_RAD21_17m	chr19:17205473-17205778|Enhancer	chr19:17235321-17236043|Enhancer
loop_chr19-chr19-20813|K562_RAD21_17m	chr19:2756741-2756914|Enhancer	chr19:2756982-2757119|Enhancer
loop_chr19-chr19-20814|K562_RAD21_17m	chr19:52880098-52880271|Enhancer	chr19:52880445-52880534|Enhancer
loop_chr19-chr19-20815|K562_RAD21_17m	chr19:2389338-2389563|Enhancer	chr19:2391603-2391727|Enhancer
loop_chr19-chr19-20816|K562_RAD21_17m	chr19:1286769-1286772|Promoter	chr19:1288368-1288371|Enhancer
loop_chr19-chr19-20817|K562_RAD21_17m	chr19:50487081-50487085|Promoter	chr19:50490877-50490878|Enhancer
loop_chr19-chr19-20819|K562_RAD21_17m	chr19:3535266-3535271|Enhancer	chr19:3705949-3705950|Enhancer
loop_chr19-chr19-20820|K562_RAD21_17m	chr19:43549353-43549444|Enhancer	chr19:43549585-43549603|Enhancer
loop_chr19-chr19-20821|K562_RAD21_17m	chr19:40662232-40664172|Enhancer	chr19:40701969-40703275|Enhancer
loop_chr19-chr19-20822|K562_RAD21_17m	chr19:16320153-16320260|Enhancer	chr19:16320537-16320564|Enhancer
loop_chr19-chr19-20823|K562_RAD21_17m	chr19:4523405-4525278|Enhancer	chr19:4636368-4636955|Enhancer
loop_chr19-chr19-20825|K562_RAD21_17m	chr19:55624987-55625166|Promoter	chr19:55631865-55632162|Enhancer
loop_chr19-chr19-20827|K562_RAD21_17m	chr19:33777945-33778984|Enhancer	chr19:34145545-34147527|Enhancer
loop_chr19-chr19-20828|K562_RAD21_17m	chr19:19628516-19628522|Promoter	chr19:19629339-19629340|Promoter
loop_chr19-chr19-20829|K562_RAD21_17m	chr19:47251636-47251656|Enhancer	chr19:47256090-47256101|Promoter
loop_chr19-chr19-20830|K562_RAD21_17m	chr19:33777945-33778984|Enhancer	chr19:34094875-34099886|Enhancer
loop_chr19-chr19-20833|K562_RAD21_17m	chr19:10998910-10999025|Enhancer	chr19:10999193-10999224|Enhancer
loop_chr19-chr19-20834|K562_RAD21_17m	chr19:42574697-42574962|Enhancer	chr19:42575181-42575532|Enhancer
loop_chr19-chr19-20835|K562_RAD21_17m	chr19:39206757-39206927|Enhancer	chr19:39207162-39207505|Enhancer
loop_chr19-chr19-20837|K562_RAD21_17m	chr19:4521855-4521868|Enhancer	chr19:4523050-4523051|Enhancer
loop_chr19-chr19-20838|K562_RAD21_17m	chr19:45200085-45205775|Enhancer	chr19:45246718-45249099|Enhancer
loop_chr19-chr19-20842|K562_RAD21_17m	chr19:47170534-47170572|Enhancer	chr19:47244360-47244536|Enhancer
loop_chr19-chr19-20844|K562_RAD21_17m	chr19:24021116-24021144|Enhancer	chr19:24021269-24021291|Enhancer
loop_chr19-chr19-20845|K562_RAD21_17m	chr19:8084172-8084304|Enhancer	chr19:8085200-8085292|Enhancer
loop_chr19-chr19-20847|K562_RAD21_17m	chr19:46012381-46012466|Enhancer	chr19:46012652-46012677|Enhancer
loop_chr19-chr19-20849|K562_RAD21_17m	chr19:36032900-36032991|Promoter	chr19:36033176-36033253|Promoter
loop_chr19-chr19-20850|K562_RAD21_17m	chr19:8621945-8622031|Enhancer	chr19:8622276-8622323|Enhancer
loop_chr19-chr19-20853|K562_RAD21_17m	chr19:48144928-48145075|Promoter	chr19:48145278-48145308|Promoter
loop_chr19-chr19-20854|K562_RAD21_17m	chr19:43555327-43555555|Promoter	chr19:43652420-43654233|Enhancer
loop_chr19-chr19-20865|K562_RAD21_17m	chr19:45439588-45440050|Enhancer	chr19:45558484-45560356|Enhancer
loop_chr19-chr19-20867|K562_RAD21_17m	chr19:53772964-53773533|Promoter	chr19:53775394-53775805|Promoter
loop_chr19-chr19-20868|K562_RAD21_17m	chr19:47713329-47715861|Promoter	chr19:47729407-47730425|Enhancer
loop_chr19-chr19-20869|K562_RAD21_17m	chr19:50669471-50669771|Enhancer	chr19:50780862-50784874|Enhancer
loop_chr19-chr19-20872|K562_RAD21_17m	chr19:57536775-57536856|Enhancer	chr19:57536961-57537125|Enhancer
loop_chr19-chr19-20874|K562_RAD21_17m	chr19:38095848-38096084|Enhancer	chr19:38097861-38097982|Enhancer
loop_chr19-chr19-20875|K562_RAD21_17m	chr19:4029630-4029715|Enhancer	chr19:4031289-4031472|Enhancer
loop_chr19-chr19-20878|K562_RAD21_17m	chr19:3544961-3546325|Promoter	chr19:3572324-3575385|Promoter
loop_chr19-chr19-20880|K562_RAD21_17m	chr19:58307858-58307939|Enhancer	chr19:58307980-58308107|Enhancer
loop_chr19-chr19-20895|K562_RAD21_17m	chr19:1001525-1001973|Promoter	chr19:1003609-1003814|Promoter
loop_chr19-chr19-20897|K562_RAD21_17m	chr19:28674778-28674874|Enhancer	chr19:28674879-28674986|Enhancer
loop_chr19-chr19-20898|K562_RAD21_17m	chr19:267264-267446|Enhancer	chr19:295147-295405|Enhancer
loop_chr19-chr19-20905|K562_RAD21_17m	chr19:39211396-39212789|Enhancer	chr19:39321665-39323672|Promoter
loop_chr19-chr19-20906|K562_RAD21_17m	chr19:11812254-11812394|Promoter	chr19:11813681-11813831|Promoter
loop_chr19-chr19-20911|K562_RAD21_17m	chr19:55140317-55146987|Enhancer	chr19:55158639-55161457|Promoter
loop_chr19-chr19-20912|K562_RAD21_17m	chr19:17334579-17335304|Promoter	chr19:17337892-17338146|Enhancer
loop_chr19-chr19-20914|K562_RAD21_17m	chr19:56155389-56156778|Enhancer	chr19:56252949-56253596|Enhancer
loop_chr19-chr19-20915|K562_RAD21_17m	chr19:47963168-47965014|Enhancer	chr19:48103082-48103478|Enhancer
loop_chr19-chr19-20916|K562_RAD21_17m	chr19:48107401-48107827|Enhancer	chr19:48255730-48260374|Promoter
loop_chr19-chr19-20930|K562_RAD21_17m	chr19:6323048-6323125|Enhancer	chr19:6323293-6323344|Enhancer
loop_chr19-chr19-20931|K562_RAD21_17m	chr19:11880492-11881688|Enhancer	chr19:11884803-11884841|Enhancer
loop_chr19-chr19-20932|K562_RAD21_17m	chr19:42450441-42450695|Enhancer	chr19:42541838-42543004|Enhancer
loop_chr19-chr19-20934|K562_RAD21_17m	chr19:45021131-45021166|Enhancer	chr19:45021295-45021381|Enhancer
loop_chr19-chr19-20938|K562_RAD21_17m	chr19:35044220-35044571|Enhancer	chr19:35055895-35056217|Enhancer
loop_chr19-chr19-20949|K562_RAD21_17m	chr19:7944178-7944573|Promoter	chr19:8158755-8158820|Enhancer
loop_chr19-chr19-20951|K562_RAD21_17m	chr19:44770721-44771816|Enhancer	chr19:44844911-44845174|Promoter
loop_chr19-chr19-20955|K562_RAD21_17m	chr19:51194674-51194820|Promoter	chr19:51259488-51259606|Promoter
loop_chr19-chr19-20956|K562_RAD21_17m	chr19:28489284-28489703|Enhancer	chr19:28633327-28634094|Promoter
loop_chr19-chr19-20958|K562_RAD21_17m	chr19:5803985-5806137|Enhancer	chr19:5823428-5825330|Promoter
loop_chr19-chr19-20959|K562_RAD21_17m	chr19:32287892-32288030|Enhancer	chr19:32569826-32570488|Enhancer
loop_chr19-chr19-20960|K562_RAD21_17m	chr19:48506282-48507696|Enhancer	chr19:48557188-48560582|Enhancer
loop_chr19-chr19-20980|K562_RAD21_17m	chr19:45523766-45524094|Enhancer	chr19:45526284-45526394|Enhancer
loop_chr19-chr19-20981|K562_RAD21_17m	chr19:32364003-32364143|Enhancer	chr19:32364203-32364494|Enhancer
loop_chr19-chr19-20982|K562_RAD21_17m	chr19:46009778-46009884|Enhancer	chr19:46012830-46013081|Enhancer
loop_chr19-chr19-20985|K562_RAD21_17m	chr19:11880492-11881688|Enhancer	chr19:12140524-12141785|Promoter
loop_chr19-chr19-20986|K562_RAD21_17m	chr19:47295232-47296301|Enhancer	chr19:47414556-47414712|Enhancer
loop_chr19-chr19-20990|K562_RAD21_17m	chr19:48738776-48741547|Promoter	chr19:48783161-48784985|Enhancer
loop_chr19-chr19-20991|K562_RAD21_17m	chr19:1775023-1775611|Enhancer	chr19:1795871-1797971|Enhancer
loop_chr19-chr19-20997|K562_RAD21_17m	chr19:45802788-45802825|Enhancer	chr19:45802978-45803091|Enhancer
loop_chr19-chr19-21008|K562_RAD21_17m	chr19:46399829-46406623|Enhancer	chr19:46430750-46433270|Enhancer
loop_chr19-chr19-21010|K562_RAD21_17m	chr19:44935887-44936503|Enhancer	chr19:44936651-44936735|Enhancer
loop_chr19-chr19-21013|K562_RAD21_17m	chr19:50328787-50328960|Enhancer	chr19:50330709-50330865|Enhancer
loop_chr19-chr19-21014|K562_RAD21_17m	chr19:40549164-40549657|Enhancer	chr19:40634597-40634738|Enhancer
loop_chr19-chr19-21020|K562_RAD21_17m	chr19:40425537-40426188|Promoter	chr19:40431889-40435086|Enhancer
loop_chr19-chr19-21021|K562_RAD21_17m	chr19:10074385-10074551|Enhancer	chr19:10250282-10250325|Promoter
loop_chr19-chr19-21033|K562_RAD21_17m	chr19:48787337-48789616|Enhancer	chr19:49074065-49074396|Promoter
loop_chr19-chr19-21036|K562_RAD21_17m	chr19:52064715-52064820|Promoter	chr19:52065058-52065123|Promoter
loop_chr19-chr19-21038|K562_RAD21_17m	chr19:17395155-17395279|Promoter	chr19:17448247-17449015|Promoter
loop_chr19-chr19-21040|K562_RAD21_17m	chr19:14486545-14488165|Enhancer	chr19:14551415-14551611|Enhancer
loop_chr19-chr19-21043|K562_RAD21_17m	chr19:45675265-45675308|Promoter	chr19:45675599-45675792|Promoter
loop_chr19-chr19-21053|K562_RAD21_17m	chr19:15091872-15093855|Enhancer	chr19:15150493-15150821|Enhancer
loop_chr19-chr19-21059|K562_RAD21_17m	chr19:46395664-46396298|Enhancer	chr19:46430750-46433270|Enhancer
loop_chr19-chr19-21097|K562_RAD21_17m	chr19:10370207-10370342|Enhancer	chr19:10370538-10370665|Enhancer
loop_chr19-chr19-21098|K562_RAD21_17m	chr19:12983622-12984110|Enhancer	chr19:13036352-13037223|Enhancer
loop_chr19-chr19-21108|K562_RAD21_17m	chr19:34838259-34838649|Promoter	chr19:35012728-35013177|Enhancer
loop_chr19-chr19-21113|K562_RAD21_17m	chr19:384026-384403|Enhancer	chr19:480274-480544|Enhancer
loop_chr19-chr19-21122|K562_RAD21_17m	chr19:52735184-52735837|Promoter	chr19:53019824-53019894|Enhancer
loop_chr19-chr19-21144|K562_RAD21_17m	chr19:13869391-13869827|Enhancer	chr19:13872680-13873642|Promoter
loop_chr19-chr19-21166|K562_RAD21_17m	chr19:1826027-1827029|Enhancer	chr19:1836962-1838291|Enhancer
loop_chr19-chr19-21169|K562_RAD21_17m	chr19:49506728-49506825|Enhancer	chr19:49678100-49678467|Enhancer
loop_chr19-chr19-21184|K562_RAD21_17m	chr19:3852686-3852981|Enhancer	chr19:3968813-3971176|Promoter
loop_chr19-chr19-21197|K562_RAD21_17m	chr19:38348070-38348152|Enhancer	chr19:38348212-38348366|Enhancer
loop_chr19-chr19-21199|K562_RAD21_17m	chr19:45820482-45820688|Enhancer	chr19:45820767-45821016|Enhancer
loop_chr19-chr19-21200|K562_RAD21_17m	chr19:1601647-1601930|Enhancer	chr19:1602058-1602442|Enhancer
loop_chr19-chr19-21201|K562_RAD21_17m	chr19:50625507-50625647|Enhancer	chr19:50625658-50626025|Enhancer
loop_chr19-chr19-21204|K562_RAD21_17m	chr19:41075014-41075071|Promoter	chr19:41075182-41075493|Promoter
loop_chr19-chr19-21205|K562_RAD21_17m	chr19:10182582-10182794|Enhancer	chr19:10182859-10182998|Enhancer
loop_chr19-chr19-21209|K562_RAD21_17m	chr19:1973972-1974249|Enhancer	chr19:1974340-1974482|Enhancer
loop_chr19-chr19-21210|K562_RAD21_17m	chr19:28540906-28541105|Enhancer	chr19:28541162-28541507|Enhancer
loop_chr19-chr19-21212|K562_RAD21_17m	chr19:38173981-38174143|Enhancer	chr19:38174253-38174360|Enhancer
loop_chr19-chr19-21215|K562_RAD21_17m	chr19:53779902-53780037|Enhancer	chr19:53780129-53780472|Enhancer
loop_chr19-chr19-21218|K562_RAD21_17m	chr19:18176393-18176471|Enhancer	chr19:18176577-18176740|Enhancer
loop_chr19-chr19-21220|K562_RAD21_17m	chr19:720593-720817|Enhancer	chr19:720835-720985|Enhancer
loop_chr19-chr19-21222|K562_RAD21_17m	chr19:1399667-1399738|Promoter	chr19:1399868-1399973|Promoter
loop_chr19-chr19-21225|K562_RAD21_17m	chr19:2667464-2667729|Enhancer	chr19:2667742-2667826|Enhancer
loop_chr19-chr19-21227|K562_RAD21_17m	chr19:41184758-41184876|Enhancer	chr19:41184961-41185104|Enhancer
loop_chr19-chr19-21230|K562_RAD21_17m	chr19:35868493-35869662|Promoter	chr19:35869718-35869831|Promoter
loop_chr19-chr19-21231|K562_RAD21_17m	chr19:34111189-34111310|Enhancer	chr19:34111380-34111687|Enhancer
loop_chr19-chr19-21233|K562_RAD21_17m	chr19:55278559-55278614|Promoter	chr19:55278788-55278959|Promoter
loop_chr19-chr19-21235|K562_RAD21_17m	chr19:2745919-2745981|Enhancer	chr19:2746150-2746405|Enhancer
loop_chr19-chr19-21238|K562_RAD21_17m	chr19:46119963-46120154|Enhancer	chr19:46120294-46120533|Enhancer
loop_chr19-chr19-21240|K562_RAD21_17m	chr19:53604079-53604173|Enhancer	chr19:53604247-53604513|Enhancer
loop_chr19-chr19-21241|K562_RAD21_17m	chr19:4355326-4355333|Promoter	chr19:4355723-4355793|Promoter
loop_chr19-chr19-21244|K562_RAD21_17m	chr19:17225124-17225149|Promoter	chr19:17225413-17225452|Promoter
loop_chr19-chr19-21245|K562_RAD21_17m	chr19:50550731-50550734|Enhancer	chr19:50551062-50551067|Enhancer
loop_chr19-chr19-21248|K562_RAD21_17m	chr19:14266311-14266471|Enhancer	chr19:14266589-14266797|Enhancer
loop_chr19-chr19-21249|K562_RAD21_17m	chr19:5232807-5232819|Enhancer	chr19:5233059-5233194|Enhancer
loop_chr19-chr19-21254|K562_RAD21_17m	chr19:48109543-48109649|Promoter	chr19:48109862-48109929|Promoter
loop_chr19-chr19-21255|K562_RAD21_17m	chr19:46876643-46876786|Enhancer	chr19:46876853-46876973|Enhancer
loop_chr19-chr19-21258|K562_RAD21_17m	chr19:39524191-39524220|Enhancer	chr19:39524374-39524487|Enhancer
loop_chr19-chr19-21259|K562_RAD21_17m	chr19:34094875-34099886|Enhancer	chr19:34094875-34099886|Enhancer
loop_chr19-chr19-21260|K562_RAD21_17m	chr19:6389228-6389373|Promoter	chr19:6389459-6389531|Promoter
loop_chr19-chr19-21261|K562_RAD21_17m	chr19:1229840-1230027|Enhancer	chr19:1230110-1230229|Enhancer
loop_chr19-chr19-21262|K562_RAD21_17m	chr19:30065215-30065269|Enhancer	chr19:30065507-30065543|Enhancer
loop_chr19-chr19-21263|K562_RAD21_17m	chr19:44550950-44551493|Enhancer	chr19:44552240-44552546|Enhancer
loop_chr19-chr19-21264|K562_RAD21_17m	chr19:11461008-11461210|Enhancer	chr19:11461312-11461326|Enhancer
loop_chr19-chr19-21265|K562_RAD21_17m	chr19:3022710-3023341|Enhancer	chr19:3023518-3023666|Enhancer
loop_chr19-chr19-21266|K562_RAD21_17m	chr19:53593347-53593503|Enhancer	chr19:53593526-53593903|Enhancer
loop_chr19-chr19-21268|K562_RAD21_17m	chr19:51091576-51091624|Enhancer	chr19:51091893-51091946|Enhancer
loop_chr19-chr19-21269|K562_RAD21_17m	chr19:44881375-44881676|Enhancer	chr19:44881867-44881915|Enhancer
loop_chr19-chr19-21271|K562_RAD21_17m	chr19:17965267-17965576|Enhancer	chr19:17965650-17965791|Enhancer
loop_chr19-chr19-21276|K562_RAD21_17m	chr19:48765495-48765665|Enhancer	chr19:48765788-48765840|Enhancer
loop_chr19-chr19-21280|K562_RAD21_17m	chr19:22330722-22330848|Enhancer	chr19:22330919-22331006|Enhancer
loop_chr19-chr19-21281|K562_RAD21_17m	chr19:4230626-4230723|Promoter	chr19:4230894-4231047|Promoter
loop_chr19-chr19-21282|K562_RAD21_17m	chr19:515724-515768|Enhancer	chr19:516073-516139|Enhancer
loop_chr19-chr19-21285|K562_RAD21_17m	chr19:51649094-51649138|Promoter	chr19:51649333-51649469|Promoter
loop_chr19-chr19-21286|K562_RAD21_17m	chr19:559421-559529|Enhancer	chr19:559705-559714|Enhancer
loop_chr19-chr19-21287|K562_RAD21_17m	chr19:55644803-55644807|Enhancer	chr19:55644979-55645041|Enhancer
loop_chr19-chr19-21290|K562_RAD21_17m	chr19:3488171-3488663|Enhancer	chr19:3488789-3489118|Enhancer
loop_chr19-chr19-21291|K562_RAD21_17m	chr19:28932045-28932080|Enhancer	chr19:28932191-28932227|Enhancer
loop_chr19-chr19-21292|K562_RAD21_17m	chr19:16693491-16693578|Enhancer	chr19:16693667-16693848|Enhancer
loop_chr19-chr19-21296|K562_RAD21_17m	chr19:35217695-35217734|Enhancer	chr19:35217782-35217798|Enhancer
loop_chr19-chr19-21297|K562_RAD21_17m	chr19:7835967-7836015|Enhancer	chr19:7836113-7836349|Enhancer
loop_chr19-chr19-21301|K562_RAD21_17m	chr19:14319642-14319711|Enhancer	chr19:14319923-14320008|Enhancer
loop_chr19-chr19-21304|K562_RAD21_17m	chr19:8567461-8567551|Enhancer	chr19:8567654-8567740|Enhancer
loop_chr19-chr19-21305|K562_RAD21_17m	chr19:915002-915048|Promoter	chr19:915218-915248|Promoter
loop_chr19-chr19-21307|K562_RAD21_17m	chr19:13756632-13756722|Enhancer	chr19:13756881-13756888|Enhancer
loop_chr19-chr19-21310|K562_RAD21_17m	chr19:51088094-51088173|Enhancer	chr19:51088379-51088445|Enhancer
loop_chr19-chr19-21311|K562_RAD21_17m	chr19:53542117-53542144|Enhancer	chr19:53542331-53542423|Enhancer
loop_chr19-chr19-21312|K562_RAD21_17m	chr19:2883996-2884143|Enhancer	chr19:2884399-2884512|Enhancer
loop_chr19-chr19-21313|K562_RAD21_17m	chr19:55450792-55450800|Enhancer	chr19:55450901-55451020|Enhancer
loop_chr19-chr19-21315|K562_RAD21_17m	chr19:2836175-2836214|Enhancer	chr19:2836297-2836323|Enhancer
loop_chr19-chr19-21316|K562_RAD21_17m	chr19:7339596-7339606|Enhancer	chr19:7339978-7340001|Enhancer
loop_chr19-chr19-21317|K562_RAD21_17m	chr19:24002392-24002437|Enhancer	chr19:24002723-24002785|Promoter
loop_chr19-chr19-21318|K562_RAD21_17m	chr19:1161756-1161850|Enhancer	chr19:1161958-1161979|Enhancer
loop_chr19-chr19-21319|K562_RAD21_17m	chr19:43753441-43753554|Promoter	chr19:43753697-43753744|Promoter
loop_chr19-chr19-21320|K562_RAD21_17m	chr19:29595714-29595801|Enhancer	chr19:29595891-29596002|Enhancer
loop_chr19-chr19-21321|K562_RAD21_17m	chr19:3845594-3845609|Enhancer	chr19:3845718-3845830|Enhancer
loop_chr19-chr19-21322|K562_RAD21_17m	chr19:42037488-42037679|Enhancer	chr19:42037842-42037991|Enhancer
loop_chr19-chr19-21324|K562_RAD21_17m	chr19:9314630-9314674|Enhancer	chr19:9314791-9314818|Enhancer
loop_chr19-chr19-21325|K562_RAD21_17m	chr19:18542367-18542368|Promoter	chr19:18542597-18542602|Promoter
loop_chr19-chr19-21327|K562_RAD21_17m	chr19:1594455-1594842|Promoter	chr19:1594948-1594972|Enhancer
loop_chr19-chr19-21328|K562_RAD21_17m	chr19:18123012-18123042|Enhancer	chr19:18123217-18123327|Enhancer
loop_chr19-chr19-21329|K562_RAD21_17m	chr19:18189402-18189486|Enhancer	chr19:18189729-18189960|Enhancer
loop_chr19-chr19-21330|K562_RAD21_17m	chr19:13274684-13274703|Enhancer	chr19:13275218-13275222|Enhancer
loop_chr19-chr19-21331|K562_RAD21_17m	chr19:2709122-2709123|Enhancer	chr19:2709281-2709294|Enhancer
loop_chr19-chr19-21332|K562_RAD21_17m	chr19:4292879-4292906|Enhancer	chr19:4293286-4293370|Enhancer
