loopId	typeAnchorA	typeAnchorB	nearestDistanceToGeneAnchorA	nearestDistanceToGeneAnchorB	nearestTargetGeneAnchorA	nearestTargetGeneAnchorB
loop_chr19-chr19-20861|K562_RAD21_17m|loop_chr19-chr19-10687|GM12878_RAD21_17m	Promoter	Enhancer	0	12629	chr19:18001132-18014102|+|ARRDC2	chr19:18048637-18049090|+|RPS18P13
loop_chr19-chr19-20863|K562_RAD21_17m|loop_chr19-chr19-10693|GM12878_RAD21_17m	Promoter	Enhancer	1348	4286	chr19:14566078-14572066|-|NDUFB7	chr19:14619117-14690027|-|ADGRE3
loop_chr19-chr19-20876|K562_RAD21_17m|loop_chr19-chr19-10682|GM12878_RAD21_17m	Enhancer	Enhancer	5159	8962	chr19:2641838-2643853|-|AC092068.3	chr19:2717769-2740048|-|AC006538.2
loop_chr19-chr19-20883|K562_RAD21_17m|loop_chr19-chr19-10663|GM12878_RAD21_17m	Enhancer	Enhancer	4701	12864	chr19:49933064-49933137|+|MIR4751	chr19:49969673-49975814|+|SIGLEC16
loop_chr19-chr19-20889|K562_RAD21_17m|loop_chr19-chr19-10664|GM12878_RAD21_17m	Enhancer	Enhancer	2212	19804	chr19:35351552-35353862|+|FFAR1	chr19:35448301-35451767|+|FFAR2
loop_chr19-chr19-20907|K562_RAD21_17m|loop_chr19-chr19-10694|GM12878_RAD21_17m	Enhancer	Promoter	4962	0	chr19:12559571-12561105|+|PGK1P2	chr19:12670079-12671023|-|AC010422.7
loop_chr19-chr19-20922|K562_RAD21_17m|loop_chr19-chr19-10718|GM12878_RAD21_17m	Enhancer	Enhancer	8087	12058	chr19:34956354-34964229|-|ZNF792	chr19:35014961-35025335|-|AC020907.4
loop_chr19-chr19-20950|K562_RAD21_17m|loop_chr19-chr19-10678|GM12878_RAD21_17m	Enhancer	Promoter	25707	0	chr19:42086110-42132478|-|POU2F2	chr19:42132555-42137099|+|AC010247.1,chr19:42086110-42132478|-|POU2F2,chr19:42133445-42133513|-|MIR4323
loop_chr19-chr19-20957|K562_RAD21_17m|loop_chr19-chr19-10695|GM12878_RAD21_17m	Enhancer	Enhancer	10260	11234	chr19:46719511-46746994|-|STRN4	chr19:46838136-46850992|-|AP2S1
loop_chr19-chr19-21004|K562_RAD21_17m|loop_chr19-chr19-10755|GM12878_RAD21_17m	Promoter	Enhancer	0	24597	chr19:6737925-6751530|+|TRIP10	chr19:6887566-6940459|+|ADGRE1
loop_chr19-chr19-21026|K562_RAD21_17m|loop_chr19-chr19-10671|GM12878_RAD21_17m	Promoter	Promoter	0	0	chr19:2476127-2478257|+|GADD45B	chr19:2610155-2611862|-|AC092068.2
loop_chr19-chr19-21035|K562_RAD21_17m|loop_chr19-chr19-10661|GM12878_RAD21_17m	Promoter	Promoter	0	0	chr19:11551147-11559236|-|ELOF1	chr19:11585246-11587135|+|GAPDHP76
loop_chr19-chr19-21050|K562_RAD21_17m|loop_chr19-chr19-10723|GM12878_RAD21_17m	Enhancer	Enhancer	23290	31366	chr19:42086110-42132478|-|POU2F2	chr19:42152569-42157523|+|AC010247.2
loop_chr19-chr19-21073|K562_RAD21_17m|loop_chr19-chr19-10737|GM12878_RAD21_17m	Enhancer	Enhancer	15370	13092	chr19:4791745-4795555|-|AC005523.2	chr19:4838332-4838907|+|AC027319.1
loop_chr19-chr19-21077|K562_RAD21_17m|loop_chr19-chr19-10656|GM12878_RAD21_17m	Promoter	Enhancer	0	2968	chr19:35881890-35882153|+|RN7SL402P	chr19:35935550-35945767|+|LRFN3
loop_chr19-chr19-21087|K562_RAD21_17m|loop_chr19-chr19-10699|GM12878_RAD21_17m	Enhancer	Enhancer	8775	4825	chr19:19119169-19138493|-|TMEM161A	chr19:19145567-19170289|-|MEF2B
loop_chr19-chr19-21088|K562_RAD21_17m|loop_chr19-chr19-10776|GM12878_RAD21_17m	Promoter	Promoter	0	0	chr19:18279760-18281622|-|JUND,chr19:18282077-18282161|+|MIR3188	chr19:18306230-18323274|-|LSM4
loop_chr19-chr19-21111|K562_RAD21_17m|loop_chr19-chr19-10759|GM12878_RAD21_17m	Promoter	Enhancer	0	10368	chr19:18386562-18386634|+|MIR3189,chr19:18386158-18389176|+|GDF15	chr19:18419336-18434562|+|SSBP4
loop_chr19-chr19-21127|K562_RAD21_17m|loop_chr19-chr19-10729|GM12878_RAD21_17m	Enhancer	Enhancer	10108	5673	chr19:46390515-46390852|-|AC007193.3	chr19:46494508-46496502|+|AC011484.1
loop_chr19-chr19-21131|K562_RAD21_17m|loop_chr19-chr19-10681|GM12878_RAD21_17m	Enhancer	Promoter	3775	0	chr19:13877247-13880750|+|NANOS3	chr19:14073361-14073479|+|MIR1199,chr19:14072536-14075062|+|MISP3
loop_chr19-chr19-21142|K562_RAD21_17m|loop_chr19-chr19-10659|GM12878_RAD21_17m	Enhancer	Enhancer	4858	5394	chr19:44632199-44718685|-|AC243964.2	chr19:44765148-44765464|+|AC092066.1
loop_chr19-chr19-21158|K562_RAD21_17m|loop_chr19-chr19-10822|GM12878_RAD21_17m	Enhancer	Enhancer	13102	35864	chr19:6531026-6535924|+|TNFSF9	chr19:6661253-6670588|-|TNFSF14
loop_chr19-chr19-21510|K562_RAD21_17m|loop_chr19-chr19-10692|GM12878_RAD21_17m	Enhancer	Enhancer	19347	25309	chr19:19385833-19508931|+|GATAD2A	chr19:19514219-19515685|-|TSSK6
loop_chr19-chr19-21518|K562_RAD21_17m|loop_chr19-chr19-10788|GM12878_RAD21_17m	Enhancer	Promoter	11196	0	chr19:12763003-12775620|-|HOOK2	chr19:12796823-12801849|+|AC018761.2
loop_chr19-chr19-21549|K562_RAD21_17m|loop_chr19-chr19-10838|GM12878_RAD21_17m	Enhancer	Promoter	3717	0	chr19:49388249-49417990|+|CCDC155	chr19:49474215-49486231|+|FLT3LG
loop_chr19-chr19-21585|K562_RAD21_17m|loop_chr19-chr19-10711|GM12878_RAD21_17m	Enhancer	Enhancer	45227	5007	chr19:16283361-16293575|-|AC020911.2	chr19:16412684-16413576|+|AC020917.1
loop_chr19-chr19-21631|K562_RAD21_17m|loop_chr19-chr19-10728|GM12878_RAD21_17m	Promoter	Enhancer	0	6924	chr19:15380050-15419026|-|AKAP8L	chr19:15564074-15584709|+|CYP4F23P
loop_chr19-chr19-21789|K562_RAD21_17m|loop_chr19-chr19-10658|GM12878_RAD21_17m	Enhancer	Promoter	8476	0	chr19:42428288-42443048|-|CXCL17	chr19:42507304-42528481|-|CEACAM1
loop_chr19-chr19-10670|GM12878_RAD21_17m	Enhancer	Promoter	23744	0	chr19:35090930-35107316|+|AC020907.1	chr19:35090930-35107316|+|AC020907.1
loop_chr19-chr19-10684|GM12878_RAD21_17m	Promoter	Enhancer	1388	7031	chr19:39553034-39555356|+|AC011500.2	chr19:39679374-39686373|+|AC005515.1
loop_chr19-chr19-10691|GM12878_RAD21_17m	Enhancer	Enhancer	27548	6865	chr19:40665905-40690651|-|NUMBL	chr19:40818414-40826772|-|CYP2F2P
loop_chr19-chr19-10709|GM12878_RAD21_17m	Promoter	Promoter	1936	0	chr19:12884422-12887199|-|KLF1	chr19:12965159-12974762|+|DAND5
loop_chr19-chr19-10714|GM12878_RAD21_17m	Enhancer	Promoter	2841	0	chr19:19528861-19537581|+|YJEFN3	chr19:19629476-19643657|-|GMIP
loop_chr19-chr19-10716|GM12878_RAD21_17m	Enhancer	Promoter	3913	0	chr19:12064731-12081565|+|ZNF844	chr19:12092843-12140350|-|ZNF20
loop_chr19-chr19-10719|GM12878_RAD21_17m	Enhancer	Enhancer	13793	27255	chr19:29698886-29715789|-|C19orf12	chr19:29901696-29901869|-|AC008798.1
loop_chr19-chr19-10721|GM12878_RAD21_17m	Promoter	Promoter	0	0	chr19:2236824-2248655|+|SF3A2,chr19:2235829-2235926|-|MIR6789,chr19:2230084-2237704|-|PLEKHJ1	chr19:2269525-2341172|+|AC005258.1,chr19:2269520-2273490|+|OAZ1
loop_chr19-chr19-10727|GM12878_RAD21_17m	Enhancer	Enhancer	5737	8040	chr19:18588725-18592336|+|REX1BD	chr19:18683678-18782333|+|CRTC1
loop_chr19-chr19-10730|GM12878_RAD21_17m	Enhancer	Promoter	4030	0	chr19:29606283-29617237|+|POP4	chr19:29698886-29715789|-|C19orf12
loop_chr19-chr19-10731|GM12878_RAD21_17m	Enhancer	Enhancer	14877	16063	chr19:17511649-17521288|+|AC010618.1	chr19:17589595-17590071|-|AC010618.2
loop_chr19-chr19-10732|GM12878_RAD21_17m	Promoter	Enhancer	1352	8090	chr19:10391133-10403542|-|CDC37	chr19:10416773-10469630|+|AC011529.1
loop_chr19-chr19-10734|GM12878_RAD21_17m	Enhancer	Promoter	6906	0	chr19:42472875-42473009|+|RNU4-60P	chr19:42507304-42528481|-|CEACAM1
loop_chr19-chr19-10744|GM12878_RAD21_17m	Promoter	Enhancer	0	11646	chr19:7680833-7687703|+|TRAPPC5	chr19:7787549-7790621|+|CLEC4GP1
loop_chr19-chr19-10745|GM12878_RAD21_17m	Enhancer	Enhancer	19234	26646	chr19:40121311-40122168|-|VN1R96P	chr19:40191426-40215575|+|MAP3K10
loop_chr19-chr19-10748|GM12878_RAD21_17m	Enhancer	Enhancer	57222	25415	chr19:33373709-33382686|+|CEBPG	chr19:33796862-33815763|+|KCTD15
loop_chr19-chr19-10750|GM12878_RAD21_17m	Enhancer	Enhancer	26604	11804	chr19:13206442-13624489|-|CACNA1A	chr19:13874699-13874808|+|MIR181C
loop_chr19-chr19-10752|GM12878_RAD21_17m	Enhancer	Promoter	10260	1265	chr19:49555711-49580572|-|NOSIP	chr19:49682117-49682195|+|MIR5088
loop_chr19-chr19-10773|GM12878_RAD21_17m	Enhancer	Enhancer	4840	63718	chr19:4838341-4867694|-|PLIN3	chr19:4969113-5153598|+|KDM4B
loop_chr19-chr19-10774|GM12878_RAD21_17m	Enhancer	Enhancer	15048	19021	chr19:17719480-17734513|+|MAP1S	chr19:17747718-17788568|+|FCHO1
loop_chr19-chr19-10777|GM12878_RAD21_17m	Enhancer	Enhancer	13444	10420	chr19:2949035-2950644|+|AC006277.1	chr19:3118665-3119304|-|AC005262.2
loop_chr19-chr19-10781|GM12878_RAD21_17m	Enhancer	Enhancer	4074	20916	chr19:35424062-35424652|-|AC002511.2	chr19:35448301-35451767|+|FFAR2
loop_chr19-chr19-10782|GM12878_RAD21_17m	Enhancer	Promoter	3586	1809	chr19:51155288-51155624|-|AC063977.7	chr19:51167328-51173524|+|SIGLEC17P
loop_chr19-chr19-10783|GM12878_RAD21_17m	Enhancer	Enhancer	4622	4985	chr19:2100988-2151566|-|AP3D1	chr19:2269525-2341172|+|AC005258.1
loop_chr19-chr19-10786|GM12878_RAD21_17m	Enhancer	Enhancer	19923	7721	chr19:7348943-7383385|+|AC119396.1	chr19:7348943-7383385|+|AC119396.1
loop_chr19-chr19-10793|GM12878_RAD21_17m	Enhancer	Promoter	6548	0	chr19:4363789-4364640|+|AC007292.1	chr19:4402640-4443397|+|CHAF1A,chr19:4360370-4400547|-|SH3GL1
loop_chr19-chr19-10795|GM12878_RAD21_17m	Enhancer	Enhancer	5167	8828	chr19:4838341-4867694|-|PLIN3	chr19:4903080-4962154|+|UHRF1
loop_chr19-chr19-10799|GM12878_RAD21_17m	Enhancer	Promoter	5446	0	chr19:46709293-46709345|-|MIR320E	chr19:46728603-46732700|+|AC008635.1
loop_chr19-chr19-10801|GM12878_RAD21_17m	Enhancer	Enhancer	36370	101989	chr19:13157959-13158788|-|RPL12P42	chr19:13157959-13158788|-|RPL12P42
loop_chr19-chr19-10803|GM12878_RAD21_17m	Enhancer	Enhancer	3583	8809	chr19:10566462-10569059|-|CDKN2D	chr19:10651862-10653844|-|ILF3-DT
loop_chr19-chr19-10805|GM12878_RAD21_17m	Enhancer	Enhancer	10756	3857	chr19:17795110-17813082|+|B3GNT3	chr19:17859910-17864153|+|RPL18A
loop_chr19-chr19-10812|GM12878_RAD21_17m	Enhancer	Enhancer	3151	5126	chr19:35540738-35546029|-|TMEM147-AS1	chr19:35597907-35601501|+|LINC01766
loop_chr19-chr19-10814|GM12878_RAD21_17m	Enhancer	Enhancer	3295	10232	chr19:46719511-46746994|-|STRN4	chr19:46838136-46850992|-|AP2S1
loop_chr19-chr19-10819|GM12878_RAD21_17m	Enhancer	Enhancer	5006	5127	chr19:48793152-48793258|-|RNU6-317P	chr19:48813018-48836510|-|HSD17B14
loop_chr19-chr19-10827|GM12878_RAD21_17m	Promoter	Enhancer	0	17645	chr19:18279760-18281622|-|JUND	chr19:18306230-18323274|-|LSM4
loop_chr19-chr19-10830|GM12878_RAD21_17m	Enhancer	Enhancer	2693	8706	chr19:39125782-39182816|+|PAK4	chr19:39196964-39201884|+|NCCRP1
loop_chr19-chr19-10839|GM12878_RAD21_17m	Promoter	Enhancer	1856	4728	chr19:35888241-35902303|-|AD000864.1	chr19:35935550-35945767|+|LRFN3
loop_chr19-chr19-10840|GM12878_RAD21_17m	Enhancer	Enhancer	5661	15577	chr19:18588725-18592336|+|REX1BD	chr19:18831938-18868236|+|UPF1
loop_chr19-chr19-10842|GM12878_RAD21_17m	Promoter	Enhancer	0	2954	chr19:39679374-39686373|+|AC005515.1	chr19:39704481-39709444|+|LGALS14
loop_chr19-chr19-10843|GM12878_RAD21_17m	Enhancer	Promoter	16288	1286	chr19:45507479-45526983|+|VASP	chr19:45606994-45645629|-|EML2
loop_chr19-chr19-10849|GM12878_RAD21_17m	Promoter	Enhancer	805	24789	chr19:29665459-29675477|+|PLEKHF1	chr19:29698886-29715789|-|C19orf12
loop_chr19-chr19-10851|GM12878_RAD21_17m	Enhancer	Enhancer	8257	5128	chr19:18153163-18170532|+|PIK3R2	chr19:18173813-18178117|+|IFI30
loop_chr19-chr19-10856|GM12878_RAD21_17m	Promoter	Promoter	0	0	chr19:51340695-51344116|+|AC008750.3,chr19:51331818-51342124|-|VSIG10L	chr19:51442379-51442650|+|AC020914.5
loop_chr19-chr19-10857|GM12878_RAD21_17m	Enhancer	Enhancer	7993	3159	chr19:4542593-4559684|-|SEMA6B	chr19:4639516-4655568|+|TNFAIP8L1
loop_chr19-chr19-10858|GM12878_RAD21_17m	Promoter	Enhancer	0	3597	chr19:10718079-10831903|+|DNM2	chr19:10780254-10780335|+|MIR4748
loop_chr19-chr19-10859|GM12878_RAD21_17m	Promoter	Enhancer	0	3154	chr19:8413270-8439017|+|MARCH2	chr19:8490056-8502640|-|PRAM1
loop_chr19-chr19-10861|GM12878_RAD21_17m	Enhancer	Enhancer	10599	3306	chr19:46719511-46746994|-|STRN4	chr19:46826895-46828440|-|AC008622.1
loop_chr19-chr19-10869|GM12878_RAD21_17m	Enhancer	Promoter	2871	0	chr19:49429401-49442360|-|SLC17A7	chr19:49474215-49486231|+|FLT3LG
loop_chr19-chr19-10873|GM12878_RAD21_17m	Enhancer	Enhancer	2727	3829	chr19:2250639-2250718|+|MIR4321	chr19:2269525-2341172|+|AC005258.1
loop_chr19-chr19-10875|GM12878_RAD21_17m	Enhancer	Enhancer	13271	24841	chr19:16356329-16358327|-|AC020917.4	chr19:16356329-16358327|-|AC020917.4
loop_chr19-chr19-10876|GM12878_RAD21_17m	Enhancer	Enhancer	11235	17219	chr19:46390515-46390852|-|AC007193.3	chr19:46491191-46496498|-|PNMA8B
loop_chr19-chr19-10878|GM12878_RAD21_17m	Promoter	Enhancer	1560	14417	chr19:35351552-35353862|+|FFAR1	chr19:35448301-35451767|+|FFAR2
loop_chr19-chr19-10881|GM12878_RAD21_17m	Enhancer	Enhancer	8349	7793	chr19:51599289-51600470|+|AC018755.1	chr19:51648862-51649610|+|RPL7P51
loop_chr19-chr19-10882|GM12878_RAD21_17m	Promoter	Promoter	0	0	chr19:48296457-48320075|-|CCDC114	chr19:48382575-48391551|-|KDELR1
loop_chr19-chr19-10883|GM12878_RAD21_17m	Enhancer	Enhancer	9463	11578	chr19:27983032-27983332|-|AC005357.1	chr19:28294093-28313500|-|AC020905.1
loop_chr19-chr19-10887|GM12878_RAD21_17m	Promoter	Enhancer	0	6349	chr19:41859918-41872926|+|RPS19	chr19:41907705-41928516|-|AC010616.1
loop_chr19-chr19-10893|GM12878_RAD21_17m	Enhancer	Enhancer	29706	7430	chr19:49255472-49256102|-|SLC6A21P	chr19:49308797-49308868|-|MIR4324
loop_chr19-chr19-10895|GM12878_RAD21_17m	Enhancer	Promoter	17160	0	chr19:47403124-47419523|-|MEIS3	chr19:47745546-47757058|+|NOP53
loop_chr19-chr19-10897|GM12878_RAD21_17m	Promoter	Enhancer	0	4781	chr19:2610155-2611862|-|AC092068.2	chr19:2631954-2632849|+|AC092068.1
loop_chr19-chr19-10903|GM12878_RAD21_17m	Enhancer	Enhancer	23295	10648	chr19:42086110-42132478|-|POU2F2	chr19:42086110-42132478|-|POU2F2
loop_chr19-chr19-10906|GM12878_RAD21_17m	Enhancer	Enhancer	4726	12204	chr19:51468360-51468636|-|AC020914.3	chr19:51648862-51649610|+|RPL7P51
loop_chr19-chr19-10907|GM12878_RAD21_17m	Enhancer	Enhancer	7904	19205	chr19:2163933-2232578|+|DOT1L	chr19:2163933-2232578|+|DOT1L
loop_chr19-chr19-10908|GM12878_RAD21_17m	Promoter	Promoter	0	0	chr19:11965037-11980381|+|ZNF763	chr19:11987641-12078106|+|AC008770.4,chr19:11987617-12046275|+|ZNF433-AS1
loop_chr19-chr19-10915|GM12878_RAD21_17m	Enhancer	Enhancer	2018	24221	chr19:6748293-6751467|-|AC008760.1	chr19:6887566-6940459|+|ADGRE1
loop_chr19-chr19-10921|GM12878_RAD21_17m	Enhancer	Enhancer	13672	19282	chr19:10928811-10930254|+|TIMM29	chr19:11010917-11016011|-|AC011442.1
loop_chr19-chr19-10922|GM12878_RAD21_17m	Enhancer	Enhancer	9618	18619	chr19:6176256-6176442|-|AC011471.1	chr19:6199405-6205121|+|AC011471.4
loop_chr19-chr19-10923|GM12878_RAD21_17m	Promoter	Promoter	0	0	chr19:7680833-7687703|+|TRAPPC5	chr19:7688758-7702146|-|FCER2
loop_chr19-chr19-10928|GM12878_RAD21_17m	Enhancer	Enhancer	20737	18867	chr19:11010917-11016011|-|AC011442.1	chr19:11113474-11113534|+|MIR6886
loop_chr19-chr19-10930|GM12878_RAD21_17m	Enhancer	Enhancer	4613	6503	chr19:41883161-41907454|+|ARHGEF1	chr19:41907705-41928516|-|AC010616.1
loop_chr19-chr19-10935|GM12878_RAD21_17m	Enhancer	Enhancer	14231	8075	chr19:18058995-18098944|-|IL12RB1	chr19:18153163-18170532|+|PIK3R2
loop_chr19-chr19-10938|GM12878_RAD21_17m	Enhancer	Enhancer	4770	4871	chr19:48793152-48793258|-|RNU6-317P	chr19:48965309-48966879|+|FTL
loop_chr19-chr19-10940|GM12878_RAD21_17m	Promoter	Promoter	0	1322	chr19:41755530-41772211|+|CEACAM6	chr19:41757898-41786893|-|AC243967.2
loop_chr19-chr19-10949|GM12878_RAD21_17m	Promoter	Promoter	1423	0	chr19:11925068-11950773|+|ZNF700	chr19:12092843-12140350|-|ZNF20
loop_chr19-chr19-10950|GM12878_RAD21_17m	Promoter	Promoter	1791	1470	chr19:956485-958149|+|AC005391.1	chr19:984271-994570|+|WDR18
loop_chr19-chr19-10953|GM12878_RAD21_17m	Promoter	Enhancer	315	6065	chr19:16111889-16134234|+|RAB8A	chr19:16111889-16134234|+|RAB8A
loop_chr19-chr19-10959|GM12878_RAD21_17m	Promoter	Promoter	586	0	chr19:11965037-11980381|+|ZNF763	chr19:12092843-12140350|-|ZNF20
loop_chr19-chr19-10960|GM12878_RAD21_17m	Enhancer	Enhancer	3975	26815	chr19:17075781-17213295|+|MYO9B	chr19:17095418-17099307|-|AC020908.3
loop_chr19-chr19-10965|GM12878_RAD21_17m	Enhancer	Promoter	18109	0	chr19:42086110-42132478|-|POU2F2	chr19:42132555-42137099|+|AC010247.1,chr19:42086110-42132478|-|POU2F2
loop_chr19-chr19-10966|GM12878_RAD21_17m	Enhancer	Promoter	17320	0	chr19:41307397-41310412|-|AC011462.6	chr19:41330323-41353911|-|AC011462.1
loop_chr19-chr19-10967|GM12878_RAD21_17m	Promoter	Enhancer	897	7690	chr19:7680833-7687703|+|TRAPPC5	chr19:7688758-7702146|-|FCER2
loop_chr19-chr19-10968|GM12878_RAD21_17m	Promoter	Promoter	530	1424	chr19:50418938-50431314|+|SPIB	chr19:50432892-50466321|+|MYBPC2
loop_chr19-chr19-10969|GM12878_RAD21_17m	Enhancer	Promoter	55051	0	chr19:7112255-7294414|-|INSR	chr19:7112255-7294414|-|INSR
loop_chr19-chr19-10971|GM12878_RAD21_17m	Promoter	Enhancer	0	20217	chr19:10718079-10831903|+|DNM2	chr19:10780254-10780335|+|MIR4748
loop_chr19-chr19-10972|GM12878_RAD21_17m	Promoter	Enhancer	0	9279	chr19:13153096-13154193|-|AC011446.2	chr19:13157959-13158788|-|RPL12P42
loop_chr19-chr19-10973|GM12878_RAD21_17m	Enhancer	Enhancer	6414	7124	chr19:47019820-47045775|+|NPAS1	chr19:47130829-47210636|+|SAE1
loop_chr19-chr19-10976|GM12878_RAD21_17m	Enhancer	Enhancer	5941	14511	chr19:14213052-14213323|+|RN7SL231P	chr19:14333743-14343916|+|LINC01842
loop_chr19-chr19-10981|GM12878_RAD21_17m	Promoter	Promoter	0	445	chr19:58475355-58475763|-|AC012313.7	chr19:58513530-58519810|-|ZBTB45
loop_chr19-chr19-10984|GM12878_RAD21_17m	Enhancer	Promoter	2087	1053	chr19:43553445-43555494|+|L34079.2	chr19:43584369-43596135|-|IRGQ
loop_chr19-chr19-10988|GM12878_RAD21_17m	Promoter	Promoter	0	1808	chr19:12763003-12775620|-|HOOK2	chr19:12791486-12793315|+|JUNB
loop_chr19-chr19-10996|GM12878_RAD21_17m	Promoter	Promoter	0	1240	chr19:40751203-40765389|+|SNRPA	chr19:40778216-40796942|+|RAB4B
loop_chr19-chr19-10997|GM12878_RAD21_17m	Enhancer	Enhancer	10471	9061	chr19:16352462-16353182|-|AC020917.3	chr19:16356329-16358327|-|AC020917.4
loop_chr19-chr19-11003|GM12878_RAD21_17m	Enhancer	Promoter	4816	0	chr19:10486125-10503356|-|KEAP1	chr19:10566462-10569059|-|CDKN2D,chr19:10553078-10566037|-|KRI1
loop_chr19-chr19-11004|GM12878_RAD21_17m	Promoter	Promoter	514	624	chr19:45135993-45136977|-|AC005757.1	chr19:45187388-45216933|+|AC005779.1
loop_chr19-chr19-11006|GM12878_RAD21_17m	Enhancer	Enhancer	11001	26302	chr19:17095418-17099307|-|AC020908.3	chr19:17095418-17099307|-|AC020908.3
loop_chr19-chr19-11007|GM12878_RAD21_17m	Promoter	Promoter	547	818	chr19:39391311-39400637|+|MED29	chr19:39412669-39428415|+|PLEKHG2
loop_chr19-chr19-11009|GM12878_RAD21_17m	Enhancer	Promoter	79599	0	chr19:7069703-7087968|+|ZNF557	chr19:7112255-7294414|-|INSR
loop_chr19-chr19-11010|GM12878_RAD21_17m	Promoter	Promoter	0	0	chr19:52113091-52139938|-|ZNF616	chr19:52190052-52229518|+|PPP2R1A
loop_chr19-chr19-11017|GM12878_RAD21_17m	Promoter	Enhancer	619	9342	chr19:16324817-16327874|+|KLF2	chr19:16356329-16358327|-|AC020917.4
loop_chr19-chr19-11019|GM12878_RAD21_17m	Enhancer	Enhancer	4656	4190	chr19:12559571-12561105|+|PGK1P2	chr19:12643275-12643919|-|RPL10P16
loop_chr19-chr19-11020|GM12878_RAD21_17m	Promoter	Enhancer	1252	6713	chr19:45668221-45683722|+|GIPR	chr19:45674932-45675008|-|MIR642B
loop_chr19-chr19-11021|GM12878_RAD21_17m	Promoter	Enhancer	0	16500	chr19:45507479-45526983|+|VASP	chr19:45507479-45526983|+|VASP
loop_chr19-chr19-11023|GM12878_RAD21_17m	Enhancer	Promoter	9915	750	chr19:55312029-55312495|-|AC020922.2	chr19:55379245-55384598|-|TMEM238
loop_chr19-chr19-11025|GM12878_RAD21_17m	Enhancer	Enhancer	33647	7663	chr19:7069703-7087968|+|ZNF557	chr19:7348943-7383385|+|AC119396.1
loop_chr19-chr19-11026|GM12878_RAD21_17m	Enhancer	Enhancer	10265	9821	chr19:55312029-55312495|-|AC020922.2	chr19:55399745-55407788|-|UBE2S
loop_chr19-chr19-11029|GM12878_RAD21_17m	Enhancer	Enhancer	15198	3633	chr19:29698886-29715789|-|C19orf12	chr19:29811991-29824312|+|CCNE1
loop_chr19-chr19-11030|GM12878_RAD21_17m	Promoter	Enhancer	1219	4005	chr19:663482-669500|+|AC004156.1	chr19:676392-683392|+|FSTL3
loop_chr19-chr19-11032|GM12878_RAD21_17m	Enhancer	Enhancer	78914	11128	chr19:7069703-7087968|+|ZNF557	chr19:7348943-7383385|+|AC119396.1
loop_chr19-chr19-11034|GM12878_RAD21_17m	Promoter	Promoter	804	0	chr19:16586905-16587985|-|AC008764.7	chr19:16479067-16628204|-|AC008764.1,chr19:16574919-16628206|-|MED26
loop_chr19-chr19-11035|GM12878_RAD21_17m	Promoter	Promoter	0	1711	chr19:10086317-10093243|+|C19orf66	chr19:10111693-10115372|+|P2RY11
loop_chr19-chr19-11036|GM12878_RAD21_17m	Enhancer	Enhancer	20279	5413	chr19:47064187-47113776|-|AC008755.1	chr19:47130829-47210636|+|SAE1
