loopId	chrA	startA	endA	chrB	startB	endB	distance(bp)	centerA	centerB	rawTargetAnchorAReads	rawTargetAnchorBReads	rawControlAnchorAReads	rawControlAnchorBReads	scaledTargetAnchorAReads	scaledTargetAnchorBReads	rawTargetCounts	scaledTargetCounts	rawControlCounts	rawTargetNearbyMedianCounts	scaledTargetNearbyMedianCounts	rawControlNearbyMedianCounts	rawTargetES	rawControlES	targetDensity	controlDensity	rawFc	scaledFc	poissonPvalue	significant
loop_chr19-chr19-20861|K562_RAD21_17m|loop_chr19-chr19-10687|GM12878_RAD21_17m	chr19	17999831	18008634	chr19	18056009	18066523	57033.5	18004232.5	18061266.0	465	650	690	674	107.08179917941195	138.68463645194814	40	16.110383093813827	74	15.25	7.651563341757679	20.0	2.622950819672131	3.7	0.12180675966612768	0.2253424921268955	-0.8875251858771769	-2.1995344699948043	2.971608690904242e-21	1
loop_chr19-chr19-20863|K562_RAD21_17m|loop_chr19-chr19-10693|GM12878_RAD21_17m	chr19	14572241	14574588	chr19	14682355	14689126	112326.0	14573414.5	14685740.5	296	181	336	363	75.55372886177301	51.67984632983076	17	8.321047944013081	32	1.0	0.9335239083803982	2.0	17.0	16.0	0.10967317394165388	0.2064436093934891	-0.9125370738852504	-1.9432347686978693	1.2453583979572682e-05	1
loop_chr19-chr19-20876|K562_RAD21_17m|loop_chr19-chr19-10682|GM12878_RAD21_17m	chr19	2647459	2650565	chr19	2747585	2750436	99998.5	2649012.0	2749010.5	335	192	406	338	83.13036206232762	54.0885006585637	18	8.696505514147391	33	4.75	3.108946237759614	8.25	3.7894736842105265	4.0	0.17774442326871995	0.3258647568241381	-0.874469033051728	-1.923958314968792	9.300364968789053e-06	1
loop_chr19-chr19-20883|K562_RAD21_17m|loop_chr19-chr19-10663|GM12878_RAD21_17m	chr19	49936340	49939190	chr19	49980849	49984226	44772.5	49937765.0	49982537.5	437	336	377	375	102.06819829288011	83.32189847919075	26	11.551882913082707	38	2.75	2.0386488117697805	5.25	9.454545454545457	7.238095238095237	0.2456097261451553	0.3589680401733061	-0.5474877104380838	-1.7178713939306718	2.263827863923915e-05	1
loop_chr19-chr19-20889|K562_RAD21_17m|loop_chr19-chr19-10664|GM12878_RAD21_17m	chr19	35351835	35355693	chr19	35466215	35469996	114341.5	35353764.0	35468105.5	498	205	618	432	112.90328181722019	56.89495410422502	13	6.764285036394197	38	3.25	2.3193171678736664	9.25	4.0	4.108108108108108	0.10010549579171896	0.292616047409239	-1.5474877104380838	-2.4899900595016966	3.413787616342422e-12	1
loop_chr19-chr19-20907|K562_RAD21_17m|loop_chr19-chr19-10694|GM12878_RAD21_17m	chr19	12563129	12565937	chr19	12669511	12674511	107478.0	12564533.0	12672011.0	272	287	391	226	70.77852999864398	73.77376285130373	17	8.321047944013081	27	5.75	3.60312366128475	2.5	2.9565217391304346	10.8	0.12807377049180327	0.20341127058043634	-0.6674245760487167	-1.6981222708613375	0.00800653543030883	1
loop_chr19-chr19-20922|K562_RAD21_17m|loop_chr19-chr19-10718|GM12878_RAD21_17m	chr19	34969968	34974665	chr19	35010775	35015779	40960.5	34972316.5	35013277.0	295	320	323	282	75.35657031063197	80.24140111689186	17	8.321047944013081	31	6.0	3.7234930722711774	9.5	2.833333333333333	3.263157894736842	0.10308215647871354	0.18797333310981096	-0.8667333842721234	-1.897431079084744	4.838450385290098e-05	1
loop_chr19-chr19-20950|K562_RAD21_17m|loop_chr19-chr19-10678|GM12878_RAD21_17m	chr19	42104237	42109305	chr19	42130186	42135569	26106.5	42106771.0	42132877.5	495	550	591	685	112.37777148498793	121.90194305020056	14	7.162626325318151	48	5.0	3.2345452573958706	15.25	2.8	3.1475409836065573	0.07879910169024072	0.2701683327599991	-1.7776074937991415	-2.744473822201996	2.9242169697322356e-19	1
loop_chr19-chr19-20957|K562_RAD21_17m|loop_chr19-chr19-10695|GM12878_RAD21_17m	chr19	46754076	46760432	chr19	46837255	46842261	82504.0	46757254.0	46839758.0	638	456	530	410	136.70356636259336	105.47798659433931	19	9.067237032661367	44	11.0	5.94571619739258	16.5	1.7272727272727273	2.6666666666666665	0.0983671060397403	0.22779749532375645	-1.2115040203293006	-2.2787686187700253	2.6444777598722713e-12	1
loop_chr19-chr19-21004|K562_RAD21_17m|loop_chr19-chr19-10755|GM12878_RAD21_17m	chr19	6737730	6741304	chr19	6860743	6865194	123451.5	6739517.0	6862968.5	239	475	418	593	64.05172915832507	108.85554164283978	18	8.696505514147391	34	6.0	3.7234930722711774	10.5	3.0	3.238095238095238	0.1319406267179769	0.24922116914055426	-0.9175377549436164	-1.9670270368606781	2.35645402121722e-06	1
loop_chr19-chr19-21026|K562_RAD21_17m|loop_chr19-chr19-10671|GM12878_RAD21_17m	chr19	2474313	2476431	chr19	2607767	2614755	135889.0	2475372.0	2611261.0	371	479	562	882	89.94706557775713	109.56264923686956	33	13.88667917264068	52	0.0	0.0	2.5	33.0	20.8	0.2131755403676955	0.3359129529410257	-0.6560455139182261	-1.9048099853429483	1.4698895832888937e-10	1
loop_chr19-chr19-21035|K562_RAD21_17m|loop_chr19-chr19-10661|GM12878_RAD21_17m	chr19	11558774	11563186	chr19	11581779	11590460	25139.5	11560980.0	11586119.5	454	434	434	588	105.12060810721405	101.52675266868454	42	16.728866718667575	61	7.0	4.1941254458839925	4.0	6.0	15.25	0.18869535135523696	0.27405751799014705	-0.5384198299197145	-1.8664695280067924	2.2652163831634594e-12	1
loop_chr19-chr19-21050|K562_RAD21_17m|loop_chr19-chr19-10723|GM12878_RAD21_17m	chr19	42107925	42110451	chr19	42183219	42184651	74747.0	42109188.0	42183935.0	442	199	547	245	102.96873031367257	55.604868087090026	5	3.2345452573958706	17	1.25	1.1090508908745822	4.5	4.0	3.7777777777777777	0.07430966322860626	0.2526528401153295	-1.7655346614985667	-2.393899942329268	0.002263326357094332	1
loop_chr19-chr19-21073|K562_RAD21_17m|loop_chr19-chr19-10737|GM12878_RAD21_17m	chr19	4808543	4813308	chr19	4848931	4853917	40498.5	4810925.5	4851424.0	470	206	544	337	107.96974544063328	57.1091262417731	15	7.554530147022621	30	4.5	2.981830959362106	8.0	3.333333333333333	3.75	0.09048845668920834	0.18097690273271647	-0.9999999151355858	-1.9895485656505136	2.091146818527227e-05	1
loop_chr19-chr19-21077|K562_RAD21_17m|loop_chr19-chr19-10656|GM12878_RAD21_17m	chr19	35879586	35884226	chr19	35929916	35935248	50676.0	35881906.0	35932582.0	268	358	356	596	69.97350719974992	87.50365619060966	27	11.893457489622508	52	6.75	4.07799198180471	12.25	4.0	4.244897959183674	0.15926948396687193	0.3067412103370417	-0.9455521311132138	-2.1283434482855217	3.2551829180997423e-13	1
loop_chr19-chr19-21087|K562_RAD21_17m|loop_chr19-chr19-10699|GM12878_RAD21_17m	chr19	19143320	19151216	chr19	19172617	19177612	27846.5	19147268.0	19175114.5	482	277	543	426	110.09209695383377	71.78102657087881	19	9.067237032661367	50	1.25	1.1090508908745822	5.75	15.2	8.695652173913043	0.08669979511469471	0.2281573421439659	-1.3959285914667277	-2.4631931899074524	1.2479935368017252e-16	1
loop_chr19-chr19-21088|K562_RAD21_17m|loop_chr19-chr19-10776|GM12878_RAD21_17m	chr19	18276336	18282406	chr19	18321001	18329640	45949.5	18279371.0	18325320.5	579	583	704	457	126.8355893206118	127.51161871861551	55	20.601173634067575	53	7.0	4.1941254458839925	6.75	7.857142857142858	7.851851851851853	0.21995336988558428	0.21195505305816414	0.05343934382587179	-1.3632658306256866	6.652040445500452e-05	1
loop_chr19-chr19-21111|K562_RAD21_17m|loop_chr19-chr19-10759|GM12878_RAD21_17m	chr19	18385505	18389810	chr19	18406731	18411205	21310.5	18387657.5	18408968.0	385	523	245	547	92.55671523573756	117.25499202039444	16	7.940520280416436	34	4.0	2.7226210766002983	8.75	4.0	3.8857142857142857	0.10720770823422204	0.2278163665967591	-1.0874627563859285	-2.0982293022214704	2.216557050088233e-07	1
loop_chr19-chr19-21127|K562_RAD21_17m|loop_chr19-chr19-10729|GM12878_RAD21_17m	chr19	46398958	46402962	chr19	46486458	46491212	87875.0	46400960.0	46488835.0	245	445	189	437	65.2897753054348	103.5079345948561	14	7.162626325318151	28	3.75	2.5902739714452885	7.75	3.733333333333333	3.612903225806452	0.0940316752414599	0.18806333942037046	-0.9999999151355894	-1.966866243538444	0.00010657720542195419	1
loop_chr19-chr19-21131|K562_RAD21_17m|loop_chr19-chr19-10681|GM12878_RAD21_17m	chr19	13879371	13882673	chr19	14072037	14076372	193182.5	13881022.0	14074204.5	532	455	664	587	118.8099182593862	105.29934209800629	26	11.551882913082707	56	7.25	4.3093173575650185	15.5	3.5862068965517233	3.612903225806452	0.20026342342619907	0.4313365789298427	-1.1069151190521005	-2.2772988025446903	1.9788320968840806e-16	1
loop_chr19-chr19-21142|K562_RAD21_17m|loop_chr19-chr19-10659|GM12878_RAD21_17m	chr19	44721004	44726082	chr19	44767707	44773378	46999.5	44723543.0	44770542.5	581	503	658	520	127.17373659690487	113.77753294629106	31	13.232248431196867	65	9.25	5.201175528546019	20.0	3.3513513513513518	3.25	0.16964642401755564	0.35571022298364724	-1.0681714177771688	-2.2963814921308763	7.919455392735735e-20	1
loop_chr19-chr19-21158|K562_RAD21_17m|loop_chr19-chr19-10822|GM12878_RAD21_17m	chr19	6516453	6519395	chr19	6631806	6637642	116800.0	6517924.0	6634724.0	386	419	681	508	92.74228313165176	98.80657318965142	16	7.940520280416436	27	3.25	2.3193171678736664	4.75	4.9230769230769225	5.684210526315789	0.10721992146140752	0.18093360682297185	-0.7548874172990558	-1.7656539631345995	0.003249396460941405	1
loop_chr19-chr19-21510|K562_RAD21_17m|loop_chr19-chr19-10692|GM12878_RAD21_17m	chr19	19364637	19368335	chr19	19488453	19492299	123890.0	19366486.0	19490376.0	322	391	287	531	80.62835033836033	93.66848671703943	17	8.321047944013081	27	4.75	3.108946237759614	7.25	3.5789473684210527	3.724137931034482	0.1325556733828208	0.2105295865180338	-0.6674245760487167	-1.6981222708613375	0.00800653543030883	1
loop_chr19-chr19-21518|K562_RAD21_17m|loop_chr19-chr19-10788|GM12878_RAD21_17m	chr19	12760714	12768134	chr19	12796086	12797012	32125.0	12764424.0	12796549.0	236	364	375	391	63.430055931020995	88.63385277811544	8	4.649626638197297	25	0.25	0.3200837953572311	1.0	8.0	25.0	0.05638488321281065	0.17620274967516564	-1.6438561049103129	-2.4267413163168805	1.3154858943246893e-06	1
loop_chr19-chr19-21549|K562_RAD21_17m|loop_chr19-chr19-10838|GM12878_RAD21_17m	chr19	49390619	49393313	chr19	49469195	49474584	79923.5	49391966.0	49471889.5	458	297	413	525	105.83500806614916	75.75073568467536	6	3.7234930722711774	24	0.75	0.7475804136827622	2.25	6.0	10.666666666666666	0.043664626558281364	0.1746584959590963	-1.9999999151355892	-2.6883058273684286	8.342836743164849e-08	1
loop_chr19-chr19-21585|K562_RAD21_17m|loop_chr19-chr19-10711|GM12878_RAD21_17m	chr19	16246538	16250158	chr19	16415577	16419806	169343.5	16248348.0	16417691.5	527	136	585	344	117.94681701736805	41.44485838110377	7	4.1941254458839925	25	2.0	1.594249625518776	8.25	3.5	3.0303030303030303	0.052460785562791816	0.1873599374173694	-1.8365011828527111	-2.575486176826589	1.5434158490373896e-07	1
loop_chr19-chr19-21631|K562_RAD21_17m|loop_chr19-chr19-10728|GM12878_RAD21_17m	chr19	15418030	15420777	chr19	15554067	15560233	137746.5	15419403.5	15557150.0	118	568	266	652	37.14190850271997	124.97098894585147	5	3.2345452573958706	29	0.0	0.0	1.0	5.0	29.0	0.032998726249166783	0.19139260098677904	-2.536052815375797	-3.164418096206502	1.100022525252349e-13	1
loop_chr19-chr19-21789|K562_RAD21_17m|loop_chr19-chr19-10658|GM12878_RAD21_17m	chr19	42450204	42452845	chr19	42528331	42534657	79969.5	42451524.5	42531494.0	250	176	394	507	66.31620795040338	50.5740448885836	8	4.649626638197297	62	3.0	2.1803171536093853	6.0	2.6666666666666665	10.333333333333334	0.052480008396801336	0.4067200411505021	-2.9541962255224625	-3.737081436929031	2.849233480202936e-42	1
loop_chr19-chr19-10670|GM12878_RAD21_17m	chr19	35066815	35067556	chr19	35088835	35091404	22934.0	35067185.5	35090119.5	206	168	219	208	57.1091262417731	48.789714657551215	4	2.7226210766002983	25	0.0	0.0	0.0	4.0	25.0	0.07108583614714767	0.444286449785176	-2.643856104910313	-3.1988599818879058	1.2829055181958296e-11	1
loop_chr19-chr19-10684|GM12878_RAD21_17m	chr19	39550425	39552867	chr19	39668974	39675712	120697.0	39551646.0	39672343.0	148	186	451	577	44.24100914359885	52.778707563701495	1	0.9335239083803982	49	0.0	0.0	1.5	1.0	32.666666666666664	0.006407791874919903	0.3139817834015586	-5.614709759250797	-5.7139509673704385	8.195138047162422e-61	1
loop_chr19-chr19-10691|GM12878_RAD21_17m	chr19	40662011	40664194	chr19	40819525	40820289	156804.5	40663102.5	40819907.0	423	62	470	90	99.53409336078535	22.597714870320054	4	2.7226210766002983	18	0.75	0.7475804136827622	0.75	4.0	18.0	0.07984191301223577	0.3592885874204382	-2.169924916577901	-2.7249287935554936	2.926494380467532e-05	1
loop_chr19-chr19-10709|GM12878_RAD21_17m	chr19	12884115	12886411	chr19	12964128	12965522	79562.0	12885263.0	12964825.0	240	211	213	192	64.25855760408297	58.176462908855314	5	3.2345452573958706	17	2.0	1.594249625518776	6.0	2.5	2.833333333333333	0.07970667941973537	0.2710026940857653	-1.7655346614985667	-2.393899942329268	0.002263326357094332	1
loop_chr19-chr19-10714|GM12878_RAD21_17m	chr19	19529717	19533688	chr19	19642059	19645218	111936.0	19531702.5	19643638.5	404	220	386	294	96.06410627743887	60.08329195995182	0	0.0	16	0.75	0.7475804136827622	3.25	0.0	4.9230769230769225	0.008250144377526608	0.1320023022755844	-inf	-inf	8.155937564975334e-12	1
loop_chr19-chr19-10716|GM12878_RAD21_17m	chr19	12058730	12062906	chr19	12140020	12141898	80141.0	12060818.0	12140959.0	173	348	223	394	49.90713230272615	85.61033951285835	3	2.1803171536093853	19	0.75	0.7475804136827622	0.5	3.0	19.0	0.029149419926543463	0.1846129820085214	-2.6629649278580203	-3.1233895056618826	1.0196791625691002e-07	1
loop_chr19-chr19-10719|GM12878_RAD21_17m	chr19	29728260	29730904	chr19	29873346	29875881	145031.5	29729582.0	29874613.5	160	327	226	539	46.98590809465298	81.59333796755107	3	2.1803171536093853	27	1.5	1.2766998079638479	6.75	2.0	4.0	0.034074259168815235	0.3066683144800245	-3.169924916577901	-3.6303494943817656	5.623500926483813e-16	1
loop_chr19-chr19-10721|GM12878_RAD21_17m	chr19	2235798	2238267	chr19	2269416	2275264	35307.5	2237032.5	2272340.0	448	334	522	427	104.0463111370068	82.93869530965735	4	2.7226210766002983	23	0.25	0.3200837953572311	1.25	4.0	18.4	0.028290743975839708	0.16267176829215074	-2.5235618711926016	-3.0785657481701945	1.0484868545713752e-09	1
loop_chr19-chr19-10727|GM12878_RAD21_17m	chr19	18594335	18594589	chr19	18675227	18676049	81176.0	18594462.0	18675638.0	97	122	124	102	31.926329046149363	38.11033913358901	0	0.0	9	0.0	0.0	0.0	0.0	9.0	0.05466870763175158	0.492018339743509	-inf	-inf	3.6203999999999977e-296	1
loop_chr19-chr19-10730|GM12878_RAD21_17m	chr19	29609716	29610910	chr19	29715172	29718231	106388.5	29610313.0	29716701.5	267	201	276	284	69.7718249005234	56.03586902233555	4	2.7226210766002983	15	0.5	0.5466313891930411	4.25	4.0	3.5294117647058822	0.05532426937386759	0.2074659979481212	-1.9068905107441052	-2.4618943877217	0.007322006462427277	1
loop_chr19-chr19-10731|GM12878_RAD21_17m	chr19	17496078	17497466	chr19	17572176	17575840	77236.0	17496772.0	17574008.0	123	173	157	205	38.35130892159236	49.90713230272615	0	0.0	14	1.0	0.9335239083803982	1.0	0.0	14.0	0.011643612314284384	0.16301056281112475	-inf	-inf	6.644593939707943e-08	1
loop_chr19-chr19-10732|GM12878_RAD21_17m	chr19	10403856	10405932	chr19	10424011	10425715	19969.0	10404894.0	10424863.0	435	81	620	152	101.70732902763716	27.778088110605985	2	1.594249625518776	14	0.75	0.7475804136827622	4.0	2.0	3.5	0.031123560535325237	0.21786491093169366	-2.807354837193192	-3.1344773797418104	6.459370235760164e-05	1
loop_chr19-chr19-10734|GM12878_RAD21_17m	chr19	42465366	42466572	chr19	42528043	42529491	62798.0	42465969.0	42528767.0	21	126	122	378	9.795703754299797	39.07155964589747	0	0.0	15	0.0	0.0	2.75	0.0	5.454545454545454	0.02216410301875083	0.33246152572470217	-inf	-inf	3.6203999999999977e-296	1
loop_chr19-chr19-10744|GM12878_RAD21_17m	chr19	7679141	7682868	chr19	7796928	7801462	118190.5	7681004.5	7799195.0	462	268	816	424	106.54798759869871	69.97350719974992	4	2.7226210766002983	32	1.0	0.9335239083803982	8.25	4.0	3.878787878787879	0.028482522412184824	0.22786016589393945	-2.9999999151355894	-3.5550037921131814	8.185579823797473e-19	1
loop_chr19-chr19-10745|GM12878_RAD21_17m	chr19	40138879	40143925	chr19	40162933	40166626	23377.5	40141402.0	40164779.5	302	139	492	293	76.7335156593604	42.148990069270724	3	2.1803171536093853	26	0.75	0.7475804136827622	7.75	3.0	3.3548387096774195	0.02019345328244583	0.17500991815316286	-3.1154771325555264	-3.5759017103593886	6.9855181118980525e-15	1
loop_chr19-chr19-10748|GM12878_RAD21_17m	chr19	33429706	33432157	chr19	33771099	33771794	340515.0	33430931.5	33771446.5	120	194	97	157	37.62704339474471	54.523015071267345	0	0.0	10	0.0	0.0	0.0	0.0	10.0	0.01869787966044651	0.18697878560571296	-inf	-inf	3.6203999999999977e-296	1
loop_chr19-chr19-10750|GM12878_RAD21_17m	chr19	13597452	13598318	chr19	13861747	13864043	265010.0	13597885.0	13862895.0	165	439	231	502	48.115631378708976	102.42869138960577	2	1.594249625518776	12	0.0	0.0	0.75	2.0	12.0	0.037206533467276856	0.2232391876719442	-2.584962415856744	-2.9120849584053623	0.00470931948221935	1
loop_chr19-chr19-10752|GM12878_RAD21_17m	chr19	49570275	49570349	chr19	49680796	49680907	110539.5	49570312.0	49680851.5	35	57	54	93	14.532127616788811	21.177232056597813	0	0.0	6	0.0	0.0	1.25	0.0	4.8	0.3179650238473768	1.907790030861318	-inf	-inf	3.6203999999999977e-296	1
loop_chr19-chr19-10773|GM12878_RAD21_17m	chr19	4871209	4873860	chr19	5031469	5034194	160297.0	4872534.5	5032831.5	149	362	178	337	44.47163808409106	88.25759567437618	2	1.594249625518776	12	0.5	0.5466313891930411	3.0	2.0	4.0	0.02188375350140056	0.1313025132847261	-2.584962415856744	-2.9120849584053623	0.00470931948221935	1
loop_chr19-chr19-10774|GM12878_RAD21_17m	chr19	17702456	17706407	chr19	17765080	17768398	62307.5	17704431.5	17766739.0	289	100	287	263	74.17039699250002	32.6860752524683	3	2.1803171536093853	17	0.0	0.0	1.25	3.0	13.6	0.02427714792066228	0.13757049679137076	-2.5025002556647737	-2.9629248334686364	7.4349096128477354e-06	1
loop_chr19-chr19-10777|GM12878_RAD21_17m	chr19	2962186	2962773	chr19	3108710	3109058	146404.5	2962479.5	3108884.0	280	56	285	71	72.38054330491822	20.88978891923236	0	0.0	7	0.0	0.0	0.75	0.0	7.0	0.06291286568103177	0.4403900338619263	-inf	-inf	3.6203999999999977e-296	1
loop_chr19-chr19-10781|GM12878_RAD21_17m	chr19	35420390	35420766	chr19	35468540	35469895	48639.5	35420578.0	35469217.5	42	140	60	320	16.728866718667575	42.382928366513895	0	0.0	7	0.0	0.0	0.0	0.0	7.0	0.033982397118292734	0.2378767658352981	-inf	-inf	3.6203999999999977e-296	1
loop_chr19-chr19-10782|GM12878_RAD21_17m	chr19	51158607	51159814	chr19	51168202	51170072	9926.5	51159210.5	51169137.0	199	81	159	102	55.604868087090026	27.778088110605985	2	1.594249625518776	15	1.25	1.1090508908745822	3.25	1.6	4.615384615384615	0.03823433825919058	0.28675752007583993	-2.906890510744105	-3.234013053292725	6.815647079955948e-06	1
loop_chr19-chr19-10783|GM12878_RAD21_17m	chr19	2156090	2156286	chr19	2273784	2275236	118322.0	2156188.0	2274510.0	177	185	181	213	50.79577183524131	52.55947936997593	0	0.0	7	0.0	0.0	0.0	0.0	7.0	0.0356938892061679	0.2498572097456924	-inf	-inf	3.6203999999999977e-296	1
loop_chr19-chr19-10786|GM12878_RAD21_17m	chr19	7328618	7329421	chr19	7340894	7341550	12202.5	7329019.5	7341222.0	23	214	120	329	10.508504746097707	58.814094903660205	0	0.0	11	0.0	0.0	2.0	0.0	5.5	0.040317703503608436	0.4434947124517685	-inf	-inf	3.6203999999999977e-296	1
loop_chr19-chr19-10793|GM12878_RAD21_17m	chr19	4369016	4371659	chr19	4398722	4403116	30581.5	4370337.5	4400919.0	140	255	231	244	42.382928366513895	67.33797279699901	4	2.7226210766002983	20	1.75	1.4380687831037844	3.0	2.2857142857142856	6.666666666666668	0.0334367084904162	0.16718353261775554	-2.321928010022951	-2.876931887000544	5.621288467677162e-07	1
loop_chr19-chr19-10795|GM12878_RAD21_17m	chr19	4872721	4873002	chr19	4911412	4912405	39047.0	4872861.5	4911908.5	80	190	96	201	27.512923861625247	53.65295356524397	0	0.0	7	0.0	0.0	0.0	0.0	7.0	0.04617231507987811	0.3232061865470181	-inf	-inf	3.6203999999999977e-296	1
loop_chr19-chr19-10799|GM12878_RAD21_17m	chr19	46702958	46704839	chr19	46727280	46729659	24571.0	46703898.5	46728469.5	159	236	157	311	46.759004356551245	63.430055931020995	3	2.1803171536093853	14	1.25	1.1090508908745822	3.25	2.4	4.307692307692308	0.04142502071251036	0.19331675195347467	-2.222392336472037	-2.682816914275901	0.003007358375856591	1
loop_chr19-chr19-10801|GM12878_RAD21_17m	chr19	13194052	13196264	chr19	13258553	13263002	65619.5	13195158.0	13260777.5	174	156	393	282	50.12972715223954	46.07633035684815	9	5.09229902699635	29	0.0	0.0	3.75	9.0	7.7333333333333325	0.0794793221296926	0.2561000229087467	-1.6880559088208464	-2.5096638563089355	9.580353986276955e-09	1
loop_chr19-chr19-10803|GM12878_RAD21_17m	chr19	10572528	10572757	chr19	10644971	10645098	72392.0	10572642.5	10645034.5	46	51	74	73	17.94617106839203	19.43444983622744	0	0.0	7	0.0	0.0	1.75	0.0	4.0	0.16523463317911435	1.1566423642160142	-inf	-inf	3.6203999999999977e-296	1
loop_chr19-chr19-10805|GM12878_RAD21_17m	chr19	17784134	17784574	chr19	17855701	17856404	71698.5	17784354.0	17856052.5	91	213	134	235	30.390501774693433	58.601778616747325	0	0.0	7	0.0	0.0	1.5	0.0	4.666666666666667	0.051464155215892135	0.3602490653201234	-inf	-inf	3.6203999999999977e-296	1
loop_chr19-chr19-10812|GM12878_RAD21_17m	chr19	35548660	35549700	chr19	35592203	35593359	43601.0	35549180.0	35592781.0	138	116	149	157	41.91466792736852	36.654896104227184	0	0.0	7	0.0	0.0	1.75	0.0	4.0	0.02678667095253402	0.1875066856379331	-inf	-inf	3.6203999999999977e-296	1
