anchor	chrom	start	end	type	nearestDistanceToTSS	nearestGene	nearestGeneLoc
chr19:7328618-7329421|Enhancer	chr19	7328618	7329421	Enhancer	19923	AC119396.1	chr19:7348943-7383385|+|AC119396.1
chr19:7337014-7341550|Enhancer	chr19	7337014	7341550	Enhancer	9661	AC119396.1	chr19:7348943-7383385|+|AC119396.1
chr19:7679141-7682868|Promoter	chr19	7679141	7682868	Promoter	0	TRAPPC5	chr19:7680833-7687703|+|TRAPPC5
chr19:7693999-7694913|Enhancer	chr19	7693999	7694913	Enhancer	7690	FCER2	chr19:7688758-7702146|-|FCER2
chr19:7701359-7702307|Promoter	chr19	7701359	7702307	Promoter	0	FCER2	chr19:7688758-7702146|-|FCER2
chr19:7796928-7801462|Enhancer	chr19	7796928	7801462	Enhancer	11646	CLEC4GP1	chr19:7787549-7790621|+|CLEC4GP1
chr19:7807537-7808537|Enhancer	chr19	7807537	7808537	Enhancer	6388	EXOSC3P2	chr19:7813615-7814425|-|EXOSC3P2
chr19:7852942-7853510|Enhancer	chr19	7852942	7853510	Enhancer	17335	AC010336.3	chr19:7870561-7871296|+|AC010336.3
chr19:8156275-8162402|Enhancer	chr19	8156275	8162402	Enhancer	9746	FBN3	chr19:8065402-8149592|-|FBN3
chr19:8249385-8255191|Enhancer	chr19	8249385	8255191	Enhancer	12640	AC022146.2	chr19:8222153-8239648|-|AC022146.2
chr19:8266242-8269544|Enhancer	chr19	8266242	8269544	Enhancer	28245	AC022146.2	chr19:8222153-8239648|-|AC022146.2
chr19:8321170-8321857|Promoter	chr19	8321170	8321857	Promoter	0	RPS28,NDUFA7,AC010323.1	chr19:8321496-8323340|+|RPS28,chr19:8311284-8321396|-|NDUFA7,chr19:8308283-8321379|-|AC010323.1
chr19:8413004-8413881|Promoter	chr19	8413004	8413881	Promoter	0	MARCH2	chr19:8413270-8439017|+|MARCH2
chr19:8505068-8506520|Enhancer	chr19	8505068	8506520	Enhancer	3154	PRAM1	chr19:8490056-8502640|-|PRAM1
chr19:10086053-10087324|Promoter	chr19	10086053	10087324	Promoter	0	C19orf66	chr19:10086317-10093243|+|C19orf66
chr19:10102191-10103167|Promoter	chr19	10102191	10103167	Promoter	0	ANGPTL6	chr19:10092338-10102796|-|ANGPTL6
chr19:10111362-10113822|Promoter	chr19	10111362	10113822	Promoter	0	P2RY11	chr19:10111693-10115372|+|P2RY11
chr19:10234863-10236718|Enhancer	chr19	10234863	10236718	Enhancer	4459	S1PR2	chr19:10221433-10231331|-|S1PR2
chr19:10250115-10250310|Promoter	chr19	10250115	10250310	Promoter	1751	MRPL4	chr19:10251964-10260045|+|MRPL4
chr19:10403856-10405932|Promoter	chr19	10403856	10405932	Promoter	1352	CDC37	chr19:10391133-10403542|-|CDC37
chr19:10424011-10425715|Enhancer	chr19	10424011	10425715	Enhancer	8090	AC011529.1	chr19:10416773-10469630|+|AC011529.1
chr19:10505500-10510845|Enhancer	chr19	10505500	10510845	Enhancer	4816	KEAP1	chr19:10486125-10503356|-|KEAP1
chr19:10541557-10544151|Promoter	chr19	10541557	10544151	Promoter	0	ATG4D	chr19:10543904-10553418|+|ATG4D
chr19:10564192-10572496|Promoter	chr19	10564192	10572496	Promoter	0	CDKN2D,KRI1	chr19:10566462-10569059|-|CDKN2D,chr19:10553078-10566037|-|KRI1
chr19:10572528-10572757|Enhancer	chr19	10572528	10572757	Enhancer	3583	CDKN2D	chr19:10566462-10569059|-|CDKN2D
chr19:10644971-10645098|Enhancer	chr19	10644971	10645098	Enhancer	8809	ILF3-DT	chr19:10651862-10653844|-|ILF3-DT
chr19:10716442-10718330|Promoter	chr19	10716442	10718330	Promoter	0	DNM2	chr19:10718079-10831903|+|DNM2
chr19:10759115-10760958|Enhancer	chr19	10759115	10760958	Enhancer	20217	MIR4748	chr19:10780254-10780335|+|MIR4748
chr19:10775769-10777545|Enhancer	chr19	10775769	10777545	Enhancer	3597	MIR4748	chr19:10780254-10780335|+|MIR4748
chr19:10942128-10942839|Enhancer	chr19	10942128	10942839	Enhancer	13672	TIMM29	chr19:10928811-10930254|+|TIMM29
chr19:11034285-11037463|Enhancer	chr19	11034285	11037463	Enhancer	19863	AC011442.1	chr19:11010917-11016011|-|AC011442.1
chr19:11130494-11134189|Enhancer	chr19	11130494	11134189	Enhancer	18867	MIR6886	chr19:11113474-11113534|+|MIR6886
chr19:11135761-11138049|Enhancer	chr19	11135761	11138049	Enhancer	18903	SPC24	chr19:11145494-11155808|-|SPC24
chr19:11243532-11245203|Enhancer	chr19	11243532	11245203	Enhancer	6917	ANGPTL8	chr19:11237450-11241943|+|ANGPTL8
chr19:11292990-11295236|Enhancer	chr19	11292990	11295236	Enhancer	2026	TSPAN16	chr19:11296139-11326996|+|TSPAN16
chr19:11345273-11347692|Promoter	chr19	11345273	11347692	Promoter	0	RAB3D,CCDC159,TMEM205	chr19:11322068-11346270|-|RAB3D,chr19:11345301-11354944|+|CCDC159,chr19:11342776-11346406|-|TMEM205
chr19:11380742-11381226|Enhancer	chr19	11380742	11381226	Enhancer	3330	EPOR	chr19:11377207-11384314|-|EPOR
chr19:11481700-11483796|Promoter	chr19	11481700	11483796	Promoter	1702	ELAVL3	chr19:11451326-11481046|-|ELAVL3
chr19:11558774-11563186|Promoter	chr19	11558774	11563186	Promoter	0	ELOF1	chr19:11551147-11559236|-|ELOF1
chr19:11581779-11590460|Promoter	chr19	11581779	11590460	Promoter	0	GAPDHP76	chr19:11585246-11587135|+|GAPDHP76
chr19:11797160-11798677|Promoter	chr19	11797160	11798677	Promoter	0	ZNF491,AC008543.5	chr19:11798523-11808503|+|ZNF491,chr19:11796084-11798598|-|AC008543.5
chr19:11922853-11924436|Promoter	chr19	11922853	11924436	Promoter	1423	ZNF700	chr19:11925068-11950773|+|ZNF700
chr19:11963952-11965368|Promoter	chr19	11963952	11965368	Promoter	0	ZNF763	chr19:11965037-11980381|+|ZNF763
chr19:11987398-11990178|Promoter	chr19	11987398	11990178	Promoter	0	AC008770.4,ZNF433-AS1	chr19:11987641-12078106|+|AC008770.4,chr19:11987617-12046275|+|ZNF433-AS1
chr19:12058730-12062906|Enhancer	chr19	12058730	12062906	Enhancer	3913	ZNF844	chr19:12064731-12081565|+|ZNF844
chr19:12139571-12141898|Promoter	chr19	12139571	12141898	Promoter	0	ZNF20	chr19:12092843-12140350|-|ZNF20
chr19:12563129-12565937|Enhancer	chr19	12563129	12565937	Enhancer	4962	PGK1P2	chr19:12559571-12561105|+|PGK1P2
chr19:12639023-12640435|Enhancer	chr19	12639023	12640435	Enhancer	4190	RPL10P16	chr19:12643275-12643919|-|RPL10P16
chr19:12669511-12674511|Promoter	chr19	12669511	12674511	Promoter	0	AC010422.7	chr19:12670079-12671023|-|AC010422.7
chr19:12760714-12768134|Enhancer	chr19	12760714	12768134	Enhancer	11196	HOOK2	chr19:12763003-12775620|-|HOOK2
chr19:12775565-12775853|Promoter	chr19	12775565	12775853	Promoter	0	HOOK2	chr19:12763003-12775620|-|HOOK2
chr19:12791892-12794697|Promoter	chr19	12791892	12794697	Promoter	1808	JUNB	chr19:12791486-12793315|+|JUNB
chr19:12796086-12797012|Promoter	chr19	12796086	12797012	Promoter	0	AC018761.2	chr19:12796823-12801849|+|AC018761.2
chr19:12884115-12886411|Promoter	chr19	12884115	12886411	Promoter	1936	KLF1	chr19:12884422-12887199|-|KLF1
chr19:12930205-12933850|Promoter	chr19	12930205	12933850	Promoter	0	FARSA-AS1	chr19:12930522-12933296|+|FARSA-AS1
chr19:12964128-12965522|Promoter	chr19	12964128	12965522	Promoter	0	DAND5	chr19:12965159-12974762|+|DAND5
chr19:13153426-13157044|Promoter	chr19	13153426	13157044	Promoter	0	AC011446.2	chr19:13153096-13154193|-|AC011446.2
chr19:13167480-13168654|Enhancer	chr19	13167480	13168654	Enhancer	9279	RPL12P42	chr19:13157959-13158788|-|RPL12P42
chr19:13193627-13196732|Enhancer	chr19	13193627	13196732	Enhancer	36391	RPL12P42	chr19:13157959-13158788|-|RPL12P42
chr19:13247811-13248015|Enhancer	chr19	13247811	13248015	Enhancer	89125	RPL12P42	chr19:13157959-13158788|-|RPL12P42
chr19:13258553-13263002|Enhancer	chr19	13258553	13263002	Enhancer	101989	RPL12P42	chr19:13157959-13158788|-|RPL12P42
chr19:13597373-13598318|Enhancer	chr19	13597373	13598318	Enhancer	26643	CACNA1A	chr19:13206442-13624489|-|CACNA1A
chr19:13861747-13864043|Enhancer	chr19	13861747	13864043	Enhancer	11804	MIR181C	chr19:13874699-13874808|+|MIR181C
chr19:13877777-13882673|Enhancer	chr19	13877777	13882673	Enhancer	2978	NANOS3	chr19:13877247-13880750|+|NANOS3
chr19:13952233-13953197|Promoter	chr19	13952233	13953197	Promoter	0	DCAF15	chr19:13952492-13961449|+|DCAF15
chr19:14003331-14005154|Enhancer	chr19	14003331	14005154	Enhancer	2077	RFX1	chr19:13961530-14006320|-|RFX1
chr19:14014083-14016209|Enhancer	chr19	14014083	14016209	Enhancer	8724	AC022098.4	chr19:14006422-14006773|+|AC022098.4
chr19:14031256-14032189|Promoter	chr19	14031256	14032189	Promoter	0	AC022098.2,IL27RA	chr19:14030855-14031557|-|AC022098.2,chr19:14031762-14053218|+|IL27RA
chr19:14072037-14076372|Promoter	chr19	14072037	14076372	Promoter	0	MIR1199,MISP3	chr19:14073361-14073479|+|MIR1199,chr19:14072536-14075062|+|MISP3
chr19:14217575-14220411|Enhancer	chr19	14217575	14220411	Enhancer	5941	RN7SL231P	chr19:14213052-14213323|+|RN7SL231P
chr19:14347781-14348727|Enhancer	chr19	14347781	14348727	Enhancer	14511	LINC01842	chr19:14333743-14343916|+|LINC01842
chr19:14572241-14574588|Promoter	chr19	14572241	14574588	Promoter	1348	NDUFB7	chr19:14566078-14572066|-|NDUFB7
chr19:14682355-14689126|Enhancer	chr19	14682355	14689126	Enhancer	4286	ADGRE3	chr19:14619117-14690027|-|ADGRE3
chr19:15418030-15420777|Promoter	chr19	15418030	15420777	Promoter	0	AKAP8L	chr19:15380050-15419026|-|AKAP8L
chr19:15554067-15560233|Enhancer	chr19	15554067	15560233	Enhancer	6924	CYP4F23P	chr19:15564074-15584709|+|CYP4F23P
chr19:16111315-16112783|Promoter	chr19	16111315	16112783	Promoter	0	RAB8A	chr19:16111889-16134234|+|RAB8A
chr19:16115390-16119165|Enhancer	chr19	16115390	16119165	Enhancer	5388	RAB8A	chr19:16111889-16134234|+|RAB8A
chr19:16138758-16141301|Promoter	chr19	16138758	16141301	Promoter	0	AC008894.2	chr19:16123661-16139892|-|AC008894.2
chr19:16141406-16145913|Enhancer	chr19	16141406	16145913	Enhancer	3767	AC008894.2	chr19:16123661-16139892|-|AC008894.2
chr19:16181739-16184737|Enhancer	chr19	16181739	16184737	Enhancer	2142	FAM32A	chr19:16185380-16192046|+|FAM32A
chr19:16246538-16252333|Enhancer	chr19	16246538	16252333	Enhancer	44139	AC020911.2	chr19:16283361-16293575|-|AC020911.2
chr19:16283267-16284702|Enhancer	chr19	16283267	16284702	Enhancer	9590	AC020911.2	chr19:16283361-16293575|-|AC020911.2
chr19:16324948-16325925|Promoter	chr19	16324948	16325925	Promoter	619	KLF2	chr19:16324817-16327874|+|KLF2
chr19:16328015-16331005|Enhancer	chr19	16328015	16331005	Enhancer	4693	KLF2	chr19:16324817-16327874|+|KLF2
chr19:16340416-16343365|Enhancer	chr19	16340416	16343365	Enhancer	11291	AC020917.3	chr19:16352462-16353182|-|AC020917.3
chr19:16366148-16368628|Enhancer	chr19	16366148	16368628	Enhancer	9061	AC020917.4	chr19:16356329-16358327|-|AC020917.4
chr19:16370531-16372666|Enhancer	chr19	16370531	16372666	Enhancer	13271	AC020917.4	chr19:16356329-16358327|-|AC020917.4
chr19:16379868-16389447|Enhancer	chr19	16379868	16389447	Enhancer	26330	AC020917.4	chr19:16356329-16358327|-|AC020917.4
chr19:16415577-16419806|Enhancer	chr19	16415577	16419806	Enhancer	5007	AC020917.1	chr19:16412684-16413576|+|AC020917.1
chr19:16588572-16589006|Promoter	chr19	16588572	16589006	Promoter	804	AC008764.7	chr19:16586905-16587985|-|AC008764.7
chr19:16627329-16628472|Promoter	chr19	16627329	16628472	Promoter	0	AC008764.1,MED26	chr19:16479067-16628204|-|AC008764.1,chr19:16574919-16628206|-|MED26
chr19:17079018-17080495|Enhancer	chr19	17079018	17080495	Enhancer	3975	MYO9B	chr19:17075781-17213295|+|MYO9B
chr19:17109911-17110705|Enhancer	chr19	17109911	17110705	Enhancer	11001	AC020908.3	chr19:17095418-17099307|-|AC020908.3
chr19:17125275-17126832|Enhancer	chr19	17125275	17126832	Enhancer	26746	AC020908.3	chr19:17095418-17099307|-|AC020908.3
chr19:17343725-17347039|Enhancer	chr19	17343725	17347039	Enhancer	10462	GTPBP3	chr19:17334920-17342731|+|GTPBP3
chr19:17381872-17386993|Enhancer	chr19	17381872	17386993	Enhancer	7090	PLVAP	chr19:17351455-17377342|-|PLVAP
chr19:17496078-17498058|Enhancer	chr19	17496078	17498058	Enhancer	14581	AC010618.1	chr19:17511649-17521288|+|AC010618.1
chr19:17523190-17523872|Promoter	chr19	17523190	17523872	Promoter	0	FAM129C	chr19:17523301-17553839|+|FAM129C
chr19:17555117-17556644|Promoter	chr19	17555117	17556644	Promoter	0	COLGALT1	chr19:17555649-17583157|+|COLGALT1
chr19:17572176-17575840|Enhancer	chr19	17572176	17575840	Enhancer	16063	AC010618.2	chr19:17589595-17590071|-|AC010618.2
chr19:17702456-17706407|Enhancer	chr19	17702456	17706407	Enhancer	15048	MAP1S	chr19:17719480-17734513|+|MAP1S
chr19:17754853-17755432|Enhancer	chr19	17754853	17755432	Enhancer	7424	FCHO1	chr19:17747718-17788568|+|FCHO1
chr19:17765080-17768398|Enhancer	chr19	17765080	17768398	Enhancer	19021	FCHO1	chr19:17747718-17788568|+|FCHO1
chr19:17784134-17784574|Enhancer	chr19	17784134	17784574	Enhancer	10756	B3GNT3	chr19:17795110-17813082|+|B3GNT3
chr19:17855658-17860786|Promoter	chr19	17855658	17860786	Promoter	0	RPL18A	chr19:17859910-17864153|+|RPL18A
chr19:17868568-17874195|Promoter	chr19	17868568	17874195	Promoter	0	SLC5A5,AC005796.1	chr19:17871945-17895174|+|SLC5A5,chr19:17871273-17871705|-|AC005796.1
chr19:17929149-17933296|Promoter	chr19	17929149	17933296	Promoter	0	CCDC124	chr19:17933015-17943991|+|CCDC124
chr19:17999831-18008634|Promoter	chr19	17999831	18008634	Promoter	0	ARRDC2	chr19:18001132-18014102|+|ARRDC2
chr19:18056009-18066523|Enhancer	chr19	18056009	18066523	Enhancer	12629	RPS18P13	chr19:18048637-18049090|+|RPS18P13
chr19:18113067-18113493|Enhancer	chr19	18113067	18113493	Enhancer	14336	IL12RB1	chr19:18058995-18098944|-|IL12RB1
chr19:18152169-18153994|Promoter	chr19	18152169	18153994	Promoter	0	PIK3R2,AC007192.1	chr19:18153163-18170532|+|PIK3R2,chr19:18153158-18178117|+|AC007192.1
chr19:18161055-18161773|Enhancer	chr19	18161055	18161773	Enhancer	8251	PIK3R2	chr19:18153163-18170532|+|PIK3R2
chr19:18167983-18169386|Enhancer	chr19	18167983	18169386	Enhancer	5128	IFI30	chr19:18173813-18178117|+|IFI30
chr19:18276336-18282406|Promoter	chr19	18276336	18282406	Promoter	0	JUND,MIR3188	chr19:18279760-18281622|-|JUND,chr19:18282077-18282161|+|MIR3188
chr19:18303451-18307806|Enhancer	chr19	18303451	18307806	Enhancer	17645	LSM4	chr19:18306230-18323274|-|LSM4
chr19:18321001-18329640|Promoter	chr19	18321001	18329640	Promoter	0	LSM4	chr19:18306230-18323274|-|LSM4
chr19:18385505-18389810|Promoter	chr19	18385505	18389810	Promoter	0	MIR3189,GDF15	chr19:18386562-18386634|+|MIR3189,chr19:18386158-18389176|+|GDF15
chr19:18406731-18411205|Enhancer	chr19	18406731	18411205	Enhancer	10368	SSBP4	chr19:18419336-18434562|+|SSBP4
chr19:18593823-18594949|Enhancer	chr19	18593823	18594949	Enhancer	5661	REX1BD	chr19:18588725-18592336|+|REX1BD
chr19:18675227-18676049|Enhancer	chr19	18675227	18676049	Enhancer	8040	CRTC1	chr19:18683678-18782333|+|CRTC1
chr19:18769425-18773058|Enhancer	chr19	18769425	18773058	Enhancer	20063	COMP	chr19:18782773-18791305|-|COMP
chr19:18847265-18850200|Enhancer	chr19	18847265	18850200	Enhancer	16794	UPF1	chr19:18831938-18868236|+|UPF1
chr19:19143320-19151216|Enhancer	chr19	19143320	19151216	Enhancer	8775	TMEM161A	chr19:19119169-19138493|-|TMEM161A
chr19:19172617-19177612|Enhancer	chr19	19172617	19177612	Enhancer	4825	MEF2B	chr19:19145567-19170289|-|MEF2B
chr19:19364637-19368335|Enhancer	chr19	19364637	19368335	Enhancer	19347	GATAD2A	chr19:19385833-19508931|+|GATAD2A
chr19:19405111-19408571|Enhancer	chr19	19405111	19408571	Enhancer	4238	AC092067.1	chr19:19401979-19402603|-|AC092067.1
chr19:19459321-19461147|Enhancer	chr19	19459321	19461147	Enhancer	25171	MIR640	chr19:19435063-19435158|+|MIR640
chr19:19488453-19492299|Enhancer	chr19	19488453	19492299	Enhancer	25309	TSSK6	chr19:19514219-19515685|-|TSSK6
chr19:19529717-19533688|Enhancer	chr19	19529717	19533688	Enhancer	2841	YJEFN3	chr19:19528861-19537581|+|YJEFN3
chr19:19642059-19645218|Promoter	chr19	19642059	19645218	Promoter	0	GMIP	chr19:19629476-19643657|-|GMIP
chr19:27973148-27974590|Enhancer	chr19	27973148	27974590	Enhancer	9463	AC005357.1	chr19:27983032-27983332|-|AC005357.1
chr19:28241844-28243236|Enhancer	chr19	28241844	28243236	Enhancer	70960	AC020905.1	chr19:28294093-28313500|-|AC020905.1
chr19:28321851-28325609|Enhancer	chr19	28321851	28325609	Enhancer	10230	AC020905.1	chr19:28294093-28313500|-|AC020905.1
chr19:29609716-29610910|Enhancer	chr19	29609716	29610910	Enhancer	4030	POP4	chr19:29606283-29617237|+|POP4
chr19:29664027-29665281|Promoter	chr19	29664027	29665281	Promoter	805	PLEKHF1	chr19:29665459-29675477|+|PLEKHF1
chr19:29690742-29691258|Enhancer	chr19	29690742	29691258	Enhancer	24789	C19orf12	chr19:29698886-29715789|-|C19orf12
chr19:29715172-29718231|Promoter	chr19	29715172	29718231	Promoter	0	C19orf12	chr19:29698886-29715789|-|C19orf12
chr19:29728260-29731446|Enhancer	chr19	29728260	29731446	Enhancer	14064	C19orf12	chr19:29698886-29715789|-|C19orf12
chr19:29786376-29787934|Enhancer	chr19	29786376	29787934	Enhancer	24836	CCNE1	chr19:29811991-29824312|+|CCNE1
chr19:29815346-29815902|Enhancer	chr19	29815346	29815902	Enhancer	3633	CCNE1	chr19:29811991-29824312|+|CCNE1
chr19:29873314-29875881|Enhancer	chr19	29873314	29875881	Enhancer	27271	AC008798.1	chr19:29901696-29901869|-|AC008798.1
