loopId	mergedAnchorA	mergedAnchorB
loop_chr19-chr19-21518|K562_RAD21_17m|loop_chr19-chr19-10788|GM12878_RAD21_17m	chr19:12760714-12768134|Enhancer	chr19:12796086-12797012|Promoter
loop_chr19-chr19-21549|K562_RAD21_17m|loop_chr19-chr19-10838|GM12878_RAD21_17m	chr19:49390619-49393313|Enhancer	chr19:49469161-49474584|Promoter
loop_chr19-chr19-21585|K562_RAD21_17m|loop_chr19-chr19-10711|GM12878_RAD21_17m	chr19:16246538-16252333|Enhancer	chr19:16415577-16419806|Enhancer
loop_chr19-chr19-21631|K562_RAD21_17m|loop_chr19-chr19-10728|GM12878_RAD21_17m	chr19:15418030-15420777|Promoter	chr19:15554067-15560233|Enhancer
loop_chr19-chr19-21789|K562_RAD21_17m|loop_chr19-chr19-10658|GM12878_RAD21_17m	chr19:42450204-42452845|Enhancer	chr19:42528043-42534657|Promoter
loop_chr19-chr19-10670|GM12878_RAD21_17m	chr19:35066815-35067556|Enhancer	chr19:35088835-35091404|Promoter
loop_chr19-chr19-10684|GM12878_RAD21_17m	chr19:39550425-39553308|Promoter	chr19:39668974-39675712|Enhancer
loop_chr19-chr19-10691|GM12878_RAD21_17m	chr19:40662011-40664194|Enhancer	chr19:40819525-40820289|Enhancer
loop_chr19-chr19-10709|GM12878_RAD21_17m	chr19:12884115-12886411|Promoter	chr19:12964128-12965522|Promoter
loop_chr19-chr19-10714|GM12878_RAD21_17m	chr19:19529717-19533688|Enhancer	chr19:19642059-19645218|Promoter
loop_chr19-chr19-10716|GM12878_RAD21_17m	chr19:12058730-12062906|Enhancer	chr19:12139571-12141898|Promoter
loop_chr19-chr19-10719|GM12878_RAD21_17m	chr19:29728260-29731446|Enhancer	chr19:29873314-29875881|Enhancer
loop_chr19-chr19-10721|GM12878_RAD21_17m	chr19:2235798-2238267|Promoter	chr19:2269416-2275264|Promoter
loop_chr19-chr19-10727|GM12878_RAD21_17m	chr19:18593823-18594949|Enhancer	chr19:18675227-18676049|Enhancer
loop_chr19-chr19-10730|GM12878_RAD21_17m	chr19:29609716-29610910|Enhancer	chr19:29715172-29718231|Promoter
loop_chr19-chr19-10731|GM12878_RAD21_17m	chr19:17496078-17498058|Enhancer	chr19:17572176-17575840|Enhancer
loop_chr19-chr19-10732|GM12878_RAD21_17m	chr19:10403856-10405932|Promoter	chr19:10424011-10425715|Enhancer
loop_chr19-chr19-10734|GM12878_RAD21_17m	chr19:42465366-42466718|Enhancer	chr19:42528043-42534657|Promoter
loop_chr19-chr19-10744|GM12878_RAD21_17m	chr19:7679141-7682868|Promoter	chr19:7796928-7801462|Enhancer
loop_chr19-chr19-10745|GM12878_RAD21_17m	chr19:40138879-40143925|Enhancer	chr19:40162933-40166626|Enhancer
loop_chr19-chr19-10748|GM12878_RAD21_17m	chr19:33429706-33432157|Enhancer	chr19:33771099-33771794|Enhancer
loop_chr19-chr19-10750|GM12878_RAD21_17m	chr19:13597373-13598318|Enhancer	chr19:13861747-13864043|Enhancer
loop_chr19-chr19-10752|GM12878_RAD21_17m	chr19:49570275-49570349|Enhancer	chr19:49680796-49680907|Promoter
loop_chr19-chr19-10773|GM12878_RAD21_17m	chr19:4871209-4873860|Enhancer	chr19:5031469-5034194|Enhancer
loop_chr19-chr19-10774|GM12878_RAD21_17m	chr19:17702456-17706407|Enhancer	chr19:17765080-17768398|Enhancer
loop_chr19-chr19-10777|GM12878_RAD21_17m	chr19:2962186-2962773|Enhancer	chr19:3108710-3109058|Enhancer
loop_chr19-chr19-10781|GM12878_RAD21_17m	chr19:35420390-35420766|Enhancer	chr19:35466215-35469996|Enhancer
loop_chr19-chr19-10782|GM12878_RAD21_17m	chr19:51158607-51159814|Enhancer	chr19:51168202-51170072|Promoter
loop_chr19-chr19-10783|GM12878_RAD21_17m	chr19:2156090-2156286|Enhancer	chr19:2269416-2275264|Promoter
loop_chr19-chr19-10786|GM12878_RAD21_17m	chr19:7328618-7329421|Enhancer	chr19:7337014-7341550|Enhancer
loop_chr19-chr19-10793|GM12878_RAD21_17m	chr19:4369016-4371659|Enhancer	chr19:4398722-4403116|Promoter
loop_chr19-chr19-10795|GM12878_RAD21_17m	chr19:4871209-4873860|Enhancer	chr19:4911412-4912405|Enhancer
loop_chr19-chr19-10799|GM12878_RAD21_17m	chr19:46702958-46704839|Enhancer	chr19:46727280-46729659|Promoter
loop_chr19-chr19-10801|GM12878_RAD21_17m	chr19:13193627-13196732|Enhancer	chr19:13258553-13263002|Enhancer
loop_chr19-chr19-10803|GM12878_RAD21_17m	chr19:10572528-10572757|Enhancer	chr19:10644971-10645098|Enhancer
loop_chr19-chr19-10805|GM12878_RAD21_17m	chr19:17784134-17784574|Enhancer	chr19:17855658-17860786|Promoter
loop_chr19-chr19-10812|GM12878_RAD21_17m	chr19:35548660-35549700|Enhancer	chr19:35592203-35593359|Enhancer
loop_chr19-chr19-10814|GM12878_RAD21_17m	chr19:46750193-46750386|Enhancer	chr19:46837255-46842261|Enhancer
loop_chr19-chr19-10819|GM12878_RAD21_17m	chr19:48788047-48789675|Enhancer	chr19:48839700-48843574|Enhancer
loop_chr19-chr19-10827|GM12878_RAD21_17m	chr19:18276336-18282406|Promoter	chr19:18303451-18307806|Enhancer
loop_chr19-chr19-10830|GM12878_RAD21_17m	chr19:39119935-39124553|Enhancer	chr19:39187281-39189235|Enhancer
loop_chr19-chr19-10839|GM12878_RAD21_17m	chr19:35898844-35902049|Promoter	chr19:35929847-35935248|Enhancer
loop_chr19-chr19-10840|GM12878_RAD21_17m	chr19:18593823-18594949|Enhancer	chr19:18847265-18850200|Enhancer
loop_chr19-chr19-10842|GM12878_RAD21_17m	chr19:39678373-39680545|Promoter	chr19:39700448-39702606|Enhancer
loop_chr19-chr19-10843|GM12878_RAD21_17m	chr19:45523468-45524836|Enhancer	chr19:45643269-45645417|Promoter
loop_chr19-chr19-10849|GM12878_RAD21_17m	chr19:29664027-29665281|Promoter	chr19:29690742-29691258|Enhancer
loop_chr19-chr19-10851|GM12878_RAD21_17m	chr19:18161055-18161773|Enhancer	chr19:18167983-18169386|Enhancer
loop_chr19-chr19-10856|GM12878_RAD21_17m	chr19:51338075-51342168|Promoter	chr19:51438061-51443063|Promoter
loop_chr19-chr19-10857|GM12878_RAD21_17m	chr19:4567153-4568201|Enhancer	chr19:4635742-4636972|Enhancer
loop_chr19-chr19-10858|GM12878_RAD21_17m	chr19:10716442-10718330|Promoter	chr19:10775769-10777545|Enhancer
loop_chr19-chr19-10859|GM12878_RAD21_17m	chr19:8413004-8413881|Promoter	chr19:8505068-8506520|Enhancer
loop_chr19-chr19-10861|GM12878_RAD21_17m	chr19:46754076-46760432|Enhancer	chr19:46823808-46826460|Enhancer
loop_chr19-chr19-10869|GM12878_RAD21_17m	chr19:49442878-49447585|Enhancer	chr19:49469161-49474584|Promoter
loop_chr19-chr19-10873|GM12878_RAD21_17m	chr19:2252863-2253869|Enhancer	chr19:2269416-2275264|Promoter
loop_chr19-chr19-10875|GM12878_RAD21_17m	chr19:16370531-16372666|Enhancer	chr19:16379868-16389447|Enhancer
loop_chr19-chr19-10876|GM12878_RAD21_17m	chr19:46398958-46402962|Enhancer	chr19:46513533-46513902|Enhancer
loop_chr19-chr19-10878|GM12878_RAD21_17m	chr19:35351835-35355693|Enhancer	chr19:35462498-35462939|Enhancer
loop_chr19-chr19-10881|GM12878_RAD21_17m	chr19:51605280-51609996|Enhancer	chr19:51655471-51657840|Enhancer
loop_chr19-chr19-10882|GM12878_RAD21_17m	chr19:48319402-48320201|Promoter	chr19:48389115-48394060|Promoter
loop_chr19-chr19-10883|GM12878_RAD21_17m	chr19:27973148-27974590|Enhancer	chr19:28321851-28325609|Enhancer
loop_chr19-chr19-10887|GM12878_RAD21_17m	chr19:41859487-41864449|Promoter	chr19:41934585-41935187|Enhancer
loop_chr19-chr19-10893|GM12878_RAD21_17m	chr19:49226121-49226670|Enhancer	chr19:49301409-49301467|Enhancer
loop_chr19-chr19-10895|GM12878_RAD21_17m	chr19:47436528-47436838|Enhancer	chr19:47743529-47746713|Promoter
loop_chr19-chr19-10897|GM12878_RAD21_17m	chr19:2607415-2614755|Promoter	chr19:2636102-2637368|Enhancer
loop_chr19-chr19-10903|GM12878_RAD21_17m	chr19:42104237-42110451|Enhancer	chr19:42121606-42122054|Enhancer
loop_chr19-chr19-10906|GM12878_RAD21_17m	chr19:51473060-51473665|Enhancer	chr19:51660946-51661186|Enhancer
loop_chr19-chr19-10907|GM12878_RAD21_17m	chr19:2171146-2172528|Enhancer	chr19:2182688-2183589|Enhancer
loop_chr19-chr19-10908|GM12878_RAD21_17m	chr19:11963952-11965368|Promoter	chr19:11987398-11990178|Promoter
loop_chr19-chr19-10915|GM12878_RAD21_17m	chr19:6753232-6753739|Enhancer	chr19:6860743-6865194|Enhancer
loop_chr19-chr19-10921|GM12878_RAD21_17m	chr19:10942128-10942839|Enhancer	chr19:11034285-11037463|Enhancer
loop_chr19-chr19-10922|GM12878_RAD21_17m	chr19:6165374-6168274|Enhancer	chr19:6216989-6219059|Enhancer
loop_chr19-chr19-10923|GM12878_RAD21_17m	chr19:7679141-7682868|Promoter	chr19:7701359-7702307|Promoter
loop_chr19-chr19-10928|GM12878_RAD21_17m	chr19:11034285-11037463|Enhancer	chr19:11130494-11134189|Enhancer
loop_chr19-chr19-10930|GM12878_RAD21_17m	chr19:41887579-41887969|Enhancer	chr19:41934585-41935187|Enhancer
loop_chr19-chr19-10935|GM12878_RAD21_17m	chr19:18113067-18113493|Enhancer	chr19:18161055-18161773|Enhancer
loop_chr19-chr19-10938|GM12878_RAD21_17m	chr19:48788047-48789675|Enhancer	chr19:48969185-48971176|Enhancer
loop_chr19-chr19-10940|GM12878_RAD21_17m	chr19:41752710-41755686|Promoter	chr19:41784791-41786351|Promoter
loop_chr19-chr19-10949|GM12878_RAD21_17m	chr19:11922853-11924436|Promoter	chr19:12139571-12141898|Promoter
loop_chr19-chr19-10950|GM12878_RAD21_17m	chr19:953909-955478|Promoter	chr19:980548-984332|Promoter
loop_chr19-chr19-10953|GM12878_RAD21_17m	chr19:16111315-16112783|Promoter	chr19:16115390-16119165|Enhancer
loop_chr19-chr19-10959|GM12878_RAD21_17m	chr19:11963952-11965368|Promoter	chr19:12139571-12141898|Promoter
loop_chr19-chr19-10960|GM12878_RAD21_17m	chr19:17079018-17080495|Enhancer	chr19:17125275-17126832|Enhancer
loop_chr19-chr19-10965|GM12878_RAD21_17m	chr19:42113915-42114823|Enhancer	chr19:42130186-42135569|Promoter
loop_chr19-chr19-10966|GM12878_RAD21_17m	chr19:41326191-41329274|Enhancer	chr19:41351378-41355870|Promoter
loop_chr19-chr19-10967|GM12878_RAD21_17m	chr19:7679141-7682868|Promoter	chr19:7693999-7694913|Enhancer
loop_chr19-chr19-10968|GM12878_RAD21_17m	chr19:50419066-50419870|Promoter	chr19:50430815-50432121|Promoter
loop_chr19-chr19-10969|GM12878_RAD21_17m	chr19:7239045-7239680|Enhancer	chr19:7293078-7297474|Promoter
loop_chr19-chr19-10971|GM12878_RAD21_17m	chr19:10716442-10718330|Promoter	chr19:10759115-10760958|Enhancer
loop_chr19-chr19-10972|GM12878_RAD21_17m	chr19:13153426-13157044|Promoter	chr19:13167480-13168654|Enhancer
loop_chr19-chr19-10973|GM12878_RAD21_17m	chr19:47013124-47013687|Enhancer	chr19:47121775-47125635|Enhancer
loop_chr19-chr19-10976|GM12878_RAD21_17m	chr19:14217575-14220411|Enhancer	chr19:14347781-14348727|Enhancer
loop_chr19-chr19-10981|GM12878_RAD21_17m	chr19:58475679-58477050|Promoter	chr19:58519083-58519646|Promoter
loop_chr19-chr19-10984|GM12878_RAD21_17m	chr19:43555291-43555774|Enhancer	chr19:43594613-43595550|Promoter
loop_chr19-chr19-10988|GM12878_RAD21_17m	chr19:12775565-12775853|Promoter	chr19:12791892-12794697|Promoter
loop_chr19-chr19-10996|GM12878_RAD21_17m	chr19:40751196-40751873|Promoter	chr19:40776466-40777486|Promoter
loop_chr19-chr19-10997|GM12878_RAD21_17m	chr19:16340416-16343365|Enhancer	chr19:16366148-16368628|Enhancer
loop_chr19-chr19-11003|GM12878_RAD21_17m	chr19:10505500-10510845|Enhancer	chr19:10564192-10572496|Promoter
loop_chr19-chr19-11004|GM12878_RAD21_17m	chr19:45137286-45137696|Promoter	chr19:45187555-45188470|Promoter
loop_chr19-chr19-11006|GM12878_RAD21_17m	chr19:17109911-17110705|Enhancer	chr19:17125275-17126832|Enhancer
loop_chr19-chr19-11007|GM12878_RAD21_17m	chr19:39391541-39392176|Promoter	chr19:39407058-39413387|Promoter
loop_chr19-chr19-11009|GM12878_RAD21_17m	chr19:7147748-7150088|Enhancer	chr19:7293078-7297474|Promoter
loop_chr19-chr19-11010|GM12878_RAD21_17m	chr19:52138777-52140175|Promoter	chr19:52189250-52190251|Promoter
loop_chr19-chr19-11017|GM12878_RAD21_17m	chr19:16324948-16325925|Promoter	chr19:16366148-16368628|Enhancer
loop_chr19-chr19-11019|GM12878_RAD21_17m	chr19:12563129-12565937|Enhancer	chr19:12639023-12640435|Enhancer
loop_chr19-chr19-11020|GM12878_RAD21_17m	chr19:45668933-45670013|Promoter	chr19:45681577-45681866|Enhancer
loop_chr19-chr19-11021|GM12878_RAD21_17m	chr19:45506132-45509604|Promoter	chr19:45523468-45524836|Enhancer
loop_chr19-chr19-11023|GM12878_RAD21_17m	chr19:55301742-55303417|Enhancer	chr19:55383450-55384246|Promoter
loop_chr19-chr19-11025|GM12878_RAD21_17m	chr19:7101881-7104819|Enhancer	chr19:7337014-7341550|Enhancer
loop_chr19-chr19-11026|GM12878_RAD21_17m	chr19:55301742-55303417|Enhancer	chr19:55416857-55418362|Enhancer
loop_chr19-chr19-11029|GM12878_RAD21_17m	chr19:29728260-29731446|Enhancer	chr19:29815346-29815902|Enhancer
loop_chr19-chr19-11030|GM12878_RAD21_17m	chr19:663489-668299|Enhancer	chr19:680305-680490|Enhancer
loop_chr19-chr19-11032|GM12878_RAD21_17m	chr19:7147748-7150088|Enhancer	chr19:7337014-7341550|Enhancer
loop_chr19-chr19-11034|GM12878_RAD21_17m	chr19:16588572-16589006|Promoter	chr19:16627329-16628472|Promoter
loop_chr19-chr19-11035|GM12878_RAD21_17m	chr19:10086053-10087324|Promoter	chr19:10111362-10113822|Promoter
loop_chr19-chr19-11036|GM12878_RAD21_17m	chr19:47093050-47093944|Enhancer	chr19:47121775-47125635|Enhancer
loop_chr19-chr19-11040|GM12878_RAD21_17m	chr19:45693146-45694044|Promoter	chr19:45730416-45730831|Promoter
loop_chr19-chr19-11042|GM12878_RAD21_17m	chr19:2681461-2681829|Enhancer	chr19:2697558-2699609|Enhancer
loop_chr19-chr19-11044|GM12878_RAD21_17m	chr19:35205257-35205769|Enhancer	chr19:35247896-35248965|Promoter
loop_chr19-chr19-11049|GM12878_RAD21_17m	chr19:13153426-13157044|Promoter	chr19:13193627-13196732|Enhancer
loop_chr19-chr19-11050|GM12878_RAD21_17m	chr19:42130186-42135569|Promoter	chr19:42198617-42200226|Enhancer
loop_chr19-chr19-11051|GM12878_RAD21_17m	chr19:51422031-51422382|Enhancer	chr19:51438061-51443063|Promoter
loop_chr19-chr19-11054|GM12878_RAD21_17m	chr19:7807537-7808537|Enhancer	chr19:7852942-7853510|Enhancer
loop_chr19-chr19-11058|GM12878_RAD21_17m	chr19:14014083-14016209|Enhancer	chr19:14031256-14032189|Promoter
loop_chr19-chr19-11059|GM12878_RAD21_17m	chr19:41261860-41265911|Promoter	chr19:41306808-41310896|Promoter
loop_chr19-chr19-11061|GM12878_RAD21_17m	chr19:51338075-51342168|Promoter	chr19:51393099-51398733|Promoter
loop_chr19-chr19-11062|GM12878_RAD21_17m	chr19:7796928-7801462|Enhancer	chr19:7807537-7808537|Enhancer
loop_chr19-chr19-11063|GM12878_RAD21_17m	chr19:1605573-1607441|Promoter	chr19:1650805-1653343|Promoter
loop_chr19-chr19-11068|GM12878_RAD21_17m	chr19:45092759-45095610|Promoter	chr19:45124753-45126635|Enhancer
loop_chr19-chr19-11069|GM12878_RAD21_17m	chr19:16283267-16284702|Enhancer	chr19:16379868-16389447|Enhancer
loop_chr19-chr19-11070|GM12878_RAD21_17m	chr19:47256190-47257566|Promoter	chr19:47273563-47274349|Promoter
loop_chr19-chr19-11071|GM12878_RAD21_17m	chr19:36137528-36141476|Promoter	chr19:36170566-36170941|Enhancer
loop_chr19-chr19-11072|GM12878_RAD21_17m	chr19:11380742-11381226|Enhancer	chr19:11481700-11483796|Promoter
loop_chr19-chr19-11073|GM12878_RAD21_17m	chr19:1064509-1068749|Promoter	chr19:1087571-1088617|Enhancer
loop_chr19-chr19-11074|GM12878_RAD21_17m	chr19:40662011-40664194|Enhancer	chr19:40908563-40909176|Promoter
loop_chr19-chr19-11080|GM12878_RAD21_17m	chr19:49907074-49908123|Enhancer	chr19:49928198-49931260|Promoter
loop_chr19-chr19-11082|GM12878_RAD21_17m	chr19:49876905-49879137|Promoter	chr19:49928198-49931260|Promoter
loop_chr19-chr19-11085|GM12878_RAD21_17m	chr19:16328015-16331005|Enhancer	chr19:16379868-16389447|Enhancer
loop_chr19-chr19-11087|GM12878_RAD21_17m	chr19:13952233-13953197|Promoter	chr19:14014083-14016209|Enhancer
loop_chr19-chr19-11088|GM12878_RAD21_17m	chr19:10234863-10236718|Enhancer	chr19:10250115-10250310|Promoter
loop_chr19-chr19-11090|GM12878_RAD21_17m	chr19:10102191-10103167|Promoter	chr19:10111362-10113822|Promoter
loop_chr19-chr19-11091|GM12878_RAD21_17m	chr19:19459321-19461147|Enhancer	chr19:19488453-19492299|Enhancer
loop_chr19-chr19-11092|GM12878_RAD21_17m	chr19:41297175-41298049|Enhancer	chr19:41306808-41310896|Promoter
loop_chr19-chr19-11093|GM12878_RAD21_17m	chr19:6048399-6049145|Enhancer	chr19:6087282-6088789|Enhancer
loop_chr19-chr19-11095|GM12878_RAD21_17m	chr19:35141569-35143106|Promoter	chr19:35216480-35217094|Enhancer
loop_chr19-chr19-11097|GM12878_RAD21_17m	chr19:6516453-6519395|Enhancer	chr19:6586376-6593846|Promoter
loop_chr19-chr19-11099|GM12878_RAD21_17m	chr19:919313-928261|Promoter	chr19:947046-948324|Enhancer
loop_chr19-chr19-11103|GM12878_RAD21_17m	chr19:16111315-16112783|Promoter	chr19:16141406-16145913|Enhancer
loop_chr19-chr19-11105|GM12878_RAD21_17m	chr19:13597373-13598318|Enhancer	chr19:13877777-13882673|Enhancer
loop_chr19-chr19-11106|GM12878_RAD21_17m	chr19:6531022-6532986|Promoter	chr19:6577063-6578026|Enhancer
loop_chr19-chr19-11109|GM12878_RAD21_17m	chr19:11797160-11798677|Promoter	chr19:12139571-12141898|Promoter
loop_chr19-chr19-11111|GM12878_RAD21_17m	chr19:45769747-45770384|Promoter	chr19:45861491-45863460|Promoter
loop_chr19-chr19-11112|GM12878_RAD21_17m	chr19:39550425-39553308|Promoter	chr19:39627283-39627963|Enhancer
loop_chr19-chr19-11115|GM12878_RAD21_17m	chr19:17523190-17523872|Promoter	chr19:17572176-17575840|Enhancer
loop_chr19-chr19-11117|GM12878_RAD21_17m	chr19:10541557-10544151|Promoter	chr19:10564192-10572496|Promoter
loop_chr19-chr19-11119|GM12878_RAD21_17m	chr19:11481700-11483796|Promoter	chr19:11581779-11590460|Promoter
loop_chr19-chr19-11121|GM12878_RAD21_17m	chr19:45523468-45524836|Enhancer	chr19:45576507-45577214|Enhancer
loop_chr19-chr19-11122|GM12878_RAD21_17m	chr19:6516453-6519395|Enhancer	chr19:6577063-6578026|Enhancer
loop_chr19-chr19-11124|GM12878_RAD21_17m	chr19:29786376-29787934|Enhancer	chr19:29873314-29875881|Enhancer
loop_chr19-chr19-11126|GM12878_RAD21_17m	chr19:2664001-2664438|Enhancer	chr19:2697558-2699609|Enhancer
loop_chr19-chr19-11128|GM12878_RAD21_17m	chr19:2049110-2052530|Promoter	chr19:2095378-2097435|Promoter
loop_chr19-chr19-11130|GM12878_RAD21_17m	chr19:2477954-2480296|Enhancer	chr19:2607415-2614755|Promoter
loop_chr19-chr19-11131|GM12878_RAD21_17m	chr19:11292990-11295236|Enhancer	chr19:11345273-11347692|Promoter
loop_chr19-chr19-11136|GM12878_RAD21_17m	chr19:16340416-16343365|Enhancer	chr19:16370531-16372666|Enhancer
loop_chr19-chr19-11139|GM12878_RAD21_17m	chr19:5546600-5548508|Enhancer	chr19:5575477-5578615|Promoter
loop_chr19-chr19-11142|GM12878_RAD21_17m	chr19:48201143-48204646|Promoter	chr19:48260146-48260362|Enhancer
loop_chr19-chr19-11150|GM12878_RAD21_17m	chr19:19364637-19368335|Enhancer	chr19:19405111-19408571|Enhancer
loop_chr19-chr19-11151|GM12878_RAD21_17m	chr19:48646590-48646822|Promoter	chr19:48788047-48789675|Enhancer
loop_chr19-chr19-11152|GM12878_RAD21_17m	chr19:17702456-17706407|Enhancer	chr19:17754853-17755432|Enhancer
loop_chr19-chr19-11153|GM12878_RAD21_17m	chr19:7293078-7297474|Promoter	chr19:7337014-7341550|Enhancer
loop_chr19-chr19-11155|GM12878_RAD21_17m	chr19:51366597-51368083|Promoter	chr19:51393099-51398733|Promoter
loop_chr19-chr19-11156|GM12878_RAD21_17m	chr19:39052671-39052883|Enhancer	chr19:39119935-39124553|Enhancer
loop_chr19-chr19-11161|GM12878_RAD21_17m	chr19:6531022-6532986|Promoter	chr19:6586376-6593846|Promoter
loop_chr19-chr19-11165|GM12878_RAD21_17m	chr19:5047948-5048746|Enhancer	chr19:5575477-5578615|Promoter
loop_chr19-chr19-11168|GM12878_RAD21_17m	chr19:48150949-48153303|Enhancer	chr19:48193644-48194748|Enhancer
loop_chr19-chr19-11169|GM12878_RAD21_17m	chr19:44721004-44726082|Enhancer	chr19:44752016-44753783|Enhancer
loop_chr19-chr19-11173|GM12878_RAD21_17m	chr19:51600356-51602975|Enhancer	chr19:51655471-51657840|Enhancer
