loopId	mergedAnchorA	mergedAnchorB
loop_chr19-chr19-20681|K562_RAD21_17m|loop_chr19-chr19-10669|GM12878_RAD21_17m	chr19:46633662-46640638|Promoter	chr19:46657691-46665637|Promoter
loop_chr19-chr19-20682|K562_RAD21_17m|loop_chr19-chr19-10667|GM12878_RAD21_17m	chr19:46394991-46397527|Enhancer	chr19:46485838-46491958|Enhancer
loop_chr19-chr19-20683|K562_RAD21_17m|loop_chr19-chr19-10905|GM12878_RAD21_17m	chr19:45590840-45592102|Enhancer	chr19:45640303-45645934|Promoter
loop_chr19-chr19-20684|K562_RAD21_17m	chr19:17298441-17298474|Promoter	chr19:17298604-17298768|Promoter
loop_chr19-chr19-20685|K562_RAD21_17m	chr19:42390943-42390996|Promoter	chr19:42391069-42391214|Promoter
loop_chr19-chr19-20686|K562_RAD21_17m|loop_chr19-chr19-10707|GM12878_RAD21_17m	chr19:47076528-47080569|Enhancer	chr19:47121775-47127622|Enhancer
loop_chr19-chr19-20687|K562_RAD21_17m	chr19:18986597-18987771|Enhancer	chr19:18988597-18988664|Enhancer
loop_chr19-chr19-20688|K562_RAD21_17m	chr19:1194472-1194984|Enhancer	chr19:1240365-1240555|Promoter
loop_chr19-chr19-20689|K562_RAD21_17m	chr19:47812513-47814051|Enhancer	chr19:47862455-47864502|Promoter
loop_chr19-chr19-20690|K562_RAD21_17m|loop_chr19-chr19-10710|GM12878_RAD21_17m	chr19:36125838-36129330|Enhancer	chr19:36169367-36174142|Promoter
loop_chr19-chr19-20691|K562_RAD21_17m|loop_chr19-chr19-10785|GM12878_RAD21_17m	chr19:48319402-48322373|Promoter	chr19:48332930-48334896|Enhancer
loop_chr19-chr19-20692|K562_RAD21_17m	chr19:42067450-42067582|Promoter	chr19:42067596-42067797|Promoter
loop_chr19-chr19-20693|K562_RAD21_17m	chr19:1286307-1286323|Promoter	chr19:1286419-1286504|Promoter
loop_chr19-chr19-20694|K562_RAD21_17m	chr19:41222125-41222185|Promoter	chr19:41222334-41222542|Promoter
loop_chr19-chr19-20695|K562_RAD21_17m|loop_chr19-chr19-10696|GM12878_RAD21_17m	chr19:663440-668299|Promoter	chr19:730907-738373|Enhancer
loop_chr19-chr19-20696|K562_RAD21_17m|loop_chr19-chr19-10676|GM12878_RAD21_17m	chr19:12773269-12780638|Promoter	chr19:12795880-12798430|Promoter
loop_chr19-chr19-20697|K562_RAD21_17m	chr19:38402603-38405256|Promoter	chr19:38441181-38445479|Enhancer
loop_chr19-chr19-20698|K562_RAD21_17m|loop_chr19-chr19-10853|GM12878_RAD21_17m	chr19:10257007-10261861|Promoter	chr19:10387041-10392303|Enhancer
loop_chr19-chr19-20699|K562_RAD21_17m|loop_chr19-chr19-10672|GM12878_RAD21_17m	chr19:48505881-48508150|Enhancer	chr19:48582850-48585426|Enhancer
loop_chr19-chr19-20700|K562_RAD21_17m|loop_chr19-chr19-10778|GM12878_RAD21_17m	chr19:35351835-35355693|Enhancer	chr19:35495010-35495709|Enhancer
loop_chr19-chr19-20701|K562_RAD21_17m|loop_chr19-chr19-10999|GM12878_RAD21_17m	chr19:19529717-19533688|Enhancer	chr19:19553049-19555908|Enhancer
loop_chr19-chr19-20702|K562_RAD21_17m	chr19:7357262-7357466|Enhancer	chr19:7357512-7357648|Enhancer
loop_chr19-chr19-20703|K562_RAD21_17m|loop_chr19-chr19-10712|GM12878_RAD21_17m	chr19:3663689-3667975|Enhancer	chr19:3702974-3707125|Enhancer
loop_chr19-chr19-20704|K562_RAD21_17m	chr19:57399655-57399750|Enhancer	chr19:57399995-57400013|Enhancer
loop_chr19-chr19-20705|K562_RAD21_17m	chr19:3586168-3587114|Promoter	chr19:3618012-3621355|Enhancer
loop_chr19-chr19-20706|K562_RAD21_17m	chr19:55515561-55518578|Enhancer	chr19:55604621-55606426|Promoter
loop_chr19-chr19-20707|K562_RAD21_17m	chr19:55616633-55616740|Enhancer	chr19:55616917-55617006|Enhancer
loop_chr19-chr19-20708|K562_RAD21_17m	chr19:3899283-3899302|Enhancer	chr19:3899526-3899554|Enhancer
loop_chr19-chr19-20709|K562_RAD21_17m	chr19:4217425-4217585|Enhancer	chr19:4217783-4218004|Enhancer
loop_chr19-chr19-20710|K562_RAD21_17m	chr19:35956112-35956758|Promoter	chr19:35956777-35956921|Promoter
loop_chr19-chr19-20711|K562_RAD21_17m	chr19:38233640-38234744|Enhancer	chr19:38402603-38405256|Promoter
loop_chr19-chr19-20712|K562_RAD21_17m|loop_chr19-chr19-10809|GM12878_RAD21_17m	chr19:41203340-41207890|Enhancer	chr19:41261270-41265911|Promoter
loop_chr19-chr19-20713|K562_RAD21_17m|loop_chr19-chr19-11167|GM12878_RAD21_17m	chr19:1622961-1626091|Enhancer	chr19:1669371-1674199|Enhancer
loop_chr19-chr19-20714|K562_RAD21_17m|loop_chr19-chr19-10796|GM12878_RAD21_17m	chr19:5987312-5990767|Enhancer	chr19:6017995-6022972|Enhancer
loop_chr19-chr19-20715|K562_RAD21_17m	chr19:938421-938589|Enhancer	chr19:938680-938793|Enhancer
loop_chr19-chr19-20716|K562_RAD21_17m	chr19:48645252-48648297|Promoter	chr19:48783161-48784985|Enhancer
loop_chr19-chr19-20717|K562_RAD21_17m|loop_chr19-chr19-10662|GM12878_RAD21_17m	chr19:17855012-17860786|Promoter	chr19:17929149-17933296|Promoter
loop_chr19-chr19-20718|K562_RAD21_17m|loop_chr19-chr19-11076|GM12878_RAD21_17m	chr19:17204114-17205778|Enhancer	chr19:17280935-17283855|Promoter
loop_chr19-chr19-20719|K562_RAD21_17m|loop_chr19-chr19-10677|GM12878_RAD21_17m	chr19:43743335-43748667|Enhancer	chr19:43783618-43786740|Enhancer
loop_chr19-chr19-20720|K562_RAD21_17m|loop_chr19-chr19-10896|GM12878_RAD21_17m	chr19:35066325-35068330|Enhancer	chr19:35132966-35137311|Promoter
loop_chr19-chr19-20721|K562_RAD21_17m|loop_chr19-chr19-10674|GM12878_RAD21_17m	chr19:48793404-48797227|Enhancer	chr19:48833097-48836921|Promoter
loop_chr19-chr19-20722|K562_RAD21_17m	chr19:9519527-9519754|Promoter	chr19:9520034-9520204|Promoter
loop_chr19-chr19-20723|K562_RAD21_17m	chr19:35107861-35108376|Promoter	chr19:35108438-35108673|Enhancer
loop_chr19-chr19-20724|K562_RAD21_17m	chr19:373438-373965|Enhancer	chr19:373996-374170|Enhancer
loop_chr19-chr19-20725|K562_RAD21_17m	chr19:7820120-7820274|Enhancer	chr19:7820615-7820957|Enhancer
loop_chr19-chr19-20726|K562_RAD21_17m|loop_chr19-chr19-10720|GM12878_RAD21_17m	chr19:4728460-4734218|Enhancer	chr19:4803574-4806675|Enhancer
loop_chr19-chr19-20727|K562_RAD21_17m	chr19:58056727-58056801|Enhancer	chr19:58056871-58057089|Enhancer
loop_chr19-chr19-20728|K562_RAD21_17m	chr19:58517870-58522109|Promoter	chr19:58580413-58582411|Promoter
loop_chr19-chr19-20729|K562_RAD21_17m|loop_chr19-chr19-10970|GM12878_RAD21_17m	chr19:18111148-18113877|Enhancer	chr19:18167872-18169386|Enhancer
loop_chr19-chr19-20730|K562_RAD21_17m|loop_chr19-chr19-10929|GM12878_RAD21_17m	chr19:8352613-8356072|Enhancer	chr19:8395227-8397908|Enhancer
loop_chr19-chr19-20731|K562_RAD21_17m	chr19:51363840-51363922|Promoter	chr19:51364003-51364038|Promoter
loop_chr19-chr19-20732|K562_RAD21_17m	chr19:42299134-42299188|Enhancer	chr19:42302001-42302048|Promoter
loop_chr19-chr19-20733|K562_RAD21_17m	chr19:10245580-10245692|Enhancer	chr19:10245931-10246039|Enhancer
loop_chr19-chr19-20734|K562_RAD21_17m	chr19:10702056-10702301|Promoter	chr19:10862860-10865155|Enhancer
loop_chr19-chr19-20735|K562_RAD21_17m|loop_chr19-chr19-10820|GM12878_RAD21_17m	chr19:51471406-51474853|Enhancer	chr19:51653763-51658817|Enhancer
loop_chr19-chr19-20736|K562_RAD21_17m|loop_chr19-chr19-11046|GM12878_RAD21_17m	chr19:11922154-11925692|Promoter	chr19:11986079-11990178|Promoter
loop_chr19-chr19-20737|K562_RAD21_17m	chr19:323002-323509|Enhancer	chr19:323569-323678|Enhancer
loop_chr19-chr19-20738|K562_RAD21_17m|loop_chr19-chr19-11033|GM12878_RAD21_17m	chr19:5803460-5806389|Enhancer	chr19:6017995-6022972|Enhancer
loop_chr19-chr19-20739|K562_RAD21_17m	chr19:17855012-17860786|Promoter	chr19:17993375-18008634|Promoter
loop_chr19-chr19-20740|K562_RAD21_17m	chr19:4692640-4692653|Enhancer	chr19:4692909-4692940|Enhancer
loop_chr19-chr19-20741|K562_RAD21_17m|loop_chr19-chr19-10763|GM12878_RAD21_17m	chr19:43445063-43449378|Enhancer	chr19:43515901-43522014|Enhancer
loop_chr19-chr19-20742|K562_RAD21_17m	chr19:47962038-47962196|Enhancer	chr19:47962958-47965014|Enhancer
loop_chr19-chr19-20743|K562_RAD21_17m	chr19:39097263-39097429|Enhancer	chr19:39097436-39097610|Enhancer
loop_chr19-chr19-20744|K562_RAD21_17m	chr19:32976072-32976586|Enhancer	chr19:33117930-33119504|Enhancer
loop_chr19-chr19-20745|K562_RAD21_17m	chr19:13280752-13280795|Enhancer	chr19:13281047-13281128|Enhancer
loop_chr19-chr19-20746|K562_RAD21_17m	chr19:49144470-49149348|Enhancer	chr19:49197159-49200151|Enhancer
loop_chr19-chr19-20747|K562_RAD21_17m|loop_chr19-chr19-10846|GM12878_RAD21_17m	chr19:17260665-17262493|Enhancer	chr19:17280935-17283855|Promoter
loop_chr19-chr19-20748|K562_RAD21_17m	chr19:1669371-1674199|Enhancer	chr19:1794622-1797971|Enhancer
loop_chr19-chr19-20749|K562_RAD21_17m	chr19:45022589-45022793|Enhancer	chr19:45022943-45023066|Enhancer
loop_chr19-chr19-20750|K562_RAD21_17m|loop_chr19-chr19-10899|GM12878_RAD21_17m	chr19:1545778-1547835|Enhancer	chr19:1669371-1674199|Enhancer
loop_chr19-chr19-20751|K562_RAD21_17m	chr19:8128247-8128507|Enhancer	chr19:8128555-8128605|Enhancer
loop_chr19-chr19-20752|K562_RAD21_17m|loop_chr19-chr19-10955|GM12878_RAD21_17m	chr19:9930062-9937319|Promoter	chr19:9999275-10002900|Enhancer
loop_chr19-chr19-20753|K562_RAD21_17m	chr19:16124700-16124761|Enhancer	chr19:16124853-16124943|Enhancer
loop_chr19-chr19-20754|K562_RAD21_17m	chr19:18540992-18541109|Enhancer	chr19:18541150-18541191|Enhancer
loop_chr19-chr19-20755|K562_RAD21_17m	chr19:36130312-36130495|Enhancer	chr19:36130574-36130665|Enhancer
loop_chr19-chr19-20756|K562_RAD21_17m	chr19:46306938-46306974|Promoter	chr19:46307102-46307193|Promoter
loop_chr19-chr19-20757|K562_RAD21_17m|loop_chr19-chr19-10800|GM12878_RAD21_17m	chr19:2230676-2238267|Promoter	chr19:2313224-2316953|Enhancer
loop_chr19-chr19-20758|K562_RAD21_17m	chr19:58044454-58044477|Promoter	chr19:58044651-58044682|Promoter
loop_chr19-chr19-20759|K562_RAD21_17m	chr19:562460-562546|Enhancer	chr19:562725-562735|Enhancer
loop_chr19-chr19-20760|K562_RAD21_17m	chr19:56128073-56128106|Promoter	chr19:56128441-56128445|Promoter
loop_chr19-chr19-20761|K562_RAD21_17m|loop_chr19-chr19-10762|GM12878_RAD21_17m	chr19:14360474-14364371|Enhancer	chr19:14404801-14408858|Promoter
loop_chr19-chr19-20762|K562_RAD21_17m|loop_chr19-chr19-10942|GM12878_RAD21_17m	chr19:2017213-2020576|Enhancer	chr19:2069059-2072025|Enhancer
loop_chr19-chr19-20763|K562_RAD21_17m	chr19:17286341-17286465|Enhancer	chr19:17286566-17286715|Enhancer
loop_chr19-chr19-20764|K562_RAD21_17m|loop_chr19-chr19-10708|GM12878_RAD21_17m	chr19:29760061-29761410|Enhancer	chr19:29872127-29875881|Enhancer
loop_chr19-chr19-20765|K562_RAD21_17m	chr19:29411957-29412081|Enhancer	chr19:29412350-29412434|Enhancer
loop_chr19-chr19-20766|K562_RAD21_17m	chr19:43434651-43434766|Enhancer	chr19:43434917-43435013|Enhancer
loop_chr19-chr19-20767|K562_RAD21_17m|loop_chr19-chr19-10807|GM12878_RAD21_17m	chr19:45423320-45429375|Enhancer	chr19:45476529-45480244|Promoter
loop_chr19-chr19-20768|K562_RAD21_17m	chr19:12964128-12966625|Promoter	chr19:12974911-12981203|Enhancer
loop_chr19-chr19-20769|K562_RAD21_17m	chr19:35426935-35427103|Enhancer	chr19:35427111-35427381|Enhancer
loop_chr19-chr19-20770|K562_RAD21_17m	chr19:45051815-45051835|Enhancer	chr19:45051871-45051985|Enhancer
loop_chr19-chr19-20771|K562_RAD21_17m	chr19:30028387-30028463|Promoter	chr19:30028541-30028632|Promoter
loop_chr19-chr19-20772|K562_RAD21_17m|loop_chr19-chr19-10770|GM12878_RAD21_17m	chr19:13783560-13787105|Enhancer	chr19:13859885-13866387|Enhancer
loop_chr19-chr19-20773|K562_RAD21_17m	chr19:5704059-5704160|Enhancer	chr19:5704227-5704434|Enhancer
loop_chr19-chr19-20774|K562_RAD21_17m	chr19:35297636-35297660|Enhancer	chr19:35297897-35298009|Enhancer
loop_chr19-chr19-20775|K562_RAD21_17m|loop_chr19-chr19-10813|GM12878_RAD21_17m	chr19:47294580-47297599|Enhancer	chr19:47389212-47392781|Enhancer
loop_chr19-chr19-20776|K562_RAD21_17m|loop_chr19-chr19-10715|GM12878_RAD21_17m	chr19:47012704-47013687|Enhancer	chr19:47030861-47033259|Enhancer
loop_chr19-chr19-20777|K562_RAD21_17m	chr19:19890789-19890830|Enhancer	chr19:19891121-19891133|Enhancer
loop_chr19-chr19-20778|K562_RAD21_17m	chr19:15160464-15161805|Enhancer	chr19:15554067-15560237|Enhancer
loop_chr19-chr19-20779|K562_RAD21_17m	chr19:27672314-27672361|Enhancer	chr19:27672631-27672654|Enhancer
loop_chr19-chr19-20780|K562_RAD21_17m	chr19:11380428-11384351|Promoter	chr19:11434860-11435259|Promoter
loop_chr19-chr19-20781|K562_RAD21_17m	chr19:48503447-48503594|Enhancer	chr19:48505881-48508150|Enhancer
loop_chr19-chr19-20782|K562_RAD21_17m|loop_chr19-chr19-11134|GM12878_RAD21_17m	chr19:41871222-41878334|Promoter	chr19:41934324-41937380|Enhancer
loop_chr19-chr19-20783|K562_RAD21_17m	chr19:47489813-47489924|Promoter	chr19:47489978-47490032|Promoter
loop_chr19-chr19-20784|K562_RAD21_17m	chr19:41795955-41796217|Promoter	chr19:41796234-41796571|Promoter
loop_chr19-chr19-20785|K562_RAD21_17m|loop_chr19-chr19-10867|GM12878_RAD21_17m	chr19:3321525-3328577|Enhancer	chr19:3428477-3430143|Enhancer
loop_chr19-chr19-20786|K562_RAD21_17m|loop_chr19-chr19-10975|GM12878_RAD21_17m	chr19:39211396-39213415|Enhancer	chr19:39326225-39330159|Enhancer
loop_chr19-chr19-20787|K562_RAD21_17m	chr19:29420613-29420694|Enhancer	chr19:29420837-29420925|Enhancer
loop_chr19-chr19-20788|K562_RAD21_17m	chr19:48046141-48046286|Enhancer	chr19:48046461-48046616|Enhancer
loop_chr19-chr19-20789|K562_RAD21_17m	chr19:38141105-38142768|Enhancer	chr19:38224162-38226213|Enhancer
loop_chr19-chr19-20790|K562_RAD21_17m|loop_chr19-chr19-10790|GM12878_RAD21_17m	chr19:46612384-46617780|Enhancer	chr19:46657691-46665637|Promoter
loop_chr19-chr19-20791|K562_RAD21_17m	chr19:6804420-6804488|Enhancer	chr19:6804560-6804608|Enhancer
loop_chr19-chr19-20792|K562_RAD21_17m|loop_chr19-chr19-10787|GM12878_RAD21_17m	chr19:46854451-46859346|Enhancer	chr19:46990750-46992024|Enhancer
loop_chr19-chr19-20793|K562_RAD21_17m	chr19:7763286-7763370|Promoter	chr19:7763427-7763659|Promoter
loop_chr19-chr19-20794|K562_RAD21_17m|loop_chr19-chr19-10690|GM12878_RAD21_17m	chr19:47208270-47212972|Enhancer	chr19:47243078-47247822|Enhancer
loop_chr19-chr19-20795|K562_RAD21_17m	chr19:15150493-15150821|Enhancer	chr19:15153886-15154143|Enhancer
loop_chr19-chr19-20796|K562_RAD21_17m	chr19:33724845-33724905|Enhancer	chr19:33724993-33725069|Enhancer
loop_chr19-chr19-20797|K562_RAD21_17m|loop_chr19-chr19-10989|GM12878_RAD21_17m	chr19:46612384-46617780|Enhancer	chr19:46633662-46640638|Promoter
loop_chr19-chr19-20798|K562_RAD21_17m	chr19:7659046-7659130|Enhancer	chr19:7659355-7659401|Enhancer
loop_chr19-chr19-20799|K562_RAD21_17m	chr19:33086938-33086988|Enhancer	chr19:33087018-33087065|Enhancer
loop_chr19-chr19-20800|K562_RAD21_17m	chr19:5759388-5759418|Enhancer	chr19:5759594-5759613|Enhancer
loop_chr19-chr19-20801|K562_RAD21_17m	chr19:45815205-45818428|Promoter	chr19:45861491-45867734|Promoter
loop_chr19-chr19-20802|K562_RAD21_17m	chr19:14572241-14574588|Promoter	chr19:14889001-14889687|Enhancer
loop_chr19-chr19-20803|K562_RAD21_17m	chr19:13150769-13153172|Promoter	chr19:13153426-13157044|Promoter
loop_chr19-chr19-20804|K562_RAD21_17m|loop_chr19-chr19-10852|GM12878_RAD21_17m	chr19:46077807-46083301|Enhancer	chr19:46263695-46267006|Enhancer
loop_chr19-chr19-20805|K562_RAD21_17m	chr19:8015507-8018228|Enhancer	chr19:8068241-8069711|Enhancer
loop_chr19-chr19-20806|K562_RAD21_17m	chr19:11496116-11496775|Promoter	chr19:11551901-11552101|Enhancer
loop_chr19-chr19-20807|K562_RAD21_17m|loop_chr19-chr19-10779|GM12878_RAD21_17m	chr19:44688301-44692612|Enhancer	chr19:44767707-44773378|Enhancer
loop_chr19-chr19-20808|K562_RAD21_17m	chr19:7099343-7099373|Enhancer	chr19:7101881-7104819|Enhancer
loop_chr19-chr19-20809|K562_RAD21_17m	chr19:40136698-40136795|Enhancer	chr19:40136914-40136944|Enhancer
loop_chr19-chr19-20810|K562_RAD21_17m	chr19:39321037-39321065|Promoter	chr19:39324849-39324851|Enhancer
loop_chr19-chr19-20811|K562_RAD21_17m|loop_chr19-chr19-10685|GM12878_RAD21_17m	chr19:49390392-49394466|Enhancer	chr19:49441281-49447585|Promoter
loop_chr19-chr19-20812|K562_RAD21_17m	chr19:17204114-17205778|Enhancer	chr19:17235321-17236043|Enhancer
loop_chr19-chr19-20813|K562_RAD21_17m	chr19:2756741-2756914|Enhancer	chr19:2756982-2757119|Enhancer
loop_chr19-chr19-20814|K562_RAD21_17m	chr19:52880098-52880271|Enhancer	chr19:52880445-52880534|Enhancer
loop_chr19-chr19-20815|K562_RAD21_17m	chr19:2389338-2389563|Enhancer	chr19:2389707-2392553|Enhancer
loop_chr19-chr19-20816|K562_RAD21_17m	chr19:1286769-1286772|Promoter	chr19:1288368-1288371|Enhancer
loop_chr19-chr19-20817|K562_RAD21_17m	chr19:50487081-50487085|Promoter	chr19:50490877-50490878|Enhancer
loop_chr19-chr19-20818|K562_RAD21_17m|loop_chr19-chr19-10686|GM12878_RAD21_17m	chr19:17343725-17347039|Enhancer	chr19:17381872-17386993|Enhancer
loop_chr19-chr19-20819|K562_RAD21_17m	chr19:3535266-3535271|Enhancer	chr19:3702974-3707125|Enhancer
loop_chr19-chr19-20820|K562_RAD21_17m	chr19:43549353-43549444|Enhancer	chr19:43549585-43549603|Enhancer
loop_chr19-chr19-20821|K562_RAD21_17m	chr19:40661365-40664194|Enhancer	chr19:40701969-40703275|Enhancer
loop_chr19-chr19-20822|K562_RAD21_17m	chr19:16320153-16320260|Enhancer	chr19:16320537-16320564|Enhancer
loop_chr19-chr19-20823|K562_RAD21_17m	chr19:4523282-4525587|Enhancer	chr19:4635029-4637911|Enhancer
loop_chr19-chr19-20824|K562_RAD21_17m|loop_chr19-chr19-10823|GM12878_RAD21_17m	chr19:35691929-35695011|Enhancer	chr19:35929847-35935248|Enhancer
loop_chr19-chr19-20825|K562_RAD21_17m	chr19:55624987-55625166|Promoter	chr19:55630428-55633422|Enhancer
loop_chr19-chr19-20826|K562_RAD21_17m|loop_chr19-chr19-10894|GM12878_RAD21_17m	chr19:40597061-40605774|Enhancer	chr19:40633862-40637630|Enhancer
loop_chr19-chr19-20827|K562_RAD21_17m	chr19:33777945-33779520|Enhancer	chr19:34144214-34147527|Enhancer
loop_chr19-chr19-20828|K562_RAD21_17m	chr19:19628516-19628522|Promoter	chr19:19629339-19629340|Promoter
loop_chr19-chr19-20829|K562_RAD21_17m	chr19:47251636-47251656|Enhancer	chr19:47256090-47256101|Promoter
loop_chr19-chr19-20830|K562_RAD21_17m	chr19:33777945-33779520|Enhancer	chr19:34094875-34099886|Enhancer
loop_chr19-chr19-20831|K562_RAD21_17m	chr19:47243078-47247822|Enhancer	chr19:47243078-47247822|Enhancer
loop_chr19-chr19-20832|K562_RAD21_17m	chr19:40521355-40521680|Enhancer	chr19:40522857-40524234|Enhancer
loop_chr19-chr19-20833|K562_RAD21_17m	chr19:10998910-10999025|Enhancer	chr19:10999193-10999224|Enhancer
loop_chr19-chr19-20834|K562_RAD21_17m	chr19:42574697-42574962|Enhancer	chr19:42575181-42575532|Enhancer
loop_chr19-chr19-20835|K562_RAD21_17m	chr19:39206757-39206927|Enhancer	chr19:39207162-39207505|Enhancer
loop_chr19-chr19-20836|K562_RAD21_17m	chr19:2230676-2238267|Promoter	chr19:2389707-2392553|Enhancer
loop_chr19-chr19-20837|K562_RAD21_17m	chr19:4521855-4521868|Enhancer	chr19:4523050-4523051|Enhancer
loop_chr19-chr19-20838|K562_RAD21_17m	chr19:45200085-45205775|Enhancer	chr19:45246718-45250253|Enhancer
loop_chr19-chr19-20839|K562_RAD21_17m	chr19:56078975-56081964|Enhancer	chr19:56078975-56081964|Enhancer
