loopId	chrA	startA	endA	chrB	startB	endB	distance(bp)	centerA	centerB	rawTargetAnchorAReads	rawTargetAnchorBReads	rawControlAnchorAReads	rawControlAnchorBReads	scaledTargetAnchorAReads	scaledTargetAnchorBReads	rawTargetCounts	scaledTargetCounts	rawControlCounts	rawTargetNearbyMedianCounts	scaledTargetNearbyMedianCounts	rawControlNearbyMedianCounts	rawTargetES	rawControlES	targetDensity	controlDensity	rawFc	scaledFc	poissonPvalue	significant
loop_chr19-chr19-20708|K562_RAD21_17m	chr19	3899283	3899302	chr19	3899526	3899554	247.5	3899292.5	3899540.0	13	13	0	0	6.764285036394197	6.764285036394197	13	6.764285036394197	0	4.75	3.108946237759614	0.0	2.736842105263158	0.0	16.270337922403005	1.2515643819480275	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20709|K562_RAD21_17m	chr19	4217425	4217585	chr19	4217783	4218004	388.5	4217505.0	4217893.5	16	18	2	0	7.940520280416436	8.696505514147391	16	7.940520280416436	0	4.75	3.108946237759614	0.25	3.3684210526315788	0.0	2.4702794503628223	0.1543924565657672	inf	inf	0.00035242862775520097	1
loop_chr19-chr19-20710|K562_RAD21_17m	chr19	35956112	35956758	chr19	35956777	35956921	414.0	35956435.0	35956849.0	23	17	2	0	10.508504746097707	8.321047944013081	17	8.321047944013081	0	4.0	2.7226210766002983	0.0	4.25	0.0	1.2658227848101269	0.07446015943235101	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20711|K562_RAD21_17m	chr19	38233967	38234230	chr19	38402603	38403246	168826.0	38234098.5	38402924.5	160	340	105	249	46.98590809465298	84.08675026435748	20	9.433546384775648	0	1.5	1.2766998079638479	0.0	13.333333333333336	0.0	1.2985326580963512	0.06492662908560408	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20715|K562_RAD21_17m	chr19	938421	938589	chr19	938680	938793	231.5	938505.0	938736.5	12	12	1	3	6.358891703576133	6.358891703576133	12	6.358891703576133	0	3.5	2.4558991991014234	0.0	3.4285714285714284	0.0	2.5120368432070337	0.20933639128668075	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20716|K562_RAD21_17m	chr19	48645252	48648297	chr19	48783161	48784855	137233.5	48646774.5	48784008.0	365	262	326	38	88.82180457517885	68.76081428749983	29	12.568117600567259	1	12.5	6.562512453931202	0.75	2.32	1.0	0.35996673410871	0.012412645273593014	4.857981079991983	3.6516966800720696	3.010763532828477e-05	1
loop_chr19-chr19-20722|K562_RAD21_17m	chr19	9519527	9519754	chr19	9520034	9520204	478.5	9519640.5	9520119.0	12	18	1	0	6.358891703576133	8.696505514147391	12	6.358891703576133	0	3.0	2.1803171536093853	0.0	4.0	0.0	1.7780411912875982	0.14817009055807884	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20723|K562_RAD21_17m	chr19	35107861	35108376	chr19	35108438	35108673	437.0	35108118.5	35108555.5	23	18	5	2	10.508504746097707	8.696505514147391	18	8.696505514147391	0	6.25	3.8427246127126296	0.0	2.88	0.0	1.4117647058823528	0.07843136793540972	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20724|K562_RAD21_17m	chr19	373438	373965	chr19	373996	374170	381.5	373701.5	374083.0	31	17	4	0	13.232248431196867	8.321047944013081	14	7.162626325318151	0	1.0	0.9335239083803982	0.25	14.0	0.0	1.1747923135017202	0.08391373174259244	inf	inf	0.00035242862775520097	1
loop_chr19-chr19-20727|K562_RAD21_17m	chr19	58056727	58056801	chr19	58056871	58057089	216.0	58056764.0	58056980.0	12	12	0	0	6.358891703576133	6.358891703576133	12	6.358891703576133	0	1.5	1.2766998079638479	0.0	8.0	0.0	2.4174053182917	0.20145043134094964	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20728|K562_RAD21_17m	chr19	58517870	58522109	chr19	58580413	58582411	61422.5	58519989.5	58581412.0	544	422	488	76	120.87386721661491	99.35236084886223	33	13.88667917264068	1	1.5	1.2766998079638479	0.0	22.0	1.0	0.3112356053532524	0.009431381425614446	5.044394204222865	3.795629732798144	2.3024937835156482e-06	1
loop_chr19-chr19-20731|K562_RAD21_17m	chr19	51363840	51363922	chr19	51364003	51364038	139.5	51363881.0	51364020.5	12	12	0	0	6.358891703576133	6.358891703576133	12	6.358891703576133	0	2.25	1.7460317673950132	0.0	5.333333333333333	0.0	6.033182503770739	0.5027651790731393	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20732|K562_RAD21_17m	chr19	42299134	42299188	chr19	42302001	42302048	2863.5	42299161.0	42302024.5	14	16	2	1	7.162626325318151	7.940520280416436	12	6.358891703576133	0	3.0	2.1803171536093853	0.0	4.0	0.0	6.9889341875364	0.5824111480352208	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20733|K562_RAD21_17m	chr19	10245580	10245692	chr19	10245931	10246039	349.0	10245636.0	10245985.0	14	11	5	6	7.162626325318151	5.94571619739258	11	5.94571619739258	0	2.75	2.0386488117697805	0.0	4.0	0.0	2.9411764705882355	0.26737966341616953	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20734|K562_RAD21_17m	chr19	10702056	10702301	chr19	10862860	10864666	161584.5	10702178.5	10863763.0	76	143	38	91	26.444583186395608	43.082473564544976	13	6.764285036394197	0	0.0	0.0	0.0	13.0	0.0	0.37284538388734334	0.02868041245809717	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20737|K562_RAD21_17m	chr19	323002	323509	chr19	323569	323678	368.0	323255.5	323623.5	23	12	4	5	10.508504746097707	6.358891703576133	12	6.358891703576133	0	1.5	1.2766998079638479	0.25	8.0	0.0	1.1459129106187929	0.09549273693434628	inf	inf	0.009913146248712349	1
loop_chr19-chr19-20739|K562_RAD21_17m	chr19	17859619	17859767	chr19	17996970	17997070	137327.0	17859693.0	17997020.0	59	156	102	150	21.748701731	46.07633035684815	11	5.94571619739258	0	2.75	2.0386488117697805	0.0	4.0	0.0	2.6091081593927896	0.2371916369014407	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20740|K562_RAD21_17m	chr19	4692640	4692653	chr19	4692909	4692940	278.0	4692646.5	4692924.5	11	11	1	0	5.94571619739258	5.94571619739258	11	5.94571619739258	0	2.5	1.8940103746519041	0.0	4.4	0.0	14.705882352941178	1.3368983170808475	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20743|K562_RAD21_17m	chr19	39097263	39097429	chr19	39097436	39097610	177.0	39097346.0	39097523.0	14	12	1	3	7.162626325318151	6.358891703576133	12	6.358891703576133	0	5.5	3.4815552933904015	0.0	2.1818181818181817	0.0	2.0761245674740483	0.17301037044575676	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20745|K562_RAD21_17m	chr19	13280752	13280795	chr19	13281047	13281128	314.0	13280773.5	13281087.5	13	11	0	3	6.764285036394197	5.94571619739258	11	5.94571619739258	0	2.75	2.0386488117697805	0.0	4.0	0.0	5.218216318785579	0.4743832738028814	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20749|K562_RAD21_17m	chr19	45022589	45022793	chr19	45022943	45023066	313.5	45022691.0	45023004.5	12	14	2	1	6.358891703576133	7.162626325318151	11	5.94571619739258	0	1.0	0.9335239083803982	0.0	11.0	0.0	1.9787731606404029	0.1798884585674535	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20751|K562_RAD21_17m	chr19	8128247	8128507	chr19	8128555	8128605	203.0	8128377.0	8128580.0	15	12	4	4	7.554530147022621	6.358891703576133	12	6.358891703576133	0	0.25	0.3200837953572311	0.0	12.0	0.0	2.277039848197344	0.18975330952115255	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20753|K562_RAD21_17m	chr19	16124700	16124761	chr19	16124853	16124943	167.5	16124730.5	16124898.0	11	11	1	4	5.94571619739258	5.94571619739258	11	5.94571619739258	0	2.75	2.0386488117697805	0.0	4.0	0.0	4.285157771717959	0.3895597745136245	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20756|K562_RAD21_17m	chr19	46306938	46306974	chr19	46307102	46307193	191.5	46306956.0	46307147.5	11	11	0	1	5.94571619739258	5.94571619739258	11	5.94571619739258	0	2.25	1.7460317673950132	0.0	4.888888888888889	0.0	5.094951366373321	0.4631773696973016	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20758|K562_RAD21_17m	chr19	58044454	58044477	chr19	58044651	58044682	201.0	58044465.5	58044666.5	11	11	0	1	5.94571619739258	5.94571619739258	11	5.94571619739258	0	2.75	2.0386488117697805	0.0	4.0	0.0	11.982570806100217	1.0893245546584682	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20759|K562_RAD21_17m	chr19	562460	562546	chr19	562725	562735	227.0	562503.0	562730.0	11	11	1	0	5.94571619739258	5.94571619739258	11	5.94571619739258	0	0.0	0.0	0.0	11.0	0.0	6.740196078431373	0.6127450619953885	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20760|K562_RAD21_17m	chr19	56128073	56128106	chr19	56128441	56128445	353.5	56128089.5	56128443.0	10	10	0	0	5.523878412791145	5.523878412791145	10	5.523878412791145	0	0.0	0.0	0.0	10.0	0.0	15.89825119236884	1.5898250257177649	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20765|K562_RAD21_17m	chr19	29411957	29412081	chr19	29412350	29412434	373.0	29412019.0	29412392.0	10	10	3	0	5.523878412791145	5.523878412791145	10	5.523878412791145	0	2.5	1.8940103746519041	0.0	4.0	0.0	2.828054298642533	0.2828054132286409	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20766|K562_RAD21_17m	chr19	43434651	43434766	chr19	43434917	43435013	256.5	43434708.5	43434965.0	10	10	0	0	5.523878412791145	5.523878412791145	10	5.523878412791145	0	3.25	2.3193171678736664	0.0	3.0769230769230766	0.0	2.7878449958182325	0.278784483182736	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20768|K562_RAD21_17m	chr19	12965105	12966625	chr19	12977926	12979015	12605.5	12965865.0	12978470.5	289	397	224	321	74.17039699250002	94.77637706458408	14	7.162626325318151	0	3.5	2.4558991991014234	0.0	4.0	0.0	0.31564944874078416	0.02254638786951219	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20771|K562_RAD21_17m	chr19	30028387	30028463	chr19	30028541	30028632	161.5	30028425.0	30028586.5	10	10	0	0	5.523878412791145	5.523878412791145	10	5.523878412791145	0	2.5	1.8940103746519041	0.0	4.0	0.0	3.522367030644593	0.3522366823446545	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20774|K562_RAD21_17m	chr19	35297636	35297660	chr19	35297897	35298009	305.0	35297648.0	35297953.0	10	10	1	1	5.523878412791145	5.523878412791145	10	5.523878412791145	0	0.0	0.0	0.0	10.0	0.0	4.3252595155709335	0.4325259261143919	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20777|K562_RAD21_17m	chr19	19890789	19890830	chr19	19891121	19891133	317.5	19890809.5	19891127.0	11	11	0	0	5.94571619739258	5.94571619739258	11	5.94571619739258	0	0.0	0.0	0.0	11.0	0.0	12.208657047724753	1.1098778481425904	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20779|K562_RAD21_17m	chr19	27672314	27672361	chr19	27672631	27672654	305.0	27672337.5	27672642.5	10	10	0	0	5.523878412791145	5.523878412791145	10	5.523878412791145	0	2.5	1.8940103746519041	0.0	4.0	0.0	8.403361344537815	0.8403360850222471	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20780|K562_RAD21_17m	chr19	11383002	11383586	chr19	11434860	11435259	51765.5	11383294.0	11435059.5	138	39	35	33	41.91466792736852	15.798509887487347	16	7.940520280416436	0	3.25	2.3193171678736664	0.0	4.9230769230769225	0.0	0.9574531745556818	0.05984081988968189	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20781|K562_RAD21_17m	chr19	48503447	48503594	chr19	48506316	48506649	2962.0	48503520.5	48506482.5	24	185	6	103	10.859561952439837	52.55947936997593	10	5.523878412791145	0	2.5	1.8940103746519041	0.0	4.0	0.0	1.2254901960784317	0.12254901239907773	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20787|K562_RAD21_17m	chr19	29420613	29420694	chr19	29420837	29420925	227.5	29420653.5	29420881.0	10	10	0	1	5.523878412791145	5.523878412791145	10	5.523878412791145	0	2.5	1.8940103746519041	0.0	4.0	0.0	3.480682213713888	0.34806820089678875	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20788|K562_RAD21_17m	chr19	48046141	48046286	chr19	48046461	48046616	325.0	48046213.5	48046538.5	10	12	3	0	5.523878412791145	6.358891703576133	10	5.523878412791145	0	2.5	1.8940103746519041	0.0	4.0	0.0	1.9607843137254903	0.19607841983852434	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20789|K562_RAD21_17m	chr19	38141105	38142586	chr19	38224162	38226172	83321.5	38141845.5	38225167.0	228	190	34	76	61.76336548399786	53.65295356524397	34	14.210485076576099	0	8.5	4.872447246765426	0.25	4.0	0.0	0.5729017473503295	0.016850050401477308	inf	inf	1.2252541367328097e-15	1
loop_chr19-chr19-20791|K562_RAD21_17m	chr19	6804420	6804488	chr19	6804560	6804608	130.0	6804454.0	6804584.0	10	10	1	0	5.523878412791145	5.523878412791145	10	5.523878412791145	0	2.5	1.8940103746519041	0.0	4.0	0.0	5.0709939148073016	0.5070993616513559	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20793|K562_RAD21_17m	chr19	7763286	7763370	chr19	7763427	7763659	215.0	7763328.0	7763543.0	13	13	0	3	6.764285036394197	6.764285036394197	13	6.764285036394197	0	3.25	2.3193171678736664	0.25	4.0	0.0	2.4199553239017124	0.1861503985808775	inf	inf	0.009913146248712349	1
loop_chr19-chr19-20795|K562_RAD21_17m	chr19	15150493	15150709	chr19	15153886	15154143	3413.5	15150601.0	15154014.5	71	45	47	11	25.090919145311503	17.64418834820119	10	5.523878412791145	0	2.5	1.8940103746519041	0.0	4.0	0.0	1.2436264146250466	0.1243626341470556	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20796|K562_RAD21_17m	chr19	33724845	33724905	chr19	33724993	33725069	156.0	33724875.0	33725031.0	10	11	0	0	5.523878412791145	5.94571619739258	10	5.523878412791145	0	3.25	2.3193171678736664	0.0	3.0769230769230766	0.0	4.3252595155709335	0.4325259261143919	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20798|K562_RAD21_17m	chr19	7659046	7659130	chr19	7659355	7659401	290.0	7659088.0	7659378.0	10	10	0	1	5.523878412791145	5.523878412791145	10	5.523878412791145	0	2.5	1.8940103746519041	0.0	4.0	0.0	4.524886877828054	0.4524886611658254	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20799|K562_RAD21_17m	chr19	33086938	33086988	chr19	33087018	33087065	78.5	33086963.0	33087041.5	10	10	0	0	5.523878412791145	5.523878412791145	10	5.523878412791145	0	2.5	1.8940103746519041	0.0	4.0	0.0	6.064281382656156	0.6064281025933742	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20800|K562_RAD21_17m	chr19	5759388	5759418	chr19	5759594	5759613	200.5	5759403.0	5759603.5	9	9	0	1	5.09229902699635	5.09229902699635	9	5.09229902699635	0	2.25	1.7460317673950132	0.0	4.0	0.0	10.80432172869148	1.2004801214603529	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20801|K562_RAD21_17m	chr19	45817378	45817995	chr19	45863892	45865036	46777.5	45817686.5	45864464.0	115	256	70	118	36.410673453219964	67.5417755856896	11	5.94571619739258	0	1.25	1.1090508908745822	0.0	8.8	0.0	0.3674382870695126	0.033403478677772463	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20802|K562_RAD21_17m	chr19	14573608	14574348	chr19	14889001	14889687	315366.0	14573978.0	14889344.0	120	49	152	20	37.62704339474471	18.84331841734004	10	5.523878412791145	0	2.5	1.8940103746519041	0.0	4.0	0.0	0.4125072188763304	0.041250719461120126	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20806|K562_RAD21_17m	chr19	11496116	11496775	chr19	11551901	11552101	55555.5	11496445.5	11552001.0	189	47	77	20	53.434788599371174	18.246661352498453	11	5.94571619739258	0	0.0	0.0	0.0	11.0	0.0	0.7532698760528658	0.0684790756129887	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20810|K562_RAD21_17m	chr19	39321037	39321065	chr19	39324849	39324851	3799.0	39321051.0	39324850.0	9	9	0	0	5.09229902699635	5.09229902699635	9	5.09229902699635	0	0.0	0.0	0.0	9.0	0.0	17.647058823529417	1.9607841983852436	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20812|K562_RAD21_17m	chr19	17205473	17205778	chr19	17235321	17236043	30056.5	17205625.5	17235682.0	129	125	39	86	39.78791264598416	38.831914804234465	10	5.523878412791145	0	1.25	1.1090508908745822	0.0	8.0	0.0	0.5727704908643106	0.057277045717193074	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20813|K562_RAD21_17m	chr19	2756741	2756914	chr19	2756982	2757119	223.0	2756827.5	2757050.5	11	15	2	3	5.94571619739258	7.554530147022621	11	5.94571619739258	0	2.0	1.594249625518776	0.0	5.5	0.0	2.087286527514232	0.18975330952115255	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20814|K562_RAD21_17m	chr19	52880098	52880271	chr19	52880445	52880534	305.0	52880184.5	52880489.5	12	9	0	1	6.358891703576133	5.09229902699635	9	5.09229902699635	0	1.25	1.1090508908745822	0.0	7.2	0.0	2.020655590480467	0.2245172746242645	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20815|K562_RAD21_17m	chr19	2389338	2389563	chr19	2391603	2391727	2214.5	2389450.5	2391665.0	28	46	8	43	12.232160563172519	17.94617106839203	9	5.09229902699635	0	2.5	1.8940103746519041	0.0	3.6	0.0	1.5169391538850496	0.16854878496148226	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20816|K562_RAD21_17m	chr19	1286769	1286772	chr19	1288368	1288371	1599.0	1286770.5	1288369.5	10	9	0	0	5.523878412791145	5.09229902699635	9	5.09229902699635	0	2.25	1.7460317673950132	0.0	4.0	0.0	88.23529411764706	9.803920991926217	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20817|K562_RAD21_17m	chr19	50487081	50487085	chr19	50490877	50490878	3794.5	50487083.0	50490877.5	9	9	0	0	5.09229902699635	5.09229902699635	9	5.09229902699635	0	0.0	0.0	0.0	9.0	0.0	105.88235294117649	11.76470519031146	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20819|K562_RAD21_17m	chr19	3535266	3535271	chr19	3705949	3705950	170681.0	3535268.5	3705949.5	9	9	1	0	5.09229902699635	5.09229902699635	9	5.09229902699635	0	0.0	0.0	0.0	9.0	0.0	88.23529411764706	9.803920991926217	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20820|K562_RAD21_17m	chr19	43549353	43549444	chr19	43549585	43549603	195.5	43549398.5	43549594.0	11	9	1	0	5.94571619739258	5.09229902699635	9	5.09229902699635	0	0.0	0.0	0.0	9.0	0.0	4.856988667026443	0.5396653757023605	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20821|K562_RAD21_17m	chr19	40662232	40664172	chr19	40701969	40703275	39420.0	40663202.0	40702622.0	409	288	450	8	96.9807995986292	73.97215838172394	30	12.901444461938127	0	4.25	2.8530952269771763	0.25	7.0588235294117645	0.0	0.5436555398499512	0.018121850262340512	inf	inf	3.5772342421896566e-12	1
loop_chr19-chr19-20822|K562_RAD21_17m	chr19	16320153	16320260	chr19	16320537	16320564	344.0	16320206.5	16320550.5	9	9	2	0	5.09229902699635	5.09229902699635	9	5.09229902699635	0	0.0	0.0	0.0	9.0	0.0	3.9508340649692713	0.4389815369519201	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20823|K562_RAD21_17m	chr19	4523405	4523789	chr19	4636368	4636955	113064.5	4523597.0	4636661.5	82	226	30	188	28.042507387141963	61.34462440387557	10	5.523878412791145	0	2.25	1.7460317673950132	0.0	4.4444444444444455	0.0	0.605803598473375	0.06058035628378713	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20825|K562_RAD21_17m	chr19	55624987	55625166	chr19	55631865	55632162	6937.0	55625076.5	55632013.5	15	128	1	126	7.554530147022621	39.54955442011621	9	5.09229902699635	0	2.25	1.7460317673950132	0.0	4.0	0.0	1.1122095897182402	0.12357883603268338	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20827|K562_RAD21_17m	chr19	33777945	33778400	chr19	34145545	34147527	368363.5	33778172.5	34146536.0	286	218	140	188	73.57520972961576	59.66111319367243	23	10.508504746097707	1	0.0	0.0	0.0	23.0	1.0	0.5551666706896136	0.0241376799144675	4.523562040921423	3.3934854978833653	0.0040340480177750455	1
loop_chr19-chr19-20828|K562_RAD21_17m	chr19	19628516	19628522	chr19	19629339	19629340	820.5	19628519.0	19629339.5	9	9	2	0	5.09229902699635	5.09229902699635	9	5.09229902699635	0	0.0	0.0	0.0	9.0	0.0	75.63025210084034	8.403360850222471	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20829|K562_RAD21_17m	chr19	47251636	47251656	chr19	47256090	47256101	4449.5	47251646.0	47256095.5	9	9	0	0	5.09229902699635	5.09229902699635	9	5.09229902699635	0	1.5	1.2766998079638479	0.0	6.0	0.0	17.077798861480073	1.8975330952115257	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20830|K562_RAD21_17m	chr19	33778163	33778984	chr19	34094875	34099886	318807.0	33778573.5	34097380.5	294	230	133	107	75.15925939946581	62.18127034195758	34	14.210485076576099	0	0.0	0.0	0.0	34.0	0.0	0.3429355281207133	0.010086338469059894	inf	inf	3.6203999999999977e-296	1
loop_chr19-chr19-20833|K562_RAD21_17m	chr19	10998910	10999025	chr19	10999193	10999224	241.0	10998967.5	10999208.5	11	9	0	0	5.94571619739258	5.09229902699635	9	5.09229902699635	0	0.0	0.0	0.0	9.0	0.0	3.6261079774375498	0.4029008626818993	inf	inf	3.6203999999999977e-296	1
