Promoter	PromoterTarget	directEnhancer	indirectEnhancer	directPromoter	indirectPromoter	directEnhancerHub	indirectEnhancerHub
chr10:437483-437552|Promoter	chr10:437561-441170|+|AL669841.1			chr10:437349-437359|Promoter			
chr10:45813949-45814133|Promoter	chr10:45812648-45812944|-|AC012044.1			chr10:45814287-45814300|Promoter			
chr10:45814287-45814300|Promoter	chr10:45812648-45812944|-|AC012044.1			chr10:45813949-45814133|Promoter			
chr10:45983788-45984281|Promoter	chr10:45984610-45984810|+|SNORA74C-1	chr10:46022528-46023587|Enhancer					
chr10:50653188-50654984|Promoter	chr10:50655967-50660472|+|BEND3P1	chr10:50555064-50555995|Enhancer,chr10:50561109-50562049|Enhancer				chr10:50561109-50562049|Enhancer	
chr10:50674861-50675077|Promoter	chr10:50676743-50686326|+|NUTM2HP			chr10:50675129-50675150|Promoter			
chr10:50675129-50675150|Promoter	chr10:50676743-50686326|+|NUTM2HP			chr10:50674861-50675077|Promoter			
chr10:5133222-5133342|Promoter	chr10:5122087-5135226|-|AKR1C5P			chr10:5133424-5133635|Promoter			
chr10:5133424-5133635|Promoter	chr10:5122087-5135226|-|AKR1C5P			chr10:5133222-5133342|Promoter			
chr10:5744377-5744492|Promoter	chr10:5712174-5744067|-|AL365356.1			chr10:5744617-5744920|Promoter			
chr10:5744617-5744920|Promoter	chr10:5712174-5744067|-|AL365356.1			chr10:5744377-5744492|Promoter			
chr10:59961622-59961720|Promoter	chr10:59955430-59960882|-|LINC01553			chr10:59961859-59961873|Promoter			
chr10:59961859-59961873|Promoter	chr10:59955430-59960882|-|LINC01553			chr10:59961622-59961720|Promoter			
chr10:68332030-68332058|Promoter	chr10:68332075-68343187|+|HNRNPH3			chr10:68333097-68333273|Promoter			
chr10:68333097-68333273|Promoter	chr10:68282660-68333049|-|PBLD			chr10:68332030-68332058|Promoter			
chr10:68527772-68528338|Promoter	chr10:68477998-68527523|-|SLC25A16			chr10:68560749-68563924|Promoter			
chr10:68560749-68563924|Promoter	chr10:68560337-68694487|+|TET1			chr10:68527772-68528338|Promoter			
chr10:69022265-69022412|Promoter	chr10:69022778-69023866|+|ACTBP14			chr10:69022538-69022588|Promoter			
chr10:69022538-69022588|Promoter	chr10:69022778-69023866|+|ACTBP14			chr10:69022265-69022412|Promoter			
chr10:69123755-69124515|Promoter	chr10:69123512-69174412|+|VPS26A			chr10:69179576-69180282|Promoter			
chr10:69179576-69180282|Promoter	chr10:69180234-69209093|+|SUPV3L1			chr10:69123755-69124515|Promoter			
chr10:69415090-69415780|Promoter	chr10:69403903-69416867|-|TACR2	chr10:69408578-69413483|Enhancer	chr10:69235856-69239006|Enhancer,chr10:69356266-69358397|Enhancer				chr10:69235856-69239006|Enhancer
chr10:70670406-70672176|Promoter	chr10:70672506-70762441|+|ADAMTS14	chr10:70617877-70619824|Enhancer,chr10:70759049-70759402|Enhancer	chr10:70558520-70559857|Enhancer			chr10:70617877-70619824|Enhancer	
chr10:70924668-70925863|Promoter	chr10:70927055-71077810|+|AC073176.2	chr10:70903401-70903789|Enhancer					
chr10:71850296-71852145|Promoter	chr10:71816298-71851325|-|PSAP	chr10:71837353-71838374|Enhancer					
chr10:72272599-72272809|Promoter	chr10:72273924-72276036|+|DDIT4		chr10:71761560-71761786|Enhancer,chr10:71894996-71896647|Enhancer,chr10:72125733-72127133|Enhancer,chr10:72258864-72261756|Enhancer,chr10:72255252-72255903|Enhancer,chr10:72326762-72328701|Enhancer,chr10:72244233-72245437|Enhancer	chr10:72273115-72278266|Promoter			chr10:72326762-72328701|Enhancer
chr10:72273115-72278266|Promoter	chr10:72274915-72275980|-|DDIT4-AS1,chr10:72273924-72276036|+|DDIT4	chr10:72326762-72328701|Enhancer	chr10:71761560-71761786|Enhancer,chr10:71894996-71896647|Enhancer,chr10:72125733-72127133|Enhancer,chr10:72258864-72261756|Enhancer,chr10:72255252-72255903|Enhancer,chr10:72244233-72245437|Enhancer	chr10:72272599-72272809|Promoter			chr10:72258864-72261756|Enhancer
chr10:73631183-73631288|Promoter	chr10:73630556-73631490|+|AC073389.3			chr10:73631319-73631498|Promoter			
chr10:73631319-73631498|Promoter	chr10:73630556-73631490|+|AC073389.3			chr10:73631183-73631288|Promoter			
chr10:73653097-73655005|Promoter	chr10:73654039-73674719|+|AC073389.2	chr10:73878483-73879917|Enhancer			chr10:73875803-73875954|Promoter		
chr10:73875803-73875954|Promoter	chr10:73812501-73874591|-|CAMK2G	chr10:73878483-73879917|Enhancer			chr10:73653097-73655005|Promoter		
chr10:73909008-73911575|Promoter	chr10:73911104-73917496|+|PLAU	chr10:73940793-73941156|Enhancer					
chr10:75124333-75124434|Promoter	chr10:75125217-75125862|+|RPS26P42			chr10:75124640-75124715|Promoter			
chr10:75124640-75124715|Promoter	chr10:75125217-75125862|+|RPS26P42			chr10:75124333-75124434|Promoter			
chr10:79068835-79069851|Promoter	chr10:79068966-79316528|+|ZMIZ1	chr10:79142506-79146475|Enhancer	chr10:78657783-78658908|Enhancer,chr10:79046737-79047219|Enhancer,chr10:79194090-79196546|Enhancer				chr10:79194090-79196546|Enhancer
chr10:79381835-79382370|Promoter	chr10:79382328-79409274|+|AL133481.1	chr10:79467546-79467728|Enhancer					
chr10:79500501-79502815|Promoter	chr10:79499666-79499984|-|TPRX1P1	chr10:79374339-79377173|Enhancer					
chr10:79562249-79562425|Promoter	chr10:79555852-79560402|-|SFTPA2	chr10:79929429-79931041|Enhancer					
chr10:86521038-86521139|Promoter	chr10:86435256-86521792|-|WAPL			chr10:86521394-86521431|Promoter			
chr10:86521394-86521431|Promoter	chr10:86435256-86521792|-|WAPL			chr10:86521038-86521139|Promoter			
chr10:86959439-86960637|Promoter	chr10:86958599-86963258|+|SNCG	chr10:86945706-86946004|Enhancer					
chr10:89838342-89838437|Promoter	chr10:89837612-89839334|-|MARK2P16			chr10:89838577-89838669|Promoter			
chr10:89838577-89838669|Promoter	chr10:89837612-89839334|-|MARK2P16			chr10:89838342-89838437|Promoter			
chr10:91629994-91632540|Promoter	chr10:91628442-91633071|-|PPP1R3C	chr10:91551398-91554224|Enhancer	chr10:91912574-91913104|Enhancer,chr10:91635139-91635663|Enhancer				chr10:91635139-91635663|Enhancer
chr10:95183663-95183918|Promoter	chr10:95183653-95184217|+|PAWRP1	chr10:95133264-95133552|Enhancer					
chr11:102108313-102108387|Promoter	chr11:102107886-102109842|+|AP001527.1			chr11:102108568-102108680|Promoter			
chr11:102108568-102108680|Promoter	chr11:102107886-102109842|+|AP001527.1			chr11:102108313-102108387|Promoter			
chr11:102294084-102294272|Promoter	chr11:102295060-102295806|+|AP000942.1	chr11:102291780-102291935|Enhancer					
chr11:112073689-112073729|Promoter	chr11:112074086-112085150|+|NKAPD1			chr11:112075101-112075161|Promoter			
chr11:112075101-112075161|Promoter	chr11:112064010-112074274|-|PIH1D2			chr11:112073689-112073729|Promoter			
chr11:114402379-114402392|Promoter	chr11:114400682-114443932|+|AP002373.1			chr11:114402468-114402606|Promoter			
chr11:114402468-114402606|Promoter	chr11:114400682-114443932|+|AP002373.1			chr11:114402379-114402392|Promoter			
chr11:116838749-116840716|Promoter	chr11:116835751-116837950|-|APOA1	chr11:117105954-117106309|Enhancer					
chr11:117198117-117200249|Promoter	chr11:117199321-117204778|+|TAGLN	chr11:117226512-117226856|Enhancer					
chr11:117232313-117232494|Promoter	chr11:117204337-117232525|-|PCSK7	chr11:117410467-117411827|Enhancer					
chr11:118068298-118068825|Promoter	chr11:118067237-118067539|+|RN7SL828P	chr11:118143157-118147043|Enhancer					
chr11:118528350-118528639|Promoter	chr11:118527472-118531197|+|TTC36			chr11:118528713-118528788|Promoter			
chr11:118528713-118528788|Promoter	chr11:118527472-118531197|+|TTC36			chr11:118528350-118528639|Promoter			
chr11:118594856-118596893|Promoter	chr11:118593988-118594093|+|RNU6-1157P	chr11:118610850-118611214|Enhancer		chr11:118689613-118690235|Promoter			
chr11:118689613-118690235|Promoter	chr11:118688033-118690599|-|TREHP1		chr11:118610850-118611214|Enhancer	chr11:118594856-118596893|Promoter			
chr11:119207987-119208129|Promoter	chr11:119206276-119308149|+|CBL	chr11:119208293-119208423|Enhancer					
chr11:119339161-119341281|Promoter	chr11:119338942-119340883|-|C1QTNF5		chr11:119426905-119427226|Enhancer,chr11:119474641-119474902|Enhancer	chr11:119380697-119381823|Promoter,chr11:119373841-119375000|Promoter			chr11:119474641-119474902|Enhancer
chr11:119373841-119375000|Promoter	chr11:119372706-119381613|+|AP003396.3		chr11:119426905-119427226|Enhancer,chr11:119474641-119474902|Enhancer	chr11:119380697-119381823|Promoter,chr11:119339161-119341281|Promoter			chr11:119474641-119474902|Enhancer
chr11:119380697-119381823|Promoter	chr11:119381778-119526664|+|USP2-AS1,chr11:119355215-119381711|-|USP2	chr11:119474641-119474902|Enhancer	chr11:119426905-119427226|Enhancer	chr11:119339161-119341281|Promoter,chr11:119373841-119375000|Promoter			
chr11:124793883-124794230|Promoter	chr11:124789240-124792818|-|AP000866.6	chr11:124668666-124670979|Enhancer					
chr11:126211761-126212406|Promoter	chr11:126211724-126262984|+|FAM118B			chr11:126212750-126212861|Promoter			
chr11:126212750-126212861|Promoter	chr11:126211724-126262984|+|FAM118B			chr11:126211761-126212406|Promoter			
chr11:134224776-134226337|Promoter	chr11:134224671-134247788|+|VPS26B			chr11:134252593-134253311|Promoter			
chr11:134252593-134253311|Promoter	chr11:134248279-134253370|-|THYN1			chr11:134224776-134226337|Promoter			
chr11:14972419-14972763|Promoter	chr11:14966668-14972354|-|CALCA	chr11:14974302-14975053|Enhancer					
chr11:17169005-17169219|Promoter	chr11:17086572-17169741|-|PIK3C2A			chr11:17169237-17169870|Promoter			
chr11:17169237-17169870|Promoter	chr11:17086572-17169741|-|PIK3C2A			chr11:17169005-17169219|Promoter			
chr11:18246632-18246636|Promoter	chr11:18248389-18248506|-|RNA5SP333	chr11:18328545-18328546|Enhancer					
chr11:18455736-18456994|Promoter	chr11:18455824-18479600|+|LDHAL6A	chr11:18651392-18651687|Enhancer					
chr11:18836081-18836105|Promoter	chr11:18836304-18837081|+|AC103974.2			chr11:18836266-18836533|Promoter			
chr11:18836266-18836533|Promoter	chr11:18836304-18837081|+|AC103974.2			chr11:18836081-18836105|Promoter			
chr11:197946-198133|Promoter	chr11:196738-200258|+|ODF3			chr11:198227-198306|Promoter			
chr11:198227-198306|Promoter	chr11:196738-200258|+|ODF3			chr11:197946-198133|Promoter			
chr11:20135774-20135777|Promoter	chr11:20136066-93721866|+|RF00493			chr11:20135956-20135960|Promoter			
chr11:20135956-20135960|Promoter	chr11:20136066-93721866|+|RF00493			chr11:20135774-20135777|Promoter			
chr11:2302732-2302780|Promoter	chr11:2295645-2302060|-|C11orf21	chr11:2305263-2305801|Enhancer					
chr11:2400183-2400456|Promoter	chr11:2400488-2403878|+|TSSC4	chr11:2419773-2421434|Enhancer	chr11:2164441-2166602|Enhancer				
chr11:3084401-3084468|Promoter	chr11:3084393-3085443|-|AC108448.2			chr11:3084501-3084779|Promoter			
chr11:3084501-3084779|Promoter	chr11:3084393-3085443|-|AC108448.2			chr11:3084401-3084468|Promoter			
chr11:31819861-31819904|Promoter	chr11:31784779-31818062|-|PAX6	chr11:31820089-31820137|Enhancer					
chr11:33808364-33809556|Promoter	chr11:33810145-33811178|+|AC113192.1	chr11:33988141-33988314|Enhancer					
chr11:3643787-3643839|Promoter	chr11:3645131-3664416|+|ART1			chr11:3644079-3644217|Promoter			
chr11:3644079-3644217|Promoter	chr11:3645131-3664416|+|ART1			chr11:3643787-3643839|Promoter			
chr11:3841208-3841544|Promoter	chr11:3826978-3840959|-|RHOG	chr11:3837347-3837835|Enhancer					
chr11:38499573-38499694|Promoter	chr11:38498995-38500186|+|AC021713.1			chr11:38499894-38500149|Promoter			
chr11:38499894-38500149|Promoter	chr11:38498995-38500186|+|AC021713.1			chr11:38499573-38499694|Promoter			
chr11:43947088-43949217|Promoter	chr11:43943787-43947206|-|AC087521.1	chr11:44037477-44037706|Enhancer					
chr11:448248-448346|Promoter	chr11:450279-491399|+|PTDSS2	chr11:405896-407683|Enhancer			chr11:450441-451187|Promoter		
chr11:450441-451187|Promoter	chr11:450279-491399|+|PTDSS2	chr11:405896-407683|Enhancer			chr11:448248-448346|Promoter		
chr11:45803569-45803674|Promoter	chr11:45804072-45813015|+|SLC35C1			chr11:45803961-45804021|Promoter			
chr11:45803961-45804021|Promoter	chr11:45804072-45813015|+|SLC35C1			chr11:45803569-45803674|Promoter			
chr11:45847038-45848081|Promoter	chr11:45847118-45883248|+|CRY2	chr11:45842690-45843520|Enhancer					
chr11:46239299-46239771|Promoter	chr11:46238382-46239267|+|AC116021.1	chr11:46388101-46392048|Enhancer					
chr11:46277655-46279491|Promoter	chr11:46277661-46321422|+|CREB3L1	chr11:46247487-46250498|Enhancer,chr11:46295526-46298330|Enhancer				chr11:46295526-46298330|Enhancer	
chr11:47515235-47515289|Promoter	chr11:47513605-47514889|-|AC090559.2			chr11:47515401-47515500|Promoter			
chr11:47515401-47515500|Promoter	chr11:47513605-47514889|-|AC090559.2			chr11:47515235-47515289|Promoter			
chr11:5124187-5124573|Promoter	chr11:5120621-5124513|-|OR52A4P			chr11:5203947-5206775|Promoter			
chr11:5203947-5206775|Promoter	chr11:5205041-5207308|+|AC104389.1			chr11:5124187-5124573|Promoter			
chr11:5224891-5225344|Promoter	chr11:5224309-5225461|-|AC104389.6			chr11:5225649-5225725|Promoter			
chr11:5225649-5225725|Promoter	chr11:5224309-5225461|-|AC104389.6			chr11:5224891-5225344|Promoter			
chr11:57450631-57450714|Promoter	chr11:57450183-57450299|+|RNA5SP341			chr11:57450807-57450857|Promoter			
chr11:57450807-57450857|Promoter	chr11:57450183-57450299|+|RNA5SP341			chr11:57450631-57450714|Promoter			
chr11:57476250-57476423|Promoter	chr11:57476493-57477534|-|AP002893.1			chr11:57476609-57476725|Promoter			
chr11:57476609-57476725|Promoter	chr11:57476493-57477534|-|AP002893.1			chr11:57476250-57476423|Promoter			
chr11:58040478-58040603|Promoter	chr11:58040708-58041660|-|VN2R9P			chr11:58040756-58040954|Promoter			
chr11:58040756-58040954|Promoter	chr11:58040708-58041660|-|VN2R9P			chr11:58040478-58040603|Promoter			
chr11:58762781-58762860|Promoter	chr11:58748999-58761053|-|AP000445.2			chr11:58762942-58763012|Promoter			
chr11:58762942-58763012|Promoter	chr11:58748999-58761053|-|AP000445.2			chr11:58762781-58762860|Promoter			
chr11:59171649-59172033|Promoter	chr11:59171430-59208588|+|DTX4	chr11:59186399-59186510|Enhancer					
chr11:59282891-59283102|Promoter	chr11:59268876-59284033|-|AP002358.1			chr11:59284759-59284843|Promoter			
chr11:59284759-59284843|Promoter	chr11:59268876-59284033|-|AP002358.1			chr11:59282891-59283102|Promoter			
chr11:61752377-61752703|Promoter	chr11:61752649-61788518|+|MYRF	chr11:61747821-61747948|Enhancer					
chr11:61817017-61817466|Promoter	chr11:61799625-61817162|-|FADS1	chr11:61797349-61797772|Enhancer		chr11:61890817-61892140|Promoter			
chr11:61890817-61892140|Promoter	chr11:61873519-61892051|-|FADS3		chr11:61797349-61797772|Enhancer	chr11:61817017-61817466|Promoter			
chr11:61937989-61938302|Promoter	chr11:61937894-61938000|+|RNU6-1243P			chr11:61938354-61938598|Promoter			
chr11:61938354-61938598|Promoter	chr11:61937894-61938000|+|RNU6-1243P			chr11:61937989-61938302|Promoter			
chr11:61963454-61968827|Promoter	chr11:61967794-61969490|+|AP003733.4,chr11:61959718-61967634|-|FTH1	chr11:62051958-62054789|Enhancer	chr11:61954240-61956289|Enhancer,chr11:62107179-62109948|Enhancer				chr11:61954240-61956289|Enhancer
chr11:61969277-61969403|Promoter	chr11:61967794-61969490|+|AP003733.4			chr11:61969433-61969539|Promoter			
chr11:61969433-61969539|Promoter	chr11:61967794-61969490|+|AP003733.4			chr11:61969277-61969403|Promoter			
chr11:62242078-62242264|Promoter	chr11:62242239-62244812|+|SCGB1D2			chr11:62242277-62242676|Promoter			
chr11:62242277-62242676|Promoter	chr11:62242239-62244812|+|SCGB1D2			chr11:62242078-62242264|Promoter			
chr11:62394812-62395687|Promoter	chr11:62391516-62393372|-|AP003064.1	chr11:62396757-62397050|Enhancer,chr11:62694692-62695172|Enhancer				chr11:62694692-62695172|Enhancer	
chr11:62545595-62545612|Promoter	chr11:62545999-62547699|+|AP001363.2	chr11:62542797-62543057|Enhancer					
chr11:62791963-62792851|Promoter	chr11:62787509-62792021|-|TMEM223,chr11:62792702-62792771|-|MIR6514			chr11:62805293-62806315|Promoter			
chr11:62805293-62806315|Promoter	chr11:62792123-62806302|-|NXF1			chr11:62791963-62792851|Promoter			
chr11:62851600-62852767|Promoter	chr11:62852910-62853035|-|SNORD22	chr11:62862355-62862948|Enhancer					
chr11:63491223-63491281|Promoter	chr11:63461414-63491194|-|HRASLS5			chr11:63491588-63491627|Promoter			
chr11:63491588-63491627|Promoter	chr11:63461414-63491194|-|HRASLS5			chr11:63491223-63491281|Promoter			
chr11:63768241-63769195|Promoter	chr11:63759892-63768775|-|C11orf95	chr11:63828641-63829990|Enhancer,chr11:63606015-63606587|Enhancer				chr11:63606015-63606587|Enhancer	
chr11:63969364-63969416|Promoter	chr11:63970470-63970576|+|RNU6-45P			chr11:63969600-63969792|Promoter			
chr11:63969600-63969792|Promoter	chr11:63970470-63970576|+|RNU6-45P			chr11:63969364-63969416|Promoter			
chr11:64285685-64286476|Promoter	chr11:64269830-64284669|-|BAD			chr11:64300409-64301256|Promoter			
chr11:64289398-64289407|Promoter	chr11:64291302-64300031|+|KCNK4			chr11:64289619-64289658|Promoter			
chr11:64289619-64289658|Promoter	chr11:64291302-64300031|+|KCNK4			chr11:64289398-64289407|Promoter			
chr11:64300409-64301256|Promoter	chr11:64300358-64304770|+|CATSPERZ			chr11:64285685-64286476|Promoter			
chr11:64306081-64306223|Promoter	chr11:64305524-64316743|+|ESRRA	chr11:64343902-64344594|Enhancer					
chr11:6439269-6440230|Promoter	chr11:6431049-6441024|-|HPX	chr11:6505599-6506175|Enhancer					
chr11:64742986-64744789|Promoter	chr11:64726911-64745456|-|RASGRP2	chr11:64766510-64768382|Enhancer					
chr11:64878236-64878701|Promoter	chr11:64851642-64879713|-|EHD1	chr11:64787348-64787681|Enhancer					
chr11:64994931-64998152|Promoter	chr11:64987945-64996971|-|BATF2	chr11:64847313-64848232|Enhancer					
chr11:65366349-65366474|Promoter	chr11:65367438-65375299|+|AP000944.1	chr11:65471572-65471861|Enhancer					
chr11:65487799-65488072|Promoter	chr11:65487246-65488228|-|AP000769.3	chr11:65417201-65418759|Enhancer					
chr11:65711940-65711997|Promoter	chr11:65711996-65719604|+|KAT5	chr11:65985743-65990808|Enhancer	chr11:66045179-66045532|Enhancer		chr11:66068223-66068436|Promoter		
chr11:65872414-65872730|Promoter	chr11:65866441-65872800|-|EFEMP2			chr11:65872966-65873059|Promoter			
chr11:65872966-65873059|Promoter	chr11:65866441-65872800|-|EFEMP2			chr11:65872414-65872730|Promoter			
chr11:65888575-65891572|Promoter	chr11:65890112-65891635|+|CCDC85B			chr11:65899961-65900412|Promoter			
chr11:65899961-65900412|Promoter	chr11:65892049-65900526|-|FOSL1			chr11:65888575-65891572|Promoter			
chr11:6602646-6604470|Promoter	chr11:6603708-6610874|+|ILK,chr11:6603642-6604420|-|AC091564.2,chr11:6595072-6603616|-|RRP8	chr11:6531423-6532159|Enhancer					
chr11:66068223-66068436|Promoter	chr11:66067277-66069619|-|AP006287.2	chr11:65985743-65990808|Enhancer	chr11:66045179-66045532|Enhancer		chr11:65711940-65711997|Promoter		
chr11:66070990-66071410|Promoter	chr11:66070272-66244744|+|PACS1	chr11:66074449-66074624|Enhancer					
chr11:6612283-6612711|Promoter	chr11:6606294-6612216|-|TAF10	chr11:6638536-6638849|Enhancer					
chr11:66615786-66616558|Promoter	chr11:66616582-66627347|+|RBM14			chr11:66678493-66678665|Promoter			
chr11:66678493-66678665|Promoter	chr11:66664998-66677887|-|RBM4B			chr11:66615786-66616558|Promoter			
chr11:67006011-67006015|Promoter	chr11:67006778-67050863|+|SYT12			chr11:67006326-67006329|Promoter			
chr11:67006326-67006329|Promoter	chr11:67006778-67050863|+|SYT12			chr11:67006011-67006015|Promoter			
chr11:67045694-67045842|Promoter	chr11:67045643-67045708|+|MIR6860			chr11:67046056-67046228|Promoter			
chr11:67046056-67046228|Promoter	chr11:67045643-67045708|+|MIR6860			chr11:67045694-67045842|Promoter			
chr11:67289145-67289895|Promoter	chr11:67288547-67302485|+|ANKRD13D	chr11:67081866-67082109|Enhancer					
chr11:67399372-67402231|Promoter	chr11:67398183-67401871|-|PPP1CA			chr11:67505668-67507638|Promoter			
chr11:67505668-67507638|Promoter	chr11:67491768-67505365|-|PITPNM1			chr11:67399372-67402231|Promoter			
chr11:69292465-69293520|Promoter	chr11:69294155-69297287|+|MYEOV			chr11:69443773-69445188|Promoter	chr11:69642109-69643372|Promoter		
chr11:69443773-69445188|Promoter	chr11:69438365-69444743|-|AP000439.1			chr11:69642109-69643372|Promoter,chr11:69292465-69293520|Promoter			
chr11:69642109-69643372|Promoter	chr11:69641087-69654474|+|CCND1			chr11:69443773-69445188|Promoter	chr11:69292465-69293520|Promoter		
chr11:69703247-69704856|Promoter	chr11:69698238-69704022|-|FGF19	chr11:69800740-69801874|Enhancer					
chr11:69910198-69910326|Promoter	chr11:69909184-69910994|-|AP007216.1			chr11:69911110-69911460|Promoter			
chr11:69911110-69911460|Promoter	chr11:69909184-69910994|-|AP007216.1			chr11:69910198-69910326|Promoter			
chr11:69984560-69986477|Promoter	chr11:69985876-70015815|+|AP003555.3	chr11:69947976-69951482|Enhancer	chr11:70190277-70193236|Enhancer,chr11:70083059-70083275|Enhancer,chr11:69915389-69915922|Enhancer,chr11:70086526-70087703|Enhancer,chr11:69918947-69919548|Enhancer		chr11:70076459-70079027|Promoter		chr11:69918947-69919548|Enhancer
chr11:70076459-70079027|Promoter	chr11:70078302-70189528|+|ANO1	chr11:69918947-69919548|Enhancer,chr11:69947976-69951482|Enhancer	chr11:70083059-70083275|Enhancer,chr11:70086526-70087703|Enhancer,chr11:69915389-69915922|Enhancer,chr11:70190277-70193236|Enhancer		chr11:69984560-69986477|Promoter	chr11:69947976-69951482|Enhancer	chr11:70190277-70193236|Enhancer
chr11:70203238-70203594|Promoter	chr11:70203163-70207390|+|FADD			chr11:70204235-70204511|Promoter			
chr11:70204235-70204511|Promoter	chr11:70203163-70207390|+|FADD			chr11:70203238-70203594|Promoter			
chr11:72351768-72353083|Promoter	chr11:72351347-72353210|+|AP002892.2	chr11:72348304-72348649|Enhancer					
chr11:72584353-72586053|Promoter	chr11:72584572-72587979|+|AP005019.1	chr11:72482245-72482532|Enhancer	chr11:72589320-72590515|Enhancer		chr11:72643046-72644285|Promoter,chr11:72683707-72685868|Promoter		
chr11:72643046-72644285|Promoter	chr11:72643237-72659407|+|AP003065.1	chr11:72482245-72482532|Enhancer	chr11:72589320-72590515|Enhancer	chr11:72683707-72685868|Promoter	chr11:72584353-72586053|Promoter		
chr11:726431-728248|Promoter	chr11:708564-727047|-|AP006621.4	chr11:754983-755591|Enhancer					
chr11:72683707-72685868|Promoter	chr11:72685075-72693808|+|ARAP1-AS1	chr11:72589320-72590515|Enhancer	chr11:72482245-72482532|Enhancer	chr11:72643046-72644285|Promoter	chr11:72584353-72586053|Promoter		
