loopId	typeAnchorA	typeAnchorB	nearestDistanceToGeneAnchorA	nearestDistanceToGeneAnchorB	nearestTargetGeneAnchorA	nearestTargetGeneAnchorB
loop_chr19-chr19-20691|K562_RAD21_17m|loop_chr19-chr19-10785|GM12878_RAD21_17m	Promoter	Enhancer	0	8566	chr19:48296457-48320075|-|CCDC114	chr19:48325347-48330553|+|EMP3
loop_chr19-chr19-20692|K562_RAD21_17m	Promoter	Promoter	961	780	chr19:42068477-42081552|+|ZNF574	chr19:42068477-42081552|+|ZNF574
loop_chr19-chr19-20696|K562_RAD21_17m|loop_chr19-chr19-10676|GM12878_RAD21_17m	Promoter	Promoter	0	0	chr19:12763003-12775620|-|HOOK2	chr19:12796823-12801849|+|AC018761.2
loop_chr19-chr19-20698|K562_RAD21_17m|loop_chr19-chr19-10853|GM12878_RAD21_17m	Promoter	Enhancer	0	8348	chr19:10259109-10260045|-|AC011511.3	chr19:10350529-10380676|-|TYK2
loop_chr19-chr19-20699|K562_RAD21_17m|loop_chr19-chr19-10672|GM12878_RAD21_17m	Enhancer	Enhancer	6674	22058	chr19:48513207-48513660|-|AC008403.4	chr19:48606742-48607714|+|SPACA4
loop_chr19-chr19-20700|K562_RAD21_17m|loop_chr19-chr19-10778|GM12878_RAD21_17m	Promoter	Enhancer	1551	4828	chr19:35351552-35353862|+|FFAR1	chr19:35487324-35490531|-|KRTDAP
loop_chr19-chr19-20701|K562_RAD21_17m|loop_chr19-chr19-10999|GM12878_RAD21_17m	Enhancer	Enhancer	2540	16230	chr19:19528861-19537581|+|YJEFN3	chr19:19538248-19546659|+|CILP2
loop_chr19-chr19-20702|K562_RAD21_17m	Enhancer	Enhancer	8421	8637	chr19:7348943-7383385|+|AC119396.1	chr19:7348943-7383385|+|AC119396.1
loop_chr19-chr19-20703|K562_RAD21_17m|loop_chr19-chr19-10712|GM12878_RAD21_17m	Enhancer	Enhancer	6633	3334	chr19:3672582-3674295|+|AC004637.1	chr19:3708384-3750813|+|TJP3
loop_chr19-chr19-20706|K562_RAD21_17m	Enhancer	Promoter	19782	0	chr19:55529733-55537089|-|SBK2	chr19:55605405-55617269|+|ZNF865
loop_chr19-chr19-20712|K562_RAD21_17m|loop_chr19-chr19-10809|GM12878_RAD21_17m	Enhancer	Promoter	12396	0	chr19:41193219-41207539|+|CYP2S1	chr19:41262496-41307598|+|HNRNPUL1
loop_chr19-chr19-20713|K562_RAD21_17m|loop_chr19-chr19-11167|GM12878_RAD21_17m	Enhancer	Enhancer	7553	18287	chr19:1616492-1616595|-|RNU6-1223P	chr19:1609284-1652615|-|TCF3
loop_chr19-chr19-20714|K562_RAD21_17m|loop_chr19-chr19-10796|GM12878_RAD21_17m	Enhancer	Enhancer	9408	41996	chr19:5978403-6020363|+|AC011444.1	chr19:5978403-6020363|+|AC011444.1
loop_chr19-chr19-20718|K562_RAD21_17m|loop_chr19-chr19-11076|GM12878_RAD21_17m	Enhancer	Promoter	3100	1530	chr19:17207138-17208010|-|AC020913.2	chr19:17281645-17287646|+|ANKLE1
loop_chr19-chr19-20719|K562_RAD21_17m|loop_chr19-chr19-10677|GM12878_RAD21_17m	Enhancer	Enhancer	8961	3684	chr19:43727983-43754962|-|SMG9	chr19:43766533-43781257|-|KCNN4
loop_chr19-chr19-20720|K562_RAD21_17m|loop_chr19-chr19-10896|GM12878_RAD21_17m	Enhancer	Promoter	23602	0	chr19:35090930-35107316|+|AC020907.1	chr19:35124513-35135200|-|LGI4
loop_chr19-chr19-20721|K562_RAD21_17m|loop_chr19-chr19-10674|GM12878_RAD21_17m	Enhancer	Promoter	2243	0	chr19:48793152-48793258|-|RNU6-317P	chr19:48813018-48836510|-|HSD17B14
loop_chr19-chr19-20725|K562_RAD21_17m	Enhancer	Enhancer	5772	6361	chr19:7813615-7814425|-|EXOSC3P2	chr19:7813615-7814425|-|EXOSC3P2
loop_chr19-chr19-20726|K562_RAD21_17m|loop_chr19-chr19-10720|GM12878_RAD21_17m	Enhancer	Enhancer	7476	9671	chr19:4675224-4723863|-|DPP9	chr19:4791745-4795555|-|AC005523.2
loop_chr19-chr19-20729|K562_RAD21_17m|loop_chr19-chr19-10970|GM12878_RAD21_17m	Enhancer	Enhancer	13568	5668	chr19:18058995-18098944|-|IL12RB1	chr19:18173813-18178117|+|IFI30
loop_chr19-chr19-20730|K562_RAD21_17m|loop_chr19-chr19-10929|GM12878_RAD21_17m	Enhancer	Enhancer	8217	5882	chr19:8346517-8347687|+|AC010323.2	chr19:8374379-8390685|-|RAB11B-AS1
loop_chr19-chr19-20735|K562_RAD21_17m|loop_chr19-chr19-10820|GM12878_RAD21_17m	Enhancer	Enhancer	4091	7428	chr19:51468360-51468636|-|AC020914.3	chr19:51648862-51649610|+|RPL7P51
loop_chr19-chr19-20736|K562_RAD21_17m|loop_chr19-chr19-11046|GM12878_RAD21_17m	Promoter	Promoter	0	0	chr19:11925075-11979290|+|AC008770.2,chr19:11925068-11950773|+|ZNF700	chr19:11987641-12078106|+|AC008770.4,chr19:11987617-12046275|+|ZNF433-AS1
loop_chr19-chr19-20738|K562_RAD21_17m|loop_chr19-chr19-11033|GM12878_RAD21_17m	Enhancer	Enhancer	13718	43644	chr19:5785140-5791206|-|DUS3L	chr19:5978403-6020363|+|AC011444.1
loop_chr19-chr19-20741|K562_RAD21_17m|loop_chr19-chr19-10763|GM12878_RAD21_17m	Enhancer	Enhancer	18387	6539	chr19:43460787-43465608|-|LYPD3	chr19:43525497-43536130|+|ZNF575
loop_chr19-chr19-20742|K562_RAD21_17m	Enhancer	Enhancer	30053	28658	chr19:47968046-47992170|-|BSPH1	chr19:47968046-47992170|-|BSPH1
loop_chr19-chr19-20744|K562_RAD21_17m	Enhancer	Enhancer	4108	13373	chr19:32972221-32978222|+|FAAP24	chr19:33132090-33175795|+|WDR88
loop_chr19-chr19-20746|K562_RAD21_17m	Enhancer	Enhancer	8169	40863	chr19:49151198-49155396|-|HRC	chr19:49157792-49211836|+|TRPM4
loop_chr19-chr19-20747|K562_RAD21_17m|loop_chr19-chr19-10846|GM12878_RAD21_17m	Enhancer	Promoter	3217	0	chr19:17249176-17264796|-|USHBP1	chr19:17281645-17287646|+|ANKLE1
loop_chr19-chr19-20748|K562_RAD21_17m	Enhancer	Enhancer	19948	16353	chr19:1609284-1652615|-|TCF3	chr19:1782075-1812276|-|ATP8B3
loop_chr19-chr19-20750|K562_RAD21_17m|loop_chr19-chr19-10899|GM12878_RAD21_17m	Enhancer	Enhancer	21251	20271	chr19:1554669-1568058|-|MEX3D	chr19:1609284-1652615|-|TCF3
loop_chr19-chr19-20752|K562_RAD21_17m|loop_chr19-chr19-10955|GM12878_RAD21_17m	Promoter	Enhancer	0	4285	chr19:9853718-9936552|-|OLFM2	chr19:9995997-9997163|+|AC008742.1
loop_chr19-chr19-20754|K562_RAD21_17m	Enhancer	Enhancer	2526	2406	chr19:18531751-18543577|-|FKBP8	chr19:18531751-18543577|-|FKBP8
loop_chr19-chr19-20755|K562_RAD21_17m	Enhancer	Enhancer	9171	8955	chr19:36139575-36150353|+|CAPNS1	chr19:36139575-36150353|+|CAPNS1
loop_chr19-chr19-20757|K562_RAD21_17m|loop_chr19-chr19-10800|GM12878_RAD21_17m	Promoter	Enhancer	0	13631	chr19:2236824-2248655|+|SF3A2	chr19:2321520-2328611|-|LSM7
loop_chr19-chr19-20761|K562_RAD21_17m|loop_chr19-chr19-10762|GM12878_RAD21_17m	Enhancer	Promoter	7773	0	chr19:14305458-14370196|-|LINC01841	chr19:14402717-14408723|-|AC008569.1
loop_chr19-chr19-20762|K562_RAD21_17m|loop_chr19-chr19-10942|GM12878_RAD21_17m	Enhancer	Enhancer	3083	19298	chr19:1985438-2015724|-|BTBD2	chr19:2037465-2051244|-|MKNK2
loop_chr19-chr19-20763|K562_RAD21_17m	Enhancer	Enhancer	4758	4995	chr19:17281645-17287646|+|ANKLE1	chr19:17281645-17287646|+|ANKLE1
loop_chr19-chr19-20764|K562_RAD21_17m|loop_chr19-chr19-10708|GM12878_RAD21_17m	Enhancer	Enhancer	44946	28334	chr19:29698886-29715789|-|C19orf12	chr19:29901696-29901869|-|AC008798.1
loop_chr19-chr19-20767|K562_RAD21_17m|loop_chr19-chr19-10807|GM12878_RAD21_17m	Enhancer	Promoter	10306	0	chr19:45436654-45436704|+|MIR6088	chr19:45407333-45478828|-|ERCC1
loop_chr19-chr19-20769|K562_RAD21_17m	Enhancer	Enhancer	2367	2594	chr19:35424062-35424652|-|AC002511.2	chr19:35424062-35424652|-|AC002511.2
loop_chr19-chr19-20770|K562_RAD21_17m	Enhancer	Enhancer	4367	4470	chr19:45047458-45047561|+|RNU6-611P	chr19:45047458-45047561|+|RNU6-611P
loop_chr19-chr19-20772|K562_RAD21_17m|loop_chr19-chr19-10770|GM12878_RAD21_17m	Enhancer	Enhancer	10127	11563	chr19:13795460-13832230|+|ZSWIM4	chr19:13874699-13874808|+|MIR181C
loop_chr19-chr19-20773|K562_RAD21_17m	Enhancer	Enhancer	16462	16241	chr19:5691834-5720572|-|LONP1	chr19:5691834-5720572|-|LONP1
loop_chr19-chr19-20775|K562_RAD21_17m|loop_chr19-chr19-10813|GM12878_RAD21_17m	Enhancer	Enhancer	13771	28834	chr19:47309861-47322066|+|C5AR1	chr19:47403124-47419523|-|MEIS3
loop_chr19-chr19-20776|K562_RAD21_17m|loop_chr19-chr19-10715|GM12878_RAD21_17m	Enhancer	Enhancer	6667	12240	chr19:47019820-47045775|+|NPAS1	chr19:47019820-47045775|+|NPAS1
loop_chr19-chr19-20778|K562_RAD21_17m	Enhancer	Enhancer	15919	7755	chr19:15145215-15145318|+|RNU6-782P	chr19:15564074-15584709|+|CYP4F23P
loop_chr19-chr19-20782|K562_RAD21_17m|loop_chr19-chr19-11134|GM12878_RAD21_17m	Promoter	Enhancer	0	7336	chr19:41877120-41881372|+|CD79A	chr19:41907705-41928516|-|AC010616.1
loop_chr19-chr19-20783|K562_RAD21_17m	Promoter	Promoter	349	486	chr19:47487638-47489519|-|AC073548.1	chr19:47487638-47489519|-|AC073548.1
loop_chr19-chr19-20784|K562_RAD21_17m	Promoter	Promoter	501	184	chr19:41796587-41811554|+|CEACAM3	chr19:41796587-41811554|+|CEACAM3
loop_chr19-chr19-20785|K562_RAD21_17m|loop_chr19-chr19-10867|GM12878_RAD21_17m	Enhancer	Enhancer	13240	51230	chr19:3314403-3469217|+|NFIC	chr19:3473986-3480542|-|SMIM24
loop_chr19-chr19-20786|K562_RAD21_17m|loop_chr19-chr19-10975|GM12878_RAD21_17m	Enhancer	Enhancer	8415	7732	chr19:39202831-39204266|-|SYCN	chr19:39314651-39320858|-|AC011445.1
loop_chr19-chr19-20790|K562_RAD21_17m|loop_chr19-chr19-10790|GM12878_RAD21_17m	Enhancer	Promoter	4303	0	chr19:46609277-46610779|-|AC093503.2	chr19:46660364-46677447|+|DACT3-AS1,chr19:46647551-46661182|-|DACT3
loop_chr19-chr19-20792|K562_RAD21_17m|loop_chr19-chr19-10787|GM12878_RAD21_17m	Enhancer	Enhancer	5906	28276	chr19:46838136-46850992|-|AP2S1	chr19:47019820-47045775|+|NPAS1
loop_chr19-chr19-20794|K562_RAD21_17m|loop_chr19-chr19-10690|GM12878_RAD21_17m	Enhancer	Enhancer	16321	11213	chr19:47226942-47227021|+|MIR3190	chr19:47220824-47232766|-|BBC3
loop_chr19-chr19-20797|K562_RAD21_17m|loop_chr19-chr19-10989|GM12878_RAD21_17m	Enhancer	Promoter	2830	0	chr19:46609277-46610779|-|AC093503.2	chr19:46634076-46634685|-|GNG8,chr19:46636810-46639161|-|AC093503.3
loop_chr19-chr19-20803|K562_RAD21_17m	Promoter	Promoter	1116	0	chr19:13153096-13154193|-|AC011446.2	chr19:13153096-13154193|-|AC011446.2
loop_chr19-chr19-20804|K562_RAD21_17m|loop_chr19-chr19-10852|GM12878_RAD21_17m	Enhancer	Enhancer	3166	5314	chr19:46039748-46077094|-|IGFL4	chr19:46260420-46260858|-|IGFL1P2
loop_chr19-chr19-20805|K562_RAD21_17m	Enhancer	Enhancer	8138	16198	chr19:8008729-8016025|+|AC008946.1	chr19:8052767-8062646|+|CCL25
loop_chr19-chr19-20807|K562_RAD21_17m|loop_chr19-chr19-10779|GM12878_RAD21_17m	Enhancer	Enhancer	8694	6278	chr19:44699151-44710718|+|CEACAM16	chr19:44765148-44765464|+|AC092066.1
loop_chr19-chr19-20808|K562_RAD21_17m	Enhancer	Enhancer	29655	32762	chr19:7069703-7087968|+|ZNF557	chr19:7069703-7087968|+|ZNF557
loop_chr19-chr19-20809|K562_RAD21_17m	Enhancer	Enhancer	14578	14761	chr19:40121311-40122168|-|VN1R96P	chr19:40121311-40122168|-|VN1R96P
loop_chr19-chr19-20811|K562_RAD21_17m|loop_chr19-chr19-10685|GM12878_RAD21_17m	Enhancer	Promoter	4180	0	chr19:49388249-49417990|+|CCDC155	chr19:49429401-49442360|-|SLC17A7
loop_chr19-chr19-20824|K562_RAD21_17m|loop_chr19-chr19-10823|GM12878_RAD21_17m	Enhancer	Enhancer	9893	3727	chr19:35683778-35684201|-|TYMSP2	chr19:35935550-35945767|+|LRFN3
loop_chr19-chr19-20826|K562_RAD21_17m|loop_chr19-chr19-10894|GM12878_RAD21_17m	Enhancer	Enhancer	10340	42580	chr19:40593166-40629818|+|LTBP4	chr19:40593166-40629818|+|LTBP4
loop_chr19-chr19-20831|K562_RAD21_17m	Enhancer	Enhancer	11788	9191	chr19:47220824-47232766|-|BBC3	chr19:47256523-47273701|+|CCDC9
loop_chr19-chr19-20832|K562_RAD21_17m	Enhancer	Enhancer	55276	53636	chr19:40466241-40576464|+|SPTBN4	chr19:40576855-40591397|+|SHKBP1
loop_chr19-chr19-20836|K562_RAD21_17m	Promoter	Enhancer	314	31236	chr19:2236824-2248655|+|SF3A2	chr19:2360238-2426239|+|TMPRSS9
loop_chr19-chr19-20839|K562_RAD21_17m	Enhancer	Enhancer	13015	14018	chr19:56066684-56078801|+|LINC01864	chr19:56066684-56078801|+|LINC01864
loop_chr19-chr19-20840|K562_RAD21_17m|loop_chr19-chr19-11159|GM12878_RAD21_17m	Enhancer	Enhancer	6270	18295	chr19:34126973-34127423|+|CHCHD2P3	chr19:34126973-34127423|+|CHCHD2P3
loop_chr19-chr19-20841|K562_RAD21_17m|loop_chr19-chr19-10900|GM12878_RAD21_17m	Enhancer	Promoter	12719	1240	chr19:3314403-3469217|+|NFIC	chr19:3482804-3483446|-|AC005551.1
loop_chr19-chr19-20843|K562_RAD21_17m|loop_chr19-chr19-11204|GM12878_RAD21_17m	Enhancer	Enhancer	9027	9773	chr19:18340598-18369950|+|PGPEP1	chr19:18419336-18434562|+|SSBP4
loop_chr19-chr19-20846|K562_RAD21_17m|loop_chr19-chr19-11057|GM12878_RAD21_17m	Enhancer	Promoter	3880	1419	chr19:44803701-44804010|+|AC092306.1	chr19:44846175-44889223|+|NECTIN2
loop_chr19-chr19-20848|K562_RAD21_17m	Enhancer	Promoter	17275	1104	chr19:47403124-47419523|-|MEIS3	chr19:47487637-47515063|-|NAPA
loop_chr19-chr19-20851|K562_RAD21_17m|loop_chr19-chr19-10835|GM12878_RAD21_17m	Enhancer	Enhancer	16005	10985	chr19:45001449-45038198|+|RELB	chr19:45047458-45047561|+|RNU6-611P
loop_chr19-chr19-20852|K562_RAD21_17m	Enhancer	Enhancer	17043	17850	chr19:46491191-46496498|-|PNMA8B	chr19:46533669-46534351|+|AC011551.1
loop_chr19-chr19-20855|K562_RAD21_17m	Enhancer	Enhancer	8976	4521	chr19:12751702-12758458|+|BEST2	chr19:12852260-12852327|+|MIR6794
loop_chr19-chr19-20856|K562_RAD21_17m	Promoter	Promoter	1016	1258	chr19:639895-644371|+|FGF22	chr19:639895-644371|+|FGF22
loop_chr19-chr19-20857|K562_RAD21_17m|loop_chr19-chr19-10904|GM12878_RAD21_17m	Enhancer	Enhancer	13789	7163	chr19:5785140-5791206|-|DUS3L	chr19:5899910-5901511|+|AC024592.1
loop_chr19-chr19-20858|K562_RAD21_17m|loop_chr19-chr19-11037|GM12878_RAD21_17m	Enhancer	Enhancer	10279	9564	chr19:13069792-13071374|-|AC007787.1	chr19:13099033-13102867|-|LYL1
loop_chr19-chr19-20859|K562_RAD21_17m	Enhancer	Enhancer	9176	43224	chr19:8008729-8016025|+|AC008946.1	chr19:8052767-8062646|+|CCL25
loop_chr19-chr19-20860|K562_RAD21_17m|loop_chr19-chr19-10994|GM12878_RAD21_17m	Enhancer	Enhancer	4665	17795	chr19:46494508-46496502|+|AC011484.1	chr19:46491191-46496498|-|PNMA8B
loop_chr19-chr19-20862|K562_RAD21_17m	Enhancer	Enhancer	15297	4544	chr19:46297046-46343433|+|HIF3A	chr19:46390515-46390852|-|AC007193.3
loop_chr19-chr19-20864|K562_RAD21_17m	Enhancer	Enhancer	4108	8837	chr19:51410020-51417803|-|SIGLEC10	chr19:51648862-51649610|+|RPL7P51
loop_chr19-chr19-20866|K562_RAD21_17m	Enhancer	Enhancer	17727	17584	chr19:9995997-9997163|+|AC008742.1	chr19:9995997-9997163|+|AC008742.1
loop_chr19-chr19-20870|K562_RAD21_17m|loop_chr19-chr19-10706|GM12878_RAD21_17m	Enhancer	Enhancer	17080	14784	chr19:47403124-47419523|-|MEIS3	chr19:47713422-47743134|+|EHD2
loop_chr19-chr19-20871|K562_RAD21_17m|loop_chr19-chr19-10918|GM12878_RAD21_17m	Enhancer	Promoter	26868	0	chr19:7595902-7618304|+|CAMSAP3	chr19:7680833-7687703|+|TRAPPC5,chr19:7678501-7682854|+|AC008763.3
loop_chr19-chr19-20873|K562_RAD21_17m|loop_chr19-chr19-11202|GM12878_RAD21_17m	Enhancer	Enhancer	7842	7734	chr19:19119169-19138493|-|TMEM161A	chr19:19232855-19232947|+|RNU6-1028P
loop_chr19-chr19-20877|K562_RAD21_17m|loop_chr19-chr19-10792|GM12878_RAD21_17m	Enhancer	Promoter	5806	0	chr19:10572671-10587315|-|AP1M2	chr19:10701439-10713365|+|QTRT1
loop_chr19-chr19-20879|K562_RAD21_17m	Enhancer	Enhancer	10068	12661	chr19:3314403-3469217|+|NFIC	chr19:3314403-3469217|+|NFIC
loop_chr19-chr19-20881|K562_RAD21_17m	Promoter	Promoter	501	244	chr19:12508129-12508263|+|PPIAP20	chr19:12508129-12508263|+|PPIAP20
loop_chr19-chr19-20882|K562_RAD21_17m|loop_chr19-chr19-10688|GM12878_RAD21_17m	Promoter	Promoter	0	0	chr19:10230413-10230485|+|MIR4322	chr19:10251964-10260045|+|MRPL4
loop_chr19-chr19-20884|K562_RAD21_17m	Enhancer	Enhancer	3896	4298	chr19:35718019-35738878|+|KMT2B	chr19:35718019-35738878|+|KMT2B
loop_chr19-chr19-20885|K562_RAD21_17m	Enhancer	Enhancer	24991	25953	chr19:16356329-16358327|-|AC020917.4	chr19:16412684-16413576|+|AC020917.1
loop_chr19-chr19-20886|K562_RAD21_17m	Promoter	Enhancer	0	11510	chr19:51012739-51020175|-|KLK10	chr19:51077495-51084245|-|KLK14
loop_chr19-chr19-20887|K562_RAD21_17m|loop_chr19-chr19-10937|GM12878_RAD21_17m	Enhancer	Enhancer	9167	4913	chr19:56244043-56247482|+|ZSCAN5DP	chr19:56338288-56338648|-|AC006116.3
loop_chr19-chr19-20888|K562_RAD21_17m	Enhancer	Enhancer	12863	7724	chr19:2949035-2950644|+|AC006277.1	chr19:3141576-3155175|-|AC005264.1
loop_chr19-chr19-20890|K562_RAD21_17m	Enhancer	Enhancer	9975	10092	chr19:49642209-49658642|+|SCAF1	chr19:49642209-49658642|+|SCAF1
loop_chr19-chr19-20891|K562_RAD21_17m	Enhancer	Promoter	21844	1852	chr19:8676844-8677584|+|AC243312.1	chr19:8695721-8696321|-|AC243312.2
loop_chr19-chr19-20892|K562_RAD21_17m	Enhancer	Enhancer	4365	7378	chr19:53788782-53789168|+|AC008753.2	chr19:54031412-54031504|+|AC012314.22
loop_chr19-chr19-20893|K562_RAD21_17m	Enhancer	Enhancer	9329	47191	chr19:49151198-49155396|-|HRC	chr19:49255472-49256102|-|SLC6A21P
loop_chr19-chr19-20894|K562_RAD21_17m|loop_chr19-chr19-10860|GM12878_RAD21_17m	Promoter	Enhancer	975	3937	chr19:17871273-17871705|-|AC005796.1	chr19:18001132-18014102|+|ARRDC2
loop_chr19-chr19-20896|K562_RAD21_17m	Enhancer	Enhancer	18564	18410	chr19:45527427-45602212|-|OPA3	chr19:45527427-45602212|-|OPA3
loop_chr19-chr19-20899|K562_RAD21_17m	Enhancer	Enhancer	30879	8986	chr19:47045909-47048624|-|TMEM160	chr19:47256523-47273701|+|CCDC9
loop_chr19-chr19-20900|K562_RAD21_17m|loop_chr19-chr19-10746|GM12878_RAD21_17m	Enhancer	Enhancer	17594	6787	chr19:47403124-47419523|-|MEIS3	chr19:47713422-47743134|+|EHD2
