Promoter	PromoterTarget	directEnhancer	indirectEnhancer	directPromoter	indirectPromoter	directEnhancerHub	indirectEnhancerHub
chr10:102392939-102396379|Promoter	chr10:102394110-102402524|+|NFKB2	chr10:102477467-102481077|Enhancer,chr10:102229641-102231937|Enhancer,chr10:102420654-102423622|Enhancer,chr10:102399243-102400057|Enhancer	chr10:102346794-102347490|Enhancer,chr10:102583563-102584283|Enhancer,chr10:102403992-102404684|Enhancer			chr10:102477467-102481077|Enhancer	chr10:102583563-102584283|Enhancer
chr10:102451115-102452164|Promoter	chr10:102449837-102451543|-|C10orf95			chr10:102452185-102452408|Promoter			
chr10:102452185-102452408|Promoter	chr10:102449837-102451543|-|C10orf95			chr10:102451115-102452164|Promoter			
chr10:102710735-102715271|Promoter	chr10:102714636-102743492|+|SFXN2,chr10:102673731-102714397|-|ARL3	chr10:102678877-102680421|Enhancer					
chr10:102834262-102836890|Promoter	chr10:102830531-102837472|-|CYP17A1	chr10:102729204-102730400|Enhancer,chr10:102899319-102902346|Enhancer,chr10:103066897-103070849|Enhancer	chr10:103238958-103239767|Enhancer,chr10:103053946-103054094|Enhancer	chr10:102916479-102918003|Promoter	chr10:103244438-103245097|Promoter	chr10:103066897-103070849|Enhancer	chr10:103053946-103054094|Enhancer
chr10:102916479-102918003|Promoter	chr10:102918294-103090222|+|CNNM2	chr10:103238958-103239767|Enhancer,chr10:103053946-103054094|Enhancer	chr10:102729204-102730400|Enhancer,chr10:102899319-102902346|Enhancer,chr10:103066897-103070849|Enhancer	chr10:102834262-102836890|Promoter	chr10:103244438-103245097|Promoter	chr10:103053946-103054094|Enhancer	chr10:103066897-103070849|Enhancer
chr10:103244438-103245097|Promoter	chr10:103245887-103248016|+|RPEL1	chr10:103066897-103070849|Enhancer	chr10:103238958-103239767|Enhancer,chr10:102729204-102730400|Enhancer,chr10:102899319-102902346|Enhancer,chr10:103053946-103054094|Enhancer		chr10:102916479-102918003|Promoter,chr10:102834262-102836890|Promoter		chr10:102729204-102730400|Enhancer
chr10:103449487-103452858|Promoter	chr10:103452846-103462695|+|AL139339.1,chr10:103450196-103450852|+|AL139339.2,chr10:103446786-103452402|-|CALHM2	chr10:103481230-103483481|Enhancer					
chr10:104254503-104255372|Promoter	chr10:104254194-104267459|+|GSTO1	chr10:104273914-104275150|Enhancer,chr10:104247122-104247813|Enhancer	chr10:104302190-104308768|Enhancer,chr10:104349828-104352659|Enhancer		chr10:104337506-104338380|Promoter	chr10:104273914-104275150|Enhancer	chr10:104349828-104352659|Enhancer
chr10:104337506-104338380|Promoter	chr10:104309698-104338465|-|ITPRIP	chr10:104349828-104352659|Enhancer	chr10:104273914-104275150|Enhancer,chr10:104302190-104308768|Enhancer,chr10:104247122-104247813|Enhancer		chr10:104254503-104255372|Promoter		chr10:104273914-104275150|Enhancer
chr10:110136559-110139113|Promoter	chr10:110139214-110139426|-|SNRPGP12	chr10:110276831-110281574|Enhancer	chr10:110225985-110227657|Enhancer				
chr10:110305234-110306628|Promoter	chr10:110290730-110304951|-|SMNDC1	chr10:110546881-110548162|Enhancer	chr10:110534542-110537023|Enhancer,chr10:110388166-110390483|Enhancer,chr10:110353744-110356871|Enhancer,chr10:110310925-110313957|Enhancer		chr10:110496691-110503137|Promoter		chr10:110353744-110356871|Enhancer
chr10:110496691-110503137|Promoter	chr10:110497907-110511533|+|DUSP5	chr10:110534542-110537023|Enhancer	chr10:110388166-110390483|Enhancer,chr10:110353744-110356871|Enhancer,chr10:110546881-110548162|Enhancer,chr10:110310925-110313957|Enhancer		chr10:110305234-110306628|Promoter		chr10:110353744-110356871|Enhancer
chr10:110567981-110568347|Promoter	chr10:110567691-110604636|+|SMC3			chr10:110568386-110568642|Promoter			
chr10:110568386-110568642|Promoter	chr10:110567691-110604636|+|SMC3			chr10:110567981-110568347|Promoter			
chr10:11319344-11319443|Promoter	chr10:11316834-11319884|-|CELF2-AS1			chr10:11319655-11319916|Promoter			
chr10:11319655-11319916|Promoter	chr10:11316834-11319884|-|CELF2-AS1			chr10:11319344-11319443|Promoter			
chr10:114044110-114044241|Promoter	chr10:114044056-114046908|+|ADRB1			chr10:114044364-114044536|Promoter			
chr10:114044364-114044536|Promoter	chr10:114044056-114046908|+|ADRB1			chr10:114044110-114044241|Promoter			
chr10:11611742-11612193|Promoter	chr10:11453946-11611754|-|USP6NL	chr10:11515924-11518992|Enhancer	chr10:11514822-11515811|Enhancer		chr10:11612385-11613161|Promoter		
chr10:11612385-11613161|Promoter	chr10:11453946-11611754|-|USP6NL	chr10:11515924-11518992|Enhancer	chr10:11514822-11515811|Enhancer		chr10:11611742-11612193|Promoter		
chr10:118240802-118241949|Promoter	chr10:118241643-118267710|+|AL354863.1	chr10:117495807-117498719|Enhancer	chr10:117536294-117538097|Enhancer,chr10:117756181-117758541|Enhancer				chr10:117756181-117758541|Enhancer
chr10:119091211-119091342|Promoter	chr10:119093140-119093341|+|AL355598.1	chr10:119090885-119091173|Enhancer					
chr10:119179953-119180105|Promoter	chr10:119167720-119178812|-|PRDX3			chr10:119180132-119181019|Promoter			
chr10:119180132-119181019|Promoter	chr10:119167720-119178812|-|PRDX3			chr10:119179953-119180105|Promoter			
chr10:119206546-119206870|Promoter	chr10:119207589-119455619|+|GRK5	chr10:119198303-119198367|Enhancer					
chr10:119336696-119336822|Promoter	chr10:119334494-119336182|-|AL583824.1			chr10:119336889-119336984|Promoter			
chr10:119336889-119336984|Promoter	chr10:119334494-119336182|-|AL583824.1			chr10:119336696-119336822|Promoter			
chr10:119651943-119652831|Promoter	chr10:119651370-119677819|+|BAG3	chr10:119607881-119608861|Enhancer					
chr10:122699228-122699293|Promoter	chr10:122697709-122699822|-|C10orf120			chr10:122699366-122699548|Promoter			
chr10:122699366-122699548|Promoter	chr10:122697709-122699822|-|C10orf120			chr10:122699228-122699293|Promoter			
chr10:122980376-122981833|Promoter	chr10:122980040-122990392|+|PSTK			chr10:123008534-123008709|Promoter			
chr10:123008534-123008709|Promoter	chr10:122990806-123008817|-|IKZF5			chr10:122980376-122981833|Promoter			
chr10:12347265-12354744|Promoter	chr10:12349482-12835545|+|CAMK1D	chr10:12263823-12265956|Enhancer	chr10:12707747-12711558|Enhancer,chr10:12714151-12714292|Enhancer				chr10:12707747-12711558|Enhancer
chr10:123666214-123666419|Promoter	chr10:123666355-123694607|+|GPR26			chr10:123666535-123666659|Promoter			
chr10:123666535-123666659|Promoter	chr10:123666355-123694607|+|GPR26			chr10:123666214-123666419|Promoter			
chr10:127906813-127907781|Promoter	chr10:127907061-128085855|+|PTPRE	chr10:128069302-128069948|Enhancer	chr10:128076793-128078975|Enhancer,chr10:128149761-128151789|Enhancer				chr10:128149761-128151789|Enhancer
chr10:13099299-13099947|Promoter	chr10:13099449-13138308|+|OPTN,chr10:12896625-13099652|-|CCDC3		chr10:13517856-13518435|Enhancer,chr10:13270907-13274174|Enhancer,chr10:13369328-13374987|Enhancer,chr10:13439498-13444124|Enhancer,chr10:13536501-13538355|Enhancer,chr10:13408639-13410178|Enhancer	chr10:13160785-13161672|Promoter	chr10:13302105-13304793|Promoter		chr10:13439498-13444124|Enhancer
chr10:13160785-13161672|Promoter	chr10:13161554-13211104|+|MCM10	chr10:13439498-13444124|Enhancer	chr10:13517856-13518435|Enhancer,chr10:13270907-13274174|Enhancer,chr10:13369328-13374987|Enhancer,chr10:13536501-13538355|Enhancer,chr10:13408639-13410178|Enhancer	chr10:13302105-13304793|Promoter,chr10:13099299-13099947|Promoter			chr10:13369328-13374987|Enhancer
chr10:132395247-132397812|Promoter	chr10:132397168-132417859|+|PWWP2B	chr10:132452366-132453903|Enhancer	chr10:132387818-132389439|Enhancer				
chr10:13302105-13304793|Promoter	chr10:13277796-13302412|-|PHYH	chr10:13270907-13274174|Enhancer	chr10:13517856-13518435|Enhancer,chr10:13369328-13374987|Enhancer,chr10:13439498-13444124|Enhancer,chr10:13536501-13538355|Enhancer,chr10:13408639-13410178|Enhancer	chr10:13160785-13161672|Promoter	chr10:13099299-13099947|Promoter		chr10:13439498-13444124|Enhancer
chr10:133351337-133351580|Promoter	chr10:133345754-133350726|-|AL360181.1	chr10:133329672-133329930|Enhancer					
chr10:133520250-133520896|Promoter	chr10:133520406-133539123|+|CYP2E1	chr10:133437500-133440819|Enhancer	chr10:133495377-133497723|Enhancer				
chr10:1360110-1360240|Promoter	chr10:1361001-1361637|-|AL513304.1			chr10:1360250-1360568|Promoter			
chr10:1360250-1360568|Promoter	chr10:1361001-1361637|-|AL513304.1			chr10:1360110-1360240|Promoter			
chr10:15088395-15088451|Promoter	chr10:15075475-15088776|-|ACBD7			chr10:15088508-15088717|Promoter			
chr10:15088508-15088717|Promoter	chr10:15075475-15088776|-|ACBD7			chr10:15088395-15088451|Promoter			
chr10:15370032-15371092|Promoter	chr10:15211643-15371289|-|FAM171A1	chr10:15210020-15210812|Enhancer					
chr10:17616584-17617599|Promoter	chr10:17589032-17617374|-|HACD1	chr10:17742534-17743230|Enhancer					
chr10:17808536-17808618|Promoter	chr10:17809348-17911164|+|MRC1			chr10:17808715-17809098|Promoter			
chr10:17808715-17809098|Promoter	chr10:17809348-17911164|+|MRC1			chr10:17808536-17808618|Promoter			
chr10:21494185-21497753|Promoter	chr10:21496562-21496641|-|MIR1915,chr10:21492658-21497260|-|CASC10	chr10:21732151-21735133|Enhancer,chr10:21533151-21534888|Enhancer,chr10:21675092-21676134|Enhancer,chr10:21276524-21280571|Enhancer	chr10:21516031-21516840|Enhancer			chr10:21732151-21735133|Enhancer	
chr10:22712465-22714535|Promoter	chr10:22534854-22714578|-|PIP4K2A	chr10:22681890-22685528|Enhancer					
chr10:24951705-24953980|Promoter	chr10:24952350-25161236|+|AL512598.2,chr10:24848614-24952606|-|PRTFDC1,chr10:24953241-24953513|+|AL512598.1	chr10:24944767-24945079|Enhancer,chr10:24897458-24897936|Enhancer,chr10:24642247-24644641|Enhancer	chr10:24617911-24618021|Enhancer,chr10:25079172-25081504|Enhancer,chr10:24727595-24728117|Enhancer,chr10:25026482-25027051|Enhancer		chr10:25016653-25018084|Promoter	chr10:24642247-24644641|Enhancer	chr10:25079172-25081504|Enhancer
chr10:25016653-25018084|Promoter	chr10:25016612-25026664|+|THNSL1	chr10:25079172-25081504|Enhancer	chr10:24617911-24618021|Enhancer,chr10:24897458-24897936|Enhancer,chr10:25026482-25027051|Enhancer,chr10:24642247-24644641|Enhancer,chr10:24944767-24945079|Enhancer,chr10:24727595-24728117|Enhancer		chr10:24951705-24953980|Promoter		chr10:24642247-24644641|Enhancer
chr10:25113323-25113539|Promoter	chr10:25113058-25161236|+|LINC01516	chr10:25226747-25227533|Enhancer					
chr10:26860343-26860883|Promoter	chr10:26746593-26861087|-|ABI1	chr10:26858614-26858863|Enhancer					
chr10:28302468-28303533|Promoter	chr10:28303300-28307658|+|MPP7-DT	chr10:28381026-28382649|Enhancer	chr10:28250486-28251242|Enhancer				
chr10:28667370-28667449|Promoter	chr10:28667919-28668025|+|RNU6-1067P	chr10:28663032-28665305|Enhancer	chr10:28878502-28879164|Enhancer,chr10:28738289-28739020|Enhancer,chr10:29303025-29304934|Enhancer,chr10:28628291-28628667|Enhancer,chr10:28990319-28993208|Enhancer,chr10:28807706-28808230|Enhancer		chr10:28676794-28679323|Promoter		chr10:28878502-28879164|Enhancer
chr10:28676794-28679323|Promoter	chr10:28677521-28682932|+|BAMBI	chr10:28878502-28879164|Enhancer,chr10:28990319-28993208|Enhancer	chr10:28663032-28665305|Enhancer,chr10:28738289-28739020|Enhancer,chr10:29303025-29304934|Enhancer,chr10:28628291-28628667|Enhancer,chr10:28807706-28808230|Enhancer		chr10:28667370-28667449|Promoter	chr10:28878502-28879164|Enhancer	chr10:28663032-28665305|Enhancer
chr10:30349844-30350061|Promoter	chr10:30309801-30349319|-|MTPAP			chr10:30350105-30350572|Promoter			
chr10:30350105-30350572|Promoter	chr10:30309801-30349319|-|MTPAP			chr10:30349844-30350061|Promoter			
chr10:30380300-30380352|Promoter	chr10:30380174-30381062|+|NIFKP1			chr10:30381538-30381702|Promoter			
chr10:30381538-30381702|Promoter	chr10:30380174-30381062|+|NIFKP1			chr10:30380300-30380352|Promoter			
chr10:30433419-30434172|Promoter	chr10:30434021-30461833|+|MAP3K8	chr10:30413377-30415137|Enhancer					
chr10:30578282-30578376|Promoter	chr10:30576699-30580182|+|AL590068.2			chr10:30578396-30578733|Promoter			
chr10:30578396-30578733|Promoter	chr10:30576699-30580182|+|AL590068.2			chr10:30578282-30578376|Promoter			
chr10:3171785-3172047|Promoter	chr10:3137728-3172841|-|PITRM1			chr10:3172058-3172352|Promoter			
chr10:3172058-3172352|Promoter	chr10:3137728-3172841|-|PITRM1			chr10:3171785-3172047|Promoter			
chr10:31928974-31930564|Promoter	chr10:31805404-31928876|-|ARHGAP12	chr10:31972558-31972963|Enhancer					
chr10:32189572-32190980|Promoter	chr10:32188323-32188817|-|PPIAP31	chr10:32206279-32207657|Enhancer					
chr10:32345453-32346240|Promoter	chr10:32346499-32347179|+|AL391839.2	chr10:32367775-32368272|Enhancer	chr10:32369204-32369312|Enhancer				
chr10:32377306-32377533|Promoter	chr10:32267751-32378798|-|EPC1			chr10:32377792-32377889|Promoter			
chr10:32377792-32377889|Promoter	chr10:32267751-32378798|-|EPC1			chr10:32377306-32377533|Promoter			
chr10:32379427-32380245|Promoter	chr10:32267751-32378798|-|EPC1			chr10:32446245-32447039|Promoter			
chr10:32446245-32447039|Promoter	chr10:32446140-32876393|+|CCDC7			chr10:32379427-32380245|Promoter			
chr10:32958905-32960661|Promoter	chr10:32958845-33082102|+|ITGB1-DT	chr10:32980841-32981156|Enhancer					
chr10:33115508-33116580|Promoter	chr10:33096257-33116672|-|IATPR	chr10:33155914-33156211|Enhancer					
chr10:34816963-34817465|Promoter	chr10:34815767-34816386|+|PARD3-AS1			chr10:34817504-34817731|Promoter			
chr10:34817504-34817731|Promoter	chr10:34815767-34816386|+|PARD3-AS1			chr10:34816963-34817465|Promoter			
chr10:35123575-35127226|Promoter	chr10:35126791-35212958|+|CREM,chr10:35098006-35127020|-|AL392046.1	chr10:35217152-35220228|Enhancer	chr10:35195609-35197142|Enhancer,chr10:34994832-34995217|Enhancer,chr10:35118770-35122587|Enhancer				chr10:35118770-35122587|Enhancer
chr10:35335575-35336971|Promoter	chr10:35314552-35336401|-|AL117336.2	chr10:35378885-35379553|Enhancer	chr10:35391636-35392080|Enhancer				
chr10:3782660-3785365|Promoter	chr10:3775996-3785281|-|KLF6	chr10:3809590-3812903|Enhancer					
chr10:3785399-3787231|Promoter	chr10:3775996-3785281|-|KLF6	chr10:3803030-3805364|Enhancer					
chr10:42690834-42691178|Promoter	chr10:42674197-42691723|-|LINC01518	chr10:42647264-42647551|Enhancer					
chr10:42753250-42755288|Promoter	chr10:42751178-42754297|-|AL022344.1			chr10:42782591-42783038|Promoter			
chr10:42782591-42783038|Promoter	chr10:42782795-42834937|+|BMS1			chr10:42753250-42755288|Promoter			
chr10:43348230-43350689|Promoter	chr10:43325833-43350792|-|AC068707.1	chr10:43291953-43295471|Enhancer	chr10:43461358-43462269|Enhancer				
chr10:43404818-43410732|Promoter	chr10:43385617-43409166|-|HNRNPF	chr10:43453572-43456409|Enhancer	chr10:43394541-43397643|Enhancer,chr10:43390723-43392758|Enhancer	chr10:43434960-43437061|Promoter	chr10:43417802-43418000|Promoter,chr10:43419748-43421796|Promoter		chr10:43390723-43392758|Enhancer
chr10:43417802-43418000|Promoter	chr10:43417249-43417438|-|SNORD3J	chr10:43453572-43456409|Enhancer	chr10:43394541-43397643|Enhancer,chr10:43390723-43392758|Enhancer		chr10:43404818-43410732|Promoter,chr10:43434960-43437061|Promoter,chr10:43419748-43421796|Promoter		chr10:43390723-43392758|Enhancer
chr10:43419748-43421796|Promoter	chr10:43420738-43422100|+|AL450326.1	chr10:43453572-43456409|Enhancer	chr10:43394541-43397643|Enhancer,chr10:43390723-43392758|Enhancer		chr10:43404818-43410732|Promoter,chr10:43434960-43437061|Promoter,chr10:43417802-43418000|Promoter		chr10:43390723-43392758|Enhancer
chr10:43434960-43437061|Promoter	chr10:43436848-43483181|+|ZNF487		chr10:43453572-43456409|Enhancer,chr10:43390723-43392758|Enhancer,chr10:43394541-43397643|Enhancer	chr10:43404818-43410732|Promoter	chr10:43417802-43418000|Promoter,chr10:43419748-43421796|Promoter		chr10:43453572-43456409|Enhancer
chr10:44386611-44387192|Promoter	chr10:44370165-44385097|-|CXCL12	chr10:43670951-43672311|Enhancer					
chr10:46030239-46030607|Promoter	chr10:46005088-46030714|-|NCOA4	chr10:46026317-46026351|Enhancer					
chr10:46273690-46273928|Promoter	chr10:46233885-46273557|-|ANTXRLP1	chr10:46324157-46325293|Enhancer	chr10:46228573-46229126|Enhancer				
chr10:46555491-46555594|Promoter	chr10:46549044-46555530|-|GPRIN2			chr10:46555683-46556004|Promoter			
chr10:46555683-46556004|Promoter	chr10:46549044-46555530|-|GPRIN2			chr10:46555491-46555594|Promoter			
chr10:48442690-48445537|Promoter	chr10:48443836-48445820|-|AC016397.2	chr10:48505216-48508316|Enhancer,chr10:48481208-48481594|Enhancer,chr10:48362008-48366254|Enhancer	chr10:48480637-48481033|Enhancer,chr10:48215204-48215678|Enhancer,chr10:48463570-48464052|Enhancer,chr10:48469312-48471205|Enhancer,chr10:48307820-48310384|Enhancer			chr10:48505216-48508316|Enhancer	chr10:48469312-48471205|Enhancer
chr10:48685094-48685345|Promoter	chr10:48684876-48982956|+|WDFY4			chr10:48685391-48685837|Promoter			
chr10:48685391-48685837|Promoter	chr10:48684876-48982956|+|WDFY4			chr10:48685094-48685345|Promoter			
chr10:48745613-48746082|Promoter	chr10:48745545-48746128|-|RPL13AP19	chr10:49517742-49519719|Enhancer	chr10:48980781-48983908|Enhancer,chr10:49161638-49166788|Enhancer,chr10:48657730-48660790|Enhancer,chr10:49511463-49514426|Enhancer,chr10:48656363-48656527|Enhancer,chr10:48696760-48699110|Enhancer,chr10:49405936-49409946|Enhancer				chr10:49405936-49409946|Enhancer
chr10:50591973-50593060|Promoter	chr10:50590652-50590712|-|RNU7-107P	chr10:50561636-50562587|Enhancer	chr10:50652193-50653948|Enhancer,chr10:50576766-50579737|Enhancer,chr10:50552524-50555405|Enhancer,chr10:50563855-50564060|Enhancer		chr10:50621992-50626171|Promoter		chr10:50552524-50555405|Enhancer
chr10:50621992-50626171|Promoter	chr10:50624951-50641451|+|SGMS1-AS1,chr10:50305586-50623977|-|SGMS1	chr10:50561636-50562587|Enhancer,chr10:50652193-50653948|Enhancer,chr10:50552524-50555405|Enhancer,chr10:50576766-50579737|Enhancer	chr10:50563855-50564060|Enhancer		chr10:50591973-50593060|Promoter	chr10:50552524-50555405|Enhancer	
chr10:5412265-5412591|Promoter	chr10:5412557-5459056|+|NET1			chr10:5412601-5413441|Promoter			
chr10:5412601-5413441|Promoter	chr10:5412557-5459056|+|NET1			chr10:5412265-5412591|Promoter			
chr10:5623245-5623412|Promoter	chr10:5624931-5625126|+|AL365356.2	chr10:5433172-5436026|Enhancer					
chr10:5665838-5666551|Promoter	chr10:5638867-5666595|-|ASB13			chr10:5684662-5685255|Promoter			
chr10:5684662-5685255|Promoter	chr10:5684838-5763740|+|TASOR2			chr10:5665838-5666551|Promoter			
chr10:58384192-58386745|Promoter	chr10:58385410-58399220|+|TFAM	chr10:58299160-58302100|Enhancer					
chr10:59905599-59908651|Promoter	chr10:59788747-59906556|-|CCDC6	chr10:59829094-59832210|Enhancer	chr10:59624565-59628803|Enhancer,chr10:59863845-59868491|Enhancer,chr10:59862005-59862157|Enhancer,chr10:60030657-60033524|Enhancer,chr10:59809223-59812771|Enhancer,chr10:60097184-60097407|Enhancer				chr10:59809223-59812771|Enhancer
chr10:60140856-60141349|Promoter	chr10:60139912-60140877|+|AL592430.2	chr10:60113561-60115318|Enhancer	chr10:60207020-60211025|Enhancer,chr10:60099224-60100825|Enhancer				chr10:60207020-60211025|Enhancer
chr10:6086437-6088954|Promoter	chr10:6089034-6117457|+|RBM17	chr10:5948445-5950177|Enhancer,chr10:6012632-6016345|Enhancer	chr10:6049162-6052808|Enhancer			chr10:5948445-5950177|Enhancer	
chr10:6199751-6204429|Promoter	chr10:6197612-6202693|-|AL157395.1	chr10:6405554-6406466|Enhancer,chr10:6397051-6403637|Enhancer,chr10:6108304-6111009|Enhancer				chr10:6108304-6111009|Enhancer	
chr10:62816893-62818253|Promoter	chr10:62811996-62819167|-|EGR2	chr10:62593977-62595430|Enhancer	chr10:63216841-63219622|Enhancer,chr10:62610433-62612615|Enhancer,chr10:63628613-63632208|Enhancer,chr10:63767711-63768042|Enhancer,chr10:63718047-63722798|Enhancer,chr10:63164758-63168634|Enhancer,chr10:62437765-62438267|Enhancer,chr10:63267486-63268951|Enhancer,chr10:63156678-63158362|Enhancer		chr10:63465196-63466561|Promoter		chr10:63628613-63632208|Enhancer
chr10:63465196-63466561|Promoter	chr10:63167221-63465977|-|JMJD1C,chr10:63465229-63466563|+|JMJD1C-AS1	chr10:63628613-63632208|Enhancer	chr10:63767711-63768042|Enhancer,chr10:62610433-62612615|Enhancer,chr10:63156678-63158362|Enhancer,chr10:63718047-63722798|Enhancer,chr10:62593977-62595430|Enhancer,chr10:63164758-63168634|Enhancer,chr10:62437765-62438267|Enhancer,chr10:63267486-63268951|Enhancer,chr10:63216841-63219622|Enhancer		chr10:62816893-62818253|Promoter		chr10:63718047-63722798|Enhancer
chr10:6578588-6578617|Promoter	chr10:6427143-6580301|-|PRKCQ			chr10:6580212-6580533|Promoter			
chr10:6580212-6580533|Promoter	chr10:6580419-6616397|+|PRKCQ-AS1,chr10:6427143-6580301|-|PRKCQ			chr10:6578588-6578617|Promoter			
chr10:67882610-67885987|Promoter	chr10:67884656-67918390|+|SIRT1	chr10:67854757-67857859|Enhancer	chr10:68206726-68210509|Enhancer,chr10:67787721-67788672|Enhancer,chr10:68348591-68349051|Enhancer,chr10:68153930-68157644|Enhancer				chr10:68206726-68210509|Enhancer
chr10:68158151-68158324|Promoter	chr10:68158079-68158408|+|RN7SKP202			chr10:68158425-68158736|Promoter			
chr10:68158425-68158736|Promoter	chr10:68158079-68158408|+|RN7SKP202			chr10:68158151-68158324|Promoter			
chr10:68542593-68543104|Promoter	chr10:68544489-68544833|-|TMEM14DP	chr10:68542059-68542503|Enhancer					
chr10:68827294-68827535|Promoter	chr10:68827531-68895432|+|STOX1			chr10:68827558-68827613|Promoter	chr10:68828433-68828775|Promoter		
chr10:68827558-68827613|Promoter	chr10:68827531-68895432|+|STOX1			chr10:68828433-68828775|Promoter,chr10:68827294-68827535|Promoter			
chr10:68828433-68828775|Promoter	chr10:68827531-68895432|+|STOX1			chr10:68827558-68827613|Promoter	chr10:68827294-68827535|Promoter		
chr10:68897779-68898483|Promoter	chr10:68896920-68900768|+|AL359844.1	chr10:68792345-68792617|Enhancer					
chr10:6918531-6921371|Promoter	chr10:6891457-6920472|-|AL392086.1	chr10:7252283-7253798|Enhancer	chr10:7259099-7261734|Enhancer	chr10:7407864-7411668|Promoter			
chr10:70672039-70672919|Promoter	chr10:70672506-70762441|+|ADAMTS14	chr10:70649520-70649760|Enhancer					
chr10:70813781-70817574|Promoter	chr10:70815970-70881173|+|SGPL1	chr10:70878060-70882676|Enhancer,chr10:70547166-70551577|Enhancer	chr10:70697562-70699720|Enhancer,chr10:70557863-70561542|Enhancer,chr10:70667304-70667767|Enhancer,chr10:70616882-70620495|Enhancer,chr10:70459895-70462986|Enhancer,chr10:70537168-70544080|Enhancer,chr10:70756940-70761163|Enhancer,chr10:70574042-70576854|Enhancer			chr10:70547166-70551577|Enhancer	chr10:70616882-70620495|Enhancer
chr10:70924107-70926766|Promoter	chr10:70927055-71077810|+|AC073176.2	chr10:71284429-71285422|Enhancer,chr10:71207340-71209757|Enhancer	chr10:71270432-71271518|Enhancer			chr10:71284429-71285422|Enhancer	
chr10:70929421-70929480|Promoter	chr10:70929925-70932057|+|AC073176.1			chr10:70929659-70929702|Promoter			
chr10:70929659-70929702|Promoter	chr10:70929925-70932057|+|AC073176.1			chr10:70929421-70929480|Promoter			
